Itemcode,Itemcode Description,HCPCS Code,Average Price
80405TF,DG UGI W/O KUB INFANT,74246,283.00
80406TF,DG UGI W/ SM BOWEL HI DENSITY,74249,491.00
80408TF,DG UGI W/ HIGH DENSITY W/KUB,74247,374.00
80430TF,DG SMALL BOWEL,74250,262.00
80435TF,DG VCUG,74455,324.00
80437TF,INJECTION FOR CYSTOGRAPHY,51600,100.00
80445TF,DG BONE AGE,77072,232.00
80446TF,DG BONE LENGTH,77073,189.00
80447TF,DG BONE SURVEY MET,77075,503.00
80455TF,DG DX BONE DENSITY,77080,405.00
80456TF,DG FLUORO GUIDE CV LINE,77001,300.00
80457TF,DG FLUORO RM GT 60 MIN,76001,347.00
80458TF,DG FLUORO PROCEDURE UNLISTED,76496,252.00
80461TF,FEEDING TUBE PLACEMENT,74340,416.00
80462TF,"ABSCESS, FISTULA/SINUS TRACT S",76080,301.00
80463BTF,MM DIGITAL SCRN W/ IMPLT-BILAT,77067,227.00
80464BTF,MM DIGITAL SCREENING-BILAT,77067,227.00
80465RTF,MM DUCTOGRAM UNILATERAL R,77053,394.00
80465TF,MM DUCTOGRAM UNILATERAL L,77053,394.00
80466BTF,MM DIGITAL DIAGNOSTC LTD-BILAT,77067,237.00
80467BTF,MM DIGITAL DIAGNOSTIC-BILAT,77066,237.00
80468LTF,MM DIGITAL SCREENING UNI-L,77067,227.00
80468RTF,MM DIGITAL SCREENING UNI-R,77067,227.00
80469LTF,MM DIGITAL DIAGNOSTIC UNI-L,77065,227.00
80469RTF,MM DIGITAL DIAGNOSTIC UNI-R,77065,227.00
80474LTF,MM DIGITAL DIAG LIMITED-L,77065,227.00
80474RTF,MM DIGITAL DIAG LIMITED-R,77065,227.00
80477TF,"DIG BREAST TOMOSYNTHESIS, UNI",G0279,125.00
80481TF,MM BREAST SURGICAL SPECIMEN,76098,702.00
80482LTF,MM BREAST WIRE LOCALIZATION L,19281,"1,146.00"
80482RTF,MM BREAST WIRE LOCALIZATION R,19281,"1,146.00"
80482TF,"DIG BREAST TOMOSYNTHESIS, BIL",G0279,250.00
80483BTF,MM MCR DIG DIAGNOSTIC LTD-BILA,77066,237.00
80483TF,"SCREENING BR TOMOSYNTHESIS,BIL",77063,240.00
80484BTF,MM MCR DIG DIAGNOSTIC BILAT,77066,237.00
80484TF,"SCREENING BR TOMOSYNTHESIS,UNI",77063,240.00
80485LTF,MM MCR DIG DIAGNOSTIC UNI-LEFT,77065,227.00
80486RTF,MM MCR DIG DIAGNOSTIC UNI-RT,77065,227.00
80487BTF,MM MCR DIG SCREENING-BILATERAL,77067,227.00
80488LTF,MM MCR DIG SCREENING UNI-LEFT,77067,227.00
80488RTF,MM DIG SCREENING UNI-RT,77067,227.00
80549TF,SP ARTHROGR ELBOW INJ,24220,284.00
80550LTF,DG ARTHROGRAM KNEE-L,73580,276.00
80550RTF,DG ARTHROGRAM KNEE-R,73580,276.00
80551TF,SP ARTHROGR KNEE INJ,27370,284.00
80553RTF,DG SI JOINT ARTHROGRAM,G0259,342.00
80554TF,DG ARTHROGR SHOULD INJ,23350,325.00
80555LTF,DG ARTHROGRAM SHOULDER-L,73040,303.00
80555RTF,DG ARTHROGRAM SHOULDER-R,73040,303.00
80557TF,SP ARTHR HIP INJ W/O ANESTH,27093,325.00
80558TF,SP ARTHROGR WRIST INJ,25246,284.00
80559LTF,DG ARTHROGRAM WRIST-L,73115,276.00
80559RTF,DG ARTHROGRAM WRIST-R,73115,276.00
80561TF,SP ARTHROCENT ASP/INJ SM JT,20600,440.00
80562TF,SP ARTHROCENT ASP/INJ INTMD JT,20605,440.00
80563TF,SP ARTHROCENT ASP/INJ LG JT,20610,440.00
80565TF,DG ENTEROCLYSIS,76499,247.00
80570TF,DG ERCP WITH SPHINCTEROTOMY,74330,489.00
80575TF,DG HYSTEROGRAM,74740,367.00
80581TF,MYELOGRAM LUMBAR NOT C1-C2 INJ,62284,340.00
80584TF,DG MYELOGRAM CERV-THOR-LUMB,72270,"1,393.00"
80585TF,DG MYELOGRAM LUMBAR,72265,"1,153.00"
80586TF,DG MYELOGRAM THOR-LUMB,72270,"1,393.00"
80587TF,MYELOGRAPHY LUMB INJ;CERVICAL,62302,350.00
80588TF,MYELOGRAPHY LUMB INJ;THORACIC,62303,350.00
80589TF,MYELOGRAPHY LUMB INJ;LUMBOSACR,62304,"1,200.00"
80590TF,DG MYELOGRAM THORACIC,72255,"1,153.00"
80591TF,MYELOGRAPHY LUMB INJ;2+REGIONS,62305,700.00
80596TF,SP MYELOGRAM CERVICAL,72240,"1,153.00"
80615TF,DG ABDOMEN 1V,74018,153.00
80620TF,DG CHOLANGIOGRAM OPERATIVE,74300,202.00
80625LTF,DG HIP OPERATIVE-L,73501,352.00
80625RTF,DG HIP OPERATIVE-R,73501,352.00
80645TF,CT ABDOMEN W/O CM,74150,"1,802.00"
80646LTF,CT ANGIO EXTREM UP-L,73206,"1,963.00"
80646RTF,CT ANGIO EXTREM UP-R,73206,"1,963.00"
80647LTF,CT ANGIO EXTREM LOW-L,73706,"2,057.00"
80647RTF,CT ANGIO EXTREM LOW-R,73706,"2,057.00"
80648TF,CT ANGIO NECK,70498,"1,706.00"
80649TF,CT ANGIO PELVIS,72191,"2,266.00"
80650TF,CT ABDOMEN W/ CM,74160,"1,802.00"
80652TF,CT LIMITED/LOCALIZED FU STUDY,76380,"1,216.00"
80653TF,CT BX SOFT TISSUE BACK SUPERFL,21920,"1,055.00"
80655TF,CT ABDOMEN WO/W CM,74170,"2,157.00"
80656TF,CT ANGIO HEAD,70496,"2,173.00"
80657TF,CT ANGIOGRAPHY CHEST WO/W,71275,"2,965.00"
80658TF,CT ANGIO AOBIFEM WO/W CM,75635,"2,819.00"
80659TF,CT ANGIO ABDOMEN W/ CM,74175,"2,842.00"
80660TF,CT CHEST W/O CM,71250,"1,191.00"
80661TF,CT BIOPSY CORE BONE DEEP,20225,"2,771.00"
80662TF,CT LUNG CANCER SCREENING,G0297,"1,191.00"
80663TF,CT CONS SEDATION INITIAL 15MIN,99152,185.00
80664TF,CT CONS SED EA ADDL 15 MIN,99153,80.00
80665TF,CT CHEST W/ CM,71260,"1,543.00"
80666TF,CT FLUID COLL RETRO/PERI;PERCU,49406,"2,250.00"
80667TF,CT THORACENTESIS,32555,"1,033.00"
80668TF,CT PARACENTESIS W/IMAGING GUID,49083,946.00
80669TF,CT LUNG CANCER SCREENING - MCR,G0297,"1,191.00"
80670TF,CT CHEST WO/W CM,71270,"1,853.00"
80671TF,CT MAXILLOFACIAL WO/W CONTRST,70488,"1,057.00"
80672TF,CT MAXILLOFACIAL W/O CONTRAST,70486,"1,079.00"
80673TF,CT ORBIT/TEMPORAL W/O CM,70480,"1,029.00"
80674TF,CT ORBIT/SELLA/POST FOSSA W/WO,70482,"1,203.00"
80675TF,CT HEAD W/O CM,70450,"1,089.00"
80676TF,BONE MARROW ASPIRATION,38220,"1,845.00"
80677TF,BONE MARROW BIOPSY,38221,"2,770.00"
80678TF,CT 3D RENDERING,76376,150.00
80679TF,CT CHEST TUBE PLACEMENT,32551,"1,970.00"
80680TF,CT HEAD W/ CM,70460,"1,136.00"
80681TF,CT ESTABLISHED PATIENT LEVEL 2,G0463,209.00
80685TF,CT HEAD WO/W CM,70470,"1,281.00"
80686LTF,CT EXTREM LOW WO/W CM-L,73702,"2,027.00"
80686RTF,CT EXTREM LOW WO/W CM-R,73702,"2,027.00"
80689TF,CT GUIDANCE STEREOTACTIC LOC,77011,"1,167.00"
80690LTF,CT EXTREM LOW W/O CM-L,73700,"1,287.00"
80690RTF,CT EXTREM LOW W/O CM-R,73700,"1,287.00"
80690TF,CT LOW EXTREMITY W/O CON BILAT,73700,"2,574.00"
80691LTF,CT EXTREM LOW W/ CM-L,73701,"1,339.00"
80691RTF,CT EXTREM LOW W/ CM-R,73701,"1,339.00"
80692TF,CT GUIDANCE TISSUE ABLATION,77013,"1,001.00"
80693TF,CT HEART W/O CORONARY CALCIUM,75571,"1,001.00"
80694TF,CT HEART WO/W CTA MORPH W/ CA,75574,"1,479.00"
80696LTF,CT EXTREM UP W/ CM-L,73201,"1,725.00"
80696RTF,CT EXTREM UP W/ CM-R,73201,"1,725.00"
80697LTF,CT EXTREM UP W/O CM-L,73200,"1,287.00"
80697RTF,CT EXTREM UP W/O CM-R,73200,"1,287.00"
80698LTF,CT EXTREM UP WO/W CM-L,73202,"2,027.00"
80698RTF,CT EXTREM UP WO/W CM-R,73202,"2,027.00"
80699TF,BONE BIOPSY SUPERFICIAL,20220,"1,845.00"
80700TF,CT SHOULDER W/O CONTRAST,73200,"1,208.00"
80705TF,CT CERVICAL SPINE W/O CM,72125,"1,551.00"
80706TF,CT CERVICAL SPINE WO/W CM,72127,"2,040.00"
80710TF,CT CERVICAL SPINE W/ CM,72126,"1,868.00"
80711TF,CT HEART WO/W STRUC/MORPH ONLY,75572,"1,001.00"
80712TF,CT HEART WO/W CTA ONLY W/O CA,75574,"1,479.00"
80713TF,CT HEART WO/W CTA ONLY W/ CA,75574,"1,479.00"
80714TF,CT HEART WO/W CTA MORPH W/O CA,75574,"1,479.00"
80716TF,CT HEART WO/W FUNCTION ADD-ON,75574,"1,479.00"
80720TF,CT L SPINE W/O CM,72131,"1,787.00"
80725TF,CT L SPINE W/ CM,72132,"1,998.00"
80730TF,CT L SPINE WO/W CM,72133,"1,694.00"
80735TF,CT T SPINE W/O CM,72128,"1,616.00"
80740TF,CT T SPINE W/ CM,72129,"1,854.00"
80745TF,CT T SPINE WO/W CM,72130,"1,344.00"
80750TF,CT PELVIS W/O CM,72192,"1,141.00"
80755TF,CT PELVIS W/ CM,72193,"1,739.00"
80760TF,CT PELVIS WO/W CM,72194,"2,091.00"
80770TF,CT NECK W/O CM,70490,870.00
80775TF,CT NECK W/ CM,70491,"1,131.00"
80776TF,CT NECK WO/W CM,70492,"1,644.00"
80780TF,CT ORBIT/SELLA/POST FOSSA W/O,70480,"1,029.00"
80789TF,CT GUIDANCE NEEDLE PLACEMENT,77012,"1,766.00"
80790TF,CT MAXILLOFACIAL W/CONTRAST,70487,"1,014.00"
80791TF,CT MAXILLOFACIAL W/ CM,70487,"1,014.00"
80794TF,US BIOPSY MUSCLE PERC NEEDLE,20206,"2,700.00"
80795TF,US SOFT TISSUE HEAD/NECK,76536,409.00
80796TF,"US BIOPSY, THIGH/KNEE,SUPERFIC",27323,"2,250.00"
80800TF,US ABDOMINAL (COMPLETE),76700,761.00
80801TF,US ABSCESS DRAINAGE W/ CATH,75989,484.00
80802TF,US AORTA/IVC/ILIACS DOPP CMPLT,93978,"1,086.00"
80803TF,US AORTA/IVC/ILIACS DOPPLR LTD,93979,605.00
80804TF,ARTHRO SMALL JT/BURSA W/US,20604,400.00
80805TF,US ABDOMINAL (LIMITED),76705,493.00
80806TF,ARTHRO INTERM JT/BURSA W/US,20606,450.00
80807TF,US CHEST/MEDIASTINUM,76604,311.00
80808TF,ARTHRO LARGE JT/BURSA W/US,20611,500.00
80809TF,US ESTABLISHED PATIENT LEVEL 2,G0463,209.00
80810TF,US BREAST (BILATERAL),76641,552.00
80811LTF,US BREAST-L COMPLETE INC AXILL,76641,335.00
80811RTF,US BREAST-R COMPLETE INC AXILL,76641,335.00
80813LTF,US WIRE LOCALIZATION L,19285,285.00
80813RTF,US WIRE LOCALIZATION R,19285,285.00
80814TF,"US WIRE LOCAL, EACH ADD'L",19286,175.00
80816TF,US GUIDED COMPRESSION REPAIR,76936,568.00
80817BTF,US BREAST BIL LTD INC AXILLA,76642,600.00
80817LTF,US BREAST-L LIMITED INC AXILLA,76642,300.00
80817RTF,US BREAST-R LIMITED INC AXILLA,76642,300.00
80818TF,US PUNC ASP SUPERFICIAL FLUID,10160,441.00
80820TF,US RETROPERITONEAL LIMITED,76775,504.00
80821TF,US GUIDANCE TISSUE ABLATION,76940,500.00
80822TF,US BIOPSY CORE LIVER,47000,"2,266.00"
80825TF,US RETROPERITONEAL COMPLETE,76770,566.00
80827TF,US CONS SEDATION INITIAL 15MIN,99152,185.00
80828TF,US CONS SED EA ADDL 15 MIN,99153,80.00
80829TF,"IV INF, TX/DX, UP TO 1 HOUR",96365,327.00
80835TF,US PELVIC/GYN,76856,758.00
80840TF,US PELVIS LIMITED OR FOLLOW-UP,76857,230.00
80841TF,US TRANSVAGINAL,76830,542.00
80842TF,US SONOHYSTEROGRAM,76831,714.00
80844TF,US OB BPP W/O NST,76819,644.00
80845TF,US OB COMPLETE >14 WEEKS,76805,762.00
80846TF,"OB US<14 WKS,SINGLE FETUS",76801,695.00
80850TF,US OB FOLLOW-UP,76816,762.00
80851TF,US OB TRANSVAGINAL,76817,729.00
80855TF,US FETAL BIOPHYSICAL PROF W/O,76818,490.00
80859TF,US OB LIMITED IMAGE DOCUMNT,76815,796.00
80860TF,US SCROTUM/TESTICLES,76870,576.00
80861TF,US THORACENTESIS,32555,"1,033.00"
80862TF,US THYROID CYST ASP/INJ,60300,716.00
80863TF,US BREAST CORE BIOPSY ADD,19084,750.00
80864TF,US BIOP BREAST CORE VAC ASSIST,19083,"2,300.00"
80865LTF,US EXTREM LOW NON VASC-L,76881,546.00
80865RTF,US EXTREM LOW NON VASC-R,76881,546.00
80891BTF,US EXTRM UP/LOW ART SEG MULT-B,93923,288.00
80892BTF,US ANKLE/BRACH INDICES-BILAT,93922,254.00
80893LTF,US EXTREM  UP VENOUS-L,93971,522.00
80893RTF,US EXTREM  UP VENOUS-R,93971,522.00
80895LTF,US EXTREM UP DUPLEX ART LTD-L,93931,605.00
80895RTF,US EXTREM UP DUPLEX ART LTD-R,93931,605.00
80895TF,US UPPER EXT ARTERY UNILATERAL,93931,605.00
80896BTF,US EXTREM UP DUPLEX ART-BILAT,93930,"1,157.00"
80897TF,ABI ULTRASOUND W/EXERCISE,93924,297.00
80898TF,US RENAL BIOPSY,50200,"2,267.00"
80900TF,US MISC SOFT TISSUE,76999,336.00
80901TF,US HEAD (ECHOENCEPHALOGRAPHY),76506,587.00
80902BTF,US EXTREM  UP VENOUS-BILAT,93970,802.00
80905,ECHOCARDIOGRAPHY (2D),93307,525.00
80908BTF,US EXTREM LOW DUPLEX ART-BILAT,93925,"1,013.00"
80909LTF,US EXTREM LOW DUPLX ART LTD-L,93926,644.00
80909RTF,US EXTREM LOW DUPLX ART LTD-R,93926,644.00
80911BTF,US EXTREM LOW VENOUS-BILAT,93970,802.00
80911LTF,US EXTREM LOW VENOUS-L,93971,522.00
80911RTF,US EXTREM LOW VENOUS-R,93971,522.00
80912TF,BIOPSY SOFT TISSUE NECK THORAX,21550,"1,764.00"
80913TF,US FLUID COLL BY CATH SOFT TIS,10030,"1,900.00"
80915,ECHO (2D M-MODE W/DOPPLER),C8929,"1,375.00"
80916TF,INJ FOR MAMMARY DUCTOGRAM,19030,250.00
80917,BUBBLE STUDY,96374,385.00
80918,MYOCARDIAL STRAIN IMAGING,0399T,250.00
80921,STRESS ECHOCARDIOGRAPHY,93350,"1,088.00"
80922,PHARMACOLOGICAL STRESS ECHO,93350,"1,088.00"
80924,TRANSESOPHOGEAL ECHO,93312,980.00
80925BTF,US CAROTID DUPLEX-BILAT,93880,570.00
80926TF,"US DOPP ABD,PELV,SCRT COMPLETE",93975,766.00
80927TF,"US DOPP ABD,PELV,SCRT LIMITED",93976,504.00
80928LTF,US CAROTID DUPLEX-L,93882,586.00
80928RTF,US CAROTID DUPLEX-R,93882,586.00
80929TF,US GUIDE CVACCESS W/IMG DOCUMT,76937,267.00
80931TF,STEREOT BRST BX CORE VAC ASST,19081,"2,430.00"
80933TF,US BREAST CYST ASPIRATN EA ADD,19001,219.00
80934TF,US AORTA SCREENING (MEDICARE),76706,483.00
80936TF,US PARACENTESIS W/IMG GUIDANCE,49083,946.00
80937TF,SP BIOPSY CORE THYROID,60100,"1,146.00"
80943TF,US ARTHRO ASP/INJ LARGE JOINT,20610,440.00
80945TF,NM THYROID IMAGING ONLY,78013,867.00
80949,TC99M MERTIATIDE MAG3,A9562,605.00
80951TF,MAM STEREO GUIDE BREAST ADD BX,19082,750.00
80955TF,NM LIVER SPLEEN IMG,78215,911.00
80967TF,NM GASTRIC EMPTYING,78264,"1,012.00"
80970TF,NM GI BLOOD LOSS,78278,690.00
80975TF,NM BOWEL IMG MECKELS,78290,865.00
80980TF,NM BONE LIMITED,78300,"1,271.00"
80981TF,NM BONE 3 PHASE,78315,"1,293.00"
80983TF,NM BONE WHOLE BODY,78306,"1,293.00"
80985TF,NM BONE MULTIPLE AREAS,78305,"1,275.00"
81005TF,NM PULM PERFUSION IMAGING TF,78580,"1,048.00"
81006TF,NM PULM PERF&VENT/REBREATH&WSH,78582,"1,549.00"
81020TF,NM BRAIN SCAN & FLOW,78606,900.00
81043TF,NM RENAL IMAGING FLOW W/ PHARM,78708,777.00
81044TF,NM ABSCESS/INFLAM LOCALIZ LTD,78805,591.00
81048TF,NM ABSCESS/INFLAM LOCAL SPECT,78806,"2,224.00"
81052TF,NM THYR IMG W/UPTAKE SING/24HR,78014,647.00
81054TF,NM THYROID UPTAKE MULTI/4&24HR,78012,565.00
81060TF,NM RAI THERAPY 4 HYPERTHYROID,79005,849.00
81065TF,NM CARDIA MUGA REST,78472,"1,145.00"
81080TF,PARATHYROID SCAN,78071,750.00
81093TF,NM BONE W/ SPECT,78320,677.00
81114TF,NM TUM LOC/TRACER DISTR MULTI,78801,700.00
81120TF,CARBON 14 UREA BREATH TEST,78268,317.00
81121TF,NM MPI SPECT REST/STRESS SINGL,78451,"2,001.00"
81122TF,NM MPI SPECT REST/STRESS MULT,78452,"3,295.00"
81140TF,NM LYMPHATICS/LYMPH NODE,78195,"1,173.00"
81141TF,NM SENTINEL NODE INJECTION,38792,711.00
81146TF,NM MISC PROCEDURE,78999,638.00
82001TF,MRI ABDOMEN W/ CM,74182,"2,291.00"
82002TF,MRI: ABDOMEN W AND W/O,74183,"2,575.00"
82003TF,MR ABDOMEN W/O CM,74181,"2,085.00"
82005TF,MR HEAD W/ CM,70552,"2,445.00"
82006TF,MR HEAD W/O CM,70551,"2,201.00"
82007TF,MR HEAD WO/W CM,70553,"3,001.00"
82008TF,MRI TEMPEROMANDIBULAR JOINT,70336,"2,018.00"
82009TF,MR CHEST MEDIASTINUM W/O CM,71550,"1,679.00"
82010TF,MRI C-SPINE W/CONTRAST,72142,"2,452.00"
82011TF,MRI C-SPINE W/O CONTRAST,72141,"2,381.00"
82012TF,MR CERVICAL SPINE WO/W CM,72156,"2,988.00"
82013TF,MRI T-SPINE W/CONTRAST,72147,"2,545.00"
82014TF,MR THORACIC SPINE W/O CM,72146,"2,485.00"
82015TF,MRI T-SPINE W & W/O CONTRAST,72157,"3,171.00"
82016TF,MRI L-SPINE W/CONTRAST,72149,"2,486.00"
82017TF,MRI L-SPINE W/O CONTRAST,72148,"2,390.00"
82018TF,MRI L-SPINE W & W/O CONTRAST,72158,"3,167.00"
82019TF,MRI PELVIS W/O CONTRAST,72195,"2,174.00"
82020LTF,MR EXTREM UP W/O CM-L,73218,"3,146.00"
82020RTF,MR EXTREM UP W/O CM-R,73218,"3,146.00"
82021LTF,MR EXTREM UP JT W/O CM-L,73221,"2,132.00"
82021RTF,MR EXTREM UP JT W/O CM-R,73221,"2,132.00"
82021TF,MRI UPPER EXTR JT W/O CON BIL,73221,"4,264.00"
82022LTF,MR EXTREM LOW W/O CM-L,73718,"2,562.00"
82022RTF,MR EXTREM LOW W/O CM-R,73718,"2,562.00"
82022TF,MRI LOW EXTREM W/O CON BILATER,73720,"2,512.00"
82023LTF,MR EXTREM LOW JT W/O CM-L,73721,"2,084.00"
82023RTF,MR EXTREM LOW JT W/O CM-R,73721,"2,084.00"
82023TF,MRI LOWER EXTREM JOINT W/O CON,73721,"4,168.00"
82024TF,MRI INT AUDIT CANAL W/O CONTR,70540,"2,251.00"
82026TF,MR ORBIT/FACE/NECK W/O CM,70540,"2,251.00"
82027TF,MRI PELVIS W/CONTRAST,72196,"1,807.00"
82029TF,MRI CHEST W/WO CONTRAST,71552,"2,581.00"
82030TF,MRI INT AUDIT CANAL W/CONTRAST,70542,"2,027.00"
82031TF,MRI INT AUDIT CANAL W/WO CONTR,70543,"2,470.00"
82032BTF,MRA LOWER EXT W/WO CON BILAT,C8914,"3,604.00"
82032RTF,MRA LOWER EXT W/WO CONTRAST-R,C8914,"1,802.00"
82032TF,MRA LOWER EXT W/WO CONTRAST-L,C8914,"1,802.00"
82033TF,MR MRA NECK WO/W CM,70549,"3,233.00"
82034TF,MR MRA HEAD W/O CM,70544,"2,430.00"
82036LTF,MR EXTREM UP WO/W CM-L,73220,"2,512.00"
82036RTF,MR EXTREM UP WO/W CM-R,73220,"2,512.00"
82036TF,MRI UP EXT NOT JNT W&WO CON BI,73220,"5,024.00"
82037LTF,MR EXTREM UP JT WO/W CM-L,73223,"2,193.00"
82037RTF,MR EXTREM UP JT WO/W CM-R,73223,"2,193.00"
82038LTF,MR EXTREM LOW WO/W CM-L,73720,"2,512.00"
82038RTF,MR EXTREM LOW WO/W CM-R,73720,"2,512.00"
82038TF,MRI LOW EXTREM W/WO CONTR BIL,73720,"5,024.00"
82039TF,MRI:BREAST BILATERAL W AND W/O,C8908,"2,989.00"
82041LTF,MR EXTREM LOW JT WO/W CM-L,73723,"2,126.00"
82041RTF,MR EXTREM LOW JT WO/W CM-R,73723,"2,126.00"
82045TF,MRI: BREAST BILATERAL W/O,C8907,"1,511.00"
82046TF,MRA SPINAL CANAL W OR WO CONTR,72159,"1,500.00"
82048TF,MR MRA ABDOMEN W/ OR W/O CM,C8900,"2,263.00"
82050TF,MR MRA NECK W/ CM,70548,"1,942.00"
82051TF,MRI: PELVIS W/ AND W/O,72197,"2,533.00"
82052TF,MR MRA PELVIS W/ OR W/O CM,C8918,"2,373.00"
82058TF,MR MRA CHEST W/O AND W CM,C8911,"1,896.00"
82063TF,MR ORBIT/FACE/NECK WO/W CM,70543,"2,470.00"
82066LTF,MR EXTREM LOW W/ CM-L,73719,"2,029.00"
82066RTF,MR EXTREM LOW W/ CM-R,73719,"2,029.00"
82067LTF,MR EXTREM LOW JT W/ CM-L,73722,"1,925.00"
82067RTF,MR EXTREM LOW JT W/ CM-R,73722,"1,925.00"
82068LTF,MR EXTREM UP W/ CM-L,73219,"2,037.00"
82068RTF,MR EXTREM UP W/ CM-R,73219,"2,037.00"
82069LTF,MR EXTREM UP JT W/ CM-L,73222,"1,894.00"
82069RTF,MR EXTREM UP JT W/CM-R,73222,"1,894.00"
82070TF,MR MRA NECK W/O CM,70547,"1,966.00"
82071TF,MR CHEST MEDIASTINUM W/ CM,71551,"2,118.00"
82074LTF,MR MRA EXTREM UP WO/W CM-L,73225,"1,951.00"
82074RTF,MR MRA EXTREM UP WO/W CM-R,73225,"1,951.00"
82397,CHEMILUMINESCENT ASSAY,82397,255.00
82397*3,CHEMILUMINESCENT ASSAY,82397,180.00
83000TF,VERTEBROPLASTY EA ADDL LEVEL,22512,"2,000.00"
83001TF,VERTEBROPLAST CERVICOTHORACIC,22510,"5,000.00"
83002TF,VERTEBROPLASTY LUMBOSACRAL,22511,"5,000.00"
83006TF,SP CONVERT G-TUBE TO G-JTUBE,49446,"1,681.00"
83009TF,SP REPLACE G-TUBE/COLONIC TUBE,49450,853.00
83010TF,KYPHOPLASTY THORACIC,22513,"11,000.00"
83011TF,SP REPLACE PICC,36584,"1,438.00"
83014TF,REMOVE INDWELLING PLEURAL CATH,32552,245.00
83015TF,KYPHOPLASTY LUMBAR,22514,"11,000.00"
83016TF,KYPHOPLASTY  EA ADDL LEVEL,22515,"5,000.00"
83017TF,INS/REP SUBQ DEFIBRILLATOR,33270,"5,000.00"
83018TF,INS SUBQ IMPLTBL DFB ELECTRODE,33271,"2,500.00"
83019TF,REMVL OF SUBQ DEFIBRILLATOR,33272,"4,200.00"
83020TF,REPOS PREV IMPLTBL SUBQ DFB,33273,"4,200.00"
83021TF,"URETERAL STRICTURE, BALLOON DI",50706,300.00
83022TF,INS TUN INTRAPERITONEAL CATH,49418,"5,000.00"
83023TF,TRANSCATHETER RETRIEVAL FB REM,37197,"4,072.00"
83024TF,REPOSITION PREV IMP CARD VENOU,33226,"2,850.00"
83025TF,"INJ SCLEROSING SOLUTION,SGL VN",36470,520.00
83026TF,INJ SCLEROSING SOL/MULT VN,36471,267.00
83028TF,EXC NEPHROSTOMY CATH PERC,50435,"1,028.00"
83029TF,"PL URETERAL STENT, NEW ACCESS",50695,"4,400.00"
83030TF,"VENASEAL, INITIAL VEIN",36465,"3,595.00"
83031TF,"RENAL VENOGRAM, BILATERAL",75833,"5,300.00"
83032LTF,UNILATERAL LT ADRENAL VENOGRAM,75840,"5,300.00"
83033TF,"PL URETERAL STENT, NEW ACCESS",50694,"4,400.00"
83034TF,"VENOGRAPHY, EXTREMITY, UNILAT",75820,"1,350.00"
83035TF,THORACIC AORTOGRAM,75605,"5,300.00"
83036TF,PULMONARY ANGIOGRAPHY BILAT,75743,"5,300.00"
83037TF,ADRENAL ANGIOGRAPHY BILATERAL,75733,"5,300.00"
83038TF,IVC VENOGRAPHY,75825,"5,300.00"
83039TF,HEPATIC VENOGRAPHY W/HEMODYNAM,75889,"5,300.00"
83040TF,PERC TRANSHEPATIC PORTOGRAPHY,75885,"5,300.00"
83041TF,"ARTERIOVENOUS ANASTOMOSIS,OPEN",36820,"4,405.00"
83042TF,PERCUTANEOUS PLEURAL DRAINAGE,32557,950.00
83043TF,INS DUODENOSTOMY/JEJUNOSTOMY,49441,"2,200.00"
83044TF,LUMBAR/SACRAL INJ W/ IMAGING,62323,"1,395.00"
83045TF,ANGIOGRAPHY OF DIALYSIS CIRCUI,36902,"9,600.00"
83046TF,TRANSLUMINAL BALLOON ANGIOPLAS,36907,"2,500.00"
83047TF,"ANGIOGRAPHY EXTREMITY, BILAT",75716,"4,625.00"
83048TF,FEMORAL ARTHRECTOMY,37225,"15,000.00"
83049TF,"REVASCULARIZATION, EA ADDL VES",37233,"5,671.00"
83050TF,"TRANSLUMINAL ANGIOPLASTY,INIT",37248,"8,800.00"
83051TF,TRANSCATHETER PLACEMENT STENT,37238,"18,000.00"
83052TF,TRANSCATHETER STENT PL ADD VN,37239,"3,000.00"
83053TF,REM BILIARY DRAIN CATH,47537,"1,280.00"
83054TF,"PERC SACROPLASTY, UNI INJECTIO",0200T,"9,500.00"
83055TF,"PERC SACROPLASTY, BILAT INJ",0201T,"9,500.00"
83056TF,PRIM PERC TRANSLUMINAL THROMBE,37185,500.00
83057TF,PRIMARY PERC TRANSLUMINAL BYPA,37184,"9,300.00"
83058TF,ABLATION TX FOR BONE TUMOR,20982,"11,215.00"
83059TF,"VENASEAL, ADDL VEIN, SAME LEG",36466,"1,600.00"
83060TF,TRANSCATHETER PLACE IV STENT,36908,"1,000.00"
83061TF,"LYMPHANGIOGRAPHY,EXTREMITY,UNI",75801,"1,250.00"
83062TF,"LYMPHANGIOGRAPHY,PEL/ABD,BILAT",75807,"5,000.00"
83104TF,RADIOFREQUENCY ABL VAR VN INIT,36475,"4,000.00"
83105TF,RADIOFREQUENCY ABL VAR VN SUBS,36476,"2,000.00"
83106TF,SP REPL DUOD/JEJ TUBE W/FLUORO,49452,853.00
83107TF,SP REPL NEPHROURET CATH ANTE,50387,"2,971.00"
83108TF,SP NEPHRO TUBE REMOV/FLUORO,50389,"1,714.00"
83109TF,SP NG/OG TUBE BY MD,43752,528.00
83110TF,"NEPHROSTOMY, PERCUTANEOUS",50432,"2,952.00"
83111TF,CHG NEPHROSTOMY PYELOSTOMY TUB,50435,"1,028.00"
83114TF,REPO PRVIMPLTD TRANSVN PCMK EL,33215,"2,930.00"
83115TF,BILATERAL NEPHROSTOMY TUBE CHG,50435,"1,028.00"
