"Service Description","CPT Code","Charge Type","Christiana Facility Price"
"AIRWAY, ROBERTAZZI NASOPHARYNGEAL 32FR",,Hospital,$14.21
"ALATUS GYN VAGINAL BALLOON SYS",,Hospital,"$2,104.00"
"ALBUMIN SERUM",82040,Hospital,$28.50
"ALBUMIN,OTHER SOURCE",82042,Hospital,$74.50
"ALBUTEROL 1.25MG/3ML STAT",,Stat,$0.00
"ALBUTEROL SOL 0.083% 3ML STAT",,Stat,$0.00
"ALBUTEROL SOLUTION 0.083% 3ML STAT",,Stat,$0.00
"ALBUTEROL SOLUTION 5MG/ML 20ML",,Hospital,$0.00
"ALBUTEROL UNIT DOSE 2.5MG/.5ML",,Hospital,$0.00
"ALCOHOL, ISOPROPYL  70% 4OZ",,Hospital,$0.51
"ALCOHOL,ETHANOL",80307,Hospital,$84.50
"ALCOHOL/SUBSTANCE ABUSE STRUCTURED ASSESSMENT,BRIEF INTERVENTION,15-30 MINUTES",G0396,Hospital,$114.50
"ALCOHOL/SUBSTANCE ABUSE STRUCTURED ASSESSMENT,BRIEF INTERVENTION,GREATER THAN 30 MINUTES",G0397,Hospital,$228.50
ALDOLASE,82085,Hospital,$75.50
ALDOSTERONE,82088,Hospital,$176.50
"ALIMTA PER 10MG (100MG VIAL)",J9305,Hospital,$221.50
"ALK 2P23 FISH ANALYSIS",88271,Hospital,$517.50
"ALK INTERPHASE ISH",88274,Hospital,$259.00
"ALL UTENSILS",,Hospital,$43.00
"ALLODERM 6X12 2.06-3.30MM THICK",Q4107,Hospital,"$9,362.75"
"ALLODERM, RTU 12X16CM 1.6+/-0.4MM MEDIUM",,Hospital,"$26,405.25"
"ALLOGRAFT,  HEMI BTB",,Hospital,"$10,200.00"
"ALLOGRAFT, ACHILLIES TENDON W/CALCANEOUS",C1762,Hospital,"$3,570.00"
"ALLOGRAFT, BONE PLUG 5X40MM",,Hospital,"$4,228.75"
"ALLOGRAFT, BONE PLUG 6X40MM",,Hospital,"$4,228.75"
"ALLOGRAFT, BONE PLUG 7X40MM",,Hospital,"$4,228.75"
"ALLOGRAFT, CAPSTONE IMP BONE 10X32MM",,Hospital,"$16,575.00"
"ALLOGRAFT, CERVICAL C-TRAP 4X6X12X14.5MM",,Hospital,"$4,166.70"
"ALLOGRAFT, CERVICAL C-TRAP 5X7X12X14.5MM",,Hospital,"$4,166.70"
"ALLOGRAFT, CERVICAL C-TRAP 6X8X12X14.5MM",,Hospital,"$4,166.70"
"ALLOGRAFT, CERVICAL C-TRAP 7X9X12X14.5MM",,Hospital,"$4,166.70"
"ALLOGRAFT, CERVICAL C-TRAP 8X10X12X14.5MM",,Hospital,"$4,166.70"
"ALLOGRAFT, CERVICAL TRIAD CORTICAL CANC 10X11X14MM",,Hospital,"$4,445.50"
"ALLOGRAFT, CERVICAL TRIAD CORTICAL CANC 5X11X14MM",,Hospital,"$4,445.50"
"ALLOGRAFT, CERVICAL TRIAD CORTICAL CANC 6X11X14MM",,Hospital,"$4,445.50"
"ALLOGRAFT, CERVICAL TRIAD CORTICAL CANC 7X11X14MM",,Hospital,"$4,445.50"
"ALLOGRAFT, CERVICAL TRIAD CORTICAL CANC 8X11X14MM",,Hospital,"$4,445.50"
"ALLOGRAFT, CERVICAL TRIAD CORTICAL CANC 9X11X14MM",,Hospital,"$4,445.50"
"ALLOGRAFT, CERVICAL TRIAD CR 10X11X14MM",,Hospital,"$3,825.00"
"ALLOGRAFT, CERVICAL TRIAD CR 5X11X14MM",,Hospital,"$3,825.00"
"ALLOGRAFT, CERVICAL TRIAD CR 6X11X14MM",,Hospital,"$3,825.00"
"ALLOGRAFT, CERVICAL TRIAD CR 7X11X14MM",,Hospital,"$3,825.00"
"ALLOGRAFT, CERVICAL TRIAD CR 8X11X14MM",,Hospital,"$3,825.00"
"ALLOGRAFT, CERVICAL TRIAD CR 9X11X14MM",,Hospital,"$3,825.00"
"ALLOGRAFT, CHONDROFIX OC 11MM",,Hospital,"$15,652.75"
"ALLOGRAFT, CHONDROFIX OC 15MM",,Hospital,"$16,821.50"
"ALLOGRAFT, CHONDROFIX OC 7MM",,Hospital,"$11,883.00"
"ALLOGRAFT, CHONDROFIX OC 9MM",,Hospital,"$14,751.75"
"ALLOGRAFT, CONFORM CUBE 11MM",,Hospital,"$2,752.73"
"ALLOGRAFT, CONFORM CUBE 13MM",,Hospital,"$2,969.48"
"ALLOGRAFT, CONFORM CUBE 15MM",,Hospital,"$3,164.55"
"ALLOGRAFT, CONFORM CUBE 17MM",,Hospital,"$3,348.79"
"ALLOGRAFT, CONFORM CUBE 9MM",,Hospital,"$1,972.43"
"ALLOGRAFT, CORTICAL PRIMAGRAFT ISS 10MM",,Hospital,"$9,350.00"
"ALLOGRAFT, CORTICAL PRIMAGRAFT ISS 12MM",,Hospital,"$9,350.00"
"ALLOGRAFT, CORTICAL PRIMAGRAFT ISS 14MM",,Hospital,"$9,350.00"
"ALLOGRAFT, CORTICAL PRIMAGRAFT ISS 16MM",,Hospital,"$9,350.00"
"ALLOGRAFT, CORTICAL PRIMAGRAFT ISS 18MM",,Hospital,"$9,350.00"
"ALLOGRAFT, CORTICAL PRIMAGRAFT ISS 20MM",,Hospital,"$9,435.00"
"ALLOGRAFT, CORTICAL PRIMAGRAFT ISS 8MM",,Hospital,"$9,350.00"
"ALLOGRAFT, CRYOPRESERVED NON-MESHED SKIN 150-174 SQCM",,Hospital,"$1,419.50"
"ALLOGRAFT, EXTENSURE II H2 10MM",C1762,Hospital,"$8,500.00"
"ALLOGRAFT, EXTENSURE II H2 12MM",C1762,Hospital,"$8,500.00"
"ALLOGRAFT, EXTENSURE II H2 14MM",C1762,Hospital,"$8,500.00"
"ALLOGRAFT, EXTENSURE II H2 16MM",C1762,Hospital,"$8,500.00"
"ALLOGRAFT, EXTENSURE II H2 18MM",C1762,Hospital,"$8,500.00"
"ALLOGRAFT, EXTENSURE II H2 20MM",C1762,Hospital,"$8,500.00"
"ALLOGRAFT, EXTENSURE II H2 8MM",C1762,Hospital,"$8,500.00"
"ALLOGRAFT, FEMORAL FRESH HEMI CONDYLAR 10MM",,Hospital,"$10,603.75"
"ALLOGRAFT, FEMORAL FRESH HEMI CONDYLAR 15MM",,Hospital,"$19,125.00"
"ALLOGRAFT, FEMORAL HEAD 44MM",,Hospital,"$5,763.00"
"ALLOGRAFT, FRESH RIGHT LATERAL CONDYLE",,Hospital,"$48,556.25"
"ALLOGRAFT, OPTIO-C LORDOTIC 12X14X10MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C LORDOTIC 12X14X11MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C LORDOTIC 12X14X12MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C LORDOTIC 12X14X6MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C LORDOTIC 12X14X7MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C LORDOTIC 12X14X8MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C LORDOTIC 12X14X9MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C LORDOTIC 14X16X10MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C LORDOTIC 14X16X6MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C LORDOTIC 14X16X7MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C LORDOTIC 14X16X9MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C LORDOTIC 15X18X9MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 12X14X10MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 12X14X11MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 12X14X12MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 12X14X6MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 12X14X7MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 12X14X8MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 12X14X9MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 14X16X10MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 14X16X11MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 14X16X12MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 14X16X6MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 14X16X7MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 14X16X8MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 14X16X9MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 15X18X10MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 15X18X11MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 15X18X12MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 15X18X6MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 15X18X7MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 15X18X8MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTIO-C PARALLEL 15X18X9MM",,Hospital,"$8,489.38"
"ALLOGRAFT, OPTION-C LORDOTIC 6DEG 14X16X8MM",,Hospital,"$8,489.38"
"ALLOGRAFT, ORACLE 0-DEG ANGLED FD 50X20X11MM",,Hospital,"$23,375.00"
"ALLOGRAFT, ORACLE 0-DEG ANGLED FD SIZE 11MM",,Hospital,"$23,375.00"
"ALLOGRAFT, ORACLE 8-DEG ANGLED FD 50X20X13MM",,Hospital,"$23,375.00"
"ALLOGRAFT, ORACLE 8-DEG ANGLED FD 50X20X15MM",,Hospital,"$23,375.00"
"ALLOGRAFT, ORACLE 8-DEG ANGLED FD 50X20X17MM",,Hospital,"$23,375.00"
"ALLOGRAFT, ORACLE 8-DEG ANGLED FD SIZE 13MM",,Hospital,"$23,375.00"
"ALLOGRAFT, ORACLE 8-DEG ANGLED FD SIZE 15MM",,Hospital,"$23,375.00"
"ALLOGRAFT, ORACLE 8-DEG ANGLED FD SIZE 17MM",,Hospital,"$23,375.00"
"ALLOGRAFT, OSTEOCHONDRAL CARTIFORM DISC 10MM",,Hospital,"$14,875.00"
"ALLOGRAFT, OSTEOCHONDRAL CARTIFORM DISC 20MM",,Hospital,"$36,125.00"
"ALLOGRAFT, PASTE OPTEFORM RT 10CC",,Hospital,"$7,841.25"
"ALLOGRAFT, PASTE OPTEFORM RT 20CC",,Hospital,"$12,720.25"
"ALLOGRAFT, PASTE OPTEFORM RT 2CC",,Hospital,"$2,023.00"
"ALLOGRAFT, PASTE OPTEFORM RT 5CC",,Hospital,"$4,687.75"
"ALLOGRAFT, RIGHT TALUS",,Hospital,"$27,625.00"
"ALLOGRAFT, SPACER CC NATURAL LORDOTIC 10MM",,Hospital,"$4,675.00"
"ALLOGRAFT, SPACER CC NATURAL LORDOTIC 11MM",,Hospital,"$4,675.00"
"ALLOGRAFT, SPACER CC NATURAL LORDOTIC 12MM",,Hospital,"$4,675.00"
"ALLOGRAFT, SPACER CC NATURAL LORDOTIC 6MM",,Hospital,"$4,675.00"
"ALLOGRAFT, SPACER CC NATURAL LORDOTIC 7MM",,Hospital,"$4,675.00"
"ALLOGRAFT, SPACER CC NATURAL LORDOTIC 8MM",,Hospital,"$4,675.00"
"ALLOGRAFT, SPACER CC NATURAL LORDOTIC 9MM",,Hospital,"$4,675.00"
"ALLOGRAFT, SPACER CC NATURAL LORDOTIC FD LARGE 10MM",,Hospital,"$4,675.00"
"ALLOGRAFT, SPACER CC NATURAL LORDOTIC FD LARGE 11MM",,Hospital,"$4,675.00"
"ALLOGRAFT, SPACER CC NATURAL LORDOTIC FD LARGE 12MM",,Hospital,"$4,675.00"
"ALLOGRAFT, SPACER CC NATURAL LORDOTIC FD LARGE 8MM",,Hospital,"$4,675.00"
"ALLOGRAFT, SPACER CC NATURAL LORDOTIC LARGE 7MM",,Hospital,"$4,675.00"
"ALLOGRAFT, SPACER CC NATURAL PARALLEL FD LARGE 6MM",,Hospital,"$4,675.00"
"ALLOGRAFT, TLIF TRIAD 10X11X20MM",C1762,Hospital,"$8,500.00"
"ALLOGRAFT, TLIF TRIAD 10X11X25MM",C1762,Hospital,"$8,500.00"
"ALLOGRAFT, TLIF TRIAD 8X11X20MM",C1762,Hospital,"$8,500.00"
"ALLOGRAFT, TLIF TRIAD 8X11X25MM",C1762,Hospital,"$8,500.00"
"ALLOGRAFT, TRINITY ELITE LARGE",,Hospital,"$16,439.00"
"ALLOGRAFT, TRUFUSE CORTICAL 5.0MM - 1PACK",,Hospital,"$6,800.00"
"ALLOGRAFT, TRUFUSE CORTICAL 5.0MM - 2PACK",,Hospital,"$6,800.00"
"ALLOGRAFT, TRUFUSE CORTICAL 7.5MM - 1PACK",,Hospital,"$6,800.00"
"ALLOGRAFT, TRUFUSE CORTICAL 7.5MM - 2PACK",,Hospital,"$6,800.00"
"ALLOGRAFT,CRNERSTON RES CORT RNG W/CA PLUG 10",,Hospital,"$3,761.25"
"ALLOGRAFT,CRNERSTON RES CORT RNG W/CA PLUG 11",,Hospital,"$3,761.25"
"ALLOGRAFT,CRNERSTON RES CORT RNG W/CA PLUG 12",,Hospital,"$3,761.25"
"ALLOGRAFT,CRNERSTON RES CORT RNG W/CA PLUG 13",,Hospital,"$3,761.25"
"ALLOGRAFT,CRNERSTON RES CORT RNG W/CAN PLUG 5",,Hospital,"$3,761.25"
"ALLOGRAFT,CRNERSTON RES CORT RNG W/CAN PLUG 6",,Hospital,"$3,761.25"
"ALLOGRAFT,CRNERSTON RES CORT RNG W/CAN PLUG 7",,Hospital,"$3,761.25"
"ALLOGRAFT,CRNERSTON RES CORT RNG W/CAN PLUG 8",,Hospital,"$3,761.25"
"ALLOGRAFT,CRNERSTON RES CORT RNG W/CAN PLUG 9",,Hospital,"$3,761.25"
ALLOGRATH,C1762,Hospital,"$12,218.75"
"ALLOGRATH, TRINITY ELITE MEDIUM",,Hospital,"$8,967.50"
"ALLOGRATH, TRINITY ELITE SMALL",,Hospital,"$2,125.00"
"ALPHA DEFENSIN-SF SYNOVASURE",83516,Hospital,$110.50
"ALPHA FETS PROTEIN(ALPHA-FETOPROTEIN,SERUM)",82105,Hospital,$140.00
"ALPHA-1 ANTITRYPSIN,TOTAL",82103,Hospital,$199.00
"ALPHA-1 PHENOTYPE",82104,Hospital,$307.50
"ALPHA-FETOPROTEIN,SERUM",82105,Hospital,$140.00
"ALTEPLASE 2 MG VIAL  PER 1MG PP",J2997,Hospital,
"ALTEPLASE RECOMBINANT 1MG INJ",J2997,Hospital,$126.50
"ALUMINUM PLASMA",82108,Hospital,$147.00
"AMBULATORY BLOOD PRESSURE MONITORING,=>24 HOURS,ANALYSIS W REPORT TC",93788,Hospital,$140.50
"AMBULATORY BLOOD PRESSURE MONITORING,=>24 HOURS,PHYSICIAN REVIEW /INTERP/REPORT PF",93790,Physician,$138.50
"AMBULATORY BLOOD PRESSURE MONITORING,=>24 HOURS,RECORDING ONLY GLB",93786,Hospital,$140.50
"AMBULATORY CONTINUOUS GLUCOSE MONITORING,INTERSTITIAL TISSUE FLUID,SQ SENSOR,MIN 72 HOURS",95250,Hospital,"$1,199.50"
"AMIKACIN LEVEL",80150,Hospital,$165.00
"AMINO ACIDS QUALT, PLASMA",82128,Hospital,$324.50
"AMINO ACIDS,QT,PL",82139,Hospital,$608.00
"AMINOLEVULINIC ACID,UR,QT",82135,Hospital,$179.50
"AMINOPHYLLINE UP TO 250MG IV",J0280,Hospital,$4.00
"AMIODARONE SERUM",82542,Hospital,$177.50
AMITRIPTYLINE,G0480,Hospital,$100.00
AMMONIA,82140,Hospital,$87.50
"AMNIOCENTESIS,DIAGNOSTIC GLP",59000,Hospital,$404.50
"AMNIOCENTESIS,DIAGNOSTIC NR",59000,Hospital,$404.50
"AMOEBIC ANTIBODY",86753,Hospital,$188.00
AMOXAPINE,82542,Hospital,$307.50
"AMPLIFIED NECK LOOP",,Hospital,$183.50
"AMPLIFIED STETHOSCOPE",,Hospital,"$1,045.50"
AMT/MDI,,Stat,$0.00
"AMT/SELF CARE AEROSOL",,Stat,$0.00
"AMYLASE,ISOENZYMES",82664,Hospital,$433.50
"AMYLASE,SERUM",82150,Hospital,$90.00
"AMYLASE,URINE",82150,Hospital,$90.00
"AN MITOCHONDRIAL AN",83516,Hospital,$177.50
"AN PARIET",86256,Hospital,$92.00
"AN SKELETAL MUSC AN",83520,Hospital,$120.50
"AN SMOOTH MUSC AN",86256,Hospital,$111.50
"ANA QUANT",86039,Hospital,$287.50
"ANAEROBIC ISOLATE,DEFINITIVE ID",87076,Hospital,$70.00
"ANASTOCLIP, CLIP REMOVER UNIVERSAL",,Hospital,$586.50
"ANASTOCLIP, VCS LARGE 2.0MM",,Hospital,$21.61
"ANASTOCLIP, VCS MEDIUM 1.4MM",,Hospital,$21.61
"ANASTOCLIP, VCS SMALL .9MM",,Hospital,$7.46
"ANASTOCLIP, VCS X-LARGE 3.0MM",,Hospital,$31.11
"ANCA IMMUNOASSAY",86255,Hospital,$114.50
"ANCHOR,  BIO MINI 2.5MM",C1713,Hospital,"$1,530.00"
"ANCHOR,  SUTURE BIO-COMP CORKSCREW TIGERTAIL 5.5X14.7MM",C1713,Hospital,"$1,466.25"
"ANCHOR, #1 ETHIBOND XCEL",C1713,Hospital,$722.50
"ANCHOR, #1 ETHIBOND XCEL CP2",,Hospital,$722.50
"ANCHOR, #2 PANACRYL CP2",C1713,Hospital,"$1,283.50"
"ANCHOR, 1.3MM MICRO QUICK",C1713,Hospital,$884.00
"ANCHOR, AERO AL FIXATION 26MM BLUE",,Hospital,"$1,062.50"
"ANCHOR, AERO AL FIXATION 26MM WHITE",,Hospital,"$1,062.50"
"ANCHOR, BIO FASTAK W/#2 SUTURE 3X11MM",C1713,Hospital,$956.25
"ANCHOR, BIOCOMPOSITE 3.0 SUTURE TAK W/ #0 FIBERWIRE",C1713,Hospital,"$1,381.25"
"ANCHOR, BIOCOMPOSITE SUTURETAK 2.4X12MM",C1713,Hospital,"$1,296.25"
"ANCHOR, BIOCOMPOSITE SUTURETAK W/#2 FIBERWIRE 3.0MM",C1713,Hospital,"$1,296.25"
"ANCHOR, BIOCOMPOSITE SWIVELOCK SELF-PUNCH  4.75X24.5MM",C1713,Hospital,"$1,785.00"
"ANCHOR, BIOSUTURE 5.0MM",,Hospital,"$1,041.25"
"ANCHOR, BIOSUTURE 6.5MM",C1713,Hospital,"$1,041.25"
"ANCHOR, BIOSUTURE TAK",,Hospital,$0.00
"ANCHOR, BUTTERFLY",,Hospital,$133.88
"ANCHOR, CLIK X",,Hospital,"$1,678.75"
"ANCHOR, CORKSCREW FT II SUTURE W/2 #2 FIBERWIRE",C1713,Hospital,$977.50
"ANCHOR, CORKSCREW FT II SUTURE W/3 #2 FIBERWIRE 5.5X16.3MM",C1713,Hospital,"$1,041.25"
"ANCHOR, CORKSCREW FT SUTURE W#2 FIBERWIRE 5.5X15MM",C1713,Hospital,"$1,083.75"
"ANCHOR, CORKSCREW FT SUTURE W/#2 FIBERWIRE",C1713,Hospital,"$1,211.25"
"ANCHOR, CORKSCREW INSERTER #2 FIBERWIRE TI 5.0X15.5MM",,Hospital,$892.50
"ANCHOR, CORKSCREW MINI FT 2.7MM",C1713,Hospital,"$1,211.25"
"ANCHOR, CORKSCREW SUTURE PEEK 4.5MM",C1713,Hospital,"$1,253.75"
"ANCHOR, FASTAK SPEAR",,Hospital,$335.75
"ANCHOR, FASTAK SUTURE 2.4X11.7MM",C1713,Hospital,$637.50
"ANCHOR, FASTAK SUTURE 3.0MM W/#2 FIBERWIRE",C1713,Hospital,"$5,206.25"
"ANCHOR, GII QUICK",C1713,Hospital,$803.25
"ANCHOR, HIP PUSHLOCK PEEK 2.9X15.5MM",C1713,Hospital,"$1,530.00"
"ANCHOR, IPG CLIK SET-2",,Hospital,"$1,678.75"
"ANCHOR, JUGGERKNOT RIGID W/DRILL BIT SIZE 1",,Hospital,"$2,337.50"
"ANCHOR, MINI BIO 2.4X8.5MM W/#2 FIBERWIRE",C1713,Hospital,$956.25
"ANCHOR, MINI GII W/SUTURE 2/0",C1713,Hospital,"$1,908.25"
"ANCHOR, MINI QUICK PLUS #0",C1713,Hospital,"$1,908.25"
"ANCHOR, MINI ROC 1.9MMX5CM",,Hospital,$743.75
"ANCHOR, MINI TIGHTROPE FT",C1713,Hospital,"$2,677.50"
"ANCHOR, PANALOK RC",C1713,Hospital,$807.50
"ANCHOR, PANALOK RC 211134",,Hospital,$807.50
"ANCHOR, PANANLOK 2 ETHIBOND GN",,Hospital,$845.75
"ANCHOR, PEG GLENOID",,Hospital,"$4,675.00"
"ANCHOR, PLUS SIZE 2 QUICK GII",C1713,Hospital,"$1,908.25"
"ANCHOR, PRECISION TWIST",C2631,Hospital,"$2,428.88"
"ANCHOR, PRELOAD APPIANFX PEEK 6.0X17MM",,Hospital,"$1,912.50"
"ANCHOR, QUICK PANALOK RC",C1713,Hospital,"$1,321.75"
"ANCHOR, ROC 2.8MM/10CM",C1713,Hospital,$855.67
"ANCHOR, ROC 3.5MM/10CM",C1713,Hospital,$807.50
"ANCHOR, ROC XS 3.5MM/10CM",,Hospital,$855.67
"ANCHOR, SHOULDER PEG GLENOID SZ 40MM",,Hospital,"$4,675.00"
"ANCHOR, SPEAR FASTAK II",,Hospital,$340.00
"ANCHOR, SPEED TACK",C2631,Hospital,"$2,528.75"
"ANCHOR, SUPER",C1713,Hospital,"$1,823.25"
"ANCHOR, SUTURE 3.5MM",,Hospital,$669.38
"ANCHOR, SUTURE 5.0MM",,Hospital,$669.38
"ANCHOR, SUTURE 5MM CORKSCREW",C1713,Hospital,$765.00
"ANCHOR, SUTURE BIO-COMP CORKSCREW TIGERTAIL  3.0X14.5MM",C1713,Hospital,"$1,381.25"
"ANCHOR, SUTURE BIO-COMP PUSHLOCK 2.9X12.5MM",C1713,Hospital,"$1,700.00"
"ANCHOR, SUTURE BIOCOMPOSITE FT 5.5MM",C1713,Hospital,"$1,381.25"
"ANCHOR, SUTURE BIOCOMPOSITE SWIVEL LOCK 4.75MM",,Hospital,"$1,700.00"
"ANCHOR, SUTURE BIOCOMPOSITE SWIVELOCK 3.5X14.8MM",,Hospital,"$1,700.00"
"ANCHOR, SUTURE BIOCOMPOSITE W/NEEDLES 5.5MM",C1713,Hospital,"$1,423.75"
"ANCHOR, SUTURE BIOCORKSCREW 4.5MM 2-NEEDLES",C1713,Hospital,"$1,253.75"
"ANCHOR, SUTURE BIOSWIVEL LOCK 4.75X15MM",,Hospital,"$1,508.75"
"ANCHOR, SUTURE BIOSWIVEL LOCK 5.5X15MM",,Hospital,"$1,508.75"
"ANCHOR, SUTURE BIOSWIVELOCK SELF PUNCH",C1713,Hospital,"$1,615.00"
"ANCHOR, SUTURE MICRO CORKSCREW 2.2X4MM",C1713,Hospital,"$1,211.25"
"ANCHOR, SUTURE PEEK 4.75X24.5MM",,Hospital,"$1,615.00"
"ANCHOR, SUTURE PEEK PUSHLOCK 2.9X12.5MM",C1713,Hospital,"$1,530.00"
"ANCHOR, SUTURE SWIVELOCK PEEK CLSED EYELET 5.5X19.1MM",C1713,Hospital,"$1,593.75"
"ANCHOR, SUTURE TENODESIS SWIVELOCK BIOCOMP",C1713,Hospital,"$1,742.50"
"ANCHOR, SUTURE TENODESIS SWIVELOCK BIOCOMP 8MM",C1713,Hospital,"$1,848.75"
"ANCHOR, SUTURE TENODESIS SWIVELOCK BIOCOMP 9X19.5MM",C1713,Hospital,"$1,848.75"
"ANCHOR, SUTURE TENODESIS SWIVELOCK PEEK 8MMX19.5MM",C1713,Hospital,"$1,721.25"
"ANCHOR, SUTURE TENODESIS SWIVELOCK PEEK 9MMX19.5MM",,Hospital,"$1,721.25"
"ANCHOR, SWIFT LOCK",,Hospital,$669.38
"ANCHOR, TISSUE CORKSCREW PARACHUTE II 5MM",C1713,Hospital,"$1,253.75"
"ANCHOR, TISSUE STATAK",C1713,Hospital,$534.57
"ANCHOR, TISSUE TAK 3MM 30 DEG",,Hospital,$998.75
"ANCHOR, TISSUE TAK 3MM STR",C1713,Hospital,$998.75
"ANCHOR, TISSUE TAK 4.5 30 DEG",,Hospital,$892.50
"ANCHOR, TISSUE TAK 4.5MM STR",,Hospital,$892.50
ANCOBAN,82542,Hospital,$179.50
"ANDROSTANEDIOL GLUCURONIDE",82154,Hospital,$248.50
"ANDROSTENEDIONE,SERUM",82157,Hospital,$188.00
"ANES INTUBATION NURSING UNIT",,Hospital,$201.00
"ANESTH GAS SAMPLING LINES",,Hospital,$28.50
"ANESTHETIC, HURRICANE TOPICAL CHERRY",,Hospital,$29.75
"ANGIO,ADRENAL,SELECTIVE,BIL,RS&I",75733,Hospital,$418.50
"ANGIO,ADRENAL,SELECTIVE,BIL,RS&I GLB",75733,Hospital,$418.50
"ANGIO,ADRENAL,SELECTIVE,UNI,RS&I",75731,Hospital,$358.00
"ANGIO,ADRENAL,SELECTIVE,UNI,RS&I GLB",75731,Hospital,$358.00
"ANGIO,ARTERIOVENOUS SHUNT,COMPLETE EVAL/FLUORO/IMG,RS&I",75791,Hospital,$764.00
"ANGIO,ARTERIOVENOUS SHUNT,COMPLETE EVAL/FLUORO/IMG,RS&I GLB",75791,Hospital,$764.00
"ANGIO,BRACHIAL,RETROGRADE,RS&I",75658,Hospital,$378.50
"ANGIO,BRACHIAL,RETROGRADE,RS&I GLB",75658,Hospital,$378.50
"ANGIO,EXTREMITY,BIL,RS&I",75716,Hospital,$448.00
"ANGIO,EXTREMITY,BIL,RS&I GLB",75716,Hospital,$448.00
"ANGIO,EXTREMITY,UNI,RS&I",75710,Hospital,$370.50
"ANGIO,EXTREMITY,UNI,RS&I GLB",75710,Hospital,$370.50
"ANGIO,INTERNAL MAMMARY,RS&I",75756,Hospital,$337.00
"ANGIO,INTERNAL MAMMARY,RS&I GLB",75756,Hospital,$337.00
"ANGIO,PELVIC,SELECTIVE/SUPRASELECTIVE,RS&I",75736,Hospital,$355.00
"ANGIO,PELVIC,SELECTIVE/SUPRASELECTIVE,RS&I GLB",75736,Hospital,$355.00
"ANGIO,PULMONARY,NONSELECTIVE CATH/VENOUS INJ,RS&I",75746,Hospital,$337.00
"ANGIO,PULMONARY,NONSELECTIVE CATH/VENOUS INJ,RS&I GLB",75746,Hospital,$337.00
"ANGIO,PULMONARY,SELECTIVE,BIL,RS&I",75743,Hospital,$324.00
"ANGIO,PULMONARY,SELECTIVE,BIL,RS&I GLB",75743,Hospital,$324.00
"ANGIO,PULMONARY,SELECTIVE,UNI,RS&I",75741,Hospital,$296.00
"ANGIO,PULMONARY,SELECTIVE,UNI,RS&I GLB",75741,Hospital,$296.00
"ANGIO,SELECTIVE,EA ADTL VESSEL,RS&I",75774,Hospital,$251.00
"ANGIO,SELECTIVE,EA ADTL VESSEL,RS&I GLB",75774,Hospital,$251.00
"ANGIO,SPINAL,SELECTIVE,RS&I",75705,Hospital,$378.50
"ANGIO,SPINAL,SELECTIVE,RS&I GLB",75705,Hospital,$378.50
"ANGIO,VISCERAL,SELECTIVE/SUPRASELECTIVE,RS&I",75726,Hospital,$361.50
"ANGIO,VISCERAL,SELECTIVE/SUPRASELECTIVE,RS&I GLB",75726,Hospital,$361.50
"ANGIOFLUSH III,",,Hospital,$297.50
