BRONSON HEALTHCARE GROUP,,,
PHARMACY CHARGEMASTER,,,
"AS OF JANUARY 1, 2019",,,
,,,
Medication,11 Digit NDC Code,Charge Per 1 Unit,
AMOXICILLIN 600 MG-POTASSIUM CLAVULANATE 42.9 MG/5 ML ORAL SUSPENSION,00143985375, 4.11 ,BMH
AMOXICILLIN 875 MG-POTASSIUM CLAVULANATE 125 MG TABLET,66685100101, 4.59 ,BMH
"AMOXICILLIN-POTASSIUM CLAVULANATE 1,000 MG-62.5 MG TABLET,EXT.REL 12HR",43598022040, 19.34 ,BMH
AMPHOTERICIN B 50 MG SOLUTION FOR INJECTION,39822105505, 158.16 ,BMH
AMPHOTERICIN B LIPOSOME 50 MG INTRAVENOUS SUSPENSION,00469305130, 274.38 ,BMH
AMPICILLIN 1 GRAM CUSTOM SOLUTION FOR INJECTION (CHARGE IN INCREMENTS),09900000950, 5.89 ,BMH
AMPICILLIN 1 GRAM SOLUTION FOR INJECTION,36000007210, 26.82 ,BMH
AMPICILLIN 1 GRAM SOLUTION FOR INJECTION,55150011310, 21.32 ,BMH
AMPICILLIN 1 GRAM SOLUTION FOR INJECTION,00781340485, 20.68 ,BMH
AMPICILLIN 1 GRAM SOLUTION FOR INJECTION,00781340495, 20.68 ,BMH
AMPICILLIN 1 GRAM SOLUTION FOR INJECTION (BMH OSC),00781340495, 20.68 ,BMH
AMPICILLIN 1 GRAM SOLUTION FOR INJECTION (BMH OSC),00781340485, 20.68 ,BMH
AMPICILLIN 2 GRAM SOLUTION FOR INJECTION,63323039923, 33.08 ,BMH
AMPICILLIN 2 GRAM SOLUTION FOR INJECTION,67457035202, 29.60 ,BMH
AMPICILLIN 2 GRAM SOLUTION FOR INJECTION,67457035210, 29.60 ,BMH
AMPICILLIN 2 GRAM SOLUTION FOR INJECTION,00781340880, 17.88 ,BMH
AMPICILLIN 2 GRAM SOLUTION FOR INJECTION,00781340895, 17.88 ,BMH
AMPICILLIN 500 MG IM ,63323038810, 16.96 ,BMH
AMPICILLIN 500 MG IM ,00781340778, 10.52 ,BMH
AMPICILLIN 500 MG SOLUTION FOR INJECTION,44567010110, 20.77 ,BMH
AMPICILLIN 500 MG SOLUTION FOR INJECTION,00781340778, 10.52 ,BMH
AMPICILLIN 500 MG SOLUTION FOR INJECTION,00781340795, 10.52 ,BMH
AMPICILLIN 500 MG SOLUTION FOR INJECTION (BMH OSC),00781340795, 10.52 ,BMH
AMPICILLIN 500 MG SOLUTION FOR INJECTION (BMH OSC),00781340778, 10.52 ,BMH
AMPICILLIN IV 0.0004 MG/ML SYRINGE FOR DESENSITIZATION,09900000940, 0.03 ,BMH
AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,63323036820, 26.93 ,BMH
AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,00641611601, 23.47 ,BMH
AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,00641611610, 23.47 ,BMH
AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,25021014220, 22.48 ,BMH
AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,25021018620, 22.48 ,BMH
AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,00641611910, 21.13 ,BMH
AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,00641611901, 21.13 ,BMH
AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,55150011620, 19.49 ,BMH
AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,67457034815, 18.95 ,BMH
AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION (BMH OSC),55150011620, 19.49 ,BMH
AMPICILLIN-SULBACTAM 15 GRAM SOLUTION FOR INJECTION,25021014499, 182.62 ,BMH
AMPICILLIN-SULBACTAM 15 GRAM SOLUTION FOR INJECTION,00641612101, 137.73 ,BMH
AMPICILLIN-SULBACTAM 15 GRAM SOLUTION FOR INJECTION,63323037062, 133.82 ,BMH
AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,25021014330, 36.63 ,BMH
AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,25021018730, 36.63 ,BMH
AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,63323036920, 32.09 ,BMH
AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,00641612001, 26.51 ,BMH
AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,00641612010, 26.51 ,BMH
AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,67457034903, 24.91 ,BMH
AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,00641611701, 23.06 ,BMH
AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,00641611710, 23.06 ,BMH
AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,00049001481, 21.98 ,BMH
AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,00049001483, 21.98 ,BMH
AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION,55150011720, 16.72 ,BMH
AMPICILLIN-SULBACTAM IM INJECTION,55150011620, 19.49 ,BMH
ANAGRELIDE 0.5 MG CAPSULE,00172524160, 3.74 ,BMH
ANASTROZOLE 1 MG TABLET,68382020906, 4.42 ,BMH
ANASTROZOLE 1 MG TABLET,16729003510, 1.93 ,BMH
ANASTROZOLE 1 MG TABLET,62756025083, 2.36 ,BMH
ANASTROZOLE 1 MG TABLET,00904619546, 3.50 ,BMH
ANASTROZOLE 1 MG TABLET,51991062033, 2.67 ,BMH
ANIDULAFUNGIN 100 MG INTRAVENOUS SOLUTION,00049011628, 187.31 ,BMH
ANTICOAG CITRATE PHOS DEXTROSE 2.63 GRAM-222 MG/100 ML SOLUTION,00409196703, 0.30 ,BMH
"ANTIHEMOPHILIC FACTOR (RECOMB) 1,000 (+/-) UNIT INTRAVENOUS SOLUTION",00944284310, 3.46 ,BMH
"ANTIHEMOPHILIC FACTOR (RECOMB) 1,000 (+/-) UNIT INTRAVENOUS SOLUTION",00944283301, 3.46 ,BMH
ANTIHEMOPHILIC FACTOR (RECOMB) 250 (+/-) UNIT INTRAVENOUS SOLUTION,00944283101, 766.47 ,BMH
ANTIHEMOPHILIC FACTOR (RECOMB) 250 (+/-) UNIT INTRAVENOUS SOLUTION,00944284110, 3.46 ,BMH
ANTIHEMOPHILIC FACTOR (RECOMB) 500 (+/-) UNIT INTRAVENOUS SOLUTION,00944283201, 3.46 ,BMH
ANTIHEMOPHILIC FACTOR (RECOMB) 500 (+/-) UNIT INTRAVENOUS SOLUTION,00944284210, 3.46 ,BMH
"ANTIHEMOPHILIC FACTOR VIII, FULL LENGTH 2,000 (+/-) UNIT IV SOLUTION",00944304510, 3.46 ,BMH
"ANTIHEMOPHILIC FACTOR-VWF 1,000 UNIT-2,400 UNIT INTRAVENOUS SOLUTION",63833062701," 2,647.75 ",BMH
"ANTIHEMOPHILIC FACTOR-VWF 1,000 UNIT-2,400 UNIT INTRAVENOUS SOLUTION",63833061702, 2.72 ,BMH
ANTIHEMOPHILIC FACTOR-VWF 250 UNIT-600 UNIT INTRAVENOUS SOLUTION,63833061502, 2.72 ,BMH
ANTIHEMOPHILIC FACTOR-VWF 250 UNIT-600 UNIT INTRAVENOUS SOLUTION,63833062501, 2.72 ,BMH
"ANTIHEMOPHILIC FACTOR-VWF 500 UNIT-1,200 UNIT INTRAVENOUS SOLUTION",63833061602, 2.72 ,BMH
"ANTIHEMOPHILIC FACTOR-VWF 500 UNIT-1,200 UNIT INTRAVENOUS SOLUTION",63833062601, 2.72 ,BMH
ANTI-INHIBITOR COAGULANT COMPLEX 400 UNIT-650 UNIT INTRAVENOUS SOLN,64193042301," 2,423.65 ",BMH
ANTI-INHIBITOR COAGULANT COMPLEX 400 UNIT-650 UNIT INTRAVENOUS SOLN,64193042302, 5.54 ,BMH
"ANTI-INHIBITOR COAGULANT COMPLEX 651 UNIT-1,200 UNIT INTRAVENOUS SOLN",64193032401," 4,245.28 ",BMH
"ANTI-INHIBITOR COAGULANT COMPLEX 651 UNIT-1,200 UNIT INTRAVENOUS SOLN",64193042402, 5.54 ,BMH
ANTITHROMBIN III (HUMAN) 500 (+/-) UNIT INTRAVENOUS SOLUTION,13533060320, 10.72 ,BMH
ANTITHROMBIN III (HUMAN) 500 (+/-) UNIT INTRAVENOUS SOLUTION,13533060250, 10.72 ,BMH
ANTI-THYMO IMMUNE GLOBULIN (ATGAM) 5 MCG/0.1 ML TEST DOSE ,09900000618, 225.40 ,BMH
"ANTIVENIN LATRODECTUS MACTANS 6,000 UNIT SOLUTION FOR INJECTION",00006542402, 123.31 ,BMH
APIXABAN 2.5 MG TABLET,00003089331, 6.73 ,BMH
APIXABAN 2.5 MG TABLET,00003089321, 6.73 ,BMH
APIXABAN 5 MG TABLET,00003089431, 6.73 ,BMH
APRACLONIDINE 0.5 % EYE DROPS,00065066505, 108.69 ,BMH
APRACLONIDINE 1 % EYE DROPS IN A DROPPERETTE,00065066010, 95.48 ,BMH
APREPITANT 125 MG CAPSULE,00781232306, 668.89 ,BMH
APREPITANT 125 MG CAPSULE,00006046201, 899.24 ,BMH
APREPITANT 125 MG CAPSULE,00781232368, 668.89 ,BMH
APREPITANT 40 MG CAPSULE,00006046405, 371.92 ,BMH
APREPITANT 40 MG CAPSULE,00781232151, 228.46 ,BMH
APREPITANT 40 MG CAPSULE,00781232106, 222.97 ,BMH
APREPITANT 40 MG CAPSULE,00006046401, 408.34 ,BMH
APREPITANT 40 MG CAPSULE,68462058340, 304.37 ,BMH
APREPITANT 40 MG CAPSULE,68462058385, 304.36 ,BMH
APREPITANT 7.2 MG/ML INTRAVENOUS EMULSION,47426020101, 46.25 ,BMH
APREPITANT 80 MG CAPSULE,00006046101, 689.36 ,BMH
APREPITANT 80 MG CAPSULE,00781232206, 429.98 ,BMH
APREPITANT 80 MG CAPSULE,00006046106, 689.36 ,BMH
APREPITANT 80 MG CAPSULE,00006046102, 756.99 ,BMH
APREPITANT 80 MG CAPSULE,09900001115, 560.06 ,BMH
APREPITANT 80 MG CAPSULE,00781232268, 431.60 ,BMH
APREPITANT 80 MG CAPSULE,00781232246, 429.98 ,BMH
ARFORMOTEROL 15 MCG/2 ML SOLUTION FOR NEBULIZATION,63402091101, 10.99 ,BMH
ARFORMOTEROL 15 MCG/2 ML SOLUTION FOR NEBULIZATION,63402091130, 10.99 ,BMH
ARGATROBAN 100 MG/ML INTRAVENOUS SOLUTION,00007440701," 1,573.68 ",BMH
ARGATROBAN 50 MG/50 ML (1 MG/ML) IN SODIUM CHLORIDE (ISO-OSMOTIC) IV,42367020307, 16.26 ,BMH
ARGATROBAN 50 MG/50 ML (1 MG/ML) IN SODIUM CHLORIDE (ISO-OSMOTIC) IV,42367020384, 16.26 ,BMH
ARGATROBAN 50 MG/50 ML (1 MG/ML) IN SODIUM CHLORIDE (ISO-OSMOTIC) IV,00781931495, 9.48 ,BMH
ARGATROBAN 50 MG/50 ML (1 MG/ML) IN SODIUM CHLORIDE (ISO-OSMOTIC) IV,00781931491, 9.48 ,BMH
ARGATROBAN 50 MG/50 ML (1 MG/ML) IN SODIUM CHLORIDE (ISO-OSMOTIC) IV,00781331495, 9.48 ,BMH
ARGATROBAN 50 MG/50 ML (1 MG/ML) IN SODIUM CHLORIDE (ISO-OSMOTIC) IV,00781331491, 9.48 ,BMH
ARGININE HCL (L-ARGININE) 10 % INTRAVENOUS SOLUTION,00009043601, 0.54 ,BMH
ARIPIPRAZOLE 15 MG TABLET,59148000913, 102.89 ,BMH
ARIPIPRAZOLE 15 MG TABLET,60505267503, 6.67 ,BMH
ARIPIPRAZOLE 15 MG TABLET,65162089903, 3.36 ,BMH
ARIPIPRAZOLE 2 MG TABLET,59148000613, 102.89 ,BMH
ARIPIPRAZOLE 2 MG TABLET,60505307503, 6.67 ,BMH
ARIPIPRAZOLE 5 MG TABLET,00904651061, 25.06 ,BMH
ARIPIPRAZOLE 5 MG TABLET,65162089703, 3.36 ,BMH
"ARIPIPRAZOLE ER 300 MG INTRAMUSCULAR SUSPENSION,EXTENDED RELEASE",59148001871," 4,668.48 ",BMH
"ARIPIPRAZOLE ER 300 MG SUSPENSION, EXTENDED REL. INTRAMUSCULAR SYRINGE",59148004580," 4,668.48 ",BMH
ARMODAFINIL 150 MG TABLET,63459021530, 91.81 ,BMH
ARSENIC TRIOXIDE 1 MG/ML INTRAVENOUS SOLUTION,63323063703, 65.74 ,BMH
ARSENIC TRIOXIDE 1 MG/ML INTRAVENOUS SOLUTION,63323063710, 65.74 ,BMH
ARSENIC TRIOXIDE 2 MG/ML INTRAVENOUS SOLUTION,63459060106, 251.41 ,BMH
ARSENIC TRIOXIDE 2 MG/ML INTRAVENOUS SOLUTION,63459060111, 251.41 ,BMH
ARTEMETHER-LUMEFANTRINE 20 MG-120 MG TABLET,00078056845, 17.68 ,BMH
ARTIFICIAL TEARS (HYPROMELLOSE) 0.3 % EYE GEL,00078042947, 2.77 ,BMH
ARTIFICIAL TEARS (HYPROMELLOSE) 0.3 % EYE GEL,00078042957, 2.45 ,BMH
ASCORBIC ACID (VITAMIN C) 250 MG TABLET,00904052260, 0.82 ,BMH
ASCORBIC ACID (VITAMIN C) 250 MG TABLET,57896083101, 0.50 ,BMH
ASCORBIC ACID (VITAMIN C) 500 MG TABLET,00904052360, 0.63 ,BMH
ASCORBIC ACID (VITAMIN C) 500 MG TABLET,00904052361, 0.59 ,BMH
ASCORBIC ACID (VITAMIN C) 500 MG TABLET,00536329201, 0.66 ,BMH
ASCORBIC ACID (VITAMIN C) 500 MG/ML INJECTION SOLUTION,67457011850, 6.01 ,BMH
ASENAPINE 5 MG SUBLINGUAL TABLET,00456240560, 69.22 ,BMH
ASENAPINE 5 MG SUBLINGUAL TABLET,00456240563, 69.22 ,BMH
"ASPARAGINASE (ERWINIA CHRYSANTHEMI) 10,000 UNIT SOLUTION FOR INJECTION",57902024905," 17,571.35 ",BMH
"ASPARAGINASE (ERWINIA CHRYSANTHEMI) 10,000 UNIT SOLUTION FOR INJECTION",57902024901," 17,571.35 ",BMH
"ASPIRIN 25 MG-DIPYRIDAMOLE 200 MG CAPSULE,EXT.RELEASE 12 HR MULTIPHASE",00597000160, 31.87 ,BMH
ASPIRIN 300 MG RECTAL SUPPOSITORY,00574703412, 4.08 ,BMH
ASPIRIN 325 MG TABLET,66553000101, 2.72 ,BMH
ASPIRIN 600 MG RECTAL SUPPOSITORY,00574703612, 4.22 ,BMH
ASPIRIN 81 MG CHEWABLE TABLET,66553000201, 2.88 ,BMH
ASPIRIN 81 MG CHEWABLE TABLET,63739043401, 1.51 ,BMH
ASPIRIN 81 MG CHEWABLE TABLET,57896091136, 1.26 ,BMH
ASPIRIN 81 MG CHEWABLE TABLET,00904628889, 1.26 ,BMH
ASPIRIN 81 MG CHEWABLE TABLET,96295012573, 0.25 ,BMH
ASPIRIN 81 MG CHEWABLE TABLET,49781008499, 0.25 ,BMH
ASPIRIN-ACETAMINOPHEN-CAFFEINE 250 MG-250 MG-65 MG TABLET,37205066978, 0.66 ,BMH
ASPIRIN-ACETAMINOPHEN-CAFFEINE 250 MG-250 MG-65 MG TABLET,00904513559, 0.45 ,BMH
ATENOLOL 100 MG-CHLORTHALIDONE 25 MG TABLET,00591578301, 2.78 ,BMH
ATENOLOL 100 MG-CHLORTHALIDONE 25 MG TABLET,00378206401, 4.09 ,BMH
ATENOLOL 25 MG TABLET,51079075920, 2.84 ,BMH
ATENOLOL 25 MG TABLET,00904539261, 1.36 ,BMH
ATENOLOL 25 MG TABLET,00093078701, 0.75 ,BMH
ATENOLOL 25 MG TABLET,51079075901, 2.85 ,BMH
ATENOLOL 50 MG TABLET,51079068401, 0.99 ,BMH
ATENOLOL 50 MG TABLET,51079068420, 0.99 ,BMH
ATENOLOL 50 MG-CHLORTHALIDONE 25 MG TABLET,00378206301, 2.91 ,BMH
ATENOLOL 50 MG-CHLORTHALIDONE 25 MG TABLET,00591578201, 3.49 ,BMH
ATOMOXETINE 10 MG CAPSULE,00002322730, 40.68 ,BMH
ATOMOXETINE 18 MG CAPSULE,00002323830, 40.68 ,BMH
ATOMOXETINE 25 MG CAPSULE,00002322830, 45.61 ,BMH
ATOMOXETINE 40 MG CAPSULE,00002322930, 49.55 ,BMH
ATOMOXETINE 40 MG CAPSULE,00093354556, 13.92 ,BMH
ATOMOXETINE 40 MG CAPSULE,68462026830, 10.06 ,BMH
ATOMOXETINE 60 MG CAPSULE,00002323930, 44.20 ,BMH
ATORVASTATIN 10 MG TABLET,63304082790, 2.80 ,BMH
ATORVASTATIN 10 MG TABLET,00071015540, 36.27 ,BMH
ATORVASTATIN 10 MG TABLET,60505257809, 4.65 ,BMH
ATORVASTATIN 10 MG TABLET,68084009711, 4.05 ,BMH
ATORVASTATIN 10 MG TABLET,68084009701, 4.04 ,BMH
ATORVASTATIN 10 MG TABLET,00904629061, 4.00 ,BMH
ATORVASTATIN 10 MG TABLET,51079020801, 1.99 ,BMH
ATORVASTATIN 10 MG TABLET,51079020820, 1.99 ,BMH
ATORVASTATIN 20 MG TABLET,63304082890, 4.00 ,BMH
ATORVASTATIN 20 MG TABLET,00071015640, 51.73 ,BMH
ATORVASTATIN 20 MG TABLET,68084009801, 2.07 ,BMH
ATORVASTATIN 20 MG TABLET,00904629161, 2.00 ,BMH
ATORVASTATIN 40 MG TABLET,63304082990, 2.81 ,BMH
ATORVASTATIN 40 MG TABLET,00071015740, 51.73 ,BMH
ATORVASTATIN 40 MG TABLET,60505258009, 2.68 ,BMH
ATORVASTATIN 40 MG TABLET,62175089246, 4.66 ,BMH
ATORVASTATIN 40 MG TABLET,00904629261, 2.05 ,BMH
ATORVASTATIN 40 MG TABLET,51079021020, 3.44 ,BMH
ATORVASTATIN 40 MG TABLET,51079021001, 3.44 ,BMH
ATORVASTATIN 40 MG TABLET,55111012305, 4.00 ,BMH
ATORVASTATIN 80 MG TABLET,51079021103, 3.81 ,BMH
ATORVASTATIN 80 MG TABLET,51079021101, 3.81 ,BMH
ATORVASTATIN 80 MG TABLET,68084059095, 3.14 ,BMH
ATORVASTATIN 80 MG TABLET,68084059025, 3.14 ,BMH
ATOVAQUONE 750 MG/5 ML ORAL SUSPENSION,00173066518, 24.82 ,BMH
ATOVAQUONE 750 MG/5 ML ORAL SUSPENSION,00173054700, 20.65 ,BMH
ATROPINE 0.1 MG/ML INJECTION SYRINGE,00409491134, 3.61 ,BMH
ATROPINE 0.1 MG/ML INJECTION SYRINGE,00409491111, 3.61 ,BMH
ATROPINE 0.1 MG/ML INJECTION SYRINGE,76329333901, 3.58 ,BMH
ATROPINE 0.1 MG/ML INJECTION SYRINGE,00409163010, 1.97 ,BMH
ATROPINE 0.1 MG/ML SYRINGE (CODE),00409491134, 3.61 ,BMH
ATROPINE 0.1 MG/ML SYRINGE (CODE),00409163010, 1.97 ,BMH
ATROPINE 0.4 MG/ML INJECTION SOLUTION,00517040125, 27.75 ,BMH
ATROPINE 0.4 MG/ML INJECTION SOLUTION,00641600610, 6.21 ,BMH
ATROPINE 1 % EYE DROPS,17478021502, 44.26 ,BMH
ATROPINE 1 % EYE DROPS,17478021505, 33.60 ,BMH
ATROPINE 1 % EYE OINTMENT,24208082555, 15.88 ,BMH
ATROPINE 1 MG/ML INJECTION SOLUTION,00517101025, 29.05 ,BMH
AZACITIDINE 100 MG SOLUTION FOR INJECTION,59572010201," 2,627.73 ",BMH
AZACITIDINE 100 MG SOLUTION FOR INJECTION,00781325394, 860.99 ,BMH
AZACITIDINE 100 MG/10 ML SOLN,59572010201," 2,627.73 ",BMH
AZATHIOPRINE 50 MG TABLET,00378100501, 4.14 ,BMH
AZATHIOPRINE 50 MG TABLET,68382000301, 4.00 ,BMH
AZATHIOPRINE 50 MG TABLET,68084022901, 3.11 ,BMH
AZATHIOPRINE 50 MG TABLET,68084022911, 3.03 ,BMH
AZATHIOPRINE 50 MG TABLET,00054808425, 3.00 ,BMH
AZATHIOPRINE 50 MG TABLET,00054408425, 2.95 ,BMH
AZITHROMYCIN 200 MG/5 ML ORAL SUSPENSION,59762314001, 3.85 ,BMH
AZITHROMYCIN 200 MG/5 ML ORAL SUSPENSION,00093202631, 3.38 ,BMH
AZITHROMYCIN 250 MG TABLET,68084027811, 7.32 ,BMH
AZITHROMYCIN 250 MG TABLET,68084027801, 7.32 ,BMH
AZITHROMYCIN 250 MG TABLET,50268009815, 4.44 ,BMH
AZITHROMYCIN 250 MG TABLET,00781149669, 11.77 ,BMH
AZITHROMYCIN 250 MG TABLET,59762306003, 7.70 ,BMH
AZITHROMYCIN 250 MG TABLET,00904601006, 5.42 ,BMH
AZITHROMYCIN 250 MG TABLET,60687028211, 5.01 ,BMH
AZITHROMYCIN 250 MG TABLET,00904640506, 3.90 ,BMH
AZITHROMYCIN 250 MG TABLET,50111078751, 3.22 ,BMH
AZITHROMYCIN 250 MG TABLET,50111078766, 6.32 ,BMH
AZITHROMYCIN 250 MG TABLET,50111078710, 9.54 ,BMH
AZITHROMYCIN 250 MG TABLET,00781577631, 2.95 ,BMH
AZITHROMYCIN 250 MG TABLET,00904640561, 5.44 ,BMH
AZITHROMYCIN 250 MG TABLET,60687028201, 5.01 ,BMH
AZITHROMYCIN 500 MG (IV PREMIX),09900000159, 0.34 ,BMH
AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION,60505607604, 30.37 ,BMH
AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION,70860010010, 19.77 ,BMH
AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION,62756051240, 18.63 ,BMH
AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION,62756051244, 18.59 ,BMH
AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION,63323039812, 18.48 ,BMH
AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION,63323039810, 18.48 ,BMH
AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION,55150017410, 17.68 ,BMH
AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION (BMH OSC),63323039810, 18.48 ,BMH
AZTREONAM 1 GM IVPB (INTRA-OP),09900000541, 0.25 ,BMH
AZTREONAM 1 GRAM SOLUTION FOR INJECTION,63323040120, 112.51 ,BMH
AZTREONAM 1 GRAM SOLUTION FOR INJECTION,00003256016, 120.71 ,BMH
AZTREONAM 1 GRAM SOLUTION FOR INJECTION,63323040126, 112.51 ,BMH
AZTREONAM 2 GM IVPB (INTRA-OP),09900000559, 0.51 ,BMH
AZTREONAM 2 GRAM SOLUTION FOR INJECTION,00003257016, 192.58 ,BMH
AZTREONAM 2 GRAM SOLUTION FOR INJECTION,63323040220, 179.54 ,BMH
"BACITRACIN 50,000 UNIT INTRAMUSCULAR SOLUTION",00009023301, 20.83 ,BMH
"BACITRACIN 50,000 UNIT INTRAMUSCULAR SOLUTION",00009023303, 20.82 ,BMH
"BACITRACIN 50,000 UNIT INTRAMUSCULAR SOLUTION",00009023402, 20.82 ,BMH
"BACITRACIN 50,000 UNIT INTRAMUSCULAR SOLUTION",00009023401, 20.83 ,BMH
"BACITRACIN 50,000 UNIT INTRAMUSCULAR SOLUTION",39822027805, 22.35 ,BMH
"BACITRACIN 50,000 UNIT INTRAMUSCULAR SOLUTION",39822027801, 22.35 ,BMH
"BACITRACIN 50,000 UNIT INTRAMUSCULAR SOLUTION",63323032931, 37.42 ,BMH
BACITRACIN 500 UNIT/GRAM EYE OINTMENT,00574402235, 87.65 ,BMH
BACITRACIN IRRIGATION 1 LITER CUSTOM,09900000156, 0.08 ,BMH
BACITRACIN ZINC 500 UNIT/GRAM TOPICAL OINTMENT,00168001104, 0.33 ,BMH
BACITRACIN ZINC 500 UNIT/GRAM TOPICAL OINTMENT,00168001131, 0.86 ,BMH
BACITRACIN ZINC 500 UNIT/GRAM TOPICAL OINTMENT,00472110534, 0.68 ,BMH
BACITRACIN ZINC 500 UNIT/GRAM TOPICAL OINTMENT,00168001135, 0.63 ,BMH
BACITRACIN ZINC 500 UNIT/GRAM TOPICAL OINTMENT,51672207501, 0.96 ,BMH
BACITRACIN ZINC 500 UNIT/GRAM TOPICAL OINTMENT,14428000888, 0.43 ,BMH
BACITRACIN ZINC 500 UNIT/GRAM TOPICAL OINTMENT,14428000944, 0.25 ,BMH
BACITRACIN ZINC 500 UNIT/GRAM TOPICAL OINTMENT,16784011751, 0.21 ,BMH
BACITRACIN ZINC 500 UNIT/GRAM TOPICAL OINTMENT,67777022007, 0.15 ,BMH
BACITRACIN ZINC 500 UNIT/GRAM TOPICAL OINTMENT,16784011761, 0.15 ,BMH
BACITRACIN ZINC 500 UNIT/GRAM TOPICAL OINTMENT,54162001728, 0.42 ,BMH
BACLOFEN 10 MG TABLET,00172409660, 2.07 ,BMH
BACLOFEN 10 MG TABLET,00904647561, 2.89 ,BMH
BACLOFEN 10 MG TABLET,63739047910, 4.11 ,BMH
"BACLOFEN 10,000 MCG/20 ML (500 MCG/ML) INTRATHECAL SOLUTION",45945015502, 29.87 ,BMH
"BACLOFEN 2,000 MCG/ML INTRATHECAL SOLUTION",58281056102, 159.10 ,BMH
BACLOFEN 20 MG TABLET,00172409760, 4.63 ,BMH
BACLOFEN 20 MG TABLET,68084086811, 4.23 ,BMH
BACLOFEN 20 MG TABLET,68084086801, 4.22 ,BMH
BACLOFEN 20 MG TABLET,63739048010, 2.43 ,BMH
BACLOFEN 20 MG TABLET,00904647661, 4.58 ,BMH
"BACLOFEN 40,000 MCG/20 ML (2,000 MCG/ML) INTRATHECAL SOLUTION",45945015702, 102.65 ,BMH
BACLOFEN 5 MG CUSTOM TAB,09900000002, 3.37 ,BMH
BACLOFEN 500 MCG/ML INTRATHECAL SOLUTION,58281056001, 38.16 ,BMH
BALANCED SALT SOLUTION COMBINATION NO.1 INTRAOCULAR IRRIGATION,00065080050, 0.40 ,BMH
BALANCED SALT SOLUTION COMBINATION NO.2 INTRAOCULAR IRRIGATION,00065079550, 0.05 ,BMH
BALANCED SALT SOLUTION COMBINATION NO.2 INTRAOCULAR IRRIGATION,00065079515, 0.70 ,BMH
BALANCED SALT SOLUTION NON-SURGICAL NO.3 EYE WASH,00065053001, 1.99 ,BMH
BALSALAZIDE 750 MG CAPSULE,00378675082, 2.61 ,BMH
BALSALAZIDE 750 MG CAPSULE,00054007928, 3.38 ,BMH
BCG LIVE 50 MG INTRAVESICAL SUSPENSION,00052060202, 521.36 ,BMH
B-COMPLEX WITH VITAMIN C TABLET,00904026013, 1.39 ,BMH
BELIMUMAB 120 MG INTRAVENOUS SOLUTION,49401010101," 1,658.28 ",BMH
BELIMUMAB 400 MG INTRAVENOUS SOLUTION,49401010201," 5,527.40 ",BMH
BELLADONNA ALKALOIDS-OPIUM 16.2 MG-60 MG RECTAL SUPPOSITORY,00574704012, 73.31 ,BMH
BELLADONNA ALKALOIDS-OPIUM 16.2 MG-60 MG RECTAL SUPPOSITORY,00574704001, 73.31 ,BMH
BENAZEPRIL 20 MG TABLET,43547033710, 0.99 ,BMH
BENAZEPRIL 5 MG TABLET,65162075110, 3.57 ,BMH
BENAZEPRIL 5 MG TABLET,00185050501, 3.57 ,BMH
BENDAMUSTINE 25 MG/ML INTRAVENOUS SOLUTION,63459034804," 1,458.82 ",BMH
BENZOCAINE (BULK) POWDER,00395804962, 3.53 ,BMH
BENZOCAINE 20 % MUCOSAL AEROSOL SPRAY,00283067960, 2.11 ,BMH
BENZOCAINE 20 % MUCOSAL AEROSOL SPRAY,00283067902, 1.56 ,BMH
