Charge Code,Charge Description,Rev Code,HCPCS/CPT Code2,Modifier,ALT CPT/HCPC DRIVER,ALT CPT/HCPC ,ALT REV DRIVER,ALT REV ,ALT REV DRIVER3,ALT REV 2,2019 Charge,2019 Tiered Pricing
27070410,HC GUIDEWIRE WHOLEY INTERMEDIATE .035X260CM,0272,C1769,,,,,,,,$210.00,
27070411,HC GUIDEWIRE PILOT 50 .014X300CM,0272,C1769,,,,,,,,$277.50,
27070412,HC CATHETER CORONARY DIAGNOSTIC,0272,,,,,,,,,$92.00,
27070413,HC BALLOON NANOCROSS ELITE,0278,C1725,,,,,,,,$647.50,
27070414,HC INTRODUCER 6F 23CM AVANTI+,0272,C1894,,,,,,,,$100.00,
27070415,HC INTRODUCER 7F 23CM AVANTI+,0272,C1894,,,,,,,,$100.00,
27070416,HC GUIDEWIRE INQWIRE BABY J .035X260CM,0272,C1769,,,,,,,,$105.60,
27070417,HC COIL EMBOLIZATION HELIX,0272,A4649,,,,,,,,"$2,250.00",
27070419,HC ATHERECTOMY SYSTEM HAWKONE,0272,C1714,,,,,,,,"$9,585.00",
27070420,HC EV GUIDEWIRE ENTEER .014X300CM,0272,C1769,,,,,,,,$812.50,
27070421,HC ADVISA MRI SR DEV,0275,C1785,,,,,,,,"$10,000.00",
27070426,HC CATHETER EXTENSION GUIDEZILLA 6F LONG,0272,C1729,,,,,,,,"$1,300.00",
27070427,HC CATHETER EXTENSION GUIDEZILLA 6F,0272,C1769,,,,,,,,"$1,300.00",
27070429,HC DRAIN CHEST DRY SUCTION,0271,A7041,,,,,,,,$127.36,
27070430,HC CATHETER DIALYSIS UNCUFF 20CM,0278,C1752,,,,,,,,$437.50,
27070432,HC GLIDEWIRE STD ANGLED 018 180,0272,C1769,,,,,,,,$529.20,
27070434,HC OSTEOCOOL RF PROBE 17G,0272,,,,,,,,,"$12,495.00",
27070435,HC OSTEOCOOL BONE ACCESS 10G,0272,,,,,,,,,"$1,215.00",
27070439,HC TUBE FEEDING 8FR,0272,,,,,,,,,$44.83,
27070440,HC CRYOPROBE 1.7MM,0272,C2618,,,,,,,,"$3,600.00",
27070441,HC CRYOPROBE 2.4MM,0272,C2618,,,,,,,,"$3,600.00",
27070442,HC CRYOPROBE 2.4MM LONG,0272,C2618,,,,,,,,"$3,900.00",
27070443,HC CRYOPROBE 1.7 MM LONG,0272,C2618,,,,,,,,"$3,900.00",
27070444,HC CRYOPROBE 3.8 MM ANGLED,0272,C2618,,,,,,,,"$5,250.00",
27070445,HC CRYOPROBE 2.4V,0272,C2618,,,,,,,,"$3,900.00",
27070446,HC BALLOON PACIFIC PLUS,0272,C1725,,,,,,,,$262.50,
27070447,HC BALLOON PTCA COMPLIANT,0272,C1725,,,,,,,,$695.00,
27070448,HC STENT COVERED ICAST 10X38X120,0278,C1874,,,,,,,,"$7,545.00",
27070450,HC INTRODUCER DESTINATION 6F 65CM,0278,C1887,,,,,,,,$406.00,
27070451,HC BALLOON PTCA NC,0272,C1725,,,,,,,,$673.00,
27070452,HC PACER AZURE DR MRI SURESCAN,0275,C1785,,,,,,,,"$12,000.00",
27070453,HC PACER AZURE S SR MRI SURESCAN,0275,C1786,,,,,,,,"$10,200.00",
27070454,HC APTUS GUIDE 22MM,0272,,,,,,,,,"$5,283.00",
27070456,HC ENDOANCHOR APTUS APPLIER/CASSETTE,0278,,,,,,,,,"$14,250.00",
27070457,HC STENT EVERFLEX 6X100X120,0278,C1876,,,,,,,,"$1,800.00",
27070458,HC INTRODUCER DESTINATION 6F 45CM,0272,C1894,,,,,,,,$365.75,
30000001,HC ARTERIAL PUNCTURE,0761,36600,,,,ER,0450,,,$173.00,
30000003,HC HEMATEST FECES,0300,82272,,,,,,,,$47.00,
30000005,HC COLLECTION OF VENOUS BLOOD BY VENIPUNCTURE,0300,36415,,,,,,,,$15.00,
30000007,HC AMYLASE B,0301,82150,,,,,,,,$116.00,
30000008,HC BILIRUBIN ADULT TOT DIR IND,0301,82247,,,,,,,,$84.00,
30000009,HC BUN B,0301,84520,,,,,,,,$84.00,
30000010,HC CALCIUM B,0301,82310,,,,,,,,$84.00,
30000011,HC CHOLESTEROL B,0301,82465,,,,,,,,$81.00,
30000013,HC CHLORIDE B,0301,82435,,,,,,,,$80.00,
30000014,HC CO2,0301,82374,,,,,,,,$80.00,
30000015,HC CREATININE B,0301,82565,,,,,,,,$81.00,
30000016,HC PROTEIN ELECTROPHORESIS SERUM,0301,84165,,,,,,,,$76.00,
30000017,HC GLUCOSE B,0301,82947,,,,,,,,$56.00,
30000019,HC POTASSIUM B,0301,84132,,,,,,,,$84.00,
30000020,HC LDH B,0301,83615,,,,,,,,$80.00,
30000021,HC LIPASE B,0301,83690,,,,,,,,$150.00,
30000022,HC SODIUM B,0301,84295,,,,,,,,$81.00,
30000024,HC CEA CARCINOEMBRYONIC ANTIGEN,0301,82378,,,,,,,,$199.00,
30000025,HC PH BLOOD VENOUS,0301,82800,,,,,,,,$29.00,
30000026,HC ALKALINE PHOSPHATASE,0301,84075,,,,,,,,$83.00,
30000027,HC ALBUMIN B,0300,82040,,,,,,,,$82.00,
30000029,HC AST SGOT B,0301,84450,,,,,,,,$83.00,
30000030,HC ALT SGPT B,0301,84460,,,,,,,,$83.00,
30000031,HC T3U AND T4 B,0301,84479,,,,,,,,$22.00,
30000032,HC T4 B,0301,84436,,,,,,,,$69.00,
30000033,HC URIC ACID,0301,84550,,,,,,,,$81.00,
30000034,HC PROTEIN B,0301,84160,,,,,,,,$84.00,
30000035,HC LITHIUM B,0301,80178,,,,,,,,$102.00,
30000036,HC DILANTIN PHENYTOIN B,0301,80185,,,,,,,,$86.00,
30000038,HC ELECTROLYTES NA K CL C02,0301,80051,,,,,,,,$146.00,
30000039,HC HDL HIGH DENSITY LIPOPROTEIN,0301,83718,,,,,,,,$76.00,
30000040,HC TSH,0301,84443,,,,,,,,$144.00,
30000042,HC BASIC METABOLIC PROF CHEM8,0301,80048,,,,,,,,$136.00,
30000043,HC LIVER HEPATIC PROFILE,0301,80076,,,,,,,,$78.00,
30000044,HC GLYCATED HEMOGLOBIN,0301,83036,,,,,,,,$108.00,
30000045,HC COMPREHENSIVE METABOLIC PROFILE,0301,80053,,,,,,,,$173.00,
30000050,HC RENAL PROFILE,0301,80069,,,,,,,,$89.00,
30000051,HC UREA NITROGEN URINE RANDOM,0301,84540,,,,,,,,$22.00,
30000052,HC PSA SCREEN,0300,G0103,,,,,,,,$162.00,
30000054,HC AMMONIA B,0301,82140,,,,,,,,$111.00,
30000056,HC HCG SERUM PREGNANCY,0301,84703,,,,,,,,$121.00,
30000057,HC CREATININE CLEAR 24HR URINE,0301,82575,,,,,,,,$137.00,
30000058,HC IRON B,0301,83540,,,,,,,,$84.00,
30000059,HC IRON AND IRON BIND CAP,0301,83550,,,,,,,,$47.00,
30000061,HC THEOPHYLLINE B,0301,80198,,,,,,,,$133.00,
30000066,HC DRUG SCREEN 6 CUSTODY,0301,,,,,,,,,$22.06,
30000068,HC CK CPK CREATINE PHOSPHOKINASE,0301,82550,,,,,,,,$83.00,
30000069,HC CRYOGLOBULIN B,0301,82595,,,,,,,,$160.00,
30000070,HC TOBRAMYCIN PEAK,0301,80200,,,,,,,,$140.00,
30000071,HC TOBRAMYCIN TROUGH,0301,80200,,,,,,,,$140.00,
30000075,HC IMMUNOFIXATION SERUM IFE,0302,86334,,,,,,,,$232.00,
30000077,HC GENTAMYCIN PEAK,0301,80170,,,,,,,,$72.00,
30000079,HC GENTAMYCIN TROUGH,0301,80170,,,,,,,,$72.00,
30000080,HC TRIGLYCERIDES,0301,84478,,,,,,,,$83.00,
30000081,HC MAGNESIUM B,0301,83735,,,,,,,,$93.00,
30000082,HC GENTAMYCIN RANDOM TIMED,0301,80170,,,,,,,,$72.00,
30000084,HC BLOOD GAS VENOUS,0301,82803,,,,,,,,$232.00,
30000086,HC MECONIUM DRUG SCREEN,0301,80307,,,,,,,,$137.00,
30000087,HC LIPID PROFILE CORONARY RISK,0301,80061,,,,,,,,$191.00,
30000088,HC CORTISOL B,0301,82533,,,,,,,,$134.00,
30000089,HC GGT GAMMA GLUTAMYL TRANSPE,0301,82977,,,,,,,,$84.00,
30000090,HC CKMB,0301,82553,,,,,,,,$149.00,
30000093,HC LACTIC ACID,0301,83605,,,,,,,,$150.00,
30000095,HC DIGOXIN B,0301,80162,,,,,,,,$105.00,
30000098,HC FETAL MATURITY PROF LS RATIO,0301,83661,,,,,,,,$98.00,
30000100,HC OSMOLALITY B,0301,83930,,,,,,,,$89.00,
30000101,HC B12,0301,82607,,,,,,,,$167.00,
30000102,HC CARBAMAZEPINE TEGRETOL,0301,80156,,,,,,,,$96.00,
30000103,HC LIDOCAINE B,0301,80176,,,,,,,,$126.00,
30000105,HC VANCOMYCIN RANDOM TIMED,0301,80202,,,,,,,,$78.00,
30000106,HC HCG QUANTITATIVE PREGNANCY,0301,84702,,,,,,,,$160.00,
30000108,HC IONIZED CALCIUM B,0301,82330,,,,,,,,$150.00,
30000109,HC VANCOMYCIN PEAK,0301,80202,,,,,,,,$78.00,
30000110,HC VANCOMYCIN TROUGH,0301,80202,,,,,,,,$78.00,
30000111,HC VALPROIC ACID DEPAKENE,0301,80164,,,,,,,,$98.00,
30000112,HC FERRITIN,0301,82728,,,,,,,,$165.00,
30000113,HC PSA DIAGNOSTIC,0301,84153,,,,,,,,$154.00,
30000116,HC BLOOD GAS CAPILLARY,0301,82803,,,,,,,,$232.00,
30000117,HC GLUCOSE 2 HOUR PC 75G GLUC,0301,82950,,,,,,,,$69.00,
30000118,HC GLUCOSE 1 HOUR PC 50G GLUCOLA,0301,82950,,,,,,,,$69.00,
30000120,HC GLUCOSE 0,0301,82951,,,,,,,,$248.00,
30000125,HC GLUCOSE 180,0301,82952,,,,,,,,$29.00,
30000126,HC GLUCOSE 240,0301,82952,,,,,,,,$29.00,
30000127,HC GLUCOSE 300,0301,82952,,,,,,,,$29.00,
30000132,HC LACTOSE TOLERANCE 120,0301,82951,,,,,,,,$146.00,
30000133,HC FOLATE,0301,82746,,,,,,,,$128.00,
30000135,HC BN PEPTIDE BNP,0301,83880,,,,,,,,$292.00,
30000136,HC FSH FOLLICLE STIM HORMONE,0301,83001,,,,,,,,$169.00,
30000137,HC T3 TOTAL TRIIODOTHYRONINE,0301,84480,,,,,,,,$192.00,
30000138,HC PROGESTERONE,0301,84144,,,,,,,,$179.00,
30000139,HC LH LUTEINIZING HORMONE,0301,83002,,,,,,,,$170.00,
30000141,HC FREE T3,0301,84481,,,,,,,,$323.00,
30000144,HC DIRECT BILIRUBIN,0301,82248,,,,,,,,$84.00,
30000145,HC PREALBUMIN SERUM,0301,84134,,,,,,,,$68.00,
30000147,HC PTH INTACT SURGERY USE ONLY,0301,83970,,,,,,,,$243.00,
30000149,HC C REACTIVE PROTEIN,0302,86140,,,,,,,,$111.00,
30000151,HC PTH WITH CALCIUM,0300,83970,,,,,,,,$312.00,
30000155,HC RUBELLA,0302,86762,,,,,,,,$82.00,
30000156,HC HEPATITIS B SURFACE ANTIGE,0306,87340,,,,,,,,$84.00,
30000157,HC HEPATITIS B SURFACE ANTIBO,0302,86706,,,,,,,,$111.00,
30000158,HC HEPATITIS A IGM,0302,86709,,,,,,,,$92.00,
30000159,HC HIV ANTIBODY 1 PLUS 2,0300,87389,,,,,,,,$152.00,
30000160,HC HEPATITIS C ANTIBODY,0300,86803,,MCR,G0472,,,,,$178.00,
30000161,HC HEPATITIS B CORE IGM,0302,86705,,,,,,,,$96.00,
30000162,HC HEPATITIS PANEL ACUTE,0301,80074,,,,,,,,$424.00,
30000163,HC FETAL FIBRONECTIN,0301,82731,,,,,,,,$267.00,
30000164,HC FREE T4,0301,84439,,,,,,,,$128.00,
30000167,HC GLUCOSE BODY FLUID,0301,82945,,,,,,,,$55.00,
30000168,HC PROTEIN CSF,0301,84157,,,,,,,,$16.00,
30000169,HC GLUCOSE CSF,0301,82945,,,,,,,,$55.00,
30000170,HC PROTEIN BODY FLUID,0301,84157,,,,,,,,$84.00,
30000171,HC LDH BODY FLUID,0301,83615,,,,,,,,$80.00,
30000172,HC AMYLASE BODY FLUID,0301,82150,,,,,,,,$29.00,
30000174,HC PROTEIN QUANTITA URINE 24HR,0301,84156,,,,,,,,$117.00,
30000175,HC PHOSPHORUS URINE 24HR,0301,84105,,,,,,,,$83.00,
30000176,HC URIC ACID URINE 24HR,0301,84560,,,,,,,,$117.00,
30000177,HC SODIUM URINE 24HR,0301,84300,,,,,,,,$80.00,
30000178,HC SODIUM URINE RANDOM,0301,84300,,,,,,,,$22.00,
30000179,HC POTASSIUM URINE 24HR,0301,84133,,,,,,,,$77.00,
30000180,HC POTASSIUM URINE RANDOM,0301,84133,,,,,,,,$18.00,
30000181,HC CHLORIDE URINE,0301,82436,,,,,,,,$56.00,
30000182,HC CALCIUM URINE 24HR,0301,82340,,,,,,,,$87.00,
30000183,HC CREATININE URINE 24HR,0301,82570,,,,,,,,$80.00,
30000184,HC CREATININE URINE RANDOM,0301,82570,,,,,,,,$23.00,
30000185,HC OSMOLALITY URINE,0301,83935,,,,,,,,$100.00,
30000187,HC CALCIUM URINE RANDOM,0301,82310,,,,,,,,$84.00,
30000188,HC PHOSPHORUS URINE RANDOM,0301,84105,,,,,,,,$23.00,
30000189,HC PROTEIN QUANTITA URINE RANDOM,0301,84156,,,,,,,,$77.00,
30000191,HC MICROALBUMIN URINE,0300,82043,,,,,,,,$141.00,
30000196,HC ADD ON DIFFERENTIAL,0305,85007,,,,,,,,$30.00,
30000197,HC CBC W AUTO DIFF,0305,85025,,,,,,,,$95.00,
30000199,HC MALARIA SMEAR,0306,87207,,,,,,,,$22.00,
30000200,HC HGB,0305,85018,,,,,,,,$30.00,
30000201,HC HCT,0305,85014,,,,,,,,$30.00,
30000202,HC WBC,0305,85048,,,,,,,,$23.00,
30000203,HC PLATELET COUNT,0305,85049,,,,,,,,$60.00,
30000204,HC RBC,0305,85041,,,,,,,,$26.00,
30000205,HC DIFFERENTIAL MANUAL,0305,85007,,,,,,,,$16.00,
30000206,HC RETIC CT,0305,85045,,,,,,,,$61.00,
30000213,HC MONO,0302,86308,,,,,,,,$91.00,
30000216,HC SENSITIVITY MICRO,0306,87186,,,,,,,,$114.00,
30000217,HC SENSITIVITY ANAEROBIC 8,0306,87186,,,,,,,,$124.00,
30000218,HC CULTURE ANAEROBE,0306,87075,,,,,,,,$155.00,
30000219,HC CULTURE ACID FAST BACILLUS,0306,87116,,,,,,,,$155.00,
30000220,HC CULTURE BLOOD,0306,87040,,,,,,,,$206.00,
30000221,HC CULTURE STOOL,0306,87045,,,,,,,,$140.00,
30000222,HC CULTURE FUNGUS,0306,87102,,,,,,,,$163.00,
30000223,HC CULTURE G C,0306,87081,,,,,,,,$159.00,
30000225,HC THROAT RAPID BETASTREP A ANTGN,0306,87880,,,,,,,,$56.00,
30000226,HC CULTURE URINE,0306,87086,,,,,,,,$127.00,
30000229,HC TRICH AND MONILIA WET PREP,0306,87210,,MCR,Q0111,MCR,0309,,,$62.00,
30000230,HC GRAM STAIN,0306,87205,,,,,,,,$75.00,
30000231,HC WBC FECES,0309,89055,,,,,,,,$19.00,
30000232,HC EOSINOPHILS OTHER,0309,89190,,,,,,,,$47.00,
30000233,HC CULTURE WOUND,0306,87070,,,,,,,,$82.00,
30000235,HC CULTURE CSF,0306,87070,,,,,,,,$82.00,
30000237,HC SYNOVIAL FLUID CRYSTALS ONLY,0309,89060,,,,,,,,$65.00,
30000238,HC SMEAR ACID FAST,0306,87206,,,,,,,,$86.00,
30000239,HC SMEAR FUNGUS,0306,87205,,,,,,,,$19.00,
30000241,HC CULTURE BLOOD FUNGUS,0306,87103,,,,,,,,$149.00,
30000243,HC CULTURE BODY FLUID,0306,87070,,,,,,,,$159.00,
30000246,HC OCCULT BLOOD OTHER,0301,82271,,,,,,,,$38.00,
30000248,HC OCCULT BLOOD FECES,0301,82270,,,,,,,,$47.00,
30000249,HC OVA AND PARASITE FECES,0306,87177,,,,,,,,$153.00,
30000251,HC ANAEROBE ADDL ID METHODS,0306,87076,,,,,,,,$96.00,
30000252,HC URINE ADDL ID METHODS,0306,87077,,,,,,,,$36.00,
30000255,HC REDUCING SUBSTANCE FECES,0301,84376,,,,,,,,$24.00,
30000256,HC CULTURE GENITAL TRACT,0306,87070,,,,,,,,$82.00,
30000258,HC YEAST ID2,0306,87106,,,,,,,,$45.00,
30000259,HC YEAST ID3,0306,87106,,,,,,,,$103.00,
30000260,HC YEAST ID4,0306,87106,,,,,,,,$103.00,
30000263,HC VIRAL FA STAIN,0310,87253,,,,,,,,$58.00,
30000269,HC TISSUE HOMOGENIZATION,0306,87176,,,,,,,,$26.00,
30000270,HC CONCENTRATION INF AGENTS,0306,87015,,,,,,,,$80.00,
30000273,HC CULTURE EAR,0306,87070,,,,,,,,$82.00,
30000274,HC CULTURE EYE,0306,87070,,,,,,,,$82.00,
30000277,HC LEGINELLA ANTIGEN URINE,0306,87449,,,,,,,,$165.00,
30000279,HC STREP A AGGLUTINATION,0306,87147,,,,,,,,$57.00,
30000284,HC CRYPTOSPORIDIUM ANTIGEN BY EIA,0306,87328,,,,,,,,$54.00,
30000285,HC GIARDIA ANTIGEN BY EIA,0306,87329,,,,,,,,$92.00,
30000287,HC OCCULT BLOOD SCREEN,0301,82270,,,,,,,,$47.00,
30000300,HC CULTURE IV CATH TIP,0306,87070,,,,,,,,$159.00,
30000301,HC CULTURE MRSA SCREEN,0306,87081,,,,,,,,$29.00,
30000303,HC STREP PNEU AG URINE,0306,87449,,,,,,,,$54.00,
30000310,HC ROTAVIRUS,0306,87425,,,,,,,,$189.00,
30000314,HC ANA SCREEN,0302,86038,,,,,,,,$139.00,
30000315,HC RA LATEX RHEUMATOID ARTHRIT,0302,86430,,,,,,,,$75.00,
30000317,HC CLOSTRIDIUM DIFFICILE TOXI,0306,87324,,,,,,,,$102.00,
30000319,HC ANA TITER,0302,86039,,,,,,,,$106.00,
30000325,HC PREGNANCY TEST URINE,0307,81025,,,,,,,,$51.00,
30000327,HC URINALYSIS W MICRO,0307,81001,,,,,,,,$78.00,
30000329,HC URINALYSIS W/MICRO CULTURE,0307,81001,,,,,,,,$34.00,
30000330,HC CELL COUNT CSF,0309,89051,,,,,,,,$39.00,
30000331,HC PH BODY FLUID,0301,83986,,,,,,,,$36.00,
30000332,HC CELL COUNT BODY FLUID,0309,89051,,,,,,,,$39.00,
30000333,HC SPECIFIC GRAVITY BODY FLUID,0301,84315,,,,,,,,$11.00,
30000336,HC BILIRUBIN URINE,0307,81003,,,,,,,,$39.00,
30000337,HC SPECIFIC GRAVITY URINE,0307,81003,,,,,,,,$31.00,
30000338,HC GLUCOSE URINE,0307,81003,,,,,,,,$30.00,
30000340,HC KETONE URINE,0307,81003,,,,,,,,$10.00,
30000342,HC PH URINE,0307,81003,,,,,,,,$39.00,
30000346,HC CRYPTOCOCCAL AG CSF,0300,87899,,,,,,,,$156.00,
30000348,HC RH TITER,0302,86886,,,,,,,,$128.00,
30000349,HC COOMBS CORD INFANT,0302,86880,,,,,,,,$240.00,
30000350,HC ELUTION,0300,86860,,,,,,,,$178.00,
30000353,HC ANTIBODY IDENTIFICATION,0300,86870,,,,,,,,$374.00,
30000355,HC ANTIGEN SCREENING,0300,86905,,,,,,,,$263.00,
30000356,HC ABO TYPING,0300,86900,,,,BLU/MDIL/MDIN,0302,,,$85.00,
30000357,HC RH TYPING,0300,86901,,,,,,,,$99.00,
30000362,HC COOMBS INDIRECT,0302,86885,,,,,,,,$164.00,
30000363,HC XMATCH IMMED SPIN,0300,86920,,,,,,,,$164.00,
30000365,HC FIBRINOGEN B,0305,85384,,,,,,,,$141.00,
30000367,HC APTT B,0305,85730,,,,,,,,$124.00,
30000368,HC SED RATE WESTERGREN,0305,85652,,,,,,,,$51.00,
30000369,HC SICKLE CELL SCREEN,0300,85660,,,,,,,,$62.00,
30000370,HC PROTHROMBIN TIME,0305,85610,,,,,,,,$89.00,
30000371,HC ACT,0305,85347,,,,,,,,$68.00,
30000372,HC FACTOR VIII ASSAY,0305,85240,,,,,,,,$82.00,
30000373,HC THROMBIN TIME,0300,85670,,,,,,,,$83.00,
30000375,HC FACTOR IX,0300,85250,,,,,,,,$236.00,
30000376,HC MIXING STUDY PROTIME 1 TO 1,0300,85611,,,,,,,,$17.00,
30000377,HC MIXING STUDY APTT 1 TO 1,0300,85732,,,,,,,,$28.00,
30000380,HC PLATELET FUNCTION ASSAY,0305,85576,,,,,,,,$117.00,
30000382,HC DIMER QUANTITATIVE,0305,85379,,,,,,,,$124.00,
30000384,HC COLLECTION HANDLING CHARGE,0300,36415,,,,,,,,$47.00,
30000414,HC TROPONIN-T,0300,84484,,,,,,,,$177.00,
30000422,HC HEP B SURF ANTG CONFIRM,0300,87341,,,,,,,,$68.00,
30000423,HC THYROGLOBULIN B,0300,84432,,,,,,,,$120.00,
30000424,HC 17 HYDROXYPROGESTERONE,0301,83498,,,,,,,,$121.00,
30000428,HC ACTH B,0300,82024,,,,,,,,$280.00,
30000429,HC ALDOLASE B,0300,82085,,,,,,,,$76.00,
30000430,HC ALUMINUM B,0301,82108,,,,,,,,$199.00,
30000431,HC IMMUNOGLOBULIN A,0301,82784,,,,,,,,$160.00,
30000432,HC IMMUNOGLOBULIN G,0301,82784,,,,,,,,$160.00,
30000434,HC ANTI THYROID ANTIBODIES MI,0302,86376,,,,,,,,$167.00,
30000435,HC CAROTENE B,0301,82380,,,,,,,,$41.00,
30000436,HC PLATELET ANTIBODY,0302,86022,,,,,,,,$483.00,
30000438,HC GASTRIN B,0301,82941,,,,,,,,$156.00,
30000439,HC 5 HIAA U SEROTONIN URINE,0301,83497,,,,,,,,$135.00,
30000440,HC IGE B,0301,82785,,,,,,,,$106.00,
30000441,HC VON WILLEBRAND FACTOR ASSAY,0305,85246,,,,,,,,$103.00,
30000443,HC METANEPHRINES U,0301,83835,,,,,,,,$307.00,
30000444,HC PROLACTIN B,0301,84146,,,,,,,,$193.00,
30000446,HC C 3 COMPLEMENT,0302,86160,,,,,,,,$100.00,
30000447,HC C 4 COMPLEMENT,0302,86160,,,,,,,,$100.00,
30000448,HC HAPTAGLOBIN,0301,83010,,,,,,,,$125.00,
30000449,HC ALPHA 1 ANTI TRYPSIN,0301,82103,,,,,,,,$152.00,
30000451,HC MYOGLOBIN URINE,0301,83874,,,,,,,,$58.00,
30000452,HC FACTOR XI,0305,85270,,,,,,,,$82.00,
30000453,HC FACTOR XII,0305,85280,,,,,,,,$86.00,
30000454,HC FACTOR VIII INHIBITOR SCREEN,0300,85335,,,,,,,,$52.00,
30000456,HC IMMUNOGLOBULINS G A M,0301,82784,,,,,,,,$41.00,
30000457,HC 5 HIAA SEROTONIN B,0301,84260,,,,,,,,$142.00,
30000459,HC TESTOSTERONE FREE AND TOTAL,0300,84403,,,,MDIN,0301,,,$257.00,
30000460,HC UREA NITROGEN URINE 24HR,0301,84540,,,,,,,,$73.00,
30000461,HC VMA 24 HOUR URINE,0301,84585,,,,,,,,$171.00,
30000464,HC ANTI SMOOTH MUSCLE ANTIBOD,0301,83516,,,,MDIN,0300,,,$190.00,
30000465,HC VITAMIN C ASCORBIC ACID,0300,82180,,,,,,,,$260.00,
30000468,HC CALCITONIN,0301,82308,,,,,,,,$270.00,
30000469,HC MERCURY,0301,83825,,,,,,,,$109.00,
30000470,HC OXALATE 24HR URINE,0301,83945,,,,,,,,$194.00,
30000471,HC PORPHYRIN QUANTITATIVE 24H,0301,84120,,,,,,,,$206.00,
30000473,HC GROWTH HORMONE,0301,83003,,,,,,,,$142.00,
30000475,HC INSULIN RANDOM,0301,83525,,,,,,,,$159.00,
30000476,HC LEAD WHOLE BLOOD,0301,83655,,,,,,,,$163.00,
30000479,HC AMIKACIN B,0300,80150,,,,,,,,$145.00,
30000481,HC ALDOSTERONE BLOOD,0300,82088,,,,,,,,$283.00,
30000482,HC ALKALINE PHOS FRACTION,0301,84080,,,,MDIN,0301,,,$104.00,
30000483,HC AFP TUMOR MARKER,0301,82105,,,,,,,,$121.00,
30000485,HC ANGIOTENSIN CONVERTING ENZ,0301,82164,,,,,,,,$129.00,
30000486,HC ARSENIC BLOOD,0300,82175,,,,,,,,$185.00,
30000488,HC CERULOPLASMIN,0301,82390,,,,,,,,$97.00,
30000489,HC COMPLEMENT TOTAL CH50,0302,86162,,,,,,,,$184.00,
30000490,HC CORTISOL URINE 24 HOUR,0301,82530,,,,,,,,$204.00,
30000493,HC RENIN,0301,84244,,,,,,,,$215.00,
30000494,HC PLASMA HEMOGLOBIN,0301,83051,,,,,,,,$32.00,
30000496,HC ZARONTIN ETHOSUXIMIDE,0301,80168,,,,,,,,$122.00,
30000497,HC CA 125 ANTIGEN,0302,86304,,,,,,,,$226.00,
30000499,HC RECEPTOR STAIN BLOCK,0310,88360,,,,,,,,$379.00,
30000503,HC LYME DISEASE ANTIBODY,0302,86618,,,,,,,,$134.00,
30000504,HC LEGIONELLA ANTIBODY,0302,86713,,,,,,,,$68.00,
30000506,HC ANTI-DNA ANTIBODY,0302,86225,,,,,,,,$154.00,
30000507,HC CHLAMYDIA CULTURE,0306,87110,,,,,,,,$88.00,
30000508,HC CMV IGG AND IGM,0302,86644,,,,,,,,$66.00,
30000509,HC EPSTEIN BARR VIRUS PANEL,0302,86665,,,,,,,,$82.00,
30000510,HC TULAREMIA FRANCIELLA TULARENSI,0302,86668,,,,,,,,$49.00,
30000513,HC HLA B27,0302,86812,,,,,,,,$226.00,
30000514,HC MYCOPLASMA IGG AND IGM ANTIBODY,0302,86738,,,,,,,,$172.00,
30000515,HC MYCOPLASMA CULTURE GENITAL,0306,87109,,,,,,,,$69.00,
30000517,HC HERPES AB TYPES 1 PLUS 2 IGG IGM,0300,86694,,,,,,,,$91.00,
30000518,HC MUMPS ANTIBODY IGG,0302,86735,,,,,,,,$136.00,
30000520,HC TOXOPLASMOSIS ANTIBODY IGG IGM,0302,86777,,,,,,,,$66.00,
30000521,HC AMEBIASIS E HISTOLYTICA A,0302,86753,,,,,,,,$55.00,
30000527,HC RUBEOLA ANTIBODY MEASLES,0302,86765,,,,,,,,$119.00,
30000531,HC CAT SCRATCH ANTIBODY,0302,86611,,,,,,,,$41.00,
30000535,HC VIRUS CULTURE,0306,87252,,,,,,,,$116.00,
30000536,HC CHROMOSOME ANALYSIS TISSUE CULTURE NON-NEOPLASTIC,0310,88233,,,,,,,,$956.00,
30000537,HC CHROMOSOME ANALYSIS LEUK BM/BL TISSUE CULTURE,0310,88237,,,,,,,,$693.00,
30000539,HC FECAL FAT QUANTITATIVE,0301,82710,,,,,,,,$203.00,
30000540,HC ANTI STREPTOCOCCAL AB (DNA,0300,86215,,,,,,,,$110.00,
30000541,HC HISTOPLASMOSIS ANTIGEN,0300,87385,,,,,,,,$114.00,
30000543,HC TOXOCARA CANIS ABS,0302,86682,,,,,,,,$58.00,
30000545,HC AFP MATERNAL,0301,82105,,,,,,,,$121.00,
30000552,HC C PEPTIDE,0301,84681,,,,,,,,$147.00,
30000556,HC DHEA SULFATE,0301,82627,,,,,,,,$222.00,
30000557,HC ERYTHROPOIETIN,0301,82668,,,,,,,,$201.00,
30000558,HC ESTROGEN TOTAL,0301,82672,,,,,,,,$190.00,
30000561,HC G6PD,0301,82955,,,,,,,,$125.00,
30000563,HC INSULIN ANTIBODIES,0302,86337,,,,,,,,$75.00,
30000566,HC OLIGOCIONAL BANDS CSF,0300,83916,,,,,,,,$87.00,
30000569,HC THIAMINE VITAMIN B1,0301,84425,,,,,,,,$198.00,
30000570,HC VITAMIN A B,0301,84590,,,,,,,,$52.00,
30000571,HC VITAMIN B6 B,0301,84207,,,,,,,,$279.00,
