CDM DESCRIPTION,PRIMARY PRICE
ATEZOLIZUMAB 1200 IV - 10 MG,$360.00 
ATHERECTOMY/STNT FEM/POP W PTA,"$26,662.00 "
ATORVASTATIN TAB 20 MG,$10.00 
ATORVASTATIN TAB 40MG,$10.00 
ATRACURIUM INJ 50 MG/5 ML,$162.00 
ATRIAL NATURETIC PEPTIDE,$244.00 
ATROPINE 1MG/1ML INJ,$28.00 
ATROPINE INJ 1 MG/10 ML,$28.00 
ATROPINE OPH SOLN 1% - 2ML,$238.00 
ATROPINE OPH SOLN 1% - 5 ML,$83.00 
Atypical pANCA,$256.00 
AUD EVOKED POTENTIAL LTD,$340.00 
AUG POST/DIST PFC*SIGMA FEM,"$4,874.00 "
AUGMENT,"$5,112.00 "
AUGMENTIN ES 600 75ML,$85.00 
AUTOFIX  COMPR SCREW MOD T7 DR,"$1,124.00 "
AUTOLOGOUS COLLECT PROC STORE,$489.00 
AVELUMAB INJ 10 MG,$465.00 
AVULSION NAIL PLATE EACH ADDL,$160.00 
AVULSION NAIL PLATE SINGLE,$205.00 
AXILLA US LT,$796.00 
AXILLA US RT,$796.00 
AZACITIDINE INJ 1 MG,$20.00 
AZATHIOPRINE 50 MG TAB U/D,$10.00 
AZITHROMYCIN INJ 500 MG  - J,$214.00 
AZITHROMYCIN IV 100 MG/50 ML,$153.00 
AZITHROMYCIN IV 250 MG/250 ML,$153.00 
AZITHROMYCIN IV 500 MG/250 ML,$153.00 
AZITHROMYCIN PO 100 MG/5 ML,$33.00 
AZITHROMYCIN PO 300 MG/15 ML,$96.00 
AZITHROMYCIN SUSP 200 MG/5 ML,$14.00 
AZITHROMYCIN SUSP 200MG - 15ML,$102.00 
AZITHROMYCIN TAB 250 MG U/D,$10.00 
AZTREONAM 1G IV + MINIBAG,$220.00 
AZTREONAM 2G IV + MINIBAG,$445.00 
AZTREONAM 2GM +MINIBAG,$430.00 
AZTREONAM INJ 1 GM,$214.00 
AZTREONAM INJ 2GM,$430.00 
B CELL COUNT,$169.00 
B PERTUSSIS CULTURE,$153.00 
B PERTUSSIS SMEAR,$102.00 
"B. BURGDORFERI, AMPLIFIED PROB",$392.00 
"BABESIA MICROTI AB IGG,IGM",$156.00 
"BABESIA MICROTI AB, IGG IGM",$156.00 
BACIT/NEOMY/POLYM/HC OPH OINT,$476.00 
BACITRACIN INJ 50000 UNITS,$214.00 
BACITRACIN TOPICAL OINT 14 GM,$26.00 
BACITRACIN/POLYMYXIN OINT 15G,$63.00 
BACLOFEN 40 IT KIT - 10 MG,"$2,150.00 "
BACLOFEN TAB 10 MG UNIT DOSE,$10.00 
BACT/NEOMY/POLYMX OINT U/D,$21.00 
BACTERIAL AG GROUP B STREP,$121.00 
BACTERIAL AG H INFLU B,$82.00 
BACTERIAL AG N MENINOITIONS,$82.00 
BACTERIAL AG STREP PNEUM,$82.00 
"BACTERIUM,NOT ELSEWHERE SPEC",$104.00 
BAKRI POSTPARTUM BALLOON,"$1,205.00 "
BALL MODULAR CATHCART,"$2,894.00 "
BALLN AVIATOR 4X2X135   .014,"$1,315.00 "
BALLN CUTT FLEX  3.0 X 6MM,"$4,356.00 "
BALLN CUTT FLEX 2.25 X 10MM,"$4,356.00 "
BALLN CUTT FLEX 2.5 X 10MM,"$4,356.00 "
BALLN CUTT FLEX 2.5 X 6MM,"$4,356.00 "
BALLN CUTT FLEX 2.75 X 10MM,"$4,356.00 "
BALLN CUTT FLEX 2.75 X 6MM,"$4,356.00 "
BALLN CUTT FLEX 3.0 X 10MM,"$4,356.00 "
BALLN CUTT FLEX 3.25 X 10MM,"$4,356.00 "
BALLN CUTT FLEX 3.25 X 6MM,"$4,356.00 "
BALLN CUTT FLEX 3.5 X 10MM,"$4,356.00 "
BALLN CUTT FLEX 3.5 X 6MM,"$4,356.00 "
BALLN CUTT FLEX 3.75 X 10MM,"$4,356.00 "
BALLN CUTT FLEX 3.75 X 6MM,"$4,356.00 "
BALLN CUTT FLEX 4.0 X 10MM,"$4,356.00 "
BALLN CUTT FLEX 4.0 X 6MM,"$4,356.00 "
BALLN CUTTING,"$4,556.00 "
BALLN CUTTING  7X2X90,"$4,556.00 "
BALLN DURASTAR 2.25 X 10MM,$995.00 
BALLN DURASTAR 2.25 X 15MM,$995.00 
BALLN DURASTAR 2.25 X 20MM,$995.00 
BALLN DURASTAR 2.5 X 10MM,$995.00 
BALLN DURASTAR 2.5 X 15MM,$995.00 
BALLN DURASTAR 2.5 X 20MM,$995.00 
BALLN DURASTAR 2.5 X 25MM,$995.00 
BALLN DURASTAR 2.5 X 30MM,$995.00 
BALLN DURASTAR 2.75 X 10MM,$995.00 
BALLN DURASTAR 2.75 X 15MM,$995.00 
BALLN DURASTAR 2.75 X 20MM,$995.00 
BALLN DURASTAR 3.0 X 10MM,$995.00 
BALLN DURASTAR 3.0 X 15MM,$995.00 
BALLN DURASTAR 3.0 X 20MM,$995.00 
BALLN DURASTAR 3.0 X 25MM,$995.00 
BALLN DURASTAR 3.0 X 30MM,$995.00 
BALLN DURASTAR 3.25 X 10MM,$995.00 
BALLN DURASTAR 3.25 X 15MM,$995.00 
BALLN DURASTAR 3.5 X 10MM,$995.00 
BALLN DURASTAR 3.5 X 15MM,$995.00 
BALLN DURASTAR 3.5 X 20MM,$995.00 
BALLN DURASTAR 3.5 X 20MM,$995.00 
BALLN DURASTAR 3.75 X 10MM,$995.00 
BALLN DURASTAR 3.75 X 15MM,$995.00 
BALLN DURASTAR 3.75 X 20MM,$995.00 
BALLN DURASTAR 4.0 X 10MM,$995.00 
BALLN DURASTAR 4.0 X 15MM,$995.00 
BALLN DURASTAR 4.0 X 20MM,$995.00 
BALLN FIERSTAR 2.0 X 30MM,$995.00 
BALLN FIRESTAR 1.5 X 10MM,$995.00 
BALLN FIRESTAR 1.5 X 15MM,$995.00 
BALLN FIRESTAR 1.5 X 20MM,$995.00 
BALLN FIRESTAR 2.0 X 10MM,$995.00 
BALLN FIRESTAR 2.0 X 15MM,$995.00 
BALLN FIRESTAR 2.0 X 20MM,$995.00 
BALLN FIRESTAR 2.25 X 10MM,$995.00 
BALLN FIRESTAR 2.25 X 15MM,$995.00 
BALLN FIRESTAR 2.25 X 20MM,$995.00 
BALLN FIRESTAR 2.5 X 10MM,$995.00 
BALLN FIRESTAR 2.5 X 15MM,$995.00 
BALLN FIRESTAR 2.5 X 20MM,$995.00 
BALLN FIRESTAR 2.5 X 30MM,$995.00 
BALLN FIRESTAR 2.75 X 10MM,$995.00 
BALLN FIRESTAR 2.75 X 15MM,$995.00 
BALLN FIRESTAR 2.75 X 20MM,$995.00 
BALLN FIRESTAR 3.0 X 10MM,$995.00 
BALLN FIRESTAR 3.0 X 15MM,$995.00 
BALLN FIRESTAR 3.0 X 20MM,$995.00 
BALLN FIRESTAR 3.0 X 30MM,$995.00 
BALLN FIRESTAR 3.25 X 10MM,$995.00 
BALLN FIRESTAR 3.25 X 15MM,$995.00 
BALLN FIRESTAR 3.25 X 20MM,$995.00 
BALLN FIRESTAR 3.5 X 10MM,$995.00 
BALLN FIRESTAR 3.5 X 15MM,$995.00 
BALLN FIRESTAR 3.5 X 20MM,$995.00 
BALLN FIRESTAR 3.5 X 30MM,$995.00 
BALLN SAILOR 9X40X130 .035,$788.00 
BALLN STERLING 6X20X80,"$2,079.00 "
BALLN STERLING 7X30X135,"$2,007.00 "
BALLN XXL 12X4X75  .035,"$1,190.00 "
BALLON CUTTING FLEXTOME,"$4,556.00 "
BALLOON CATH MAXI LD .035 X 25,"$3,130.00 "
BALLOON CONQUEST 7MM X 8CM,$788.00 
BALLOON CONQUEST 8MM X 8CM,$922.00 
BALLOON DILATATION CATH,$948.00 
BALLOON DILATION UT DMD 5FR,"$1,023.00 "
BALLOON EQUALIZER 7FX100CM,"$1,263.00 "
BALLOON EVERCROSS .035,"$1,000.00 "
BALLOON INFLATION DEVICE SINUS,$394.00 
BALLOON NANOCROSS .014 150,"$2,631.00 "
BALLOON OCCLUSION 11.5X65CM,"$1,187.00 "
BALLOON PERI CUT,"$4,556.00 "
BALLOON POWERFLEX EXTREME,$805.00 
BAND LPARSCPY FALOPE-RING,$201.00 
BAND TRANS RADL LNG 29CM,$155.00 
BAND TRANS RADL REG 24CM,$155.00 
BAR JTX XTRNFX 150MM 6MM MN,$760.00 
BAR JTX XTRNFX 6MM MN V UNLAT,"$1,633.00 "
BAR XTRNFX 350MM JTX UNLAT,"$1,436.00 "
BARBITURATES DRUG SCREEN,$375.00 
BARD BX DEV 18GX10CM,$570.00 
BARIUM ENEMA,"$1,149.00 "
BARIUM ENEMA WITH AIR,"$1,429.00 "
BARIUM SWALLOW,$732.00 
BARRIER SOFT TISS 2CM X 2CM,"$6,940.00 "
BARRIER SOFT TISS 3CM X 4CM,"$14,872.00 "
BARTONELLA DNA PCR,$367.00 
BARTONELLA HENSELAE,$94.00 
BARTONELLA QUINTANA,$94.00 
BASE PLT TIBIAL SZ 3,"$7,436.00 "
BASEPLATE TIBIAL SZ6 CEMENT,"$5,949.00 "
BASIC MEDTABOLIC PANEL(ISTAT),$271.00 
BASIC METABOLIC PANEL,$270.00 
BCBS LILETTA IUD 3 YR 52 MG,"$6,844.00 "
BCBS MIRENA IUD 5 YR 52 MG,"$8,534.00 "
BCBS NEXPLANON IMPLANT 68 MG,"$8,479.00 "
BCG LIVE 50MG (TICE),"$1,510.00 "
BD RSTR CONE HIP 27MM +10MM,"$20,205.00 "
BEAMER ARGON PROBE 2.3MM X230C,"$1,000.00 "
BEARING VANGRD DCM PS TIBIAL,"$12,741.00 "
BENDAMUSTINE INJ 1 MG,$154.00 
BENRALIZUMAB SQ INJ 30 MG/1 ML,"$23,760.00 "
BENTSON GUIDEWIRE .035,$204.00 
BENZOCAINE PO SPRAY 20% 0.5 ML,$91.00 
BENZOCAINE/MENTHOL LOZENGE,$10.00 
BENZOCAINE/MENTHOL TOP 60 ML,$45.00 
BENZODIAZEPINES,$154.00 
BENZODIAZEPINES DRUG SCREEN,$171.00 
BENZODIAZEPINES DRUG SCREEN,$154.00 
BENZONATATE CAP 100 MG,$10.00 
BENZTROPINE INJ 2 MG/2 ML,$442.00 
BENZTROPINE TAB 1 MG UNIT DOSE,$10.00 
BERACTANT LUNG SURFACTANT 4ML,"$2,382.00 "
BEST CHANCE MAMMO SCREEN BIL,$356.00 
BEST CHANCE MAMMO SCRN  LEFT,$321.00 
BEST CHANCE MAMMO SCRN RIGHT,$321.00 
BETA 2 GLYCOPROTEIN IGA AB,$147.00 
BETA 2 GLYCOPROTEIN IGG AB,$147.00 
BETA 2 GLYCOPROTEIN IGM AB,$147.00 
BETA 2 SERVM MICROGLOBULIN,$149.00 
BETA 2 TRANSFERRIN,$217.00 
BETA D GLUCAN,$163.00 
BETA-INTERFERON AUTOANTIBODIES,$582.00 
BETAMETHASONE CR 0.05% 15 GM,$110.00 
BETAMETHASONE INJ 6 MG/1 ML,$30.00 
BETAXOLOL OPH SUSP 0.25% 10 ML,"$1,690.00 "
BETHANECHOL TAB 25 MG,$10.00 
BEVACIZUMAB 100 INJ 10 MG,$363.00 
BEVACIZUMAB 400 INJ 10 MG,$363.00 
BI DIRECTIONAL CATHETER 4MM,"$11,614.00 "
BI DIRECTIONAL CATHETER 8MM,"$13,550.00 "
BICARBONATE VENOUS,$40.00 
BICEPS BUTTON,"$4,471.00 "
BILE ACIDS TOTAL,$103.00 
BILIARY ACCESS TO SMALL BOWEL,"$3,927.00 "
BILIARY CATH REMOVAL W/FLUORO,"$1,725.00 "
BILIARY CATHETER EXCHANGE,"$2,331.00 "
BILIARY CONVERT EXT TO INT/EXT,"$1,725.00 "
BILIARY DRAINAGE PERC-EXTERNAL,"$3,925.00 "
BILIARY DRAINAGE PERC-INT/EXT,"$3,925.00 "
BILIARY DUCT/AMPULLA DILATION,"$3,925.00 "
BILIARY STENT PLACE NEW W CATH,"$3,927.00 "
BILIARY STNT PLACE EXIST ACCES,"$3,927.00 "
BILIARY STNT PLACE NEW WO CATH,"$3,927.00 "
BILIARY TREE BIOPSY PERCU,"$4,380.00 "
BILIARY/GB STONE REMOVAL PERCU,"$4,754.00 "
BILIQUICK RECORD INJECTION,$418.00 
BILIRUBIN BILE URINE,$42.00 
BILIRUBIN DIRECT,$92.00 
BILIRUBIN ON AMNIOTIC FLUID,$146.00 
BILIRUBIN TOTAL,$89.00 
"BIO-COMP SWVLKC,CLD 5.5X19.1MM","$1,983.00 "
"BIOIMPEDANCE,THORACI,ELECT",$114.00 
BIOPSY DEV-11G MAMMO W/VAC(EX),"$1,928.00 "
BIOPSY LIVER W/O MAJOR,"$4,266.00 "
BIOPSY LYMPH NODE,"$3,264.00 "
BIOPSY NDL 22G BONE CYSTO INJ,$311.00 
BIOPSY NEEDLE LYMPHNODE,"$2,351.00 "
BIOPSY PAROTID GLAND,"$1,644.00 "
BIOPSY SYSTEM ONCONTROL102MM,$728.00 
BIOTINIDASE NEONATE,$55.00 
BISACODYL SUPP 10 MG,$21.00 
BISACODYL TAB 5 MG UNIT DOSE,$10.00 
BISMUTH SUBSALICYLATE 240 ML,$14.00 
BISMUTH SUBSALICYLATE 30 ML,$10.00 
BIT ASNS III DRL 150MM 3.5MM,"$1,822.00 "
BIT ASNS III DRL 4.9MM LG 6.5,"$2,690.00 "
BIT DLT XTEND DRL 170MM 2.5MM,$500.00 
BIT DRILL SUT ANCH,$302.00 
BIT DRL 1.1MM 44.5MM STP 4MM,$752.00 
BIT DRL 1.1MM 44.5MM STP 6MM,$752.00 
BIT DRL 1.1MM 44.5MM STP 8MM,$716.00 
BIT DRL 1.5MM 44.5MM STP 12MM,$799.00 
BIT DRL 1.5MM 50MM STP SS 7MM,$451.00 
BIT DRL 1.6MM BIODRIVE MIC CNN,$942.00 
BIT DRL 100MM JLTCH 1.8MM NS,$752.00 
BIT DRL 100MM QC 2.4MM NS,$548.00 
BIT DRL 100MM QC 2.7MM NS,$406.00 
BIT DRL 100MM QC SS 2MM NS,$430.00 
BIT DRL 100MM QCK CNCT SS 2.7,$328.00 
BIT DRL 100MM QCK CNCT SS 2MM,$328.00 
BIT DRL 105MM TWST CYL SS 1.5,$694.00 
BIT DRL 105MM TWST NTCH SS 1.5,$694.00 
BIT DRL 105MM TWST SS 1.5MM,$512.00 
BIT DRL 110MM JLTCH 1.5MM NS,$716.00 
BIT DRL 110MM QC 2.5MM NS,$406.00 
BIT DRL 110MM QC 3.5MM NS,$430.00 
BIT DRL 110MM QCK CNCT SS 2.5,$328.00 
BIT DRL 110MM QCK CNCT SS 3.5,$328.00 
BIT DRL 115MM TWST NTCH 1.9MM,$694.00 
BIT DRL 125MM QC 2.7MM NS,$439.00 
BIT DRL 125MM QC 3 FLT 2.7MM,$624.00 
BIT DRL 125MM QC SS 2MM NS,$455.00 
BIT DRL 127MM STRG SHNK SS 1.5,$226.00 
BIT DRL 127MM STRG SHNK SS 2.7,$180.00 
BIT DRL 127MM STRG SHNK SS 2MM,$180.00 
BIT DRL 127MM STRG SHNK SS 3.2,$180.00 
BIT DRL 127MM STRG SHNK SS 3.5,$226.00 
BIT DRL 127MM STRG SHNK SS 4.5,$180.00 
BIT DRL 130MM JCHK 3.2MM NS,$377.00 
BIT DRL 13MM TRFLT ATLNTS 3MM,"$1,489.00 "
BIT DRL 145MM QC 3.2MM NS,$399.00 
BIT DRL 145MM QC 4.5MM NS,$385.00 
BIT DRL 145MM QCK CNCT SS 3.2,$249.00 
BIT DRL 150MM 2MM SS MN FRAG,"$2,411.00 "
BIT DRL 150MM 3.9MM 4.2MM 5MM,"$1,050.00 "
BIT DRL 155MM 2.7MM CNN,"$2,277.00 "
BIT DRL 160MM QC CNN 2.7MM NS,"$2,482.00 "
BIT DRL 160MM QC CNN 3.5MM NS,"$2,482.00 "
BIT DRL 165MM CNN MGNFX SS 2.7,"$1,500.00 "
BIT DRL 165MM CNN MGNFX SS 3.5,"$1,578.00 "
BIT DRL 165MM QC 2.8MM NS,$970.00 
BIT DRL 170MM QC CNN 3.2MM NS,"$2,439.00 "
BIT DRL 170MM QC CNN 4.5MM NS,"$2,355.00 "
BIT DRL 175MM 4.5MM ACL CNN,$683.00 
BIT DRL 180MM QC SS 2.5MM NS,$439.00 
BIT DRL 180MM QC TRNFX SS 3MM,$414.00 
BIT DRL 180MM QCK CNCT 3 FLT,$603.00 
BIT DRL 190MM 2MM PRLC QCK,$471.00 
BIT DRL 195MM QC 3 FLT 4.5MM,$741.00 
BIT DRL 195MM QC 3.5MM NS,$439.00 
BIT DRL 195MM QC 4.5MM NS,$638.00 
BIT DRL 195MM QCK 00241003600,$388.00 
BIT DRL 195MM QCK CNCT SS 4.5,$485.00 
BIT DRL 2.5MM 200MM CLBRT 230,"$1,049.00 "
BIT DRL 2.5MM STRL DISP,$532.00 
BIT DRL 2.7MM CMPRH PERI SCR,$728.00 
BIT DRL 2.7MM STRL,$939.00 
BIT DRL 200MM QC CNN 4.3MM NS,"$1,891.00 "
BIT DRL 200MM QC CNN 5MM NS,"$1,891.00 "
BIT DRL 225MM QC 3 FLT 3.5MM,$664.00 
BIT DRL 245MM 3.2MM OCPTL CRV,"$1,342.00 "
BIT DRL 260MM 65MM 4MM 3 FLT,"$1,093.00 "
BIT DRL 2MM CNN QCK CNCT,"$1,511.00 "
BIT DRL 2MM STRL,$516.00 
BIT DRL 3.2MM 195MM QCK CNCT,$485.00 
BIT DRL 3.2MM 200MM CLBRT 230,"$1,289.00 "
BIT DRL 3.5MM CASPIAN OCT SPNL,$667.00 
BIT DRL 300MM 4.3MM LCP PERC,"$1,072.00 "
BIT DRL 30MM 3.2MM RNGLC ACTB,$364.00 
BIT DRL 330MM 4.2MM XPRT PROX,"$1,296.00 "
BIT DRL 4.5MM SHRT AO QCK CNCT,$653.00 
BIT DRL 44.5MM JLTCH STP 4MM 1,$716.00 
BIT DRL 44.5MM JLTCH STP 6MM 1,$716.00 
BIT DRL 46MM TWST SHFT END STP,$513.00 
BIT DRL 5.5MM CNN 8MM SCR,"$2,841.00 "
BIT DRL 50MM TWST CYL 1.5MM,$678.00 
BIT DRL 50MM TWST CYL STP 5MM,$694.00 
BIT DRL 50MM TWST NTCH 1.1MM,$694.00 
BIT DRL 50MM TWST STP CYL 7MM,$694.00 
BIT DRL 50MM TWST STP SS 3.5MM,$512.00 
BIT DRL 50MM TWST STP SS 5MM 1,$548.00 
BIT DRL 50MM TWST STP SS 7MM 1,$548.00 
BIT DRL 5MM CNN,"$2,843.00 "
BIT DRL 60MM QC 1.1MM NS,$393.00 
BIT DRL 70MM TWST NTCH 1.9MM,$694.00 
BIT DRL 85MM JLTCH STP 60MM,$799.00 
BIT DRL 85MM QC 1.5MM NS,$406.00 
BIT DRL 85MM QCK CNCT SS 1.5MM,$328.00 
BIT DRL 96MM 1.5MM SS MNQK,$857.00 
BIT DRL ADJ TRFLT ATLNTS 5MM,"$1,567.00 "
BIT DRL FA.ST 2MM STRL DISP,$532.00 
BIT DRL FEM SS 5MM NS,$916.00 
BIT DRL GRN 145MM 4.2MM 3 FLT,$922.00 
BIT DRL HUM TIB SS 3.7MM NS,"$1,284.00 "
BIT DRL LG 300MM QC CNN 5MM NS,"$2,453.00 "
BIT DRL LG FEM SS 5MM NS,"$1,390.00 "
BIT DRL LNG 105MM TWST CYL 1.9,$694.00 
BIT DRL MN 44.5MM QC STP 14MM,$796.00 
BIT DRL MN 55MM QC 1.1MM NS,$399.00 
BIT DRL MN 65MM QC 1.5MM NS,$399.00 
BIT DRL MN 65MM QC 2MM NS,$399.00 
BIT DRL MN 80MM QC SS 1.8MM NS,$393.00 
BIT DRL PILT TIP DIST SS 3.2MM,$864.00 
BIT DRL PILT TIP DIST SS 3.7MM,$937.00 
BIT DRL PILT TIP DIST SS 5MM,$937.00 
BIT DRL QCK CNCT CNN 2.3MM,"$2,289.00 "
BIT DRL QCK CNCT CNN 2.7MM,"$2,504.00 "
BIT DRL QCK CNCT CNN 4.5MM,"$2,589.00 "
BIT DRL S&N 101-150,$596.00 
BIT DRL S&N 151-200,$819.00 
BIT DRL S&N 201-250,"$1,204.00 "
BIT DRL S&N 51-100,$515.00 
BIT DRL TWST 2.7MM STRL,$201.00 
BIT DRL TWST CSPR 1.7MM,"$1,248.00 "
BIT GAMMA3 DRL HIP 180MM 4.2M,"$1,144.00 "
BLADDER CATH INDWELLING,$212.00 
BLADDER CATH NON-INDWELING,$200.00 
BLADDER SCAN,$182.00 
BLADDER SCAN SAME DAY SURGERY,$182.00 
BLADE HELICAL 110MM,"$3,691.00 "
BLADE MICRO-SHARP 3MM X 15D,$34.00 
BLADE RESECTOR 5.0MM,$233.00 
BLASTOMYCES ANTIBODY,$63.00 
"BLASTOMYCES, AG",$163.00 
BLCK AUG DIST NXGN SZF 20MM,"$14,084.00 "
BLCK AUG POST NXGN SZF 10MM,"$12,519.00 "
BLCK AUG VRSY 13/15 10MM CLCR,"$2,450.00 "
BLCK AUG VRSY 13/15 20MM CLCR,"$2,450.00 "
BLCK AUG VRSY 17/19 10MM CLCR,"$2,450.00 "
BLDE 15D STD 3X.8MM STRG SCR,$38.00 
BLDE 18CMX4MM HNDL WRNCH,$72.00 
BLDE 2MM MIC KARLIN SPNL SRG,$285.00 
BLDE 60D 2.5MM ANG BVL DN SHRP,$74.00 
BLDE 60D SHRP ALL ARND BVL UP,$75.00 
BLDE 9MM TRPHN CTNGM PNCH HNDL,$231.00 
BLDE AGRS+ ASCP 3.5MM SHVR,$221.00 
BLDE AGRS+ ASCP 4MM SHVR STRL,$221.00 
BLDE AGRS+ ASCP 5.5MM SHVR,$221.00 
BLDE AGRS+ ASCP 5MM SHVR STRL,$221.00 
BLDE ANG ASCP 5MM TOMCAT SHVR,$221.00 
BLDE ANG DN CUT STN FNSH 4MM,$112.00 
BLDE ANG TIP 22.5CM SKMR SHVR,"$2,103.00 "
BLDE ASCP 3.5MM CGR SHVR STRL,$221.00 
BLDE ASCP CRV RT RND TIP SGL,$59.00 
BLDE ASCP KNF SRR BNA LT ANG,$220.00 
BLDE ASCP RND TIP SHRP ARTHLK,$59.00 
BLDE BRL 12 FLUT ASCP 4MM SHVR,$238.00 
BLDE BRL 12 FLUT ASCP 5.5MM,$221.00 
BLDE BRL UNHD 6 FLUT ASCP 4MM,$221.00 
BLDE BVR CRV SRG BX STRL DISP,$49.00 
BLDE CRV ESCP 110MM 4MM RAD 40,$959.00 
BLDE DBL CRV ANG TIP ESCP 225,"$2,124.00 "
BLDE DRMTM 1.25-4.25IN SS ABS,$191.00 
BLDE FRML SHVR 4MM ANG AGRS+,$390.00 
BLDE FULL RDS ASCP 2.5MM SHVR,$221.00 
BLDE GFT 8X3IN 1.5:1 DRMCR 2,$139.00 
BLDE IM FX TROCH 100MM 11MM,"$3,654.00 "
BLDE IRR AGRS ASCP 2.5MM HMR,$456.00 
BLDE IRR SHRP EDG ASCP 4MM HMR,$649.00 
BLDE MULTISIDED SHRP ALL ARND,$52.00 
BLDE RESCT ASCP 4MM SHVR STRL,$129.00 
BLDE SLAP 6 FLUT ASCP 4MM SHVR,$221.00 
BLDE STRG ESCP 110MM 2MM SHVR,"$1,085.00 "
BLDE STRG ESCP 110MM 4MM SS M4,$939.00 
BLDE STRG MNBLD SRG STRL DISP,$8.00 
BLDE STRG SHRP RND TIP MNBLD,$7.00 
BLDE SW 70X12.5X.8MM RECIP DBL,$216.00 
BLDE SW 77.5X11X1.23MM RECIP,$233.00 
BLDE SW 86X19.5X1.27MM OSC,$243.00 
BLDE SW 90X11X1.27MM SGTL DL,$293.00 
BLDE SW 90X19X1.35MM SGTL DL,$307.00 
BLDE SW 90X25X1.07MM SGTL DL,$293.00 
BLDE SW 90X25X1.27MM SGTL DL,$293.00 
BLDE SW 90X25X1.35MM SGTL DL,$293.00 
BLDE SW ANG 70D 9.5X7.5MM,$93.00 
BLDE SW HALL 35X10X.1MM STRNL,$105.00 
BLDE SW HALL 54.6X40X.4MM,$71.00 
BLDE SW HALL 71X19.5X1.4MM OSC,$84.00 
BLDE SW HALL 86X19.5X1.27MM,$311.00 
BLDE SW HALL MIC 25.5X14X.4MM,$77.00 
BLDE SW HALL MIC 28.5X5.5X.4MM,$77.00 
BLDE SW HALL MIC 41X14X.4MM,$77.00 
BLDE SW HALL MIC 41X9.5X.4MM,$77.00 
BLDE SW HALL RECIP 12X7X.9MM,$225.00 
BLDE SW MED 25X9X.38MM OSC/SAG,$602.00 
BLDE SW MED NAR 18X5.5X.38MM,$195.00 
BLDE SW MED W 75X25.4X.9MM,$155.00 
BLDE SW MIC 18.5X5.5X.4MM OSC,$77.00 
BLDE SW MIC 25.5X9.5X.4MM SGTL,$82.00 
BLDE SW MIC 25X8MM RND SHNK,$236.00 
BLDE SW MIC 28X6MM RECIP SS,$214.00 
BLDE SW MIC 35X10X.4MM OSC FN,$77.00 
BLDE URTHM CLD KNF HK STRL,$784.00 
BLDE URTHM SGL STM STRG TIP,$784.00 
BLDE URTHM WV FRM LUDVIK HLF,$784.00 
BLDE WRSW 12IN SPRL GIGLI STRL,$73.00 
BLEEDING TIME,$108.00 
BLEOMYCIN INJ 15 UNITS  - J,$149.00 
BLISTEX LIP OINTMENT 0.21 OZ,$21.00 
BLN CATH Corodyn P1 Venogram,$281.00 
BLN CHARGER 120-150MM,$974.00 
BLN CHARGER 180-200MM,"$1,184.00 "
BLN CHARGER 20-100MM,$468.00 
BLN COYOTE OTW,"$1,819.00 "
BLN COYOTE OTW,"$2,290.00 "
BLN DIL ATLAS,"$1,394.00 "
BLN DILATION INFLATOR,$932.00 
BLN FRONTAL SEEKER 6X17MM,"$4,823.00 "
BLN MAXILLARY SEEKER 6X7MM,"$2,347.00 "
BLN NCSPRINTER/SPRINTER LEGEND,$974.00 
BLN Spacemaker Plus Round,"$2,695.00 "
BLN STRL MONORAIL 2X150X150,"$1,991.00 "
BLN STRL SL OTW 5.0X220X150,"$2,699.00 "
BLN ULTRAVERSE 1.5 x 40X 150,"$1,026.00 "
BLN ZMED II 18MM X 4 CM,"$2,673.00 "
BLN ZMED II 23 MM X 5 CM,"$3,277.00 "
BLN ZMED II 25 MM X 4 CM,"$2,559.00 "
BLNDIL VOYAGER 2.5 X 8MM,$974.00 
BLNDIL VOYAGER 2.75 X 12MM,$974.00 
BLNDIL VOYAGER 2.75 X 15MM,$974.00 
BLNDIL VOYAGER 2.75 X 8MM,"$1,131.00 "
BLNDIL VOYAGER 3.0 X 12MM,$974.00 
BLNDIL VOYAGER 3.0 X 15MM,$974.00 
BLNDIL VOYAGER 3.0 X 20MM,$974.00 
BLNDIL VOYAGER 3.0 X 8MM,$974.00 
BLNDIL VOYAGER 3.25 X 12MM,$974.00 
BLNDIL VOYAGER 3.25 X 15MM,$974.00 
BLNDIL VOYAGER 3.5 X 12MM,$974.00 
BLNDIL VOYAGER 3.5 X 15MM,$974.00 
BLNDIL VOYAGER 3.5 X 8MM,$974.00 
BLNDIL VOYAGER 4.0 X 12MM,$974.00 
BLNDIL VOYAGER 4.0 X 15MM,$974.00 
BLNDIL VOYAGER 4.0 X 20MM,$974.00 
BLNDIL VOYAGER 4.0 X 8MM,"$1,131.00 "
BLNDIL VOYAGER NC,"$1,131.00 "
BLOCKER SPNL XIA TI,"$1,068.00 "
BLOOD (CLOT) PATCH-FAC 62273,"$1,530.00 "
BLOOD DRAW DEVICE,$160.00 
BLOOD DRAW FROM PICC,$69.00 
BLOOD GAS,$233.00 
BLOOD GAS W/O2 SAT,$282.00 
BLOOD PRODUCT ADMINISTRATION,$930.00 
BLOOD PRODUCT ADMINISTRATION,$930.00 
BLOOD QUAL URINE,$42.00 
BLSTR SUT 2.5IN 3/16IN THK1/32,$10.00 
BLUE MAX 20 5X4X40,$979.00 
