NDC,Description,Number Units Charged,Charge Amount Units,Charge
0409-3378-13 ,piperacillin-tazobactam 3.375 (3-0.375) g Solr 1 Each Vial,1,Each,$88.00
63323-300-30 ,piperacillin-tazobactam 3.375 (3-0.375) g Solr 1 Each Vial,1,Each,$96.00
0206-8859-10 ,piperacillin-tazobactam 40.5 (36-4.5) g Solr 1 Each Vial,1,Each,$309.00
0206-8861-01 ,PIPERACILLIN-TAZOBACTAM IN DEX 3-0.375 GM/50ML IV SOLN ,50,mL,$122.00
0005-1971-01 ,pneumococcal 13-valent conjugate vacc Susp 0.5 mL Syringe,0.5,mL,$425.50
0006-4943-00 ,pneumococcal vaccine polyvalent 25 MCG/0.5ML Inj 0.5 mL Vial,0.5,mL,$80.00
0006-4943-01 ,pneumococcal vaccine polyvalent 25 MCG/0.5ML Inj 0.5 mL Vial,0.5,mL,$80.00
11523-7234-1 ,polyethylene glycol Pack 1 Each Packet,1,Each,$2.00
68084-430-99 ,polyethylene glycol Pack 1 Each Packet,1,Each,$3.00
11523-7268-8 ,polyethylene glycol Pack 24 Each Box,1,Each,$1.50
0904-6025-77 ,polyethylene glycol Powd 238 g Bottle,238,g,$11.00
10122-510-01 ,poractant Alfa 120 MG/1.5ML Susp 1.5 mL Vial,1.5,mL,$890.50
50201-1300-2 ,POTASSIUM BICARB & CHLORIDE 25 MEQ PO TBEF ,1,Each,$12.00
50201-2400-2 ,POTASSIUM BICARBONATE 25 MEQ PO TBEF ,1,Each,$11.50
0409-6651-19 ,POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN ,10,mL,$40.50
0409-6653-18 ,POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN ,20,mL,$42.00
0409-6651-06 ,potassium chloride 2 MEQ/ML Soln 10 mL Vial,10,mL,$40.50
63323-965-10 ,potassium chloride 2 MEQ/ML Soln 10 mL Vial,10,mL,$38.00
0409-6653-05 ,potassium chloride 2 MEQ/ML Soln 20 mL Vial,20,mL,$42.00
63323-965-20 ,potassium chloride 2 MEQ/ML Soln 20 mL Vial,20,mL,$39.00
0603-1554-10 ,POTASSIUM CHLORIDE 20 MEQ PO PACK ,1,Each,$49.50
63739-447-10 ,potassium chloride 20 MEQ Tbcr 100 Each Box,1,Each,$12.00
66758-190-13 ,potassium chloride 20 MEQ Tbcr 100 Each Box,1,Each,$12.00
0409-7075-26 ,potassium chloride 20 MEQ/100ML Soln 100 mL Flex Cont,100,mL,$40.00
66689-047-01 ,POTASSIUM CHLORIDE 20 MEQ/15ML (10%) PO SOLN ,15,mL,$77.50
0121-1465-15 ,Potassium Chloride 20 MEQ/15ML (10%) Soln 15 mL Cup,15,mL,$30.50
0603-1542-58 ,Potassium Chloride 20 MEQ/15ML (10%) Soln 473 mL Bottle,473,mL,$702.50
63739-446-10 ,potassium chloride CR 10 MEQ Tbcr 100 Each Box,1,Each,$12.00
66758-170-13 ,POTASSIUM CHLORIDE ER 10 MEQ PO TABCR WRAPPER ,1,Each,$12.00
0409-7295-01 ,potassium phosphate 45 MMOLE/15ML Soln 15 mL Vial,15,mL,$99.00
0409-7295-01 ,potassium phosphate 45 MMOLE/15ML Soln 15 mL Vial,15,mL,$99.00
63323-086-15 ,potassium phosphate 45 MMOLE/15ML Soln 15 mL Vial,15,mL,$144.00
63323-086-15 ,potassium phosphate 45 MMOLE/15ML Soln 15 mL Vial,15,mL,$144.00
0409-7295-11 ,POTASSIUM PHOSPHATES 45 MMOLE/15ML IV SOLN ,15,mL,$99.00
67618-150-04 ,POVIDONE-IODINE 10 % EX SOLN ,118,mL,$2.00
13668-093-90 ,PRAMIPEXOLE DIHYDROCHLORIDE 0.5 MG PO TABS ,1,Each,$14.00
11868-81401 ,pramoxine-zinc oxide 1-5 % Crea 28 g Tube,28,g,$6.00
0074-4814-01 ,pramoxine-zinc oxide 1-5 % Crea 30 g Tube,30,g,$3.50
0904-5892-61 ,pravastatin 20 MG Tabs 100 Each Box,1,Each,$13.50
0378-1101-01 ,PRAZOSIN HCL 1 MG PO CAPS ,1,Each,$12.00
50383-040-04 ,prednisoLONE 6.7 (5 Base) MG/5ML Soln 120 mL Bottle,120,mL,$241.50
0054-0017-20 ,predniSONE 10 MG Tabs 100 Each Box,1,Each,$11.50
63739-588-10 ,PREDNISONE 20 MG PO TABS ,1,Each,$12.00
0054-0018-20 ,predniSONE 20 MG Tabs 100 Each Box,1,Each,$11.50
0054-0018-29 ,predniSONE 20 MG Tabs 500 Each Bottle,1,Each,$11.50
0071-1013-41 ,pregabalin 50 MG Caps 100 Each Box,1,Each,$66.00
0071-1014-41 ,pregabalin 75 MG Caps 100 Each Box,1,Each,$66.00
0071-1014-68 ,PREGABALIN 75 MG PO CAPS ,1,Each,$62.50
64980-147-03 ,probiotic strains Caps 30 Each Bottle,1,Each,$1.50
51079-542-01 ,prochlorperazine 10 MG Tabs 1 Each Blister,1,Each,$12.00
23155-497-42 ,prochlorperazine 5 MG/ML Soln 2 mL Vial,2,mL,$116.00
52544-256-12 ,progesterone (vaginal) 8 % Gel 1.125 g Tube,1.125,g,$112.00
65162-807-10 ,PROGESTERONE MICRONIZED 100 MG PO CAPS ,1,Each,$29.50
0713-0536-12 ,promethazine 12.5 MG Supp 12 Each Box,1,Each,$74.00
0713-0526-06,promethazine 25 MG Supp 1 Each Package,1,Each,$74.00
0713-0526-12 ,promethazine 25 MG Supp 12 Each Box,1,Each,$74.00
0591-5307-01 ,promethazine 25 MG Tabs 100 Each Bottle,1,Each,$12.00
0904-6461-61 ,promethazine 25 MG Tabs 100 Each Box,1,Each,$12.00
39822-5525-2 ,promethazine 25 MG/ML Soln 1 mL Ampule,1,mL,$39.50
0641-0928-21 ,promethazine 25 MG/ML Soln 1 mL Vial,1,mL,$39.00
0641-0955-25 ,promethazine 25 MG/ML Soln 1 mL Vial,1,mL,$38.00
39822-5550-5 ,promethazine 50 MG/ML Soln 1 mL Ampule,1,mL,$41.50
0641-0948-31 ,PROMETHAZINE HCL 25 MG/ML IJ SOLN ,1,mL,$38.00
0641-6084-01 ,PROMETHAZINE HCL 25 MG/ML IJ SOLN ,1,mL,$41.00
0603-1585-54 ,promethazine-codeine 6.25-10 MG/5ML Syrp 118 mL Bottle,118,mL,$63.50
0591-0582-01 ,PROPAFENONE HCL 150 MG PO TABS ,1,Each,$13.00
63323-269-37 ,propofol 10 mg/ml Emul 20 mL Vial,20,mL,$40.00
63323-269-67 ,propofol 1000 MG/100ML Emul 100 mL Vial,100,mL,$88.00
63323-269-37 ,propofol 200 MG/20ML Emul 20 mL Vial,20,mL,$40.00
63323-269-57 ,propofol 500 MG/50ML Emul 50 mL Vial,50,mL,$62.50
0591-5555-01 ,propranolol 20 MG Tabs 100 Each Bottle,1,Each,$12.00
0904-6550-61 ,PROPRANOLOL HCL 10 MG PO TABS ,1,Each,$11.50
0115-1660-01 ,PROPRANOLOL HCL 20 MG PO TABS ,1,Each,$12.00
0115-1661-01 ,PROPRANOLOL HCL 40 MG PO TABS ,1,Each,$12.00
51991-818-01 ,PROPRANOLOL HCL ER 80 MG PO CP24 ,1,Each,$13.50
0904-5053-24 ,pseudoephedrine 30 MG Tabs 24 Each Bottle,1,Each,$31.00
37000-40514 ,PSYLLIUM 0.52 G PO CAPS ,1,Each,$0.50
0904-2528-20 ,PYRETHRINS-PIPERONYL BUTOXIDE 0.33-4 % EX SHAM ,118,mL,$6.50
63323-180-01 ,pyridoxine 100 MG/ML Soln 1 mL Vial,1,mL,$102.00
0904-6278-61 ,quetiapine 50 MG Tabs 100 Each Box,1,Each,$34.50
0904-6640-61 ,QUETIAPINE FUMARATE 100 MG PO TABS ,1,Each,$12.00
50268-632-11 ,QUETIAPINE FUMARATE 100 MG PO TABS ,1,Each,$34.00
60687-349-11 ,QUETIAPINE FUMARATE 100 MG PO TABS ,1,Each,$34.00
63739-665-10 ,QUETIAPINE FUMARATE 100 MG PO TABS ,1,Each,$12.00
67877-246-01 ,QUETIAPINE FUMARATE 200 MG PO TABS ,1,Each,$57.00
0904-6638-61 ,QUETIAPINE FUMARATE 25 MG PO TABS ,1,Each,$11.50
0904-6639-61 ,QUETIAPINE FUMARATE 50 MG PO TABS ,1,Each,$12.00
0487-5901-99 ,racepinephrine hcl 2.25 % Nebu 0.5 mL Plas Cont,0.5,mL,$1.00
51079-879-01 ,raNITidine 150 MG Tabs 1 Each Blister,1,Each,$2.00
68382-422-02 ,raNITidine 50 MG/2ML Soln 2 mL Vial,2,mL,$92.00
0121-0727-16 ,raNITidine 75 MG/5ML Syrp 473 mL Bottle,473,mL,$641.50
60687-322-11 ,RANITIDINE HCL 150 MG PO TABS ,1,Each,$0.50
65162-253-10 ,RANITIDINE HCL 150 MG PO TABS ,1,Each,$2.00
52565-101-01 ,RANITIDINE HCL 50 MG/2ML IJ SOLN ,2,mL,$107.50
0562-7805-00 ,Rho D immune globulin 1500 units Sosy 1 Each Syringe,1,Each,$264.00
0562-7805-05 ,Rho D immune globulin 1500 units Sosy 1 Each Syringe,1,Each,$264.00
64980-156-03 ,RISAQUAD PO CAPS ,1,Each,$1.50
0409-9558-49 ,rocuronium 50 MG/5ML Soln 5 mL Vial,5,mL,$41.50
43547-270-10 ,rOPINIRole 1 MG Tabs 100 Each Bottle,1,Each,$13.50
63323-285-13 ,ropivacaine 2 MG/ML Soln 10 mL Vial,10,mL,$57.50
55150-196-99 ,ropivacaine 2 MG/ML Soln 100 mL Bottle,100,mL,$206.00
63323-285-61 ,ropivacaine 2 MG/ML Soln 100 mL Flex Cont,100,mL,$174.00
63323-286-23 ,ropivacaine 5 MG/ML Soln 20 mL Vial,20,mL,$98.50
63323-285-67 ,ROPIVACAINE HCL 2 MG/ML IJ SOLN ,100,mL,$173.50
17478-081-30 ,ROPIVACAINE HCL 5 MG/ML IJ SOLN ,30,mL,$63.50
63323-286-20 ,ROPIVACAINE HCL 5 MG/ML IJ SOLN ,20,mL,$98.50
63323-286-35 ,ROPIVACAINE HCL 5 MG/ML IJ SOLN ,30,mL,$137.00
63323-286-95 ,ROPIVACAINE HCL 5 MG/ML IJ SOLN ,30,mL,$64.00
0310-0751-39 ,rosuvastatin 10 MG Tabs 100 Each Box,1,Each,$48.50
0781-5401-92 ,ROSUVASTATIN CALCIUM 10 MG PO TABS ,1,Each,$12.50
04142-00024 ,saccharomyces boulardii 250 MG Caps 20 Each Box,1,Each,$1.00
04142-00007 ,SACCHAROMYCES BOULARDII 250 MG PO CAPS ,1,Each,$1.00
57896-869-05 ,SACCHAROMYCES BOULARDII 250 MG PO CAPS ,1,Each,$0.50
10019-553-90 ,scopolamine (1.5 mg) 1 MG/3DAYS Pt72 1 Each Package,1,Each,$86.50
10019-553-01 ,scopolamine (1.5 mg) 1 MG/3DAYS Pt72 10 Each Box,1,Each,$86.50
0904-5165-59 ,senna 8.6 MG Tabs 100 Each Box,1,Each,$0.50
0904-6522-61 ,senna 8.6 MG Tabs 100 Each Box,1,Each,$0.50
57896-455-01 ,senna-docusate 8.6-50 MG Tabs 100 Each Bottle,1,Each,$0.50
0904-5643-61 ,senna-docusate 8.6-50 MG Tabs 100 Each Box,1,Each,$0.50
0904-6339-61 ,senna-docusate 8.6-50 MG Tabs 100 Each Box,1,Each,$0.50
63739-432-10 ,senna-docusate 8.6-50 MG Tabs 100 Each Box,1,Each,$0.50
0761-0359-20 ,SENNOSIDES-DOCUSATE SODIUM 8.6-50 MG PO TABS ,1,Each,$0.50
37864-85099 ,SENNOSIDES-DOCUSATE SODIUM 8.6-50 MG PO TABS ,1,Each,$0.50
68084-182-11 ,sertraline 100 MG Tabs 1 Each Blister,1,Each,$11.50
68084-180-11 ,sertraline 25 MG Tabs 1 Each Blister,1,Each,$11.50
59762-4900-4 ,sertraline 50 MG Tabs 100 Each Bottle,1,Each,$14.00
68180-352-09 ,sertraline 50 MG Tabs 90 Each Bottle,1,Each,$14.00
60687-253-11 ,SERTRALINE HCL 100 MG PO TABS ,1,Each,$11.50
60687-231-01 ,SERTRALINE HCL 25 MG PO TABS ,1,Each,$11.50
60687-242-11 ,SERTRALINE HCL 50 MG PO TABS ,1,Each,$11.50
99999-012-11 ,sildenafil 2 mg/mL Susp 1 mL Syringe,1,mL,$22.50
12870-0001-1 ,silver nitrate 75-25 % Misc 100 Each Box,10,Each,$37.00
43598-210-55 ,silver sulfADIAZINE 1 % Crea 50 g Jar,50,g,$64.00
61570-131-50 ,silver sulfADIAZINE 1 % Crea 50 g Jar,50,g,$70.00
67877-124-05 ,SILVER SULFADIAZINE 1 % EX CREA ,50,g,$65.00
0536-3604-08 ,SIMETHICONE 180 MG PO CAPS ,1,Each,$0.50
0904-5894-30 ,simethicone 40 MG/0.6ML Susp 30 mL Bottle,30,mL,$4.00
0904-5068-60 ,simethicone 80 MG Chew 100 Each Bottle,1,Each,$0.50
63739-225-10 ,simethicone 80 MG Chew 100 Each Box,1,Each,$0.50
63739-572-10 ,SIMVASTATIN 20 MG PO TABS ,1,Each,$11.50
60687-210-11 ,SIMVASTATIN 40 MG PO TABS ,1,Each,$16.00
99999-010-96 ,SODIUM ACETATE 15 MEQ W/HEPARIN 25 UNITS/100 ML UAC ,100,mL,$125.00
0409-3299-25 ,sodium acetate 2 MEQ/ML Soln 100 mL Vial,100,mL,$62.00
0409-7299-25 ,sodium acetate 2 MEQ/ML Soln 20 mL Vial,20,mL,$41.00
0409-7299-45 ,sodium acetate 2 MEQ/ML Soln 20 mL Vial,20,mL,$41.00
0409-7299-73 ,sodium acetate 2 MEQ/ML Soln 20 mL Vial,20,mL,$41.00
99999-012-51 ,sodium acetate w/ heparin Soln 100 mL Bag,100,mL,$125.00
0409-5534-34 ,sodium bicarbonate 4.2 % Soln 10 mL Syringe,10,mL,$83.00
0409-6625-25 ,sodium bicarbonate 8.4 % Soln 50 mL Vial,50,mL,$75.50
0338-0043-03 ,SODIUM CHLORIDE 0.45 % IV SOLN ,500,mL,$32.00
0338-0043-04 ,SODIUM CHLORIDE 0.45 % IV SOLN ,1000,mL,$48.50
0409-7730-37 ,sodium chloride 0.45 % Soln 100 mL Flex Cont,100,mL,$30.00
0409-7730-37 ,sodium chloride 0.45% 0.45% Soln 100 mL Flex Cont,100,mL,$30.00
99900-011-91 ,sodium chloride 0.45% Soln 1 mL Syringe,1,mL,$5.00
56184-12011 ,sodium chloride 0.65 % Soln 30 mL Spray Bottle,30,mL,$3.00
0904-3865-75 ,sodium chloride 0.65 % Soln 44 mL Bottle,44,mL,$2.50
0409-4888-01 ,SODIUM CHLORIDE 0.9 % IJ SOLN ,10,mL,$2.00
0409-4888-02 ,SODIUM CHLORIDE 0.9 % IJ SOLN ,10,mL,$1.50
0409-4888-10 ,SODIUM CHLORIDE 0.9 % IJ SOLN ,10,mL,$1.50
0264-1800-32 ,SODIUM CHLORIDE 0.9 % IV SOLN ,100,mL,$29.00
0264-7800-20 ,SODIUM CHLORIDE 0.9 % IV SOLN ,250,mL,$29.50
0338-0049-02 ,SODIUM CHLORIDE 0.9 % IV SOLN ,250,mL,$31.00
0338-0049-03 ,SODIUM CHLORIDE 0.9 % IV SOLN ,500,mL,$31.50
0338-0049-04 ,SODIUM CHLORIDE 0.9 % IV SOLN ,1000,mL,$32.00
0338-0049-10 ,SODIUM CHLORIDE 0.9 % IV SOLN ,25,mL,$30.00
0338-0049-11 ,SODIUM CHLORIDE 0.9 % IV SOLN ,50,mL,$29.50
0338-0049-18 ,SODIUM CHLORIDE 0.9 % IV SOLN ,100,mL,$29.50
0338-0049-31 ,SODIUM CHLORIDE 0.9 % IV SOLN ,50,mL,$29.50
0338-0049-48 ,SODIUM CHLORIDE 0.9 % IV SOLN ,100,mL,$30.00
0338-9543-02 ,SODIUM CHLORIDE 0.9 % IV SOLN ,250,mL,$46.00
0338-9543-04 ,SODIUM CHLORIDE 0.9 % IV SOLN ,500,mL,$48.50
0338-9546-50 ,SODIUM CHLORIDE 0.9 % IV SOLN ,50,mL,$29.50
0409-7101-04 ,SODIUM CHLORIDE 0.9 % IV SOLN ,250,mL,$31.00
0409-7101-68 ,SODIUM CHLORIDE 0.9 % IV SOLN ,50,mL,$30.00
0378-6985-01 ,sodium chloride 0.9 % Nebu 3 mL Plas Cont,3,mL,$11.50
0409-7138-09 ,"sodium chloride 0.9 % Soln 1,000 mL Flex Cont",1000,mL,$32.50
0409-7983-09 ,"sodium chloride 0.9 % Soln 1,000 mL Flex Cont",1000,mL,$48.50
0409-7983-09 ,"sodium chloride 0.9 % Soln 1,000 mL Flex Cont",1000,mL,$48.50
8290-306546 ,sodium chloride 0.9 % Soln 10 mL Syringe,10,mL,$1.00
63323-186-10 ,sodium chloride 0.9 % Soln 10 mL Vial,10,mL,$1.00
0338-0049-38 ,sodium chloride 0.9 % Soln 100 mL Flex Cont,100,mL,$29.50
0338-0553-18 ,sodium chloride 0.9 % Soln 100 mL Flex Cont,100,mL,$48.50
0338-9616-30 ,sodium chloride 0.9 % Soln 100 mL Flex Cont,100,mL,$48.50
0409-7101-67 ,sodium chloride 0.9 % Soln 100 mL Flex Cont,100,mL,$30.00
0409-7101-69 ,sodium chloride 0.9 % Soln 100 mL Flex Cont,100,mL,$30.00
0409-7984-37 ,sodium chloride 0.9 % Soln 100 mL Flex Cont,100,mL,$29.50
0409-7984-37 ,sodium chloride 0.9 % Soln 100 mL Flex Cont,100,mL,$29.50
63323-186-02 ,sodium chloride 0.9 % Soln 2 mL Vial,2,mL,$1.50
0409-4888-03 ,sodium chloride 0.9 % Soln 20 mL Vial,20,mL,$2.00
0409-4888-20 ,sodium chloride 0.9 % Soln 20 mL Vial,20,mL,$2.00
63323-186-20 ,sodium chloride 0.9 % Soln 20 mL Vial,20,mL,$2.00
0409-7984-20 ,sodium chloride 0.9 % Soln 25 mL Flex Cont,25,mL,$30.00
0409-7984-20 ,sodium chloride 0.9 % Soln 25 mL Flex Cont,25,mL,$30.00
0409-7983-02 ,sodium chloride 0.9 % Soln 250 mL Flex Cont,250,mL,$49.50
0409-7983-02 ,sodium chloride 0.9 % Soln 250 mL Flex Cont,250,mL,$49.50
8290-306545 ,sodium chloride 0.9 % Soln 5 mL Syringe,5,mL,$1.00
0338-0049-41 ,sodium chloride 0.9 % Soln 50 mL Flex Cont,50,mL,$29.50
0409-7101-66 ,sodium chloride 0.9 % Soln 50 mL Flex Cont,50,mL,$30.00
0409-7984-06 ,sodium chloride 0.9 % Soln 50 mL Flex Cont,50,mL,$30.00
0409-7984-06 ,sodium chloride 0.9 % Soln 50 mL Flex Cont,50,mL,$30.00
0409-7984-13 ,sodium chloride 0.9 % Soln 50 mL Flex Cont,50,mL,$30.00
0409-7984-13 ,sodium chloride 0.9 % Soln 50 mL Flex Cont,50,mL,$30.00
0409-7984-36 ,sodium chloride 0.9 % Soln 50 mL Flex Cont,50,mL,$29.00
0409-7984-36 ,sodium chloride 0.9 % Soln 50 mL Flex Cont,50,mL,$29.00
0409-7983-03 ,sodium chloride 0.9 % Soln 500 mL Flex Cont,500,mL,$50.50
0409-7983-03 ,sodium chloride 0.9 % Soln 500 mL Flex Cont,500,mL,$50.50
99999-000-68 ,sodium chloride 0.9% w/heparin Soln 1 Each Bag,1,Each,$67.50
99999-011-77 ,sodium chloride 2.5 mEq/mL Soln 1 mL Syringe,1,mL,$20.50
63323-139-40 ,sodium chloride 2.5 MEQ/ML Soln 40 mL Vial,40,mL,$60.50
63323-088-61 ,SODIUM CHLORIDE 4 MEQ/ML IV SOLN ,100,mL,$73.00
0409-1966-07 ,sodium chloride bacteriostatic 0.9 % Soln 30 mL Vial,30,mL,$1.50
63323-187-30 ,sodium chloride concentrated 4 MEQ/ML Soln 30 mL Vial,30,mL,$46.50
0121-0595-15 ,sodium citrate-citric acid 500-334 MG/5ML Soln 15 mL Cup,15,mL,$14.00
0132-0201-40 ,sodium phosphate 7-19 GM/118ML Enem 133 mL Bottle,133,mL,$1.50
0536-7415-51 ,sodium phosphate 7-19 GM/118ML Enem 133 mL Bottle,133,mL,$1.50
46287-006-60 ,sodium polystyrene 15 GM/60ML Susp 60 mL Bottle,60,mL,$51.50
50268-726-11 ,SPIRONOLACTONE 25 MG PO TABS ,1,Each,$12.00
53746-511-01 ,SPIRONOLACTONE 25 MG PO TABS ,1,Each,$11.50
53746-511-05 ,spironolactone 25 MG Tabs 500 Each Bottle,1,Each,$11.50
99999-011-30 ,spironolactone-hydrochlorothiazide 5 mg/mL 1 mL Syringe,1,mL,$20.50
0409-4887-10 ,sterile water (preservative free) Soln 10 mL Vial,10,mL,$1.50
0409-4887-10 ,sterile water (preservative free) Soln 10 mL Vial,10,mL,$1.50
0409-4887-17 ,sterile water (preservative free) Soln 10 mL Vial,10,mL,$1.50
0409-4887-17 ,sterile water (preservative free) Soln 10 mL Vial,10,mL,$1.50
63323-185-10 ,sterile water (preservative free) Soln 10 mL Vial,10,mL,$4.50
63323-185-10 ,sterile water (preservative free) Soln 10 mL Vial,10,mL,$4.50
0409-4887-23 ,STERILE WATER FOR INJECTION IJ SOLN ,20,mL,$1.50
0338-0013-04 ,STERILE WATER FOR INJECTION IV SOLN ,1000,mL,$59.00
0338-0013-06 ,STERILE WATER FOR INJECTION IV SOLN ,2000,mL,$55.50
0409-7990-09 ,"sterile water Soln 1,000 mL Flex Cont",1000,mL,$48.50
0409-7118-07 ,"sterile water Soln 2,000 mL Flex Cont",2000,mL,$48.50
8380-007906 ,STOMA PROTECTIVE POWDER Powd 28.3 g Bottle,28.3,g,$8.00
0409-6629-02 ,succinylcholine (ANECTINE) 20 mg/mL injection (ANES U 10 mL Vial,10,mL,$118.50
0409-6629-25 ,succinylcholine (ANECTINE) 20 mg/mL injection (ANES U 10 mL Vial,10,mL,$118.50
0781-3009-70 ,succinylcholine (ANECTINE) 20 mg/mL injection (ANES U 10 mL Vial,10,mL,$41.00
61553-364-65 ,succinylcholine 20 MG/ML Soln 10 mL Syringe,10,mL,$110.00
0409-6629-02 ,succinylcholine 20 MG/ML Soln 10 mL Vial,10,mL,$118.50
0409-6629-25 ,succinylcholine 20 MG/ML Soln 10 mL Vial,10,mL,$118.50
0781-3009-70 ,succinylcholine 20 MG/ML Soln 10 mL Vial,10,mL,$41.00
0093-2210-01 ,sucralfate 1 GM Tabs 100 Each Bottle,1,Each,$12.00
63739-943-10 ,sucralfate 1 GM Tabs 100 Each Box,1,Each,$11.50
68084-593-01 ,sucralfate 1 GM Tabs 100 Each Box,1,Each,$12.00
0093-2210-05 ,sucralfate 1 GM Tabs 500 Each Bottle,1,Each,$12.00
58914-170-14 ,SUCRALFATE 1 GM/10ML PO SUSP ,420,mL,$424.00
66689-790-01 ,sucralfate 1 GM/10ML Susp 10 mL Cup,10,mL,$61.00
0006-5423-02 ,sugammadex 200 MG/2ML Soln 2 mL Vial,2,mL,$242.00
24208-670-04 ,sulfacetamide 10 % Soln 15 mL Bottle,15,mL,$154.50
50268-728-11 ,SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG PO TABS ,1,Each,$12.00
0037-6631-04 ,sulfanilamide 15 % Crea 120 g Tube,120,g,$499.50
55111-292-09 ,SUMAtriptan 50 MG Tabs 9 Each Box,1,Each,$85.50
65862-147-36 ,SUMAtriptan 50 MG Tabs 9 Each Box,1,Each,$85.50
0378-5631-59 ,SUMATRIPTAN SUCCINATE 50 MG PO TABS ,1,Each,$85.50
55150-173-05 ,SUMATRIPTAN SUCCINATE 6 MG/0.5ML SC SOLN ,0.5,mL,$236.50
0904-6401-61 ,TAMSULOSIN HCL 0.4 MG PO CAPS ,1,Each,$15.50
49281-400-15 ,Tdap 5-2-15.5 LF-MCG/0.5 Susp 0.5 mL Syringe,0.5,mL,$160.50
49281-400-88 ,Tdap 5-2-15.5 LF-MCG/0.5 Susp 0.5 mL Syringe,0.5,mL,$160.50
49281-400-89 ,Tdap 5-2-15.5 LF-MCG/0.5 Susp 0.5 mL Syringe,0.5,mL,$160.50
61958-2301-1 ,TENOFOVIR ALAFENAMIDE FUMARATE 25 MG PO TABS ,1,Each,$137.00
0143-9746-10 ,terbutaline 1 MG/ML Soln 1 mL Vial,1,mL,$42.00
63323-665-01 ,terbutaline 1 MG/ML Soln 1 mL Vial,1,mL,$113.50
70860-801-01 ,TERBUTALINE SULFATE 1 MG/ML IJ SOLN ,1,mL,$39.00
24208-920-64 ,tetracaine 0.5 % Soln 15 mL Bottle,15,mL,$48.50
0065-0741-12 ,tetracaine 0.5 % Soln 2 mL Bottle,2,mL,$50.50
0065-0741-14 ,tetracaine 0.5 % Soln 4 mL Plas Cont,4,mL,$55.00
17478-045-32 ,tetracaine 1 % Soln 2 mL Ampule,2,mL,$170.50
63323-013-02 ,thiamine 100 MG/ML Soln 2 mL Vial,2,mL,$81.00
63323-013-09 ,thiamine 100 MG/ML Soln 2 mL Vial,2,mL,$66.50
60793-215-05 ,thrombin 5000 units Solr 1 Each Vial,1,Each,$213.50
42192-327-01 ,THYROID 15 MG PO TABS ,1,Each,$12.00
42192-330-01 ,THYROID 60 MG PO TABS ,1,Each,$12.00
0904-6418-61 ,TIZANIDINE HCL 4 MG PO TABS ,1,Each,$13.00
68084-344-11 ,topiramate 100 MG Tabs 1 Each Blister,1,Each,$33.50
68084-342-11 ,topiramate 25 MG Tabs 1 Each Blister,1,Each,$13.50
51079-991-01 ,traMADol 50 MG Tabs 1 Each Blister,1,Each,$32.00
0904-6365-61 ,TRAMADOL HCL 50 MG PO TABS ,1,Each,$32.00
39822-1001-6 ,TRANEXAMIC ACID 1000 MG/10ML IV SOLN ,10,mL,$125.00
67457-197-00 ,TRANEXAMIC ACID 1000 MG/10ML IV SOLN ,10,mL,$241.00
55150-188-10 ,Tranexamic Acid 1000 MG/10ML Soln 10 mL Vial,10,mL,$178.00
0591-3720-30 ,tranexamic acid 650 MG Tabs 30 Each Bottle,1,Each,$30.00
69918-301-30 ,tranexamic acid 650 MG Tabs 30 Each Bottle,1,Each,$30.00
50111-434-01 ,traZODone 100 MG Tabs 100 Each Bottle,1,Each,$12.50
60505-2654-1 ,traZODone 100 MG Tabs 100 Each Bottle,1,Each,$12.50
60505-2653-1 ,traZODone 50 MG Tabs 100 Each Bottle,1,Each,$12.50
0904-6555-61 ,TRAZODONE HCL 100 MG PO TABS ,1,Each,$12.00
0904-6554-61 ,TRAZODONE HCL 50 MG PO TABS ,1,Each,$11.50
50111-433-01 ,TRAZODONE HCL 50 MG PO TABS ,1,Each,$12.50
67877-251-15 ,triamcinolone 0.1 % Crea 15 g Tube,15,g,$32.00
67877-251-80 ,triamcinolone 0.1 % Crea 80 g Tube,80,g,$63.00
0168-0006-15 ,triamcinolone 0.1 % Oint 15 g Tube,15,g,$31.00
0168-0003-15 ,TRIAMCINOLONE ACETONIDE 0.025 % EX CREA ,15,g,$15.50
0003-0293-05 ,triamcinolone acetonide 40 MG/ML Susp 1 mL Vial,1,mL,$77.00
60505-2656-1 ,triamterene-hydrochlorothiazide 37.5-25 MG Tabs 100 Each Bottle,1,Each,$11.50
0904-0734-31 ,TRIPLE ANTIBIOTIC 5-400-5000 EX OINT ,28,g,$3.50
54162-080-09 ,TRIPLE ANTIBIOTIC 5-400-5000 EX OINT ,1,Each,$0.50
0173-0873-06 ,UMECLIDINIUM BROMIDE 62.5 MCG/INH IN AEPB ,7,Each,$205.00
99999-000-93 ,UNABLE TO FIND ,1,Each,$0.00
99999-010-26 ,UNASYN 3GM ADD-VANTAGE ATTACHED TO 100 ML NS ,1,Each,$108.00
49884-412-01 ,URSODIOL 250 MG PO TABS ,1,Each,$14.00
58914-785-10 ,ursodiol 250 MG Tabs 100 Each Bottle,1,Each,$33.50
42806-503-01 ,ursodiol 300 MG Caps 100 Each Bottle,1,Each,$37.50
50268-795-15 ,ursodiol 300 MG Caps 50 Each Box,1,Each,$13.50
