Charge Code,Description,CPT/HCPCS,Fee
8528,WEST NILE VIRUS QUANTITATION BY PCR,87799,$226.00 
8529,VZV QUANTITATION BY PCR,87799,$226.00 
8530,VORICONAZOLE LEVEL,80299,$81.00 
8547,PROMETHEUS ANSER - IFX,84999,"$3,029.00 "
8548,PROMETHEUS ANSER - ADA,84999,"$3,029.00 "
8549,MAYO INFLIXIMAB TESTING,80299,$81.00 
8551,"ETHAMBUTOL, ARUP",80299,$713.00 
8552,"MEXILATINE, MAYO",80299,$338.00 
8553,"SERTRALINE, MAYO",80299,$81.00 
8554,FECAL TRANSPLANT ORDER SET - TRACKING,,$0.00 
8555,"CAFFEINE, SERUM",80159,$90.00 
8556,"LAMOTRIGINE, SERUM",80175,$65.00 
8557,"ZONISAMIDE, SERUM",80203,$65.00 
8558,"ITRACONAZOLE LEVEL, QUEST",80299,$225.00 
8559,"FUROSEMIDE LEVEL, QUEST",80299,$206.00 
8561,"OSMOLALITY, FECAL, QUEST",84999,$239.00 
8562,"LACOSAMIDE LEVEL, QUEST",80299,$271.00 
8563,"POSACONAZOLE LEVEL, QUEST",80299,$522.00 
8564,PARVOVIRUS B 19 ULTRAQUANT - QUEST,87999,$537.00 
8565,"PLASMA, FREEZE BETWEEN 8 AND 24 HOURS",P9059,$136.00 
8566,"LABORATORY TESTING, LT 18 YEARS OLD",87491,$25.00 
8567,LEFLUNOMIDE METABOLITE,80299,$81.00 
8568,AMIODARONE AND METABOLITES,80299,$81.00 
8569,DEXAMETHASONE LEVEL,80299,$81.00 
8571,ADALIMUMAB LEVEL,80299,$756.00 
8572,INFLIXIMAB LEVEL,80299,$659.00 
8573,ACETAZOLZMIDE LEVEL,80299,$81.00 
8574,"RBC, DEGLYCEROLIZED",P9039,$758.00 
8575,"MAYO - IMMUNOASSAY TO INFECTIOUS AGENT AB, QUANTITATIVE",86317,$7.00 
8576,KAPPA OR LAMBDA LIGHT CHAINS,83883,$80.00 
8802,"PHENYTOIN, TOTAL",80185,$61.00 
8803,"PHENYTOIN, FREE",80186,$76.00 
8806,DISOPYRAMIDE  LEVEL,80299,$81.00 
8810,"HEMOGLOBIN FRACTIONATION AND QUANT, ELECTROPHORESEIS",83020,$59.00 
8811,"HEMOGLOBIN FRACTIONATION AND QUANT, CHROMOTOGRAPHY",83021,$106.00 
8826,"PROTOPORPHYRIN, RBC, QUANT",84202,$70.00 
8844,HEMOGLOBIN S SCREEN - 08844,85660,$33.00 
8859,"INFECTIOUS AGENT, NOT SPEC, AMPLIFIED PROBE TECHNIQUE-TECH",87798,$172.00 
8860,"INFECT AGENT, NOT OTHERWISE SPEC, QUANT",87799,$226.00 
8865,ETHOSUXIMID   - TECH,80168,$87.00 
8867,LIDOCAIN,80176,$75.00 
8868,"CLOTTING,FACTOR VII (AHC),ONE STAGE",85240,$87.00 
8869,"CLOTTING,FACTOR VII,VON WILLEBRAND FACTOR,MULTI ANAL",85246,$112.00 
8870,"CLOTTING,FACTOR VIII,VW FACTOR ANTIGEN",85247,$128.00 
8871,FACTR INHIBITOR TEST,85335,$68.00 
8872,"CLOTTING,FACTOR VII,VW FACTOR,RISTOCETIN COFACTOR",85245,$121.00 
8874,"CLOTTING INHIBITORS OR ANTICOAGULANTS,PROTEIN S,FREE",85306,$80.00 
8876,"CREATININE, OTHER SOURCE",82570,$26.00 
8878,"URINALYSIS, AUTOMATED WITH MICROSCOPY",81001,$19.00 
8881,"ANTIBODY, CHLMYDIA",86631,$57.00 
8882,"ANTIBODY, CHLAMYDIA, 1GM",86632,$62.00 
8883,"ALBUMIN, URINE, MICROALBUMIN, QUANTITATIVE",82043,$25.00 
8885,"ANTIBODY, TOXOPLASMA",86777,$64.00 
8886,"XYLOSE ABSORPTION TEST,BLOOD AND /OR URINE - TECH",84620,$61.00 
8892,RENIN-,84244,$107.00 
8894,"CREATININE, OTHR SOURCE",82570,$26.00 
8896,FLECAINIDE LEVEL,80299,$81.00 
8897,"ANTIBODY, PROTOZOA, NOT ELSEWHERE SPECIFIED",86753,$62.00 
8898,"CALCIUM, TOTAL-TECH",82310,$25.00 
8899,PARATHORMONE (PARATHYROID HORMONE)-TECH,83970,$178.00 
8901,"ANTIBODY, LEGIONELLA",86713,$75.00 
8904,"ANTIBODY, INFLUENZA VIRUS",86710,$80.00 
8905,CITRATE-TECH,82507,$133.00 
8914,"ANTIBODY, COCCIDIOIDES",86635,$57.00 
8932,TACROLIMS,80197,$56.00 
8934,"GASES,BLOOD,ANY COMB OF PH/PCO2/PO2/CO2/HCO3, EXC PULSE OXIM",82805,$123.00 
8935,"POTASSIUM, SERUM",84132,$24.00 
8936,"BLOOD COUNT, HEMOGLOBIN",85018,$14.00 
8948,"ANTIBODY, HIV-1 & HIV-2, SINGLE RESULT",86703,$67.00 
8953,"INFECT DETECT BY NUCLC ACID, HEP C, RVRS TRNSCRP QUANT",87522,$191.00 
8966,ROUTINE VENIPUNCT FOR COLLECTION OF SPECIMENS,36415,$16.00 
8967,ROUTINE VENIPUCT FOR COLLECTN OF SPECIMENS,36415,$16.00 
8968,ROUTINE VENIPUNCT FOR COLLECTN OF SPECIMENS,36415,$16.00 
8988,"INFECT AGENT ANTIGEN BY IMMUNOASSAY,HISTOPLASMA",87385,$71.00 
9400,MAX INSPIRATORY PRESSURE,94799,$460.00 
9401,MAX EXPIRATORY PRESSURE,94799,$460.00 
9460,IM ADM ANY ROUTE 1ST VAC/TOX (NON STATE),90471,$37.00 
9461,IM ADM ANY ROUTE ADDL VAC/TOX (NON STATE),90472,$30.00 
9471,"IMMUNE, ONE VACCINE, SINGLE OR COMBO VACCINE/TOXOID",90471,$37.00 
9472,"IMMUNE,ONE VACCINE,EACH ADDL,SINGLE/COMBO VACCINE/TOXOID",90472,$30.00 
9473,"IMMUNE ADMIN ORAL/NASAL, NON STATE SUPPLIED",90473,$27.00 
9474,"IMMUNE ADMIN ORAL/NASAL ADDL, NON STATE SUPPLIED",90474,$27.00 
9587,ROTATIONL VESTIBULAR TEST AENG,92546,$422.00 
9700,"THERAPEUTIC ACTIVITIES, EA 15 MIN",97530,$159.00 
9739,"EST PATIENT,LEVEL 1,MIN PROBLEM (5 MIN)",G0463,$163.00 
9740,"EST PATIENT,LEVEL1,MIN PROBLEM (5 MIN)",G0463,$163.00 
9741,"EST PATIENT,LEVEL 1, MIN PROBLEM (5 MIN)",G0463,$163.00 
9742,"EST PATIENT,LEVEL1, MIN PROBLEM (5MIN)",G0463,$163.00 
9750,"ORTHOTICS FITTING & TRAINING, EA 15MINS",97760,$119.00 
9752,"PROSTHETIC TRAINING, EACH 15 MINS",97761,$103.00 
9755,"CHECK FOR ORTHOTIC/PROSTETIC USE, EST PATIENT EA 15 MIN",97763,$136.00 
10021,FNA W/O IMAGE-FAC,10021,$839.00 
100210,INTENSIVE CARE DAILY ROOM,,"$5,440.00 "
10022,FNA W/IMAGE-FAC,10022,"$1,545.00 "
10030,GUIDE CATHET FLUID DRAINAGE - FAC,10030,"$2,721.00 "
100300,DAILY ROOM,,"$2,400.00 "
100302,TELEMETRY ROOM - OVERFLOW,,"$4,100.00 "
100307,DAILY INTERMEDIATE CARE ROOM,,"$4,400.00 "
100308,REMOTE TELEMETRY CARE,,"$4,100.00 "
100311,DAILY ROOM HOSPICE,,"$2,400.00 "
100313,PSYCHIATRIC CARE (ITA),,"$4,400.00 "
10035,PERQ DEV SOFT TISS 1ST IMAG - FAC,10035,"$1,324.00 "
10036,PERQ DEV SOFT TISS ADD IMAG - FAC,10036,"$1,060.00 "
10040,ACNE SURGERY--FAC,10040,$190.00 
10060,I&D ABCESS-SIMPLE OR SINGLE,10060,$375.00 
10061,"I&D ABSCESS, COMPLICTED OR MULTI",10061,$420.00 
10080,"I & D PILONIDAL CYST,SIMPLE--FAC",10080,$666.00 
10081,DRAINAGE OF PILONIDAL CYST COMPLICATED--FAC,10081,"$1,380.00 "
100830,TELEMETRY ROOM,,"$4,100.00 "
1010026,"CHEMO REFILL/MAINTENANCE, IMPLANT PUMP",96521,$690.00 
1010030,IM INJECTION OF MEDICATION,96372,$170.00 
1010031,VENIPNCTURE,36415,$16.00 
1010034,ADMIN OF INFLUENZA VIRUS VACCINE (MEDCARE ONLY),96372,$170.00 
1010084,"CRC, SKIN TEST, TUBERCOLOSIS, INTRADERMA",86580,$46.00 
1010087,"GLUCOSE,BLOOD,REAGENT STRIP",82948,$14.00 
1010088,"ELECTROCARDIOGRAM,ROUTINE ECG W 12 LEADS,TRCNG W/O INTRP",93005,$232.00 
1010089,CRC USAGE FEE (COORDINATOR USE) EACH 1/2 HOUR,,$35.00 
10120,"INCISION & REMOVAL OF FOREIGN BODY, SUBCUTANEOUS TISSUES",10120,$623.00 
10121,"INC AND REMV OF FRGN BOD,SUBCUT TISS, CMPLICTED- FAC",10121,"$4,630.00 "
10140,"INCISN & DRAINAGE OF HEMATOMA,SEROMA OR FLUID CO",10140,"$2,004.00 "
10160,"PUNCTURE ASPIRATION OF ABSCESS,HEMATOMA,BULLA,OR CYST",10160,$532.00 
10180,"I & D COMPLEX,POSTOPERATIVE WOUND INFECTION--FAC",10180,"$3,155.00 "
103130,IP POST PROCEDURE DAILY ROOM,,"$2,400.00 "
103145,OR/PACU IP CARE,,$108.00 
103150,POST PROCEDURE DAILY ROOM,,$0.00 
103750,OP POST PROCEDURE PER HR,,$125.00 
103800,"OBS TELEMETRY, PER HOUR",G0378,$117.00 
103850,OP PACE,,$0.00 
1045M,PHYSICAL CAPACITIES EXAM  (PCE),,"$1,150.00 "
109999,OUTPATIENT NURSING STATION,,$0.00 
11000,"DEBRIDEMENT OF SKIN & CALLUS, UP TO 10% BODY",11000,$656.00 
11001,DEBRIDEMENT + 10% SURFACE--FAC,11001,$136.00 
11005,DEBRID ABDOM WALL,11005,"$2,778.00 "
11008,REMOVE MESH FROM ABD WALL,11008,"$2,778.00 "
11010,DBRDEMNT INC REMVL OF FORGN MAT AT FX SITE W/OPN FX(S)-TECH,11010,"$2,258.00 "
11011,"DEBRIDE FOREIGN MAT, SKIN, SUBQ TISS, MUSC - FAC",11011,"$1,252.00 "
11012,"DEBRIDE FOREIGN MAT, SKIN, SUBQ TISS, MUSC, BONE - FAC",11012,"$2,397.00 "
11042,"DEBRIDE & SUBQ TISSUE, 20 SQ CM OR LESS--FAC",11042,$750.00 
11043,"DEBRIDE & MUSCLE/FASCIA, 20 SQ CM OR LESS--FAC",11043,$560.00 
11044,"DEBRIDE SUBQ TISSUE, MUSCLE & BONE, 20 SQ CM OR LESS--FAC",11044,"$2,187.00 "
11045,"DEB SUBQ TISSUE ADD-ON, EA ADDL 20SQ CM - FAC",11045,$866.00 
11046,"DEB MUSC/FASCIA ADD-ON, EA ADDL 20SQ CM - FAC",11046,$761.00 
11047,"DEB BONE ADD-ON, EA ADDL 20SQ CM - FAC",11047,"$1,077.00 "
11055,"PARING OR CUTTING BENIGN HYPERKERATOTIC, SINGLE",11055,$218.00 
11056,"PARING OR CUTTING BENIGN HYPERKERATOTIC,  2-4",11056,$221.00 
11057,PARING OR CUTTING OF BENIGN HYPERKERAT SKIN LESN,11057,$342.00 
11100,"BIOPSY OF SKIN, SINGLE LESION",11100,$362.00 
11101,"BIOPSY OF SKIN, EACH ADD'L LESION",11101,$108.00 
11200,"REMOVAL OF SKIN TAGS, UP TO 15 LESIONS",11200,$230.00 
11201,"REMOVAL, SKIN TAGS, EACH ADDL 10 OR FEWER LESIONS",11201,$120.00 
11300,"SHAVING, TRUNK/ARMS/LEGS, LESION 0.5 CM OR LESS",11300,$221.00 
11301,"SHAVING, TRUNK/ARMS/LEGS, LESION 0.6 TO 1.0 CM",11301,$221.00 
11302,"SHAVING,TRUNK/ARMS/LEGS, LESION 1.1.TO 2.0 CM",11302,$221.00 
11303,"SHVING EPIDRML/DRML LESN,SNGL,TRNK/ARMS/LGS,OVR 2.0CM-TECH",11303,$381.00 
11305,"SHAVING, SCALP/NECK/HANDS/FEET, LESION TO 0.5 CM",11305,$190.00 
11306,"SHAVING, SCALP/NECK/HANDS/FEET, LESION 0.6 TO 1.0",11306,$221.00 
11307,"SHAVING, SCALP/NECK/HAND/FEET, 1.1 TO 2.0 CM",11307,$253.00 
11308,"SHVING EPIDRML/DERMAL LES,SNGL,SCLP,ETC.,OVER 2.0CM- FAC",11308,$381.00 
11310,"SHAVING, FACE/EARS/LIDS/NOSE/LIPS, LESION TO 0.5CM",11310,$253.00 
11311,"SHAVING, FACE/EARS/LIDS/NOSE/LIPS, 0.6 TO 1.0 CM",11311,$254.00 
11312,"SHAVING, FACE/ EARS/LIDS/ NOSE/LIPS, 1.1 TO 2.0 CM",11312,$381.00 
11313,"SHVING OF EPIDRML/DERML LES,SNGL,FACE,ETC.OVER 2.0CM-TECH",11313,$362.00 
11400,"EXCISION, BENIGN, TRUNK/ARMS/LEGS, 0.5 CM OR LESS",11400,$878.00 
11401,"EXCISION, BENIGN, TRUNK/ ARMS/LEGS, 0.6 - 1.0 CM",11401,$725.00 
11402,"EXCISION, BENIGN, TRUNK/ARMS/LEGS, 1.1 - 2.0 CM",11402,$725.00 
11403,"EXCISION, BENIGN, TRUNK/ ARMS/ LEGS, 2.1 - 3.0 CM",11403,"$1,580.00 "
11404,"EXCN, BENIGN, TRUNK/ARMS/LEGS, 3.1 - 4.0 CM",11404,"$2,565.00 "
11406,"EXCISION, BENIGN, TRUNK/ARMS/LEGS, OVER 4.0 CM",11406,"$3,663.00 "
11420,"EXCISION,BENIGN,SCALP/NECK/ HANDS/FEET TO 0.5CM",11420,"$1,913.00 "
11421,"EXCISION,BENIGN,SCALP/NECK/HANDS/FEET, 0.6-1.0 CM",11421,"$1,580.00 "
11422,"EXCISION,BENIGN,SCALP/NECK/HANDS/FEET,1.1 TO 2.0CM",11422,"$1,913.00 "
11423,"EXCISION,BENIGN,SCALP/NECK/HANDS/FEET 2.1 TO 3.0CM",11423,"$2,565.00 "
11424,"EXC, BENIGN,SCALP/NECK/HANDS/FEET,3.1 TO 4.0CM",11424,"$2,588.00 "
11426,"EXC,BENIGN LES,SCLP,NCK,HNDS,FT,GENITALIA,OVR 4CM-TECH",11426,"$4,982.00 "
11440,"EXCISION,BENIGN,FACE/LIDS/NOSE/LIPS, 0.5CM OR LESS",11440,$666.00 
11441,"EXCISION,BENIGN,FACE/LIDS/NOSE/LIPS, 0.6 TO 1.0CM",11441,$807.00 
11442,"EXCISION,BENIGN, FACE/ EARS/ LIDS/NOSE/LIPS,1.1-2.0CM",11442,"$2,357.00 "
11443,"EXCISION,BENIGN,FACE/EARS/LIDS/NOSE/LIPS,2.1-3.0CM",11443,"$2,357.00 "
11444,"EXCISION,BENIGN,FACE/LIDS/NOSE/LIPS,3.1 TO 4.0 CM",11444,"$2,733.00 "
11446,"EXCISION, BENIGN, FACE/EAR/LID/NOSE/LIP,OVER 4.0CM",11446,"$5,244.00 "
11450,"EX SKIN&SUBCUT TISS FOR HIDRD,AXIL,W/SMPL OR INTRMD REP-TECH",11450,"$4,982.00 "
11451,"EX SKIN &SUBCUT TIS FOR HIDRD,AXIL,W/CMPLX REP-TECH",11451,"$5,244.00 "
11462,"EX SKIN &SUBCUT TIS FOR HIDRAD,INGNL,W/SMPL REP-TECH",11462,"$4,982.00 "
11463,"EX SKIN &SUBCUT TIS FOR HIDRAD,INGNL,W/CMPLX REP-TECH",11463,"$5,244.00 "
11470,"EX SKIN,SUBC TISS FOR HIDRD,PERIN,OR UMB,W/SMPL,INT REP-TECH",11470,"$4,982.00 "
11471,"EXC SKIN,SUBCUT TIS FOR HIDRD,PRINL,UMB,W/CMPLX REP-TECH",11471,"$5,244.00 "
115502,MEDICAL NEBULIZER,94640,$59.00 
115507,MEAL TRAY,,$13.00 
115511,HYPERBARIC-ECG TRACE,93041,$150.00 
115514,VENT ASSIST & MGMNT 1ST DAY,94002,"$1,293.00 "
115537,CLLCT OF BLOOD SPCM FRM A  IMPLTBL VENOUS ACCESS DEV,36591,$151.00 
115553,SCHEDULED IP PER 30 MINS,G0277,$393.00 
115554,SCHEDULED OP PER 30 MINS,G0277,$393.00 
115555,UNSCHEDULED PER 30 MINS,G0277,$393.00 
115558,COLLECT BLOOD FROM PICC - HYPERBARIC,36592,$151.00 
115559,"VENT MGMT INPAT, SUBQ DAY - HYPERBARIC",94003,"$1,293.00 "
115560,"THER/PROPH/DIAG  INJ, SC/IM - HYPERBARIC",96372,$170.00 
115561,"THER/PROPH/DIAG INJ,  IV  PUSH - HYPERBARIC",96374,$549.00 
115562,TX/PRO/DX INJ NEW DRUG ADDON - HYPERBARIC,96375,$104.00 
115570,"RN SVCS - NEG PRESS WOUND TX, LESS THAN EQ 50 CM",97605,$230.00 
115571,"RN SVCS - NEG PRESS WOUND TX, GREATER THAN 50 CM",97606,$418.00 
115572,"RN SVCS - ACTIVE WOUND CARE, NON DME, LE 50 SQ CM",97607,$439.00 
115573,"RN SVCS - ACTIVE WOUND CARE, NON DME, GT 50 SQ CM",97608,$490.00 
115580,"MD ONLY - NEG PRESS WOUND TX, LESS THAN EQ 50 CM",97605,$230.00 
115581,"MD ONLY - NEG PRESS WOUND TX, GREATER THAN 50 CM",97606,$418.00 
115582,"MD ONLY - ACTIVE WOUND CARE, NON DME, LE 50 SQ CM",97607,$439.00 
115583,"MD ONLY - ACTIVE WOUND CARE, NON DME, GT 50 SQ CM",97608,$490.00 
11600,"EXCISION,MALIG,TRUNK/ARMS/LEGS, 0.5CM OR LESS",11600,"$1,317.00 "
11601,"EXCISION, MALIG, TRUNK/ARMS/LEGS, 0.6-1.0 CM",11601,$865.00 
11602,"EXCISION, MALIG,TRUNK/ARMS/LEGS, 1.1-2.0 CM",11602,$725.00 
11603,"EXC, MALIG,TRUNK/ARMS/LEGS, 2.1 - 3.0 CM",11603,"$2,357.00 "
11604,"EXCISION,BENIGN,TRUNK/ARMS/LEGS, 3.1 TO 4.0 CM",11604,"$2,357.00 "
11606,"EXCISION, MALIG,TRUNK/ARMS/LEGS, OVER 4.0 CM",11606,"$3,825.00 "
11620,"EXC,MLIGNNT LES,SCLP,NCK,EXTRM,GENITL,.5 CM OR LESS-TECH",11620,"$1,317.00 "
11621,"EXCISION,MALIG,SCALP/NECK/HAND/FEET, 0.6 TO 1.0CM",11621,"$1,913.00 "
11622,"EXCISION,MALIG,SCALP/NECK/HAND/FEET, 1.1 TO 2.0CM",11622,"$1,588.00 "
11623,"EXCISION,MALIG,SCALP/ NECK/HAND/ FEET,2.1 TO 3.0 CM",11623,"$2,854.00 "
11624,EXC MALIG LESION 3-4 CM--FAC,11624,"$3,663.00 "
11626,"EXC MALGNNT LES-SCLP,HNDS,NCK,FT,GENITL OVR 4.0 CM -FAC",11626,"$4,982.00 "
11640,"EXCISION,MALIG,FACE/EARS/LIDS/NOSE/LIP, TO 0.5CM",11640,"$1,913.00 "
11641,"EXCISION,MALIG,FACE/EARS/LIDS/NOSE/LIP,0.6- 1.0 CM",11641,"$2,357.00 "
11642,"EXCISION,MALIG,FACE/EARS/LIDS/NOSE/LIP, 1.1- 2.0CM",11642,"$1,913.00 "
11643,"EXCISION,MALIG,FACE/EARS/LIDS/NOSE/LIP,2.1CM - 3.0 CM",11643,"$2,420.00 "
11644,"EXCISION,MALIG,FACE/EARS/LIDS/NOSE/LIP,3.1- 4.0 CM",11644,"$3,663.00 "
11646,"EXC, MALIGNNT LESN, FCE,EARS,EYELIDS,NSE,LIP, OVR 4.0CM-FAC",11646,"$4,982.00 "
11719,"TRIMMING OF NONDYSTROPHIC NAILS, ANY NUMBER - FAC",11719,$97.00 
11720,"DEBRIDEMENT OF NAIL, ANY METHOD, 1 - 5",11720,$155.00 
11721,"DEBRIDEMENT OF NAIL, ANY METHOD, 6 OR MORE",11721,$124.00 
11730,"AVULSION OF NAIL PLATE,PARTIAL/COMPLETE,SIMPLE-SINGLE--FAC",11730,$340.00 
11732,"AVULSION OF NAIL PLATE,PARTIAL/COMPLETE,SIMPLE-EA",11732,$152.00 
11740,EVACUATION OF SUBUNGUAL HEMATOMA,11740,$124.00 
11750,"EXCISION OF NAIL & NAIL MATRIX,FOR PERMANENT REMOVAL--FAC",11750,$725.00 
11755,BIOPSY NAIL UNIT -FAC,11755,$666.00 
11760,REPAIR OF NAIL BED--FAC,11760,$787.00 
11762,RECONSTRUCTION OF NAIL BED WITH GRAFT--FAC,11762,"$4,045.00 "
11765,WEDGE RESECTION OF TOENAIL--FAC,11765,$439.00 
11770,"EXC PILONIDAL CYST, SIMPLE--FAC",11770,"$3,517.00 "
11771,"*EXCISION OF PILONIDAL CYST OR SINUS,EXTENSIVE--FAC",11771,"$5,244.00 "
11772,"*EXCISION OF PILONIDAL CYST OR SINUS,COMPLICATED--FAC",11772,"$5,244.00 "
11900,"INJECTION,INTRALESIONAL-UP TO 7 LESIONS--FAC",11900,$190.00 
11901,"INJECTION,INTRALESIONAL-MORE THAN 7 LESIONS--FAC",11901,$190.00 
11920,"TATTOOING,INCL MICROPIGMENTATION,6.0 SQ CM OR LESS--FAC",11920,"$1,237.00 "
11921,CORRCT SKIN COLOR DEFECTS--FAC,11921,"$1,176.00 "
11922,CORRECT SKIN COLOR DEFECTS - -FAC,11922,$453.00 
11950,SUBCUT INJ FILLING MAT (EG COLLAGEN) UP TO 1CC - FAC,11950,"$1,237.00 "
11951,SUBCUT INJECT FILLING MATERIAL 1.1 TO 5.0CC--FAC,11951,"$1,237.00 "
11952,THERAPY FOR CONTOUR DEFCTS--FAC,11952,"$1,237.00 "
11954,THERAPY FOR CONTOUR DEFECTS - -FAC,11954,$728.00 
11960,"INSRT OF TISS EXPDR(S) FOR OTHR THN BRST,INCL SUBSEQ-TECH",11960,"$6,614.00 "
11970,REPL OF TISS EXPNDR W/PERMANENT PRSTHESIS--FAC,11970,"$12,438.00 "
11971,*REMV OF TISS EXPNDR(S) W/O INSRT OF PRSTHESIS-TECH,11971,"$5,525.00 "
11976,"REMOVAL,IMPLANTABLE CONTRACEPTIVE CAPSULES--FAC",11976,"$1,088.00 "
11980,SUBCUTANEOUS HORMONE PELLET IMPLANTATION-FAC,11980,$388.00 
11981,INSERT DRUG IMPLANT DEVICE-FAC,11981,$306.00 
11982,REMOVE DRUG IMPLANT DEVICE-FAC,11982,$388.00 
11983,REMOVE/INSERT DRUG IMPLANT-FAC,11983,$395.00 
12001,"SIMPLE REPAIR,SCALP/NECK/TRUNK/EXT, TO 2.5 CM",12001,$230.00 
12002,"SIMPLE REPAIR WOUND,SCLP,NCK,TRNK,EXTREMS,2.6-7.5CM-TECH",12002,$230.00 
12004,SIMPLE REP LAC 7.5-12.5CM--FAC,12004,$230.00 
12005,"REPAIR, SIMPLE, S/N/A/G/TRUNK/EXTREM, 12.6 - 20.0 CM",12005,$439.00 
12006,"REPAIR, SIMPLE, S/N/A/G/TRUNK/EXTREM, 20.1 - 30.0 CM",12006,$425.00 
12007,"REPAIR, SIMPLE, S/N/A/G/TRUNK/EXTREM, OVER 30.0CM",12007,$483.00 
12011,"SIMPLE REPAIR,FACE/EAR/LID/NOSE/LIP, TO 2.5 CM",12011,$230.00 
12013,"SIMPLE REPAIR SUPERFICIAL WOUNDS FACE,EARS,ETC-2.6 TO 5.0CM",12013,$230.00 
12014,"SIMPLE REPAIR SUPERFICIAL WOUNDS FACE,EARS,ETC-5.1 TO 7.5CM",12014,$230.00 
12015,"SMPL REPR SUPERFICIAL WOUNDS FACE,EARS,ETC-7.6TO12.5CM--FAC",12015,$283.00 
12016,"SIMPL REPAIR SUPERFICIAL WNDS FCE,EARS,ETC,12.6 - 20 CM--FAC",12016,$283.00 
12017,"SIMPLE RPR SUPERFICL WNDS,FCE,EARS,ETC. 20.1-30CM--FAC",12017,$420.00 
12018,"*SIMPLE REPAIR,SUPERFICIAL WOUNDS-FACE,OVER 30.0 CM--FAC",12018,$420.00 
12020,TRTMNT OF SUPRFCL WND DEHISCENCE-SMPL CLSR--FAC,12020,$830.00 
12021,"*TREATMENT OF SUPERFICIAL WOUND DEHISCENCE,WITH PACKING--FAC",12021,$542.00 
12031,"INTERM REPAIR, SCALP/TRUNK/EXT, 2.5 CM OR LESS",12031,$510.00 
12032,"INTERM REPAIR, SCALP/TRUNK/EXT, 2.6 - 7.5 CM",12032,$510.00 
12034,"INTERM REPAIR, SCALP/TRUNK/EXT, 7.6 - 12.5 CM",12034,$722.00 
12035,"INTERM REPAIR, SCALP/TRUNK/EXT, 12.6-20.0 CM",12035,"$1,176.00 "
12036,"INTERM REPAIR OF WNDS, EXCL HNDS/FT, 20.1CM TO 30.0CM-FAC",12036,"$1,237.00 "
12037,"INTERM REPAIR OF WNDS,SCALP,AXILLAE,TRNK,EXTREMS, OVER 30CM",12037,"$3,093.00 "
12041,"INTERM REPAIR, NECK/HAND/FEET/GENITAL, TO 2.5 CM",12041,$510.00 
12042,"INTERM REPAIR, NECK/HAND/FEET/GENITAL,2.6 - 7.5 CM",12042,$510.00 
12044,"INTERM REPAIR, NECK/HANDS/FEET, 7.6 - 12.5 CM",12044,$602.00 
12045,"INTERM REPAIR,NCK/HND/FEET/GENITAL, 12.6-20.0CM",12045,$633.00 
12046,"INTERM REPAIR OF WOUNDS OF NECK, ETC, 20.1-30CM-FAC",12046,$728.00 
12047,"INTERM REPAIR OF WNDS-NECK,HNDS,FEET,EXTR GENIT,OVER 30CM",12047,"$1,856.00 "
12051,"INTERM REPAIR OF WOUNDS OF FACE, EAR, EYEL, 2.5 CM OR LESS",12051,$646.00 
12052,"INTERM REPAIR,FACE/EARS/LIDS/NOSE/LIP,2.6 -5.0CM",12052,$722.00 
12053,"INTERM REPAIR,FACE/EARS/LIDS/NOSE/LIP, 5.1-7.5 CM",12053,$728.00 
12054,"INTERM REPAIR,FACE/EARS/LIDS/NOSE/LIP,7.6 - 12.5CM",12054,$728.00 
12055,"INTERM REPAIR OF WOUNDS OF FACE, ETC, 12.6-20CM-FAC",12055,$728.00 
12056,"INTERM REPAIR OF WNDS OF FACE, ETC, 20.1-30CM-FAC",12056,$633.00 
12057,"INT REPAIR WNDS-FACE,EARS,EYELDS,NOSE,LIPS,MUC MEM,OVR 30CM",12057,$633.00 
12J1170,"INJ, HYDROMORPHONE, UP TO 4 MG (SPECIAL ORDER) (DILAUDID)",J1170,$3.00 
12J3490,"INJ, BUPIVICAINE (SPECIAL ORDER)",J3490,$57.00 
13100,"COMPLEX REPAIR, TRUNK, 1.1 - 2.5 CM",13100,"$1,358.00 "
131003,HEMODIALYSS,,"$2,144.00 "
131004,HEMODIALYSIS WITH CITRATE ANTICOAGULATION,,"$2,144.00 "
131005,PUMP ULTRAFILTRATION,,"$2,480.00 "
131006,HEMOPERFUSION,,"$4,800.00 "
131007,"INITIAL CRRT SETUP, FILTER REPLACEMENT",,"$2,672.00 "
131008,"INITIAL CYCLER SETUP, SYSTEM CHANGE",,"$1,664.00 "
13101,"COMPLEX REPAIR, TRUNK, 2.6 - 7.5 CM",13101,"$1,298.00 "
131011,"IP HEMODIALYSIS, TREATMENT ROOM",,"$1,600.00 "
131012,OTHER HEMODIALYSIS VISIT,,$512.00 
131013,CRRT WITH CITRATE ANTICOAGULATION,,"$1,344.00 "
131014,THERAPEUTIC APHERESIS PLASMA EXCHANGE,36514,"$2,944.00 "
13102,"COMPLEX REPAIR, TRUNK, EACH ADD'L 5.0 CM OR LESS",13102,$621.00 
131026,UNSCHED DIALYSIS ESRD PT HOS,G0257,"$1,600.00 "
131027,HEMODIALYSIS NON EMERGENT - NO CHARGE,,$0.00 
131028,OP HEMODIALYSIS - ACUTE RENAL FAILURE,90935,"$1,600.00 "
13120,"COMPLEX REPAIR, SCALP/ARMS/LEGS, 1.1-2.5 CM",13120,$722.00 
