Roper St. Francis Healthcare Hospital Facilities,,
2019 Standard Charges,,
,,
ITEM,DESCRIPTION,CHARGE
5640,anidulafungin 100 mg Inj,$390.30 
5320,anidulafungin 50 mg Inj,$195.15 
15326,ANORECTAL MANOMETRY,"$1,712.00 "
27006,ANTIBODY ID,$942.00 
27156,"ANTIBODY ID,EACH ADDITIONAL PANEL","$1,172.00 "
27122,ANTIBODY SCREEN (PEG),$149.00 
27120,ANTIBODY SCREEN (PREWARM),$149.00 
27028,ANTIBODY SCREEN 3-CELL,$160.00 
27114,ANTIBODY SCREEN RBC-D,$213.00 
27004,ANTIBODY TITER ANTIHUMAN GLOBULIN,$365.00 
21822,ANTI-DIURETIC HORMONE (ADH),$63.00 
28062,ANTIDIURETIC HORMONE VASOPRESSIN,$865.00 
21820,ANTI-DNA (SS) IGG,$48.00 
6352,antihemophilic factor recombinant 1KPow,$38.20 
6353,antihemophilic factor recombinant 2KPow,$38.20 
3174,antihemophilic factor-von Willebrand factor - Pow .F8,$38.20 
21726,ANTI-IGE RECEPTOR AB,$290.00 
4771,anti-inhibitor coagulant complex 400-650 intl units Inj,$6.00 
22084,ANTI-JO-1,$48.00 
29820,ANTI-MULLERIAN HORMONE (AMH),$79.00 
21826,ANTI-MYELOPEROXIDASE (MPO) ABS,$50.00 
986,Antioxidant Multiple Vitamins and Minerals Tab,$0.15 
29630,ANTI-RNP ENA AB,$82.00 
28066,ANTI-SMITH ENA AB,$138.00 
2769,antithrombin III 500 intl units Inj,$38.20 
21698,ANTI-THROMIBIN III,$357.00 
4294,anti-thymocyte globulin (rabbit) 25 mg IV Inj,"$2,916.35 "
2854,antivenin (black widow spider) 6000 units Inj,$159.90 
4669,antivenin (Crotalidae) polyvalent Inj Soln,"$10,024.80 "
60290,AORTOGRAM W/S AND I ADD-ON,$536.00 
5935,apixaban 2.5 mg Tab,$17.15 
5936,apixaban 5 mg Tab,$24.90 
79098,APLIGRAF SQ CM (44/PC) USED,$79.00 
79720,APLIGRAF SQ CM (44/PC) WASTED,$79.00 
23254,APOLIPOPROTEIN,$33.00 
14616,APPLY BILAM SKIN SUB/NEODERMIS,$267.00 
14052,APPLY RIGID LEG CAST,$337.00 
78,apraclonidine 0.5% Ophth Soln 5 mL,$589.75 
77,apraclonidine 1% Ophth Soln,$23.20 
5187,aprepitant 125 mg Cap,"$1,128.10 "
6390,aprepitant 130 mg/18 mL injection,"$1,147.70 "
6175,aprepitant 40 mg Cap,$482.60 
5630,aprepitant 80 mg Cap,$721.95 
23006,APT FETAL HOMOGLOBIN QUAL,$233.00 
29356,ARC AB PANEL RBC AB,$326.00 
29348,ARC AB TITER ANTIHUMAN GLOBULIN,$286.00 
27602,ARC ABO BLOOD TYPING,$111.00 
27528,ARC ABSORPTION,$357.00 
25272,ARC BLOOD TYPING EACH AG,$130.00 
27546,ARC CELL SEPARATION,$452.00 
27614,ARC CMV TESTING,$155.00 
27532,ARC COMP TEST IMMD SPIN TECH,$269.00 
29250,ARC DIRECT COOMBS,$173.00 
27530,ARC ELUTION AB RBC,$243.00 
29358,ARC ENZYME TREATMENT,$144.00 
29354,ARC INHIBITION OF SERUM,$207.00 
27610,ARC PHENO COMPLETE,$310.00 
29592,ARC PLATELET CROSSMATCH,$136.00 
27160,ARC PRESELECTED WITH PT SERUM,$140.00 
29350,ARC RETIC SEPARATION,$394.00 
27604,ARC RH(D) BLOOD TYPING,$122.00 
27612,ARC SCREEN AB RBC,$268.00 
27556,ARC SICKLE CELL SCREEN,$128.00 
5465,arformoterol 15 mcg/2 mL Inh Soln 2 mL,$47.25 
5751,argatroban 1 mg/mL IV Soln 50 mL,$619.70 
4582,argatroban 100 mg/mL IV Soln 2.5 mL,"$2,102.50 "
4641,ARIPiprazole 10 mg Tab,$7.85 
5596,ARIPiprazole 2 mg Tab,$10.15 
5396,ARIPiprazole 5 mg Tab,$7.85 
28100,ARSENIC BLOOD,$94.00 
4578,arsenic trioxide 1 mg/mL IV Soln 10 mL,"$3,053.65 "
6318,arsenic trioxide 2 mg/mL Soln 6 mL,"$4,059.45 "
28752,ARSENIC URINE,$94.00 
32108,ART AORTA THORACIC,"$2,800.00 "
62302,ARTERIAL EVAL LE BILATERAL,$647.00 
62358,ARTERIAL EVAL LE UNILATERAL,$647.00 
62330,ARTERIAL EVAL REST/STRESS BILAT,"$1,498.00 "
62346,ARTERIAL EVAL UE BILATERAL,$647.00 
62360,ARTERIAL EVAL UE UNILATERAL,$647.00 
62362,ARTERIAL EVAL UE/LE BILATERAL,"$2,075.00 "
62352,ARTERIAL EVAL UE/LE INTRAOP,"$1,038.00 "
62364,ARTERIAL EVAL UE/LE UNILATERAL,"$1,204.00 "
62300,ARTERIAL LE PHYSIOLOGIC BILATERAL,"$1,482.00 "
62366,ARTERIAL LE PHYSIOLOGIC UNILAT,$862.00 
46102,ARTERIAL PUNCTURE-RT,$29.00 
62344,ARTERIAL UE PHYSIOLOGIC BILATERAL,"$1,482.00 "
62368,ARTERIAL UE PHYSIOLOGIC UNILAT,$862.00 
62370,ARTERIAL UE/LE PHYSIOLOGIC BIL,"$2,075.00 "
62372,ARTERIAL UE/LE PHYSIOLOGIC UNIL,"$1,204.00 "
62304,ARTERIAL US LE/GRAFTS BILATERAL,"$1,622.00 "
62306,ARTERIAL US LE/GRAFTS LMTD/UNIL,"$1,336.00 "
62356,ARTERIAL US UE/GRAFTS BILATERAL,"$1,621.00 "
62308,ARTERIAL US UE/GRAFTS LMTD/UNIL,"$1,444.00 "
2217,Artificial Tears,$0.25 
5268,ascorbic acid 250 mg Tab,$0.15 
491,ascorbic acid 500 mg Tab,$0.15 
5873,ascorbic acid 500 mg/5 mL Oral Liquid 120 mL,$0.20 
1580,ascorbic acid 500 mg/mL Inj Soln 50 mL,$382.90 
77852,ASD OCCLUDER SYSTEM,"$17,184.00 "
22010,ASO ANTISTREPTOLYSIN ABS,$111.00 
29634,ASPERGILLUS FLAVUS AB,$100.00 
29638,ASPERGILLUS FUMIGATUS AB,$100.00 
29636,ASPERGILLUS NIGER AB,$100.00 
429,aspirin 300 mg Rectal Supp,$1.05 
80,aspirin 325 mg DR Tab,$0.15 
82,aspirin 325 mg Tab,$0.15 
430,aspirin 600 mg Rectal Supp,$6.40 
81,aspirin 81 mg Chew Tab,$0.15 
498,aspirin 81 mg DR Tab,$0.15 
493,aspirin buffered 325 mg Tab,$0.15 
6225,Aspirin Oral Solution for Desensitization,$5.55 
240,aspirin/butalbital/caffeine/codeine 325 mg-50 mg-40 mg-30 mg Cap,$9.15 
1175,aspirin/carisoprodol/codeine 325 mg-200 mg-16 mg Tab,$16.75 
475,aspirin/citric acid/sodium bicarbonate 325 mg-1 g-1.9 g Eff Tab,$0.15 
568,aspirin-carisoprodol 325 mg-200 mg Tab,$7.80 
4201,aspirin-dipyridamole 25 mg-200 mg ER Cap,$39.00 
1045,aspirin-oxyCODONE 325 mg-4.8355 mg Tab,$4.80 
6009,atazanavir 150 mg Cap,$118.20 
4580,atazanavir 200 mg Cap,$118.20 
88,atenolol 100 mg Tab,$2.65 
3367,atenolol 25 mg Tab,$2.65 
87,atenolol 50 mg Tab,$2.65 
1432,atenolol-chlorthalidone 100 mg-25 mg Tab,$4.25 
1431,atenolol-chlorthalidone 50 mg-25 mg Tab,$2.65 
6194,atezolizumab 1200 mg / 20 mL Inj,"$1,801.60 "
60176,ATHERECTOMY EA ADD VESSEL FAMILY,"$1,613.00 "
60018,ATHERECTOMY SINGLE VESSEL FAMILY,"$13,212.00 "
28386,ATOMIC ABSORPTION SPECTROSCOPY,$454.00 
5913,atomoxetine 80 mg Cap,$3.55 
90,atorvastatin 10 mg Tab,$2.65 
89,atorvastatin 20 mg Tab,$2.65 
6049,atorvastatin 40 mg Tab,$2.65 
1583,atovaquone 750 mg/5 mL Oral Susp 5 mL,$148.80 
1584,atracurium 10 mg/mL IV Soln 10 mL,$72.55 
71277,ATRICLIP LAA EXCLUSION SYSTEM,"$3,000.00 "
71278,ATRICLIP PRO2 LAA EXCLUSION SYS,"$10,500.00 "
71279,ATRICLIP PRO-V LAA EXCLUSION SYS,"$16,500.00 "
1592,atropine 0.1 mg/mL Inj Soln 10 mL,$41.20 
1591,atropine 0.1 mg/mL Inj Soln 5 mL,$41.90 
1586,atropine 0.4 mg/mL Inj Soln 1 mL,$38.20 
1589,atropine 1 mg/mL Inj Soln 1 mL,$38.20 
2745,atropine 1% Ophth Oint 3.5 gm,$78.60 
1585,atropine 1% Ophth Soln 15 mL,$180.05 
3162,atropine 1% Ophth Soln 2 mL,$63.15 
3373,atropine 1% Ophth Soln 5 mL,$239.15 
108,atropine/hyoscyamine/PB/scopolamine 0.0194 mg-0.1037 mg-16.2 mg-0.0065 mg/5 mL Elixir 473 mL,$44.00 
109,atropine/hyoscyamine/PHENobarbital/scopolamine 0.0194 mg-0.1037 mg-16.2 mg-0.0065 mg Tab,$44.45 
677,atropine-diphenoxylate 0.025 mg-2.5 mg Tab,$4.80 
1737,atropine-diphenoxylate 0.025 mg-2.5 mg/5 mL Oral Liquid 60 mL,$4.80 
22072,AUREOBASIDIUM PULLULANS ABS,$29.00 
27074,AUTOLOGOUS COLLECTION/STORAGE,$447.00 
6264,Avelumab 200mg/10mL inj,"$7,402.70 "
6256,avibactam-ceftazidime 0.5 g-2 g Pow,"$1,163.10 "
5628,azaCITIDine 100 mg Inj,"$2,909.35 "
91,azaTHIOprine 50 mg Tab,$2.65 
1599,azelastine 137 mcg/inh ( 0.1%) Nasal Spray 30 mL,$76.50 
5915,azilsartan 80 mg Tab,$27.60 
93,azithromycin 1 g Oral Liquid,$429.75 
94,azithromycin 200 mg/5 mL Oral Liquid 30 mL,$23.65 
97,azithromycin 250 mg Tab,$5.80 
6236,azithromycin 500 mg IV Fliptop Vial,$38.20 
2771,azithromycin 500 mg IV Inj ADV,$49.80 
4238,azithromycin 600 mg Tab,$10.05 
2872,aztreonam 1 g Inj,$156.15 
4768,aztreonam 1 g/50 mL IV Soln 50 mL,$190.10 
3009,aztreonam 2 g Inj,$291.15 
4767,aztreonam 2 g/50 mL IV Soln 50 mL,$380.65 
21384,B HCG - P,$53.00 
29785,B2 GLYCOPROTEIN I IGA-P,$113.00 
29783,B2 GLYCOPROTEIN I IGG-P,$113.00 
29784,B2 GLYCOPROTEIN I IGM-P,$113.00 
2746,bacitracin 500 units/g Ophth Oint 3.5 gm,$304.25 
3889,bacitracin 50000 unit/ 500ml NS,$33.05 
2757,bacitracin 50000 units IM Inj,$38.20 
2757,bacitracin 50000 units IM Inj,$38.20 
3795,bacitracin zinc 500 units/g Topical Oint,$0.20 
2318,bacitracin zinc 500 units/g Topical Oint 15 gm,$2.55 
98,bacitracin zinc 500 units/g Topical Oint 30 gm,$5.30 
2397,bacitracin/HC/neomycin/polymyxin B 400 units-10 mg-3.5 mg-10000 units/g Ophth Oint 3.5 gm,$87.35 
2536,bacitracin/neomycin/polymyxin B 400 units-3.5 mg-10000 units/g Ophth Oint 3.5 gm,$52.80 
2535,bacitracin/neomycin/polymyxin B 400 units-3.5 mg-5000 units/g Topical Oint 30 gm,$2.35 
1456,bacitracin/neomycin/polymyxin B topical 400 units-3.5 mg-5000 units/g Oin UD,$0.15 
3872,bacitracin-gentamicin 50000 unit/80 mg in 500ml NS Soln 500 ml,$33.05 
100,bacitracin-polymyxin B 500 units-10000 units/g Ophth Oint 3.5 gm,$48.40 
3424,bacitracin-polymyxin B 500 units-10000 units/g Topical Oint,$6.40 
2553,bacitracin-polymyxin B 500 units-10000 units/g Topical Oint 15 gm,$36.45 
2555,bacitracin-polymyxin B 500 units-10000 units/g Topical Oint 30 gm,$5.05 
6221,baclofen 0.05 mg/mL Sol,$421.25 
101,baclofen 10 mg Tab,$2.65 
6042,baclofen 2 mg/mL Intrathecal Soln 20 mL,"$2,681.85 "
4306,baclofen 2 mg/mL Intrathecal Soln 5 mL,"$1,058.25 "
5560,balsalazide 750 mg Cap,$2.65 
29318,BARTONELLA AB - P,$51.00 
21701,BASIC METABOLIC PANEL (ION CA),$71.00 
21700,BASIC METABOLIC PANEL (TOT CA) BK,$254.00 
23008,BB SICKLE UNIT,$183.00 
5803,BCG 50 mg Intravesical Irrigation,$418.65 
20240,BCR/ABL 1 KINASE DOMAIN MUTATION,$383.00 
35234,BCT ABDOMEN AORTAGRAM W/RUNOFF,"$2,297.00 "
35104,BCT ABDOMEN W/CONTRAST,"$2,297.00 "
35106,BCT ABDOMEN W/O CONTRAST,"$2,297.00 "
35108,BCT ABDOMEN W/WO CONTRAST,"$2,297.00 "
35374,BCT ABDOMEN/PELVIS W/CONTRAST,"$3,215.00 "
35372,BCT ABDOMEN/PELVIS W/O CONTRAST,"$3,215.00 "
35376,BCT ABDOMEN/PELVIS W/WO CONTRAST,"$3,615.00 "
35288,BCT ANKLE W/CONTRAST,"$2,297.00 "
35300,BCT ANKLE W/O CONTRAST,"$2,297.00 "
35312,BCT ANKLE W/WO CONTRAST,"$2,297.00 "
35110,BCT CHEST W/CONTRAST,"$2,297.00 "
35364,BCT CHEST W/CONTRAST (SUPER D),"$2,297.00 "
35090,BCT CHEST W/O (HIGH RES),"$2,297.00 "
35092,BCT CHEST W/O (SUPER D),"$2,297.00 "
35112,BCT CHEST W/O CONTRAST,"$2,297.00 "
35114,BCT CHEST W/WO CONTRAST,"$2,297.00 "
35320,BCT ELBOW W/CONTRAST,"$2,297.00 "
35334,BCT ELBOW W/O CONTRAST,"$2,297.00 "
35348,BCT ELBOW W/WO CONTRAST,"$2,297.00 "
35218,BCT FEMUR W/CONTRAST,"$2,297.00 "
35296,BCT FEMUR W/O CONTRAST,"$2,297.00 "
35308,BCT FEMUR W/WO CONTRAST,"$2,297.00 "
35330,BCT FINGER W/CONTRAST,"$2,297.00 "
35344,BCT FINGER W/O CONTRAST,"$2,297.00 "
35358,BCT FINGER W/WO CONTRAST,"$2,297.00 "
35290,BCT FOOT W/CONTRAST,"$2,297.00 "
35302,BCT FOOT W/O CONTRAST,"$2,297.00 "
35314,BCT FOOT W/WO CONTRAST,"$2,297.00 "
35322,BCT FOREARM W/CONTRAST,"$2,297.00 "
35336,BCT FOREARM W/O CONTRAST,"$2,297.00 "
35350,BCT FOREARM W/WO CONTRAST,"$2,297.00 "
35326,BCT HAND W/CONTRAST,"$2,297.00 "
35340,BCT HAND W/O CONTRAST,"$2,297.00 "
35354,BCT HAND W/WO CONTRAST,"$2,297.00 "
35138,BCT HEAD W/CONTRAST,"$2,297.00 "
35094,BCT HEAD W/O (NAVIGATION),"$2,297.00 "
35140,BCT HEAD W/O CONTRAST,"$2,297.00 "
35142,BCT HEAD W/WO CONTRAST,"$2,297.00 "
35360,BCT HEART W/CTRST MORPH,"$2,297.00 "
35292,BCT HIP W/CONTRAST,"$2,297.00 "
35304,BCT HIP W/O CONTRAST,"$2,297.00 "
35316,BCT HIP W/WO CONTRAST,"$2,297.00 "
35318,BCT HUMERUS W/CONTRAST,"$2,297.00 "
35332,BCT HUMERUS W/O CONTRAST,"$2,297.00 "
35346,BCT HUMERUS W/WO CONTRAST,"$2,297.00 "
35286,BCT KNEE W/CONTRAST,"$2,297.00 "
35298,BCT KNEE W/O CONTRAST,"$2,297.00 "
35310,BCT KNEE W/WO CONTRAST,"$2,297.00 "
35144,BCT LIMITED LOCALIZED F/U STUDY,"$2,297.00 "
35398,BCT LUNG SCREENING ANNUAL F/U,$73.00 
35400,BCT LUNG SCREENING DIAG EVAL,"$2,297.00 "
35396,BCT LUNG SCREENING INITIAL,$73.00 
35170,BCT MAXILLOFACIAL W/CONTRAST,"$2,297.00 "
35172,BCT MAXILLOFACIAL W/O CONTRAST,"$2,297.00 "
35174,BCT MAXILLOFACIAL W/WO CONTRAST,"$2,297.00 "
35150,BCT NECK SOFT TISS W/CONTRAST,"$2,297.00 "
35152,BCT NECK SOFT TISS W/O CONTST,"$2,297.00 "
35154,BCT NECK SOFT TISS W/WO CONTR,"$2,297.00 "
35132,BCT OSPI W/CONTRAST,"$2,297.00 "
35134,BCT OSPI W/O CONTRAST,"$2,297.00 "
35136,BCT OSPI W/WO CONTRAST,"$2,297.00 "
35158,BCT PELVIS W/CONTRAST,"$2,297.00 "
35160,BCT PELVIS W/O CONTRAST,"$2,297.00 "
35162,BCT PELVIS W/WO CONTRAST,"$2,297.00 "
35328,BCT SHOULDER W/CONTRAST,"$2,297.00 "
35342,BCT SHOULDER W/O CONTRAST,"$2,297.00 "
35356,BCT SHOULDER W/WO CONTRAST,"$2,297.00 "
35176,BCT SPINE CERVICAL W/CONTRAST,"$2,297.00 "
35178,BCT SPINE CERVICAL W/O CONTRAST,"$2,297.00 "
35180,BCT SPINE CERVICAL W/WO CONTRAST,"$2,297.00 "
35182,BCT SPINE LUMBAR W/CONTRAST,"$2,297.00 "
35184,BCT SPINE LUMBAR W/O CONTRAST,"$2,297.00 "
35098,BCT SPINE LUMBAR W/O NAVIGATION,"$2,297.00 "
35186,BCT SPINE LUMBAR W/WO CONTRAST,"$2,297.00 "
35188,BCT SPINE THORACIC W/CONTRAST,"$2,297.00 "
35190,BCT SPINE THORACIC W/O CONTRAST,"$2,297.00 "
35192,BCT SPINE THORACIC W/WO CONTRAST,"$2,297.00 "
35258,BCT TIB/FIB W/CONTRAST,"$2,297.00 "
35294,BCT TIB/FIB W/O CONTRAST,"$2,297.00 "
35306,BCT TIB/FIB W/WO CONTRAST,"$2,297.00 "
35382,BCT TOE W/ CONTRAST,"$2,297.00 "
35380,BCT TOE W/O CONTRAST,"$2,297.00 "
35384,BCT TOE W/WO CONTRAST,"$2,297.00 "
35324,BCT WRIST W/CONTRAST,"$2,297.00 "
35338,BCT WRIST W/O CONTRAST,"$2,297.00 "
35352,BCT WRIST W/WO CONTRAST,"$2,297.00 "
34286,BCTA ABD/PLVIS W/CNTR (INC W/O),"$3,215.00 "
35250,BCTA ABDOMEN W/CONTR (INCL W/O),"$2,297.00 "
35240,BCTA CHEST (NONCOR) W/WO CONT,"$2,297.00 "
35238,BCTA HEAD W/CONTR (INCL W/O),"$2,297.00 "
35248,BCTA LOWER EXT W/CONTR (INCL W/O),"$2,297.00 "
35242,BCTA NECK W/CONTR (INCL W/O),"$2,297.00 "
35244,BCTA PELVIS W/CONTR (INCL W/O),"$2,297.00 "
35246,BCTA UPPER EXT W/CONTR (INCL W/O),"$2,297.00 "
35270,BCX 3D RECONSTRUCTION W/O WRKSTN,"$2,297.00 "
3167,becaplermin 0.01% Topical Gel 15 gm,"$2,725.30 "
102,beclomethasone 0.042 mg/inh Nasal Spray 25 gm,$840.50 
5359,beclomethasone 40 mcg/inh Aerosol 8.7 gm,$6.15 
5358,beclomethasone 80 mcg/inh Aerosol 8.7 gm,$9.40 
11010,BEDSIDE PROCEDURE,$674.00 
5834,belimumab 120 mg IV Inj,"$2,385.25 "
5960,belimumab 400 mg IV Inj,"$7,950.55 "
121,belladonna-opium 16.2 mg-30 mg Rectal Supp,$66.25 
122,belladonna-opium 16.2 mg-60 mg Rectal Supp,$70.20 
112,benazepril 10 mg Tab,$2.65 
113,benazepril 20 mg Tab,$3.80 
111,benazepril 5 mg Tab,$2.65 
5528,bendamustine 100 mg IV Inj,"$11,923.05 "
6032,bendamustine 25 mg IV Inj,"$2,980.80 "
6267,bendamustine 25 mg/mL Sol,"$10,778.70 "
995,bendroflumethiazide-nadolol 5 mg-40 mg Tab,$19.20 
996,bendroflumethiazide-nadolol 5 mg-80 mg Tab,$25.60 
6361,benralizumab 30 mg/mL Syringe,"$19,863.85 "
2056,benzathine penicillin-procaine penicillin 600000 units-600000 units/2 mL IM Susp 2 mL,$470.65 
3141,benzathine penicillin-procaine penicillin 900000 units-300000 units/2 mL IM Susp 2 mL,$131.65 
2328,benzocaine 10% Mucous Membrane Gel 7 gm,$3.50 
3427,benzocaine 20% Mucous Membrane Paste 5.95 gm,$18.30 
116,benzocaine 20% Topical Spray 56 gm,$4.10 
2329,benzocaine 7.5% Mucous Membrane Gel 7.5 gm,$6.40 
5345,benzocaine topical 20% Liq,$4.25 
2369,benzocaine/butamben/tetracaine 14%-2%-2% Mucous Membrane Aerosol 56 gm,$10.80 
1406,benzocaine-menthol 15 mg-3.6 mg Lozenge,$0.15 
1503,benzocaine-menthol 6 mg-10 mg Lozenge,$0.15 
6389,benzocaine-menthol topical 20%-0.5% Spr,$0.15 
118,benzoin compound Topical Tincture 60 mL,$5.40 
119,benzonatate 100 mg Cap,$2.65 
1434,benzoyl peroxide 10% Bar,$6.40 
2333,benzoyl peroxide 10% Topical Gel 60 gm,$80.55 
2332,benzoyl peroxide 10% Topical Liquid 150 mL,$32.10 
2877,benztropine 0.5 mg Tab,$2.65 
462,benztropine 1 mg Tab,$2.65 
1600,benztropine 1 mg/mL Inj Soln 2 mL,$157.95 
507,benztropine 2 mg Tab,$2.65 
1601,beractant 25 mg/mL Intratracheal Susp 8 mL,"$1,597.05 "
28104,BETA 2 MICROGLOBULIN,$433.00 
29822,BETA-HYDROXYBUTYRATE,$123.00 
1602,betamethasone 6 mg/mL Inj Susp 5 mL,$75.95 
2337,betamethasone dipropionate 0.05% Cream 15 gm,$58.80 
5410,betamethasone dipropionate 0.05% Cream 45 gm,$176.40 
5274,betamethasone dipropionate 0.05% Lotion 60 mL,$278.00 
4393,betamethasone dipropionate 0.05% Topical Oint 15 gm,$62.85 
2340,betamethasone dipropionate augmented 0.05% Cream 15 gm,$4.15 
3362,betamethasone dipropionate augmented 0.05% Lotion 30 mL,$177.90 
3811,betamethasone dipropionate augmented 0.05% Topical Gel 50 gm,$482.60 
1486,betamethasone dipropionate augmented 0.05% Topical Oint 15 gm,$6.40 
2341,betamethasone valerate 0.1% Cream 15 gm,$129.60 
2336,betamethasone valerate 0.1% Lotion 60 mL,$190.90 
2343,betamethasone valerate 0.1% Topical Oint 15 gm,$25.45 
2389,betamethasone-clotrimazole 0.05%-1% Cream 15 gm,$73.35 
3396,betamethasone-clotrimazole 0.05%-1% Cream 45 gm,$70.15 
3390,betaxolol 0.25% Ophth Susp 10 mL,$829.95 
1605,betaxolol 0.5% Ophth Soln 5 mL,$96.60 
511,betaxolol 10 mg Tab,$2.70 
513,bethanechol 10 mg Tab,$2.65 
515,bethanechol 25 mg Tab,$3.50 
4865,bevacizumab 25 mg/mL IV Soln 16 mL,"$11,861.65 "
4612,bevacizumab 25 mg/mL IV Soln 4 mL,"$2,965.45 "
21382,BHCG TUMOR MARKER QUANT,$329.00 
29486,"BHL LIPOPROTEIN LDL,FRACTIONATION",$158.00 
516,bicalutamide 50 mg Tab,$3.90 
6076,bifidobacterium-lactobacillus Cap,$0.70 
21830,BILE ACID,$56.00 
21828,BILE ACIDS FRACTIONATED AND TOTAL,$292.00 
21058,BILIRUBIN DIRECT BK,$207.00 
27644,BILIRUBIN DIRECT/INDIRECT,$207.00 
21042,BILIRUBIN TOTAL BK,$116.00 
21046,BILIRUBIN TOTAL CORD BLOOD,$116.00 
29840,"BILIRUBIN TOTAL, FLUID",$143.00 
5924,bimatoprost 0.01% Ophth Soln 2.5 mL,$651.85 
15310,BIOFEEDBCK TRNG W/EMG GT 30 MINS,$245.00 
15328,BIOFEEDBCK TRNG W/EMG LT 30 MINS,$123.00 
492,bioflavonoids-ascorbic acid Tab,$0.20 
14686,BIOPSY SKIN LESION(S),$248.00 
6143,bisacodyl (peg base A) Supp 10 mg,$83.10 
432,bisacodyl 10 mg Rectal Supp,$0.15 
519,bisacodyl 5 mg DR Tab,$0.15 
3032,bismuth subsalicylate 262 mg Chew Tab,$0.15 
3393,bismuth subsalicylate 262 mg/15 mL Oral Susp 473 mL,$0.15 
4286,bisoprolol 5 mg Tab,$4.95 
522,bisoprolol-hydrochlorothiazide 10 mg-6.25 mg Tab,$2.65 
520,bisoprolol-hydrochlorothiazide 2.5 mg-6.25 mg Tab,$2.65 
521,bisoprolol-hydrochlorothiazide 5 mg-6.25 mg Tab,$2.65 
4545,bivalirudin 250 mg IV Inj,$733.50 
60184,BI-VENT ICD INSERTION,"$25,220.00 "
60182,BI-VENT PACER INSERTION,"$21,495.00 "
20170,BLASTOMYCES ANTIGEN,$233.00 
24006,BLEEDING TIME BK,$254.00 
2758,bleomycin 15 units Inj,$151.65 
6217,blinatumomab 35 mcg Pow,"$15,497.10 "
55022,BLOCK - COMBINATION,"$1,841.00 "
55004,BLOCK - INTERMEDIATE,"$1,388.00 "
55000,BLOCK - MAJOR,"$1,609.00 "
55002,BLOCK - MINOR,"$1,173.00 "
21054,BLOOD GAS PH,$212.00 
21200,BLOOD GAS PH PO2 PCO2 - P BK,$269.00 
27518,BLOOD RBC AUTOLOGOUS EA UNIT,$859.00 
27584,BLOOD RBC DEGLYCERIZED EA UNIT,"$1,859.00 "
27622,BLOOD RBC DIR LEUKOPOOR EA UNIT,"$1,101.00 "
27500,BLOOD RBC DIRECTED EA UNIT,"$1,101.00 "
27548,BLOOD RBC DIVIDED,$417.00 
27504,BLOOD RBC EA UNIT,$698.00 
27650,BLOOD RBC IRRAD EA UNIT,"$1,246.00 "
27626,BLOOD RBC LEUKODEPL CMV- EA UNIT,$925.00 
27634,BLOOD RBC LEUKODEPL IRRAD EA UNIT,"$1,326.00 "
27520,BLOOD RBC LEUKODEPLETED EA UNIT,$834.00 
27506,BLOOD RBC W/SATELLITE BAG EA UNIT,$778.00 
27624,BLOOD RBC WASHED EA UNIT,"$1,327.00 "
25270,BLOOD TYPING EACH AG,$106.00 
27668,BLOOD TYPING RBC ANTIGENS NOT ABO,$106.00 
23198,BLOOD URINE BK,$59.00 
13110,BLS EM BASE RATE,$867.00 
13014,BLS NON EM BASE RATE,$494.00 
20490,BMH IMMUNO FIRST AB PER SPEC,$192.00 
31710,BMM DIG MAM BIL SCRNG W/IMP GLOBL,$389.00 
31706,BMM DIG MAMMO BILAT SCRNG GLOBAL,$244.00 
31708,BMM DIG MAMMO UNILAT SCRNG GLOBAL,$148.00 
31688,BMM DIGITAL DIAG MAMMO BILATERAL,$599.00 
31690,BMM DIGITAL DIAG MAMMO UNILATERAL,$353.00 
31682,BMM DIGITAL SCRN MAMMO BILATERAL,$244.00 
31686,BMM DIGITAL SCRN MAMMO UNILATERAL,$148.00 
31684,BMM DIGITAL SCRN MAMMO W/IMPLANTS,$389.00 
30504,BMM REDUCED/DISC BREAST PROC,$284.00 
36280,BMR ABDOMEN MRA W/CONTRAST,"$3,657.00 "
36282,BMR ABDOMEN MRA W/O CONTRAST,"$3,657.00 "
36248,BMR ABDOMEN W/CONTRAST MRI,"$3,657.00 "
36246,BMR ABDOMEN W/O CONTRAST MRI,"$3,657.00 "
36250,BMR ABDOMEN W/WO CONTRAST MRI,"$4,100.00 "
36378,BMR ANKLE W/CTRST MRI,"$3,657.00 "
36370,BMR ANKLE W/O CTRST MRI,"$3,657.00 "
36386,BMR ANKLE W/WO CTRST MRI,"$4,100.00 "
36442,BMR BRAC PLX UPR EXT W/CST MRI,"$3,657.00 "
36440,BMR BRAC PLX UPREXT W/O CST MRI,"$3,657.00 "
36444,BMR BRACPLX UPREXT W/WO CST MRI,"$4,100.00 "
36296,BMR BREAST BIL W/WO CONTR MRI,"$4,100.00 "
36340,BMR CARDIAC MORPH W/O CTRST,"$3,657.00 "
36344,BMR CARDIAC MORPH W/WO CTRST,"$4,100.00 "
36298,BMR CHEST MRA W/CONTRAST,"$3,657.00 "
36300,BMR CHEST MRA W/O CONTRAST,"$3,657.00 "
36212,BMR CHEST W/O CONTRAST MRI,"$3,657.00 "
36216,BMR CHEST W/WO CONTRAST MRI,"$4,100.00 "
36400,BMR ELBOW W/CTRST MRI,"$3,657.00 "
36392,BMR ELBOW W/O CRST MRI,"$3,657.00 "
36408,BMR ELBOW W/WO CTRST MRI,"$4,100.00 "
