HOSPITAL,DESCRIPTION, STD CHARGE 
UPMC PINNACLE MEMORIAL,ENA ABS (ANTI-SM-RNP) - B,$106.00 
UPMC PINNACLE MEMORIAL,HAPTOGLOBIN,$216.00 
UPMC PINNACLE MEMORIAL,HEPATITIS A AB-TOTAL IGG IGM,$210.00 
UPMC PINNACLE MEMORIAL,HEPATITIS A AB IGM,$216.00 
UPMC PINNACLE MEMORIAL,HEPATITIS B CORE ANTIBODY-TOTA,$78.00 
UPMC PINNACLE MEMORIAL,HEPATITIS B SURFACE ANTIBODY,$165.00 
UPMC PINNACLE MEMORIAL,HEPATITIS B SURFACE ANTIGEN,$99.00 
UPMC PINNACLE MEMORIAL,HEPATITIS C ANTIBODY,$102.00 
UPMC PINNACLE MEMORIAL,IGA,$55.00 
UPMC PINNACLE MEMORIAL,IGG,$55.00 
UPMC PINNACLE MEMORIAL,IGM,$55.00 
UPMC PINNACLE MEMORIAL,PREALBUMIN,$133.00 
UPMC PINNACLE MEMORIAL,PROSTATE SPECIFIC ANTIGEN,$86.00 
UPMC PINNACLE MEMORIAL,RHEUMATOID FACTOR QNT,$120.00 
UPMC PINNACLE MEMORIAL,RPR-QUALITATIVE,$28.00 
UPMC PINNACLE MEMORIAL,RPR-QUANTITATIVE,$62.00 
UPMC PINNACLE MEMORIAL,RUBELLA IGG-SCREEN,$80.00 
UPMC PINNACLE MEMORIAL,SJOGRENS ANTIBODIES-A,$106.00 
UPMC PINNACLE MEMORIAL,SJOGRENS ANTIBODIES-B,$106.00 
UPMC PINNACLE MEMORIAL,THYROGLOBULIN ANTIBODY,$350.00 
UPMC PINNACLE MEMORIAL,THYROID MICROSOMAL ANTIBODY,$60.00 
UPMC PINNACLE MEMORIAL,TRANSFERRIN,$128.00 
UPMC PINNACLE MEMORIAL,VDRL CSF-QUALITATIVE,$25.00 
UPMC PINNACLE MEMORIAL,FOLIC ACID,$193.00 
UPMC PINNACLE MEMORIAL,VITAMIN B12,$117.00 
UPMC PINNACLE MEMORIAL,HISTAMINE PLASMA,$160.00 
UPMC PINNACLE MEMORIAL,BETA 2 GLYCOPROTEIN I AB,$164.00 
UPMC PINNACLE MEMORIAL,AMIODARONE,$147.00 
UPMC PINNACLE MEMORIAL,THYROXINE BINDING GLOBULIN,$250.00 
UPMC PINNACLE MEMORIAL,AMITRIPTYLINE,$106.00 
UPMC PINNACLE MEMORIAL,ISLET CELL ANTIBODIES,$269.00 
UPMC PINNACLE MEMORIAL,HEPARIN INDUCED PLATELET AB,$260.00 
UPMC PINNACLE MEMORIAL,RUBEOLA IGG,$161.00 
UPMC PINNACLE MEMORIAL,HPV THIN PREP,$207.00 
UPMC PINNACLE MEMORIAL,FAT FECAL QUALITATIVE,$102.00 
UPMC PINNACLE MEMORIAL,MICALBUM CREAT RAT URN A,$38.00 
UPMC PINNACLE MEMORIAL,MICALBUM CREAT RAT URN B,$34.00 
UPMC PINNACLE MEMORIAL,WEST NILE VIRUS ANTIBODIES A,$195.00 
UPMC PINNACLE MEMORIAL,WEST NILE VIRUS ANTIBODIES B,$195.00 
UPMC PINNACLE MEMORIAL,LDL DIRECT CHOLESTEROL,$35.00 
UPMC PINNACLE MEMORIAL,HBV DNA,$206.00 
UPMC PINNACLE MEMORIAL,OXCARBAZEPINE (TRILEPTAL),$80.00 
UPMC PINNACLE MEMORIAL,BACT MENINGITIS AG CSF A,$60.00 
UPMC PINNACLE MEMORIAL,BACT MENINGITIS AG CSF B,$60.00 
UPMC PINNACLE MEMORIAL,BACT MENINGITIS AG CSF C,$60.00 
UPMC PINNACLE MEMORIAL,BACT MENINGITIS AG CSF D,$60.00 
UPMC PINNACLE MEMORIAL,BACT MENINGITIS AG CSF E,$60.00 
UPMC PINNACLE MEMORIAL,TOPIRAMATE,$57.00 
UPMC PINNACLE MEMORIAL,GENOTYPE PLUS,"$2,445.00 "
UPMC PINNACLE MEMORIAL,SCREENING PROSTATE SPEC ANTG,$170.00 
UPMC PINNACLE MEMORIAL,HSV DNA BY PCR,$278.00 
UPMC PINNACLE MEMORIAL,THYROGLOBULIN QUANTITATION,$175.00 
UPMC PINNACLE MEMORIAL,LEVETIRACETAM (KEPPRA),$110.00 
UPMC PINNACLE MEMORIAL,H.PYLORI ANTIGEN,$53.00 
UPMC PINNACLE MEMORIAL,ALPHA FETOPROTEIN,$126.00 
UPMC PINNACLE MEMORIAL,LYME AB WESTERN BLOT PANEL A,$165.00 
UPMC PINNACLE MEMORIAL,LYME AB WESTERN BLOT PANEL B,$142.00 
UPMC PINNACLE MEMORIAL,GLUTAMIC ACID DECARBOXY ATBY,$112.00 
UPMC PINNACLE MEMORIAL,LIVER-KIDNEY MICROSOMAL ATBY,$63.00 
UPMC PINNACLE MEMORIAL,ASPERGILLUS ANTIBODY A,$146.00 
UPMC PINNACLE MEMORIAL,ASPERGILLUS ANTIBODY B,$125.00 
UPMC PINNACLE MEMORIAL,ASPERGILLUS ANTIBODY C,$125.00 
UPMC PINNACLE MEMORIAL,ALPHA 1 ANTITRYPSIN PHENOTYPNG,$137.00 
UPMC PINNACLE MEMORIAL,ELECTROLYTES FECAL 24 HR B,$40.00 
UPMC PINNACLE MEMORIAL,EHRLICHIA CHAFFEENSIS ANTIBD A,$97.00 
UPMC PINNACLE MEMORIAL,EHRLICHIA CHAFFEENSIS ANTIBD B,$83.00 
UPMC PINNACLE MEMORIAL,TREPONEMA PALLIDUM CNF FTS-ABS,$108.00 
UPMC PINNACLE MEMORIAL,IMMUNOGLOBULIN G SUBCLASSES A,$229.00 
UPMC PINNACLE MEMORIAL,IMMUNOGLOBULIN G SUBCLASSES B,$198.00 
UPMC PINNACLE MEMORIAL,IMMUNOGLOBULIN G SUBCLASSES C,$198.00 
UPMC PINNACLE MEMORIAL,IMMUNOGLOBULIN G SUBCLASSES D,$198.00 
UPMC PINNACLE MEMORIAL,INSULIN ANTIBODIES,$169.00 
UPMC PINNACLE MEMORIAL,JO-1 ANTIBODY,$106.00 
UPMC PINNACLE MEMORIAL,MICROSPORIDIA SPORE STAIN A,$57.00 
UPMC PINNACLE MEMORIAL,HEMOGLOBINOPATHY EVAL,$143.00 
UPMC PINNACLE MEMORIAL,ANTI-CYCLIC CITRULLINE PEPTIDE,$388.00 
UPMC PINNACLE MEMORIAL,PHOSPHOLIPID AB PANEL A,$207.00 
UPMC PINNACLE MEMORIAL,PHOSPHOLIPID AB PANEL B,$207.00 
UPMC PINNACLE MEMORIAL,PHOSPHOLIPID AB PANEL C,$207.00 
UPMC PINNACLE MEMORIAL,PHOSPHOLIPID AB PANEL D,$154.00 
UPMC PINNACLE MEMORIAL,PHOSPHOLIPID AB PANEL E,$154.00 
UPMC PINNACLE MEMORIAL,PHOSPHOLIPID AB PANEL F,$154.00 
UPMC PINNACLE MEMORIAL,PHOSPHOLIPID AB PANEL G,$284.00 
UPMC PINNACLE MEMORIAL,PHOSPHOLIPID AB PANEL H,$246.00 
UPMC PINNACLE MEMORIAL,PHOSPHOLIPID AB PANEL I,$246.00 
UPMC PINNACLE MEMORIAL,LYME IGG-IGM SCRN-PROGRESSIVE,$172.00 
UPMC PINNACLE MEMORIAL,HEPATITIS C GENOTYPE,$957.00 
UPMC PINNACLE MEMORIAL,STREPT PNEUM IGGAB-14SEROTYP A,$88.00 
UPMC PINNACLE MEMORIAL,STREPT PNEUM IGGAB-14SEROTYP B,$88.00 
UPMC PINNACLE MEMORIAL,STREPT PNEUM IGGAB-14SEROTYP C,$88.00 
UPMC PINNACLE MEMORIAL,STREPT PNEUM IGGAB-14SEROTYP D,$88.00 
UPMC PINNACLE MEMORIAL,STREPT PNEUM IGGAB-14SEROTYP E,$88.00 
UPMC PINNACLE MEMORIAL,STREPT PNEUM IGGAB-14SEROTYP F,$88.00 
UPMC PINNACLE MEMORIAL,STREPT PNEUM IGGAB-14SEROTYP G,$88.00 
UPMC PINNACLE MEMORIAL,STREPT PNEUM IGGAB-14SEROTYP H,$88.00 
UPMC PINNACLE MEMORIAL,STREPT PNEUM IGGAB-14SEROTYP I,$88.00 
UPMC PINNACLE MEMORIAL,STREPT PNEUM IGGAB-14SEROTYP J,$88.00 
UPMC PINNACLE MEMORIAL,STREPT PNEUM IGGAB-14SEROTYP K,$88.00 
UPMC PINNACLE MEMORIAL,STREPT PNEUM IGGAB-14SEROTYP L,$88.00 
UPMC PINNACLE MEMORIAL,STREPT PNEUM IGGAB-14SEROTYP M,$88.00 
UPMC PINNACLE MEMORIAL,STREPT PNEUM IGGAB-14SEROTYP N,$88.00 
UPMC PINNACLE MEMORIAL,METANEPHINE FRACTION PLASMA,$116.00 
UPMC PINNACLE MEMORIAL,LUPUS ANTICOAG SCRN PROFILE A,$26.00 
UPMC PINNACLE MEMORIAL,LUPUS ANTICOAG SCRN PROFILE B,$79.00 
UPMC PINNACLE MEMORIAL,LUPUS ANTICOAG SCRN PROFILE C,$48.00 
UPMC PINNACLE MEMORIAL,LUPUS ANTICOAG SCRN PROFILE D,$34.00 
UPMC PINNACLE MEMORIAL,LUPUS ANTICOAG SCRN PROFILE E,$34.00 
UPMC PINNACLE MEMORIAL,LUPUS ANTICOAG SCRN PROFILE F,$154.00 
UPMC PINNACLE MEMORIAL,LUPUS ANTICOAG SCRN PROFILE G,$154.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IA,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IB,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IC,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 ID,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IE,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IF,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IG,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IH,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IJ,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IK,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IL,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IM,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IN,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IO,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IP,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IQ,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IR,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IS,$43.00 
UPMC PINNACLE MEMORIAL,RESPIR ALLERGY PROF REG 1 IT,$43.00 
UPMC PINNACLE MEMORIAL,FOOD ALLERGY PROFILE A,$43.00 
UPMC PINNACLE MEMORIAL,FOOD ALLERGY PROFILE B,$43.00 
UPMC PINNACLE MEMORIAL,FOOD ALLERGY PROFILE C,$43.00 
UPMC PINNACLE MEMORIAL,FOOD ALLERGY PROFILE D,$43.00 
UPMC PINNACLE MEMORIAL,FOOD ALLERGY PROFILE E,$43.00 
UPMC PINNACLE MEMORIAL,FOOD ALLERGY PROFILE F,$43.00 
UPMC PINNACLE MEMORIAL,FOOD ALLERGY PROFILE G,$43.00 
UPMC PINNACLE MEMORIAL,FOOD ALLERGY PROFILE H,$43.00 
UPMC PINNACLE MEMORIAL,FOOD ALLERGY PROFILE I,$43.00 
UPMC PINNACLE MEMORIAL,FOOD ALLERGY PROFILE J,$43.00 
UPMC PINNACLE MEMORIAL,FOOD ALLERGY PROFILE K,$43.00 
UPMC PINNACLE MEMORIAL,OP WITH TRICHROME STAIN A,$187.00 
UPMC PINNACLE MEMORIAL,OP WITH TRICHROME STAIN B,$86.00 
UPMC PINNACLE MEMORIAL,C-ANCA,$48.00 
UPMC PINNACLE MEMORIAL,VITAMIN E A,$213.00 
UPMC PINNACLE MEMORIAL,ACETYLCHOL RECEPT BLK ANTIBDY,$218.00 
UPMC PINNACLE MEMORIAL,ACETYLCHOL RECEPT MODL ANTIBDY,$112.00 
UPMC PINNACLE MEMORIAL,HEXAGONAL PHASE CONFIRM,$86.00 
UPMC PINNACLE MEMORIAL,PTT-LA MIX (IMMEDIATE),$247.00 
UPMC PINNACLE MEMORIAL,DRVVT 1:1 MIX,$92.00 
UPMC PINNACLE MEMORIAL,DRVVT CONFIRMATION,$172.00 
UPMC PINNACLE MEMORIAL,INCUBATED PTT LA MIX,$49.00 
UPMC PINNACLE MEMORIAL,ALKALINE PHOSPHATASE FRACTN A,$30.00 
UPMC PINNACLE MEMORIAL,ALKALINE PHOSPHATASE FRACTN B,$70.00 
UPMC PINNACLE MEMORIAL,CHLAMYDIA-CHLAMYDPHL AB PNL3 A,$107.00 
UPMC PINNACLE MEMORIAL,CHLAMYDIA-CHLAMYDPHL AB PNL3 B,$107.00 
UPMC PINNACLE MEMORIAL,CHLAMYDIA-CHLAMYDPHL AB PNL3 C,$107.00 
UPMC PINNACLE MEMORIAL,CHLAMYDIA-CHLAMYDPHL AB PNL3 D,$48.00 
UPMC PINNACLE MEMORIAL,CHLAMYDIA-CHLAMYDPHL AB PNL3 E,$48.00 
UPMC PINNACLE MEMORIAL,CHLAMYDIA-CHLAMYDPHL AB PNL3 F,$48.00 
UPMC PINNACLE MEMORIAL,CHLAMYDIA-CHLAMYDPHL AB PNL3 G,$48.00 
UPMC PINNACLE MEMORIAL,CHLAMYDIA-CHLAMYDPHL AB PNL3 H,$48.00 
UPMC PINNACLE MEMORIAL,CHLAMYDIA-CHLAMYDPHL AB PNL3 I,$48.00 
UPMC PINNACLE MEMORIAL,VARICELLA ZOSTER DNA QN RT PCR,$351.00 
UPMC PINNACLE MEMORIAL,IGF BINDING PROTEIN-3,$112.00 
UPMC PINNACLE MEMORIAL,MUSK ANTIBODY,$107.00 
UPMC PINNACLE MEMORIAL,HERPES SIMP VRL CLT PROG W-TYP,$206.00 
UPMC PINNACLE MEMORIAL,BABESIA MICROTI ABS(IGG-IGM) A,$122.00 
UPMC PINNACLE MEMORIAL,BABESIA MICROTI ABS(IGG-IGM) B,$107.00 
UPMC PINNACLE MEMORIAL,QUANTIFERON TB GOLD,$497.00 
UPMC PINNACLE MEMORIAL,WEST NILE VIRUS RNA CSF,$278.00 
UPMC PINNACLE MEMORIAL,EBV DNA QUANT PCR CSF,$351.00 
UPMC PINNACLE MEMORIAL,CMV DNA QUANT PCR CSF,$406.00 
UPMC PINNACLE MEMORIAL,T CELL A,$336.00 
UPMC PINNACLE MEMORIAL,T CELL B,$390.00 
UPMC PINNACLE MEMORIAL,T CELL C,$302.00 
UPMC PINNACLE MEMORIAL,T AND B CELL PANEL A,$336.00 
UPMC PINNACLE MEMORIAL,T AND B CELL PANEL B,$390.00 
UPMC PINNACLE MEMORIAL,CHROMOSOME AN BLOOD A,$806.00 
UPMC PINNACLE MEMORIAL,CHROMOSOME AN BLOOD B,$861.00 
UPMC PINNACLE MEMORIAL,MYCOPHENOLIC ACID,$185.00 
UPMC PINNACLE MEMORIAL,TETANUS ANTITOXOID AB,$71.00 
UPMC PINNACLE MEMORIAL,TISSUE TRANSGLUTAMINASE IGG AB,$88.00 
UPMC PINNACLE MEMORIAL,ENDOMYSCL AB SCRN IGA RE TITER,$72.00 
UPMC PINNACLE MEMORIAL,RICKETTSIA AB A,$158.00 
UPMC PINNACLE MEMORIAL,RICKETTSIA AB B,$158.00 
UPMC PINNACLE MEMORIAL,RICKETTSIA AB C,$158.00 
UPMC PINNACLE MEMORIAL,RICKETTSIA AB D,$158.00 
UPMC PINNACLE MEMORIAL,HSV-VZV RAPID CULTURE A,$80.00 
UPMC PINNACLE MEMORIAL,HSV-VZV RAPID CULTURE B,$80.00 
UPMC PINNACLE MEMORIAL,PTH-RELATED PROTEIN,$112.00 
UPMC PINNACLE MEMORIAL,HISTOPLASMA AG URINE,$134.00 
UPMC PINNACLE MEMORIAL,FREEKPPALMBDA CTCHNS WK-LRT A,$80.00 
UPMC PINNACLE MEMORIAL,FREEKPPALMBDA CTCHNS WK-LRT B,$80.00 
UPMC PINNACLE MEMORIAL,CATECHOLAMINE FRAC 24 URINE A,$174.00 
UPMC PINNACLE MEMORIAL,HSV2 IGGTYPESPECAB-HERPESELECT,$158.00 
UPMC PINNACLE MEMORIAL,HERPES SIMP VIR1-2 IGMABIFA A,$78.00 
UPMC PINNACLE MEMORIAL,HERPES SIMP VIR1-2 IGMABIFA B,$158.00 
UPMC PINNACLE MEMORIAL,ALDOSTERN-PLSM RENIN ACTVTY A,$281.00 
UPMC PINNACLE MEMORIAL,ALDOSTERN-PLSM RENIN ACTVTY B,$151.00 
UPMC PINNACLE MEMORIAL,PANCREATIC ELASTASE-1 STOOL,$53.00 
UPMC PINNACLE MEMORIAL,CALPROTECTIN STOOL,$95.00 
UPMC PINNACLE MEMORIAL,IMMUNOFIXATION URINE,$269.00 
UPMC PINNACLE MEMORIAL,URINE PROTEIN ELECTROPHORES A,$34.00 
UPMC PINNACLE MEMORIAL,URINE PROTEIN ELECTROPHORES B,$30.00 
UPMC PINNACLE MEMORIAL,URINE PROTEIN ELECTROPHORES C,$147.00 
UPMC PINNACLE MEMORIAL,SERUM PROTEIN ELECTROPHORES A,$20.00 
UPMC PINNACLE MEMORIAL,SERUM PROTEIN ELECTROPHORES B,$63.00 
UPMC PINNACLE MEMORIAL,RMSF IGM TITER-REFLEX,$158.00 
UPMC PINNACLE MEMORIAL,RMSF IGG TITER-REFLEX,$158.00 
UPMC PINNACLE MEMORIAL,T3REVERSE,$409.00 
UPMC PINNACLE MEMORIAL,ANTI-MULLERIAN HORMONE,$77.00 
UPMC PINNACLE MEMORIAL,CHLAMYDIA TRACHOMATIS CULT A,$110.00 
UPMC PINNACLE MEMORIAL,CHLAMYDIA TRACHOMATIS CULT B,$41.00 
UPMC PINNACLE MEMORIAL,CYSTIC FIBRS CARRIER SCRN,$216.00 
UPMC PINNACLE MEMORIAL,FACTOR V (5) MUTATION ANALYSIS,$216.00 
UPMC PINNACLE MEMORIAL,FACTOR 2 (G20210A) MUTATION AN,$239.00 
UPMC PINNACLE MEMORIAL,HEMOCHROMATOSIS DNA MUT ANAL,$316.00 
UPMC PINNACLE MEMORIAL,HLA-B 5701 TYPING,$683.00 
UPMC PINNACLE MEMORIAL,METHYLNTRAHYDRFL RDC(MTHFR) AN,$384.00 
UPMC PINNACLE MEMORIAL,TESTOST FR-TOT-FEM-ADL MALE A,$179.00 
UPMC PINNACLE MEMORIAL,TESTOST FR-TOT-FEM-ADL MALE B,$177.00 
UPMC PINNACLE MEMORIAL,STREP PNEUMONIAE AG URINE,$90.00 
UPMC PINNACLE MEMORIAL,PARATHYROID HORMONE INTACT A,$30.00 
UPMC PINNACLE MEMORIAL,PARATHYROID HORMONE INTACT B,$247.00 
UPMC PINNACLE MEMORIAL,NICOTINE EXPANDED METABOLITS,$198.00 
UPMC PINNACLE MEMORIAL,CYCLOSPORA AND ISOSPORA EXAM A,$66.00 
UPMC PINNACLE MEMORIAL,BORDETELA PERT-PARAPERTUS CULT,$39.00 
UPMC PINNACLE MEMORIAL,VDRLSERUM,$25.00 
UPMC PINNACLE MEMORIAL,LEADZINC PROTOPORPHYRIN EVL A,$72.00 
UPMC PINNACLE MEMORIAL,LEADZINC PROTOPORPHYRIN EVL B,$138.00 
UPMC PINNACLE MEMORIAL,ALKALINE PHOS BONE SPECIFIC,$30.00 
UPMC PINNACLE MEMORIAL,HCV NAT,$322.00 
UPMC PINNACLE MEMORIAL,HIV NAT,$322.00 
UPMC PINNACLE MEMORIAL,GIARDIA AG STOOL EIA,$160.00 
UPMC PINNACLE MEMORIAL,PARVOVIRUS B19 DNA-REALTIME PCR,$351.00 
UPMC PINNACLE MEMORIAL,HIV AG-AB SCREEN,$154.00 
UPMC PINNACLE MEMORIAL,SPECTROPHOTOMETRY ANALYTE NES,$33.00 
UPMC PINNACLE MEMORIAL,APOLIPOPROTEIN EACH,$103.00 
UPMC PINNACLE MEMORIAL,NEPHELOMETRY EA ANALYTE NES,$82.00 
UPMC PINNACLE MEMORIAL,CARBOXYHEMOGLOBINBLOOD,$53.00 
UPMC PINNACLE MEMORIAL,CORTSOL ON SALIVA. LC-MS-MS,$276.00 
UPMC PINNACLE MEMORIAL,VON WILLEBRAND COMPREHENSIVE PANEL-A,$106.00 
UPMC PINNACLE MEMORIAL,VON WILLEBRAND COMPREHENSIVE PANEL-B,$191.00 
UPMC PINNACLE MEMORIAL,VON WILLEBRAND COMPREHENSIVE PANEL-C,$158.00 
UPMC PINNACLE MEMORIAL,VON WILLEBRAND COMPREHENSIVE PANEL-D,$34.00 
UPMC PINNACLE MEMORIAL,VON WILLEBRAND COMPREHENSIVE PANEL-E,$191.00 
UPMC PINNACLE MEMORIAL,GGT,$42.00 
UPMC PINNACLE MEMORIAL,SGPT (ALT),$31.00 
UPMC PINNACLE MEMORIAL,BILIRUBIN TOTAL,$40.00 
UPMC PINNACLE MEMORIAL,BCR-ABL1 GENE REARRANGQUANTPCR-A,$671.00 
UPMC PINNACLE MEMORIAL,BCR-ABL1 GENE REARRANGQUANTPCR-B,$669.00 
UPMC PINNACLE MEMORIAL,CELIAC DISEASE COMPREHENSIVE PANEL-A,$88.00 
UPMC PINNACLE MEMORIAL,CELIAC DISEASE COMPREHENSIVE PANEL-B,$55.00 
UPMC PINNACLE MEMORIAL,SMA CARRIER SCREEN,"$1,953.00 "
UPMC PINNACLE MEMORIAL,ALLERG SP IGE; QUAN OR SEMIQUAN A,$50.00 
UPMC PINNACLE MEMORIAL,ALLERG SP IGE; QUAN OR SEMIQUAN B,$43.00 
UPMC PINNACLE MEMORIAL,ALLERG SP IGE; QUAN OR SEMIQUAN C,$43.00 
UPMC PINNACLE MEMORIAL,ALLERG SP IGE; QUAN OR SEMIQUAN D,$43.00 
UPMC PINNACLE MEMORIAL,ALLERG SP IGE; QUAN OR SEMIQUAN E,$43.00 
UPMC PINNACLE MEMORIAL,ALLERG SP IGE; QUAN OR SEMIQUAN F,$43.00 
UPMC PINNACLE MEMORIAL,NICOTINE-COTININE-SERUM OR PLASMA,$139.00 
UPMC PINNACLE MEMORIAL,ALLERGY STINGING INSECT PANEL #2 A,$43.00 
UPMC PINNACLE MEMORIAL,ALLERGY STINGING INSECT PANEL #2 B,$43.00 
UPMC PINNACLE MEMORIAL,ALLERGY STINGING INSECT PANEL #2 C,$43.00 
UPMC PINNACLE MEMORIAL,ALLERGY STINGING INSECT PANEL #2 D,$43.00 
UPMC PINNACLE MEMORIAL,ALLERGY STINGING INSECT PANEL #2 E,$43.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-A,$103.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-B,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-C,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-D,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-E,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-F,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-G,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-H,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-I,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-J,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-K,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-L,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-M,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-N,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-O,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-P,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-Q,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-R,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-S,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-T,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-U,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-V,$11.00 
UPMC PINNACLE MEMORIAL,STREP PNEUM IGG AB (23 SEROTYP) MAID-W,$11.00 
UPMC PINNACLE MEMORIAL,LEUKEMIA-LYMPHOMA EVALUATION-B,$736.00 
UPMC PINNACLE MEMORIAL,BETA-HYDROXYBUTYRATESERUM-PLASMA,$154.00 
UPMC PINNACLE MEMORIAL,PIVKA-II (DES-GAMMA-CARBOXY PROTHROM),$294.00 
UPMC PINNACLE MEMORIAL,CORTISOLBASELINE,$97.00 
UPMC PINNACLE MEMORIAL,CORTISOL 30 MINUTE,$97.00 
UPMC PINNACLE MEMORIAL,CORTISOL 60 MINUTE,$97.00 
UPMC PINNACLE MEMORIAL,CARDIO IQ ADVANCED LIPID PANEL-A,$97.00 
UPMC PINNACLE MEMORIAL,CARDIO IQ ADVANCED LIPID PANEL-B,$293.00 
UPMC PINNACLE MEMORIAL,CARDIO IQ ADVANCED LIPID PANEL-C,$92.00 
UPMC PINNACLE MEMORIAL,CARDIO IQ ADVANCED LIPID PANEL-D,$103.00 
UPMC PINNACLE MEMORIAL,LEPTOSPIRA DNAQUAL RT PCR,$278.00 
UPMC PINNACLE MEMORIAL,TESTOSFREEBIOAVAILTOT LC-MS-MS-A,$28.00 
UPMC PINNACLE MEMORIAL,TESTOSFREEBIOAVAILTOT LC-MS-MS-B,$108.00 
UPMC PINNACLE MEMORIAL,TESTOSFREEBIOAVAILTOT LC-MS-MS-C,$153.00 
UPMC PINNACLE MEMORIAL,CLL PROGNOSTIC PANEL COMPREHENSIVE-C,$264.00 
UPMC PINNACLE MEMORIAL,CLL PROGNOSTIC PANEL COMPREHENSIVE-D,$60.00 
UPMC PINNACLE MEMORIAL,DIHYDROTESTOSTERONE LC-MS-MS,$291.00 
UPMC PINNACLE MEMORIAL,BACT MENINGITIS AG CSF F,$60.00 
UPMC PINNACLE MEMORIAL,ELECTROLYTES FECAL 24 HR C,$40.00 
UPMC PINNACLE MEMORIAL,FOOD ALLERGY PROFILE L,$98.00 
UPMC PINNACLE MEMORIAL,STONE RISK DIAG PROFILE A,$165.00 
UPMC PINNACLE MEMORIAL,STONE RISK DIAG PROFILE B,$76.00 
UPMC PINNACLE MEMORIAL,STONE RISK DIAG PROFILE C,$18.00 
UPMC PINNACLE MEMORIAL,STONE RISK DIAG PROFILE D,$34.00 
UPMC PINNACLE MEMORIAL,PHOSPHATIDYLSERINE ABS (IGGIGAIGM) A,$246.00 
