"Category","Department","Charge","Cost"
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","BIIOPSY,RENAL,PERCUTANEOUS",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","BIOPSY, BILIARY SING OR MULTIP",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","BIOPSY, BONE DEEP",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","BIOPSY, MUSCLE PERC NEEDLE",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","BIOPSY, PLEURA PERC NEEDLE",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","BIOPSY,ABD OR RETROPEITONEAL",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","BIOPSY,BONE TROCAR OR NDLE SUP",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","BIOPSY,LIVER,PERC SAME TIME DU",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","BIOPSY,LUNG,MEDIASTNM PERC NDL",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","BIOPSY,LYMPH NODE,NEEDLE,SUPER",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","BIOPSY,PROSTATE,NEEDLE,PUNCH",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","BIOPSY,SPINAL CORD,PERCUTANEOU",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","BIOPSY,THYROID,PERCUTANEOUS",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","CHANGE CYSTOOSTOMY/SUPRPUBIC",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","CHNG OF GASTROSTOMY TUBE W/O I",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","CONTRAST INJ CVA DEV EVAL IMAG",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","CONTRAST INJCTN ABSCESS/CYST",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","DIAGNOSTIC SINOGRAM",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","DILATION BILIARY STRICT W/O ST",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","DILATION OF BILIARY STRICT W/S",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","DRAINAGE CATHETER UNDER FLUORO",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","END REP INFRREN AAA GRAFT",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","ENDO AAA FOUR VISC INFRAREN",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","ENDO AAA FOUR VISC PROST",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","ENDO AAA THREE VISC INFRAREN",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","ENDO AAA THREE VISC PROST",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","ENDO AAA TWO VISC INFRAREN",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","ENDO AAA TWO VISC PROST",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","ENDO AAA VISC AORTA",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","ENDO AAA VISC AORTA INFRAREN",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","ENDOVASC PLAC ILLIAC ART OCCLU",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","ENDOVASC REPAIR THORAC NOT INV",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","ENDOVASC REPAIR THORACIC AORTA",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","FINE NDL ASPIR W/ IMAG GUID",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INIT 2ND ORD ABD PEL LOW EXT A",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INIT 3RD ORDER ABD PEL LOW EXT",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INJ DX THER AGT PARA FCT CERV",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INJ DX THER PARA FCT LUM SAC J",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INJ FOR EXT VENOGRAM NDLE INTR",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INJ PERC TREATMENT OF EXT PSEU",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INJ RETROGRADE URETHROCYSTO",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INJECTION FOR CYSTOGRAPHY",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INJECTION VISUAL OF ILEAL",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INSERT CVA 2CATH/SITES W/ SUBQ",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INSERT CVA-2CATH/2SEP SITES",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INSERT INDWELL TUNNEL CATH CUF",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INSERT NONTUNN CVA <5YRS",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INSERT NON-TUNN CVA >5YRS",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INSERT TUNN CVA <5YRS",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INSERT TUNN CVA >5YRS",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INSERT TUNN CVA W/ SUBQ <5YRS",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INSERT TUNN CVA W/SUBQ >5YRS",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INSERT TUNN CVA W/SUBQ PUMP",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INSERTION G-TUBE,PERC",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INTRO CATH FOR SVC OR IVC",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INTRO CATH R HRT OR MAIN PULM",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INTRO GUIDE REN PELV FOR NEPH",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INTRO NEEDLE CATH CAROTID OR V",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INTRO NEEDLE CATH EXT ARTERY",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","INTRO OF CATH AORTA",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","MANOMETRIC STUDIES NEPHROSTOMY",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","NASO OR ORO-GASTRIC TUBE UND F",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","NONSEL ANG EXT CAR VERT UNI BI",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","PER NON CRAN MECH THROMBECTOMY",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","PERC MECH TROMB,PRIM,VENOUS,IN",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","PERC NON CRAN MEC THROM SECOND",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","PERC NON CRAN SEC MECH THROMB",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","PERC PORTAL VEIN CATH",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","PERCUTANEOUS PYELI UNDER 2 CM",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","PERCUTANEOUS PYELO OVER 2 CM",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","PICC W/O PORT PUMP <5YRS",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","REPEAT TREAT DURING VENOUS THR",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","REPOSITION OF PREV CVA UND FLO",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEC LEV PARA FCT LUM SAC JT",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEC LEV PARAV FCT CER THOR JT",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH COM CAR ANG EXT CAR",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH COM CAR UNI",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH EA BR INT CAROT",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH EXT UNI",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH INT CAR UNI ANG EXT C",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH PLAC ART SYS ORD ABD",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH PLACMNT 1ST ORD THOR",$0.95
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH PLACMNT INIT 3RD ORD",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH PLACMNT INIT SEC ORD",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH PLACMNT L OR R PULMON",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH PLACMNT SEG OR SUBSEG",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH PLACMNT,VENOUS 1ST OR",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH PLACMNT,VENOUS SEC OR",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH PLCMNT ART ADDL SEC",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH SUBCLAV UNI",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","SEL CATH VERT UNI",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","TIPS ALL INCLUSIVE",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","TIPS REVISION ALL INCLUSIVE",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","TRANS ART OR VEN CONT TR SUB D",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","TRANSCATH ART INF NONCOR,INTCR",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","TRANSCATH ART OR VEN CESSATION",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","TRANSCATH RETRIEV FOREIGN BODY",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","TRANSCATH STENT EXC LOW EA ADD",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","TRANSCATH STENT EXC LOWER",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","TRANSCATH STENT VEN EA ADDL",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","TRANSCATH STENT VEN PLACEMENT",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","TRANSCATH VEN INF THROM",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","TUBE THORAC ABCESS HEMO,EMPYEM",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","ULTRA GUID BX,ASP,INJ",$1.00
"CARDIOLOGY","INTERVENTIONAL RADIOLOGY","VENOUS CATH FOR SEL ORGAN BLOO",$1.00
"CAT SCAN BODY","CAT SCANNING","3D REN W INTREP CT MRI ULTRA W",$21.41
"CAT SCAN BODY","CAT SCANNING","3D REN W INTREP CT MRI ULTRA W",$80.28
"CAT SCAN BODY","CAT SCANNING","C-SPINE W",$133.80
"CAT SCAN BODY","CAT SCANNING","C-SPINE W",$251.55
"CAT SCAN BODY","CAT SCANNING","C-SPINE W & W/O",$176.62
"CAT SCAN BODY","CAT SCANNING","C-SPINE W & W/O",$310.42
"CAT SCAN BODY","CAT SCANNING","C-SPINE W/O",$198.03
"CAT SCAN BODY","CAT SCANNING","C-SPINE W/O",$107.04
"CAT SCAN BODY","CAT SCANNING","CT ANG ABD/PEL W/CON INCL NON",$417.47
"CAT SCAN BODY","CAT SCANNING","CT ANGIO ABD AORTA BILAT ILIO",$374.65
"CAT SCAN BODY","CAT SCANNING","CT ANGIO ABD AORTA BILAT ILIO",$396.06
"CAT SCAN BODY","CAT SCANNING","CT MAXFACIAL W/O IV CONTRAST",$144.51
"CAT SCAN BODY","CAT SCANNING","CT SCAN ABDOMEN W&W/O CONTRAST",$289.02
"CAT SCAN BODY","CAT SCANNING","CT SCAN ABDOMEN W/CONTRAST",$251.55
"CAT SCAN BODY","CAT SCANNING","CT SCAN ABDOMEN W/O CONTRAST",$133.80
"CAT SCAN BODY","CAT SCANNING","CT SCAN CHEST W & W/O CONTRAST",$176.62
"CAT SCAN BODY","CAT SCANNING","CT SCAN CHEST W & W/O CONTRAST",$310.42
"CAT SCAN BODY","CAT SCANNING","CT SCAN CHEST W/CONTRAST",$251.55
"CAT SCAN BODY","CAT SCANNING","CT SCAN CHEST W/O CONTRAST",$192.68
"CAT SCAN BODY","CAT SCANNING","CT SCAN CHEST W/O CONTRAST",$107.04
"CAT SCAN BODY","CAT SCANNING","CT SCAN EXTREM W&W/O CONTRAST",$176.62
"CAT SCAN BODY","CAT SCANNING","CT SCAN EXTREM W&W/O CONTRAST",$321.13
"CAT SCAN BODY","CAT SCANNING","CT SCAN EXTREMITY W/CONTRAST",$133.80
"CAT SCAN BODY","CAT SCANNING","CT SCAN EXTREMITY W/CONTRAST",$246.20
"CAT SCAN BODY","CAT SCANNING","CT SCAN EXTREMITY W/CONTRAST",$251.55
"CAT SCAN BODY","CAT SCANNING","CT SCAN EXTREMITY W/O CONTRAST",$107.04
"CAT SCAN BODY","CAT SCANNING","CT SCAN EXTREMITY W/O CONTRAST",$192.68
"CAT SCAN BODY","CAT SCANNING","CT SCAN MAX/FAC W & W/O CONT",$214.09
"CAT SCAN BODY","CAT SCANNING","CT SCAN PELVIS W&W/O CONTRAST",$299.72
"CAT SCAN BODY","CAT SCANNING","CT SCAN PELVIS W/CONTRAST",$251.55
"CAT SCAN BODY","CAT SCANNING","CT SCAN PELVIS W/O CONTRAST",$139.16
"CAT SCAN BODY","CAT SCANNING","CT, ABDOMEN & PELVIS W/ CONTRA",$331.83
"CAT SCAN BODY","CAT SCANNING","CT, ABDOMEN & PELVIS W/O CONTR",$171.27
"CAT SCAN BODY","CAT SCANNING","CT,ABD&PEL W/O/&WW CONT 1+ REG",$380.00
"CAT SCAN BODY","CAT SCANNING","CTA CHEST NON-CORONARY",$315.78
"CAT SCAN BODY","CAT SCANNING","CTA CHEST NON-CORONARY",$363.95
"CAT SCAN BODY","CAT SCANNING","CTA PELVIS W/WO IN CON INCL PO",$321.13
"CAT SCAN BODY","CAT SCANNING","CTA PELVIS W/WO IN CON INCL PO",$363.95
"CAT SCAN BODY","CAT SCANNING","CTA UPPER EXTREM W/WO CONTRAST",$358.59
"CAT SCAN BODY","CAT SCANNING","CTA UPPER EXTREM W/WO CONTRAST",$363.95
"CAT SCAN BODY","CAT SCANNING","LIM F/U",$80.28
"CAT SCAN BODY","CAT SCANNING","LIM F/U",$144.51
"CAT SCAN BODY","CAT SCANNING","L-SPINE W",$251.55
"CAT SCAN BODY","CAT SCANNING","L-SPINE W & W/O",$310.42
"CAT SCAN BODY","CAT SCANNING","L-SPINE W/O",$192.68
"CAT SCAN BODY","CAT SCANNING","MAX FACIAL W",$165.92
"CAT SCAN BODY","CAT SCANNING","MAX FACIAL W/O",$144.51
"CAT SCAN BODY","CAT SCANNING","MAX FACIAL W/O",$96.34
"CAT SCAN BODY","CAT SCANNING","NECK SOFT W",$251.55
"CAT SCAN BODY","CAT SCANNING","NECK SOFT W & W/O",$310.42
"CAT SCAN BODY","CAT SCANNING","NECK SOFT W/O",$192.68
"CAT SCAN BODY","CAT SCANNING","T-SPINE W",$251.55
"CAT SCAN BODY","CAT SCANNING","T-SPINE W & W/O",$310.42
"CAT SCAN BODY","CAT SCANNING","T-SPINE W/O",$107.04
"CAT SCAN BODY","CAT SCANNING","T-SPINE W/O",$192.68
"CAT SCAN HEAD","CAT SCANNING","CT SCAN HEAD W & W/O CONTRAST",$192.68
"CAT SCAN HEAD","CAT SCANNING","CT SCAN HEAD W/CONTRAST",$160.56
"CAT SCAN HEAD","CAT SCANNING","CT SCAN HEAD W/O CONTRAST",$112.40
"CAT SCAN HEAD","CAT SCANNING","CT SCAN ORBIT W & W/O CONTRAST",$342.54
"CAT SCAN HEAD","CAT SCANNING","CT SCAN ORBIT W & W/O CONTRAST",$192.68
"CAT SCAN HEAD","CAT SCANNING","CT SCAN ORBIT W/CONTRAST",$149.86
"CAT SCAN HEAD","CAT SCANNING","CT SCAN ORBIT W/CONTRAST",$310.42
"CAT SCAN HEAD","CAT SCANNING","CT SCAN ORBIT W/O CONTRAST",$251.55
"CAT SCAN-GENERAL","CAT SCANNING","BONE LENGTH STUDY-ORTHO,SCANOG",$32.11
"CAT SCAN-GENERAL","CAT SCANNING","CTA ABD W/WO CONTRAST",$326.48
"CAT SCAN-GENERAL","CAT SCANNING","CTA HEAD W/WO CONTRAST",$310.42
"CAT SCAN-GENERAL","CAT SCANNING","CTA LOWER EXT W/WO CONTRAST",$390.71
"CAT SCAN-GENERAL","CAT SCANNING","CTA NECK W/WO CONTRAST",$176.62
"CAT SCAN-GENERAL","CAT SCANNING","CTA NECK W/WO CONTRAST",$305.07
"CHEMOTHERAPY-INJECTED","MEDICAL ONCOLOGY","CHEM SUBQ/IM HORMONAL ANTINEOP",$220.61
"CHEMOTHERAPY-INJECTED","MEDICAL ONCOLOGY","CHEM SUBQ/IM NONHORMONAL ANTI",$220.61
"CHEMOTHERAPY-INJECTED","MEDICAL ONCOLOGY","CHEMO ADMIN, IV PUSH EA ADDL",$110.31
"CHEMOTHERAPY-INJECTED","MEDICAL ONCOLOGY","CHEMO ADMIN, IV PUSH SING/INIT",$220.61
"CHEMOTHERAPY-INJECTED","MEDICAL ONCOLOGY","CHEMO INJ,SUBARACH OR INTRAVEN",$220.61
"CHEMOTHERAPY-INJECTED","MEDICAL ONCOLOGY","CHEMO PERIT CAV VIA  PORT/CATH",$330.92
"CIRCUMCISION","LABOR & DELIVERY","CIRCUMCISION",$335.89
"CLINIC","ANTICOAG CLINIC PHARMACY","ESTAB ANTI-COAG VIS 11-25 MIN",$147.07
"CLINIC","ANTICOAG CLINIC PHARMACY","ESTAB ANTI-COAG VIS 26-45 MIN",$257.38
"CLINIC","ANTICOAG CLINIC PHARMACY","ESTAB ANTI-COAG VISIT 0-10 MIN",$73.54
"CLINIC","ANTICOAG CLINIC PHARMACY","NEW ANTI-COAG VISIT 0-10 MIN",$73.54
"CLINIC","ANTICOAG CLINIC PHARMACY","NEW ANTI-COAG VISIT 11-25 MIN",$147.07
"CLINIC","ANTICOAG CLINIC PHARMACY","NEW ANTI-COAG VISIT 26-45 MIN",$257.38
"CLINIC","MEDICAL ONCOLOGY","ADM W/ON-BODY INJ SD AS CHEMO",$110.31
"CLINIC","MEDICAL ONCOLOGY","EST PAT LEV-1(0-10 MIN)",$73.54
"CLINIC","MEDICAL ONCOLOGY","EST PAT LEV-2 (11-25 MIN)",$147.07
"CLINIC","MEDICAL ONCOLOGY","EST PAT LEV-3 (26-45 MIN)",$257.38
"CLINIC","MEDICAL ONCOLOGY","EST PAT LEV-4 (46-90 MIN)",$551.53
"CLINIC","MEDICAL ONCOLOGY","EST PAT LEV-5 (>90 MIN)",$661.83
"CLINIC","MEDICAL ONCOLOGY","NEW PAT LEV-1 (0-10 MIN)",$73.54
"CLINIC","MEDICAL ONCOLOGY","NEW PAT LEV-2 (11-25 MIN)",$147.07
"CLINIC","MEDICAL ONCOLOGY","NEW PAT LEV-3 (26-45 MIN)",$257.38
"CLINIC","MEDICAL ONCOLOGY","NEW PAT LEV-4 (46-90 MIN)",$551.53
"CLINIC","MEDICAL ONCOLOGY","NEW PAT LEV-5 (>90 MIN)",$661.83
"CLINIC","PAIN CENTER","LEVEL 1 PAIN ESTAB (0-10MIN)",$73.54
"CLINIC","PAIN CENTER","LEVEL 1 PAIN NEW (0-10 MIN)",$73.54
"CLINIC","WOUND CARE CLINIC","FACILITY FEE LEVEL 1",$73.54
"CLINIC","WOUND CARE CLINIC","LEVEL 1 ESTAB PT (0-10 MIN)",$73.54
"CLINIC","WOUND CARE CLINIC","LEVEL 1 NEW PT (0-10 MIN)",$73.54
"CLINIC","WOUND CARE CLINIC","LEVEL 2 ESTAB PT (11-25 MIN)",$147.07
"CLINIC","WOUND CARE CLINIC","LEVEL 2 NEW PT (11-25MIN)",$147.07
"CLINIC","WOUND CARE CLINIC","LEVEL 3 ESTAB PT (26-45 MIN)",$257.38
"CLINIC","WOUND CARE CLINIC","LEVEL 3 NEW PATIENT (26-45 MI)",$257.38
"CLINIC","WOUND CARE CLINIC","LEVEL 4 ESTAB PT (46-90 MIN)",$551.53
"CLINIC","WOUND CARE CLINIC","LEVEL 4 NEW PT (46-90 MIN)",$551.53
"CLINIC","WOUND CARE CLINIC","LEVEL 5 ESTAB PT (>90 MIN)",$661.83
"CLINIC","WOUND CARE CLINIC","LEVEL 5 NEW PT (>90 MIN)",$661.83
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","C-14 PYP CAP 1uCi",$400.00
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","FLUORODEXYGLUCOSE (F-18) INJ",$390.00
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","In-111 DTPA INJ 800uCi",$1367.00
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","In-111 OCTREOSCAN INJ 6mCi",$1860.48
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","In-111 OXINE INJ 1mCi",$1134.00
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","IODINE-123 CAP 100uCi",$55.10
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","IODINE-123 CAP 200uCi",$66.20
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","IODINE-131 (ORAL) PER mCi",$19.80
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m ACUTECT INJ 20mCi",$700.00
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m CERETEC WBC INJ 25mCi",$960.00
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m CHOLETEC INJ 8mCi",$80.40
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m DMSA INJ 6mCi",$216.56
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m DTPA INJ 10mCi",$37.90
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m FANOLESOMAB INJ 20mCi",$1700.00
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m HDP INJ 27mCi",$25.60
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m HEPATOLITE INJ 7mCi",$86.86
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m INJ 10mCi",$20.00
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m MAG-3 INJ 13mCi",$276.50
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m PULMOLITE INJ 5mCi",$27.60
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m PYROPHOSPHATE INJ 25mCi",$86.86
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m SESTAMIBI INJ 40mCi",$172.70
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m SULFUR COLLOID 1mCi",$82.60
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m SULFUR COLLOID 500uCi",$82.60
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m SULFUR COLLOID INJ 7mCi",$82.60
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tc99m ULTRATAG INJ 30mCi",$82.00
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","Tl-201 INJ 5mCi",$234.20
"DIAGNOSTIC RADIOPHARMACEUTIC","PHARMACY","XENON-133 GAS 23mCi",$39.00
"DRUG/EPC<19000 UNITS","PHARMACY","EPOGEN DIALYSIS 10000 U/ML",$269.46
"DRUGS INCIDENT TO RADIOLOGY","PHARMACY","GASTROVIEW",$0.60
"DRUGS INCIDENT TO RADIOLOGY","PHARMACY","LACT RINGERS INJ 250ML",$1.61
"DRUGS INCIDENT TO RADIOLOGY","PHARMACY","METHYLENE BLUE INJ 1% 1ML",$5.48
"DRUGS INCIDENT TO RADIOLOGY","STORES PROCESSING DISTRIBUTION","LYMPHAZURIN LYM100",$3286.27
"ECHOCARDIOGRAPHY","CARDIOLOGY-ECHO","2D ECHO W/DOPP/COLOR/CONTRAST",$527.54
"ECHOCARDIOGRAPHY","CARDIOLOGY-ECHO","2D ECHO W/DOPPLER & COLOR FLOW",$518.89
"ECHOCARDIOGRAPHY","CARDIOLOGY-ECHO","CARDIAC DOPPLER",$86.48
"ECHOCARDIOGRAPHY","CARDIOLOGY-ECHO","DOPPLER W/COLOR FLOW MAPPING",$43.24
"ECHOCARDIOGRAPHY","CARDIOLOGY-ECHO","ECHO F/U LTD W/CONTRAST",$181.61
"ECHOCARDIOGRAPHY","CARDIOLOGY-ECHO","ECHO:  F/U OR LIMITED",$172.96
"ECHOCARDIOGRAPHY","CARDIOLOGY-ECHO","ECHOCARDIOGRAM TWO DIMMENSION",$389.17
"ECHOCARDIOGRAPHY","CARDIOLOGY-ECHO","LIMITED PEDIATRIC ECHO",$172.96
"ECHOCARDIOGRAPHY","CARDIOLOGY-ECHO","PEDIATRIC ECHOCARDIOGRAM",$389.17
"ECHOCARDIOGRAPHY","CARDIOLOGY-ECHO","STRESS ECHO/CONTRAST",$527.54
"ECHOCARDIOGRAPHY","CARDIOLOGY-ECHO","TEE/CONTRAST",$527.54
"ECHOCARDIOGRAPHY","CARDIOLOGY-ECHO","TRANSESOPHAGEAL ECHO (TEE)",$518.89
"ECHOCARDIOGRAPHY","OPERATING ROOM","TRANS ECHO MINUTES",$47.52
"EDUCATION/TRAINING","RESPIRATORY THERAPY","SMOKING & TOBACCO COUNSL <10MT",$15.23
"EDUCATION/TRAINING","RESPIRATORY THERAPY","SMOKING & TOBACCO COUNSL >10MT",$30.46
"EEG","NEUROLOGY","EEG AMB/24 HRS",$452.02
"EEG","NEUROLOGY","EEG AWAKE & ASLEEP",$643.01
"EEG","NEUROLOGY","EEG AWAKE/DROWSY/PHOTIC/BLINK",$541.15
"EEG","NEUROLOGY","EEG AWAKE/SLEEP/PHOTIC/BLINK",$643.01
"EEG","NEUROLOGY","PORT EEG AWAKE/DROW/PHOT BLNK",$541.15
"EEG","NEUROLOGY","PORT EEG AWAKE/SLEEP/PHOT BLNK",$643.01
"EEG","NEUROLOGY","PORTABLE EEG, AWAKE & DROWSY",$541.15
"EEG","NEUROLOGY","PORTABLE EEG, AWAKE & SLEEP",$643.01
"EEG","SLEEP LAB","MSLT",$655.75
"EEG","SLEEP LAB","POLYSOMNOGRAM",$891.30
"EEG","SLEEP LAB","POLYSOMNOGRAM W/ C.P.A.P.",$942.24
"EKG","CARDIOLOGY","CARDIAC MONITOR PATCH",$86.48
