System Generated Service Id,Description,Price,,
30266,PERCUTANEOUS TRANSLUMINAL REVASCULARIZATION OF CHRONIC TOTAL OCCLUSION,1664.12,,
30265,PERCUTANEOUS TRANSLUMINAL REVASCULARIZATION OF ACUTE OCCLUSION,1665.81,,
31344,CREATE AV FISTULA; NOT AUTOGENOUS GRAFT,1669.18,,
30186,"LAPAROSCOPY,SURGICAL,W/LYSIS OF ADHESIONS (SALPINGOLYSIS,OVARIOLYSIS)(SE",1669.76,,
30327,REMOVAL OF INTRAUTERINE DEVICE (IUD),167.19,,
33805,RAD PRO CT SCAN NECK WITH CONT,167.20,,
29846,"ARTERY X-RAYS, ARMS/LEGS",167.21,,
30277,INJECTION NFROSGRM &/URTRGRM COMPLETE DIAGNOSTIC,167.89,,
29839,"ANTERIOR COLPORRHAPHY, REPAIR CYSTOCELE W/W-O REP URETHROCEL",1676.80,,
33755,RAD PRO CT SCAN ABDOMEN W&WO CONT,168.84,,
30280,"POSTER COLPORRHAPHY,REPAIR RECTOCEL W/W-O PERINEORR(SEP PROC",1687.27,,
33968,RAD PRO Pet Scan Cardiac,169.18,,
30279,"PNEUMOCOCCAL POLYSACCHARIDE VACCINE, 23-VALENT,ADULT OR IMMUNOSUPPRESSED",169.30,,
30343,"REPLACEMENT OF GASTROSTOMY OR CECOSTOMY (OR OTHER COLONIC) TUBE,",169.97,,
30356,"RHYTHM ECG,ONE TO THREE LEADS;INTERPRETATION & REPORT ONLY",17.45,,
33871,RAD PRO Lumbar Spine Single View,17.98,,
30318,RDT TREATMENT DEVICES COMPLEX,170.42,,
30254,PERCUTANEOUS PLACEMENT OF DRAINAGE CATHETER FOR COMBINED INTERNAL AND EXTERNAL BILIARY DRAINAGE,170.93,,
32374,REMOVAL/REPAIR STRESS INCONT SLING,1703.67,,
32269,EXC LEG/ANKLE TUM DEP 5 CM/>,1709.08,,
33687,RAD PRO CARDIAC BLOOD POOL MULTIPLE,171.30,,
30433,TRANSCATH THERAPY EMBOLIZATION R&I,171.43,,
31112,FINE NEEDLE ASPIRATION W/O IMAGE,171.67,,
34274,RAD PRO BRAIN PET; METABOLIC EVAL,171.78,,
31088,ADVANCED CARE PLAN ADDL 30 MIN,172.25,,
30589,TELETHX ISODOSE PLAN SIMPLE,172.36,,
34518,EXC NECK TUM DEEP 5 CM/>,1722.05,,
31343,AV ANASTOMOSIS OPEN; DIRECT ANY SITE,1726.68,,
32381,REPAIR OF RECTOCELE,1729.33,,
30228,"OFFICE CONSULTS LEVEL 2, NEW OR EST PAT,EXPANDED PROBLEM FOCUSED HISTORY,EXAM,STR",173.18,,
30276,PLACEMENT OF PROXIMAL OR DISTAL EXTENSION PROSTHES,173.71,,
32955,INJECTION FOR CHOLANGIOGRAM PRO,173.91,,
33756,RAD PRO CT SCAN ORBITS W&W/O CONTRAST,173.92,,
30484,VASCULAR EMBOLIZE/OCCLUDE BLEED,1730.44,,
30396,"STENT GRAFT EXTENSION, INITIAL VESSEL",1736.86,,
30102,"INJECTION, ANESTHETIC AGENT;INTERCOSTAL NERVE, SINGLE",174.11,,
34447,RAD PRO PERC BX OR EXC LN; SUPERFICIAL,175.32,,
30849,ARTHROCENT /INJ SMALL JOINT/BURSA W/US,175.63,,
33927,RAD PRO MRI ABDOMEN W/O CONTRAST,175.67,,
33938,RAD PRO MRI CHEST W/O DYE,175.67,,
30180,"LAPAROSCOPY,SURG,W/FULGURATION OR EXCISION OF LESIONS OF OVARY,PELVIC VI",1756.21,,
33943,RAD PRO MRI PELVIS W/O CONTRAST,176.60,,
31870,AXILLARY LYMPHADENECTOMY; SUPERFICIAL,1762.43,,
32846,PARTIAL THYROID LOBECTOMY UNILATERAL;,1766.24,,
30866,LAPAROSCOPY; CHOLECYSTECTOMY W CHOLANGIOGR,1767.90,,
34475,RAD PRO BONE BX TR/NDL; SUPERFICIAL,177.11,,
30100,"INJECTION, ANESTHETIC AGENT; TRIGEMINAL NERVE, ANY DIVISION OR BRANCH",177.26,,
33974,RAD PRO MRI TMJ,177.32,,
29961,ECHO GUIDANCE RADIOTHER - PROF,177.44,,
30425,TIB/PER REVASC W/STENT INCL ANGIOPLASTY W/I SAME VESSEL WHEN PERFORMED,1773.22,,
33921,RAD PRO MRA HEAD W & W/O CONTRAST,178.26,,
30105,"INJECTION, ANESTHETIC AGENT;SCIATIC NERVE",178.43,,
33922,RAD PRO MRI BRAIN/BRAIN STEM WO CONT,178.51,,
33926,RAD PRO MRI CERVICAL SPINE W/O,178.51,,
33928,RAD PRO MRI CHEST SPINE W/O DYE,178.51,,
32432,EXPL POSTOP HEMOR/THROMB/INF; NECK,1783.14,,
33936,RAD PRO MRI LUMBAR SPINE W/O CONTRAST,179.20,,
31519,OPEN AV FUSE UPPR ARM CEPHALIC VEIN,1792.63,,
30388,"SLING OPERATION FOR STRESS INCONTINENCE (EG, FASCIA OR",1793.73,,
30424,TIB/PER REVASC W/ATHER INCL ANGIOPLASTY W/I SAME VESSEL WHEN PERFORMED,1797.78,,
33824,RAD PRO FOOT - RIGHT 2 VIEWS Right,18.52,,
33828,RAD PRO FOOT 2 VIEWS LEFT  Left,18.52,,
33848,RAD PRO LATERAL CERVICAL SPINE 1 VIEW,18.52,,
34109,RAD PRO X-RAY EXAM OF FOOT; 2 VIEWS BILAT,18.52,,
30402,"SUBSEQUENT HOSPITAL CARE, PER DAY FOR E&M 25 MINUTES",180.36,,
33903,RAD PRO MRA NECK WITH CONTRAST,180.47,,
32948,SKIN SPLT GRFT TRNK/ARM/LEG 100 SQ CM/1% BA,1801.56,,
33646,AV FUSE UPPR ARM BASILIC,1806.55,,
30411,"SUBSEQUENT OBSERVATION CARE, PER DAY 25 MINUTES",181.35,,
29939,"DESTRUCTION (EG, LASER SURGERY, ELECTOSURGERY, CRYOSURGERY,",181.48,,
30368,"SALPINGO-OOPHORECTOMY,COMPLT/PARTIAL,UNI-/BILAT (SEP PROCEDU",1812.42,,
31538,REP RECURRENT ING HERNIA ANY AGE; INCARCE,1813.59,,
30030,HOSPITAL DISCHARGE MANAGEMENT,182.18,,
30220,OBSERVATION CARE DISCHARGE DAY MANAGEMENT,182.18,,
30797,EXCHANGE PREVIOUS DRAINAGE CATH UNDER GUIDANCE,182.57,,
34275,RAD PRO CTA PELVIS C-/C+ POST-PXESSING,182.65,,
31370,REPAIR INIT INCI/ VENTRAL HERNIA; REDUCIBLE,1824.76,,
31539,REP RECURR FEMORAL HERNIA; INCARCERATED,1832.84,,
34476,RAD PRO PERCUT ABLATE 1+ LIVER RF,1836.85,,
30170,LAPARASCOP TREATMT ECTOP PRG; W SALPINGECTMY/OOPHORECTMY,1838.06,,
29858,ATTENDANCE AT DELIVERY (WHEN REQUESTED BY THE DELIVERING PHYSICIAN) AND,184.39,,
29890,CHANGE OF NEPHROSTOMY OR PYELOSTOMY TUBE,184.56,,
32567,PROCTOSIG RIGID; WITH BX SGL/MULTIPLE,184.68,,
29872,"BIOPSY/EXCIS LYMPH NODE(S);BY NEEDL,SUPERF(EG CERV/ING/AXILL",185.03,,
30247,"OVARIAN CYSTECTOMY, UNILATERAL OR BILATERAL",1850.61,,
30010,FEM/POPL REVASC STNT & ATHER INCL ANGIOPLASTY W/I SAME VESSEL WHEN PERFORMED,1852.76,,
29928,"COUNSELING AND/OR RISK FACTOR INTERVENTION HEALTHY INDIVIDUAL,45 MIN",186.41,,
30139,"INTIAL INPATIENT CONSULTATION, NEW OR EST PATIENT 40 MINUTES",186.95,,
32675,SUTURE BLADDER WOUND INJURY; SIMPLE,1867.67,,
30081,INJECT TENDON ORIGIN/INSERT,187.19,,
30150,"INTRAVENOUS INFUSION, FOR THERAPY, PROPHYLAXIS, OR DIAGNOIS (SPECIFY",188.43,,
30083,"INJECT TRIGGER PAINTS, >3",188.55,,
31874,LAP VENT/ABD HERNIA REPAIR,1885.29,,
30006,"EXCISION..SKIN TAGS,MULT FIBROCUTAN TAGS.; UP TO 15 LESIONS",189.42,,
33831,"RAD PRO HT MUSCLE IMAGE SPECT, MULT",189.59,,
30098,"INJECTION, ANESTHETIC AGENT; STELLATE GANGLION,CERVICAL SYMPATHETIC",189.92,,
31345,REVISE AV FISTULA - GRAFT,1892.54,,
30171,LAPAROSCOP TREATMT ECTOP PREG;WITHOUT SALPINGECTMY/OOPHORECT,1892.84,,
33882,RAD PRO HEEL (OS CALCIS) 2V RT Right,19.37,,
33847,RAD PRO HEEL (OSCALCIS) 2V LT  Left,19.37,,
33867,RAD PRO LOWER EXT INFANT 2 VIEWS LEFT  Left,19.37,,
33877,RAD PRO LOWER EXT INFANT 2 VIEWS RIGHT Right,19.37,,
33992,RAD PRO RADIOGRAPH BREAST SPECIMEN,19.37,,
34068,RAD PRO UPPER EXT INFANT 2 VIEWS LEFT  Left,19.37,,
34060,RAD PRO UPPER EXT INFANT 2 VIEWS RIGHT Right,19.37,,
33829,RAD PRO ELBOW 2 VIEWS LT  Left,19.45,,
33810,RAD PRO ELBOW 2 VIEWS RT Right,19.45,,
33978,RAD PRO RADEX ELBW 2 VIEWS Bilateral,19.45,,
34019,RAD PRO SHOULDER 1 VIEW LEFT  Left,19.45,,
34013,RAD PRO SHOULDER 1 VIEW RIGHT Right,19.45,,
30471,URINE PREGNANCY TEST BY VISUAL COLOR COMPARISON METHODS,19.83,,
34263,"RAD PRO SPINAL PUNCTURE, LUMBAR, DIAGNOSTIC",190.50,,
29818,ABDOMINAL PARACENTESIS,190.83,,
31371,REPAIR RECURRENT INC HERNIA; REDUCIBLE,1902.03,,
30007,"EXPLOR LAPAROTOMY,EXPLOR CELIOTOMY W/W-O BIOPSY (SEP PROCED)",1908.65,,
30145,"INTRAVASCULAR COR U/S, EACH ADD",191.21,,
30169,IV DOPPLER; EA ADDL VESSEL,191.21,,
29860,"BIOPSY OF CERVIX, SINGLE OR MULTIPLE, OR LOCAL EXCISION OF LESION, WITH",191.26,,
30195,LIGAT/TRANSEC FALLOP TUBE(S)WH DONE W C-SEC OR.OTH INTRA-ABD SURG(NOT SE,191.26,,
29875,BONE MARROW BIOPSY,191.50,,
30215,NURSING FAC CARE SUBSEQ 15 MIN,191.67,,
31357,DRAIN APPENDIX ABSCESS OPEN,1913.96,,
34287,"RAD PRO BIOPSY THYROID, PERCUTANEOUS NEEDLE",192.38,,
33699,RAD PRO BX BREAST ADD LESION US GUIDANCE,192.79,,
30437,TIB/PER REVASC STENT & ATHER; INITIAL VESS UNIL,1927.21,,
33649,PERIPROSTH CAPSULECT BREAST,1927.50,,
29975,"ELECTRC ANALY IMPLANT NEUROSTIMULATOR PULSE W/INTRAOP SUBSEQ PROG,1ST HR",193.96,,
30367,"SALPINGECTOMY, COMPLT/PARTIAL,UNI-/BILAT (SEPARATE PROCEDURE",1936.53,,
30099,"INJECTION, ANESTHETIC AGENT; SUPRASCAPULAR NERVE",194.21,,
33773,RAD PRO CT SCAN NECK W&WO CONT,194.51,,
33888,RAD PRO LOW EXT NO JOINT LT  WITH CONT  Left,194.51,,
33875,RAD PRO LOWER EXT NO JT W/CONTRAST RT Right,194.51,,
33942,"RAD PRO MRI ORBIT,FACE,NECK W CONT",194.80,,
34072,RAD PRO UPPER EXT NO JOINT RT W/CONT Right,194.80,,
34041,RAD PRO UPPER EXT NO JT W CONTRAST LT  Left,194.80,,
32694,UNLISTED LAPAROSCOPY BILIARY TRACT,1949.19,,
33707,RAD PRO ANY JOINT LOW EXT LT W/CONT  Left,195.34,,
33664,RAD PRO ANY JOINT LOW EXT W/CONT RT Right,195.34,,
33698,RAD PRO ANY JOINT UPPER EXT RT W/CONT Right,195.34,,
33686,RAD PRO ANY JOINT UPPER EXT W CONT LT  Left,195.34,,
33961,RAD PRO MRI BREAST BILAT W & W/O CONTRAST,195.34,,
33929,RAD PRO MRI Left Breast without contrast,195.65,,
33951,RAD PRO MRI Right Breast WO Contrast,195.65,,
30239,"OMENTECTOMY, EPIPLOECTOMY, RESECTION OF OMENTUM (SEPARATE",1959.45,,
31666,BONE BIOPSY TROCAR/NDL; SUPERF,196.85,,
30190,"LARYNGOSCOPY, FLEXIBLE FIBEROPTIC; DIAGNOSTIC",197.01,,
30393,"SPINAL PUNCTURE, LUMBAR, DIAGNOSTIC",197.26,,
31311,SIGMOIDOSCOPY FLEX W BX,197.49,,
31721,CARDIOVASCULAR STRESS TEST,197.54,,
30876,UNLISTED LAPAROSCOPY OVIDUCT OVARY,1982.60,,
30148,INTRAVASCULAR ULTRASOUND(NONCORONARY VESSEL)DURING THERAPEUTIC INTERVENT,199.67,,
29866,"BIOPSY THYROID, PERCUTANEOUS NEEDLE",199.74,,
30420,THERAPEUTIC RADIOLOGY TREATMENT PLANNING;,199.75,,
31513,LAPAROSCOPY; W BILATERAL TOT PELVIC LYMPH,1990.74,,
33803,RAD PRO EYES FOREIGN BODY,20.22,,
33851,RAD PRO FOOT - LEFT 3 VIEWS  Left,20.22,,
33826,RAD PRO FOOT - RIGHT 3 VIEWS Right,20.22,,
33948,RAD PRO NECK SOFT TISSUE,20.22,,
34119,RAD PRO X-RAY EXAM OF FOOT; 3+ VIEWS BILAT,20.22,,
33674,RAD PRO ANKLE AP/LAT LT  Left,20.27,,
33666,RAD PRO ANKLE AP/LAT RT Right,20.27,,
33696,RAD PRO CLAVICLE 2 VIEWS LT  Left,20.27,,
33704,RAD PRO CLAVICLE 2 VIEWS RIGHT Right,20.27,,
33869,RAD PRO FOREARM - LEFT 2 VIEWS  Left,20.27,,
33859,RAD PRO FOREARM - RIGHT 2 VIEWS Right,20.27,,
33837,RAD PRO HAND 2 VIEWS LEFT  Left,20.27,,
33834,RAD PRO HAND 2 VIEWS RIGHT Right,20.27,,
33845,RAD PRO HUMERUS LEFT 2 VIEWS  Left,20.27,,
33844,RAD PRO HUMERUS MIN 2V RT Right,20.27,,
33864,RAD PRO KNEE 1 OR 2 VIEWS LT  Left,20.27,,
34001,RAD PRO RADEX F/ARM 2 VIEWS BILATERAL,20.27,,
33994,RAD PRO RADEX HUM MINIMUM 2 VIEWS BILATERAL,20.27,,
34002,RAD PRO RADEX KNEE 1/2 VIEWS BILATERAL,20.27,,
34003,RAD PRO RADEX KNEE 1/2 VIEWS Right,20.27,,
34031,RAD PRO TIBIA & FIBULA 2 VIEWS LT  Left,20.27,,
34050,RAD PRO TIBIA & FIBULA 2 VIEWS RT Right,20.27,,
34106,RAD PRO X-RAY EXAM OF FEMUR 1 LEFT,20.27,,
34229,RAD PRO X-RAY EXAM OF FEMUR 1 RT,20.27,,
34101,RAD PRO X-RAY EXAM OF HAND 2 VIEWS BILAT,20.27,,
33944,RAD PRO NASAL BONES 3 VIEWS,20.49,,
33956,RAD PRO PELVIS 1 OR 2 VIEWS,20.49,,
34014,RAD PRO Sacrum-Coccyx,20.49,,
34092,RAD PRO Waters View Only,20.49,,
34103,RAD PRO Wrist With Navicular Series Left,20.49,,
33858,RAD PRO Knees Both Standing AP Only,20.61,,
33482,STENT PLACEMENT ANTE CAROTID,2003.55,,
33103,INS DEVICE FOR RT GUIDE OPEN,201.20,,
33432,"Insertion, non-biodegradable drug delivery implant",201.20,,
32958,PERQ CLSR TCAT LT ATR APNDGE,2013.35,,
31518,RESECTION DIAPHRAGM; W SIMPLE REPAIR,2018.23,,
30218,"NURSING FACILITY DISCHARGE DAY MGMT,30 MINUTES OR LESS",202.00,,
33311,CLOSE VESICOVAGINAL FISTULA ABDOM,2043.08,,
33640,ARTHROPLASTY PATELLA; W PROSTH,2046.26,,
30113,INSERT COMLICATED TEMP INDWELLING BLADDER CATH,205.26,,
33915,RAD PRO MRA-UPPER EX W OR W/O CONT LT  Left,205.71,,
33901,RAD PRO MRA-UPPER EX W OR W/O CONT RT Right,205.71,,
30478,VAGINAL DELIVERY ONLY (WITH OR WITHOUT EPISIOTOMY AND/OR FORCEPS),2051.08,,
33102,REMOVE GROIN LYMPH NODES,2052.35,,
31177,RE-CHANNEL OF ARTERY COMMON FEMORAL,2052.43,,
30479,"VAGINAL HYSTERECTOMY, FOR UTERUS 250 G OR LESS,",2056.94,,
29986,EMERGENCY DEPT. VISIT FOR E&M PROBLEM OF MODERATE SEVERITY,206.01,,
29891,CHANGE OF URETEROSTOMY TUBE OR EXTERNALLY ACCESSIBLE,206.50,,
33101,EXPL FOR POSTOP HEMOR/THROMB/INF; EXTREMITY,2068.34,,
33931,RAD PRO MRI CHEST HILAR&MEDIAL W/CONT,207.43,,
30104,"INJECTION, ANESTHETIC AGENT;LUMBAR OR THORACIC (PARAVERTEBRAL SYMPATHETI",207.62,,
33745,RAD PRO CT HRT W/3D IMAGE W/ CONTRAST,207.97,,
33917,RAD PRO MRI ABDOMEN W/CONTRAST,207.97,,
29909,COMBINED ANTEROPOSTERIOR COLPORRHAPHY;,2074.15,,
30801,EP & ABLATE SUPRAVENT ARRHYT TRMNT,2079.49,,
33945,RAD PRO MRI PELVIS W/CONTRAST,208.34,,
30235,"OFFICE VISIT FOR E&M, NEW PATIENT 30 MINUTES",208.49,,
34472,RAD PRO PERC N BX ABD OR RETROPERITONEAL MASS,208.78,,
33741,RAD PRO CT ABD & PELVIS W/O CONTRAST,209.15,,
33385,COLPOSCOPY OF VULVA PRO,209.61,,
33725,RAD PRO CT ANGIO HEAD W CONT INC RECON,209.66,,
33763,RAD PRO CT ANGIO NECK W CONT INC RECON,209.66,,
31356,EXCISION OF LESION OF MESENTERY,2096.65,,
33665,RAD PRO ANKLE - LEFT 3 VIEWS  Left,21.10,,
33663,RAD PRO ANKLE - RIGHT 3 VIEWS Right,21.10,,
33840,RAD PRO ELBOW 3V LT  Left,21.10,,
33832,RAD PRO ELBOW 3V RT Right,21.10,,
33854,RAD PRO HAND - LEFT 3 VIEWS  Left,21.10,,
33839,RAD PRO HAND - RIGHT 3 VIEWS Right,21.10,,
33937,RAD PRO Nasal Bones,21.10,,
33970,RAD PRO Pelvis,21.10,,
33995,RAD PRO RADEX ANKLE COMPL MINIMUM 3 VIEWS BILATERAL,21.10,,
33987,RAD PRO RADEX ELBW COMPL MINIMUM 3 VIEWS Bilateral,21.10,,
34027,RAD PRO SACRUM W/WO COCCYX MIN 2 VIEWS,21.10,,
34086,RAD PRO WATER VIEW ONLY,21.10,,
34100,RAD PRO WRIST - LEFT 3 VIEWS  Left,21.10,,
34094,RAD PRO WRIST - RIGHT 3 VIEWS Right,21.10,,
34088,RAD PRO X-RAY EXAM OF HAND 3+ VIEWS BILAT,21.10,,
34098,RAD PRO X-RAY EXAM OF WRIST 3+ VIEWS BILAT,21.10,,
29979,"ELECTROCARDIOGRAM,ROUTINE ECG W MIN 12 LEADS;INTERPRET&REPOR",21.17,,
30394,SPIROMETRY,21.17,,
33703,RAD PRO BOTH KNEES STANDING AP ONLY,21.23,,
34089,RAD PRO WRIST 2 VIEWS LT  Left,21.23,,
34107,RAD PRO WRIST 2 VIEWS RT Right,21.23,,
33818,RAD PRO FB CHILD NOSE RECTUM,21.93,,
33891,RAD PRO MANDIBLE PART <4 VIEWS,21.93,,
33688,RAD PRO CHEST SINGLE VIEW,21.94,,
33782,RAD PRO DECUB CHEST LAT RIGHT Right,21.94,,
33972,RAD PRO RADEX MASTOIDS < 3 VIEWS PR SIDE,21.94,,
30003,"EXCIS BENIGN LESN NOT SKIN TAG.,SCLP,NCK,HNDS,FT,GEN;.5 CM O",210.60,,
30593,EXCISE INTESTINE 1+ LESION(S),2106.55,,
33849,RAD PRO HYPERTHYROID THERAPY ORAL,211.27,,
29847,"ARTERY X-RAYS, LUNGS",211.87,,
32946,"BX OF LIVER, WEDGE",2117.39,,
31689,INJ ANESTHESIA AGENT; PUDENDAL NERVE,212.42,,
30129,INSERTION TRANSVENOUS INTRAHEPATIC PORTOSYSTEMIC SHUNTS (TIPS),2126.54,,
33954,RAD PRO MRA Pelvis With Contrast,213.17,,
31670,APPENDECTOMY; AT TIME OF OTHER MAJOR PROC,213.37,,
33913,RAD PRO MRI BRAIN/BRAIN STEM WITH CONT,213.86,,
32944,REMOVAL OF PROSTATE 1-2 STAGES,2134.84,,
33905,RAD PRO MRA ABDOMEN WITH CONTRAST,214.11,,
33950,RAD PRO MRI THORACIC SPINE W/CONTRAST,214.21,,
33914,RAD PRO MRI ANGIO CHEST W CONTRAST,214.70,,
33940,RAD PRO MRI CERVICAL SPINE W/CONTRAST,214.70,,
33934,RAD PRO MRI LUMBAR SPINE W/CONTRAST,214.70,,
30749,ECHO STRESS TEST - TTE COMPLETE,214.87,,
30231,OFFICE VISIT LEVEL 4 EST PATIENT,214.88,,
33737,RAD PRO CT ANGIO UPPER EXT W CONT LT  Left,214.93,,
33733,RAD PRO CT ANGIO UPPER EXT W CONT RT Right,214.93,,
31590,LAP INC HERNIA REPAIR,2142.41,,
30432,TRANSCATH OCCLUSION OR EMBOLIZATION(EG TUMOR DEST)PERC;NON,2147.29,,
33908,RAD PRO MRA SPINE W OR W/O CONTRAST,215.00,,
30315,RDT COMPLEX SIMULATION,215.13,,
30074,"INJ PROCEDURE FOR SACROILIAC JOINT,ARTHROGRAPHY +/OR ANESTHETIC/STEROID",215.42,,
33925,RAD PRO MRA LEFT LOWER EXT W CONTRAST  Left,215.80,,
33898,RAD PRO MRA Lower Ext W-WO Contrast BILAT,215.80,,
33912,RAD PRO MRA RIGHT LOWER EXT W CONTRAST Right,215.80,,
33904,RAD PRO MRA NECK W & W/O CONTRAST,215.99,,
31358,APPENDECTOMY; FOR RUPT APPENDIX W PERITONITIS,2154.11,,
30353,"REVISION INCLUDING REPLACEMENT, WHEN PERFORMED, OF SPINAL",2154.80,,
30415,"SURG TREATMT ECTOP PREG;INTERSTIT,UTER PRG W PARTL RESEC UTE",2157.40,,
33721,RAD PRO CT ANGIO ABD W CONT INCL RECON,216.70,,
30085,INJECTION OF AIR OR CONTRAST INTO PERITONEAL CAVITY(SEPERATE PROCEDURE),216.89,,
30063,"INITIAL INPATIENT PEDIATRIC CRITICAL CARE, PER DAY, FOR THE EVALUATION",2164.00,,
30284,PREV VISIT EST AGE 12-17,217.12,,
29867,"BIOPSY, ABDOMINAL OR RETROPERITONEAL MASS, PERCUTANEOUS NEED",217.40,,
33739,RAD PRO CT ANGIO CHEST W/WO CONTRAST,218.07,,
29991,"ENDOMETRIAL BIOPSY, SUCTION TYPE (SEPARATE PROCEDURE)",218.49,,
33718,RAD PRO CT ABDOMEN & PELVIS W/CONTRAST,218.93,,
30198,"LYSIS OF ADHESIONS (SALPINGOLYSIS, OVARIOLYSIS)",2183.66,,
30476,VAG HYST W/ENTEROCELE REPAIR =<250 GM,2189.93,,
29871,"BIOPSY, PLEURA; PERCUTANEOUS NEEDLE",219.99,,
33999,RAD PRO SCAPULA LEFT 2 VIEWS  Left,22.04,,
34029,RAD PRO SCAPULA RIGHT 2 VIEWS Right,22.04,,
34026,RAD PRO Si Joints - (3 Views),22.08,,
30387,"SKIN TEST; TUBERCULOSIS, INTRADERMAL",22.25,,
29874,BONE MARROW ASPIRATION PERFORMED W/ BONE MARROW BIOPSY THRU THE SAME,22.27,,
33693,RAD PRO BONE AGE,22.74,,
34007,RAD PRO SACROILIAC JOINTS,22.74,,
30018,"FLUOROSCOPY (SEPARATE PROCEDURE), UP TO 1 HOUR PHYSICIAN TIME,",22.78,,
33870,RAD PRO KNEE 3 VIEWS LT  Left,22.87,,
33856,RAD PRO KNEE 3 VIEWS RT Right,22.87,,
33984,RAD PRO RADEX SHO COMPL MINIMUM 2 VIEWS Bilateral,22.87,,
34032,RAD PRO SHOULDER LEFT MIN 2V  Left,22.87,,
34023,RAD PRO SHOULDER MIN 2V RT Right,22.87,,
34117,RAD PRO X-RAY EXAM HIP LT UNI 1 VIEW LEFT WITH PELVIS IF PERFORM,22.87,,
34085,RAD PRO X-RAY EXAM HIP RT UNI 1 VIEW RIGHT WITH PELVIS IF PERFORM,22.87,,
34108,RAD PRO X-RAY EXAM OF FEMUR 2/> BILATERAL,22.87,,
34114,RAD PRO X-RAY EXAM OF FEMUR 2/> LEFT,22.87,,
34087,RAD PRO X-RAY EXAM OF FEMUR 2/> RIGHT,22.87,,
29949,DIFFUSING CAPACITY,22.89,,
29832,ANGIOGRAPHY THROUGH EXISTING CATHETER FOR FOLLOW-U,220.17,,
31867,CLOSE ENTEROSTOMY LG/SM INTESTINE,2201.85,,
32285,INTRO CATH DIALYSIS CIRCUIT PRO,2206.34,,
32113,LAPAROSCOPIC MYOMECTOMY =<250 GM,2207.59,,
33982,"RAD PRO OB US, DETAILED, ADDL FETUS",221.14,,
30305,PROLONGED SERVICE OFFICE EA ADD 30 MIN,221.18,,
31079,DUPLEX ARTERIAL FLOW; COMPLETE,221.36,,
31587,AXILLARY LYMPHADENECTOMY; COMPLETE,2217.60,,
34655,COLPOSCOPY OF VAGINA;,222.24,,
34536,THYROIDECTOMY TOTAL OR COMPLETE,2229.14,,
30090,INJECTION PROCEDURE FOR PERCUTANEOUS TRANSHEPATIC CHOLANGIOG,223.11,,
30285,PREV VISIT EST AGE 18-39,223.41,,
29993,ENDOVASCULAR GRAFT REPLACEMENT FOR REPAIR ILIAC ARTERY,2235.16,,
30477,"VAGINAL DEL.ONLY,AFTER PREVIOUS CESARIAN DELIVERY",2255.46,,
29879,CAESAREAN DELIVERY ONLY,2257.16,,
30248,PELVIC LYMPHADENECTOMY,2258.50,,
34288,RAD PRO UNLISTED PROCEDURE HEMIC OR LYMPHATIC,2258.50,,
33738,RAD PRO CT ANGIO LOWER EXT W CONT LT  Left,226.49,,
33748,RAD PRO CT ANGIO LOWER EXT W CONT RT Right,226.49,,
33310,CLOSE RECTOVAGINAL FISTULA; ABDOM,2261.13,,
30304,PROLONGED SERVICE INPATIENT EA ADD 30 MIN,227.34,,
31353,LAPAROSCOPY ENTEROLYSIS,2270.32,,
32533,AMPUTATE LEG THRU TIBIA AND FIBULA,2274.43,,
30062,"INITIAL INPATIENT NEONATAL CRITICAL CARE, PER DAY, FOR THE EVALUATION",2276.00,,
34517,OPEN TX FEMORAL FRACT DISTAL MED/LAT CONDYLE,2277.00,,
34445,REDUCE VOLVULUS INTUSSUSCEPTION,2278.80,,
29935,DELIVERY PLACENTA FOLLOWNG DELIVERY INFANT OUTSIDE HOSPITAL,228.72,,
30071,INJ PARAVERT F JNT LUM/SAC 2 LEV,228.98,,
30469,"UNLISTED PROCEDURE, FEMALE GENITAL SYSTEM (NONOBST",2284.18,,
31672,ENDOVENOUS RF 1ST VEIN,2284.23,,
30209,"MYOMECTOMY, EXCISION OF FIBROID TUMOR(S) OF UTERUS,",2284.95,,
30079,"INJ,SINGLE,NOT INCLUD NEUROLYTIC SUBSTANCES W OR W/O CONTRAST OF DX OR T",229.07,,
30302,PROLONGED PHYSICIAN SERVICE IN THE INPATIENT SETTING REQUIRING,229.34,,
31331,PYLOROPLASTY,2292.02,,
30475,VAG HYST INCLUDING T/O =<250 GM,2292.04,,
31176,REPAIR INITIAL INCISIONAL HERNIA; INCARC,2293.57,,
30115,INSERT OR REPOSITION OF ELECTRODE LEAD(S) FOR SINGLE OR DUAL CHAMBER PAC,2297.91,,
30162,"INTRODUCTION OF NEEDLE OR INTRACATHETER, VEIN",23.02,,
30490,"VENIPUNCT,CHILD >3 YEARS/ADULT,NECESS PHYS SKILL(SEP PROCEDU",23.56,,
34004,RAD PRO SELLA TURCIA,23.64,,
34034,RAD PRO Sternum,23.81,,
30027,HOME VISIT FOR EVAL AND MGMT OF ESTAB PATIENT W/EXPANDED PROBLEM FOCUSED,230.37,,
30341,"REPLACEMENT OF DUODENOSTOMY OR JEJUNOSTOMY TUBE, PERCUTANEOUS, UNDER",230.45,,
30050,INCISION AND DRAINAGE OF BARTHOLIN'S GLAND ABSCESS,230.47,,
34000,RAD PRO RADIONUCLIDE THERAPY IV,230.93,,
