Current Price 1,Default CPT Code,Item Active,Item Description - Item Master,Item Number,Item Termination Date
438.48,C1713,Y,SCREW LOCKING 5.0 MM TI STARDRIVE 36 MM,8010332,
145.64,73502,Y,XR HIP AP/LAT - RIGHT,2173510,
0,,Y,PROMOTION PHYSICAL THERAPY EVAL & TREAT,5099003,
468,C1713,Y,5MM TI LOCKING SCREW T25 STAR 50MM FOR N,8010722,
1910,L8699,Y,MEMORYGEL SMOOTH ROUND MOD 150CC,8080182,
37,J1250,Y,DOBUTamine 250 mg/D5W 250 ml,2291004,
49.04,73501,Y,PC XR HIP AP 1 VIEW W/ PELVIS LT,3500073,
49.04,73501,Y,PC XR HIP AP 1 VIEW W/ PELVIS RT,3500074,
91.9,73501,Y,XR HIP AP VIEW W/ PELVIS - LEFT,2199017,
776.16,C1713,Y,SEE 6214351,8015465,12/31/2018
91.9,73501,Y,XR HIP AP VIEW W/ PELVIS - RIGHT,2199018,
38.12,73502,Y,PC XR HIP AP/LAT W/ PELVIS LT,3500075,
38.12,73502,Y,PC XR HIP AP/LAT W/ PELVIS RT,3500076,
38.12,73502,Y,PC XR HIP LAT 1 VIEW W/ PELVIS LT,3500077,
38.12,73502,Y,PC XR HIP LAT 1 VIEW W/ PELVIS RT,3500078,
702.03,L8699,Y,ANCHOR BIOKNOTLESS W ORTHOCORD SZ 2,6211194,
38.12,73502,Y,PC XR HIP AP/LAT LT,3500050,
0,,Y,haloperidol 5 mg TAB (Haldol),2291682,
38.12,73502,Y,PC XR HIP AP/LAT RT,3500015,
900,,Y,ARTHREX FLIPCUTTER 8MM SHORT,6216839,
0,J1815,Y,insulin aspart 100 units/ml VIAL 10ml,2290612,
556,C1713,Y,ARTHREX TIGHTROPE AR-1588TN,6200145,
145.64,73502,Y,XR HIP LAT 1 VIEW W/ PELVIS - LEFT,2199021,
6610,L8699,Y,ACETABULAR LINER NEUT,8005805,
105.12,C1713,Y,SCREW SYNT CORTEX STRDDRV 1.5MMX 18MM,6214172,
0,,Y,NF-Depakote Delayed-Release Tablet 250MG,4139,
290,C1713,Y,TRIMED 2.3 CORTICAL SCREW 28MM,8008505,
3273.5,21011,Y,EXCISION TUMOR SOFT TISS FACE GREATER 2,1221011,
28,J1580,Y,gentamicin 80 mg/ 0.9% NaCl 50 ml,2291006,
776.16,C1713,Y,SEE 6214352,8015467,12/31/2018
93,C1713,Y,SCREW SYNT 6.5MM CAN BON FL THRD 45MM,6201152,
88.36,82672,Y,"Estrogens, Total-",6090729,
12.6,L8699,Y,KWIRE DBL DIAMOND .035 X 6  NONSTERILE,6212574,
113.75,C1713,Y,SCREW INCM VARI ANG BONE 4.6X15MM MAGENT,8040146,12/22/2018
36,J0694,Y,ceFOXitin /D5W  1 gm/50 ml (Mefoxin),2291033,
986.37,L8699,Y,BONE CUBES 30 CC,6211216,
855,L8699,Y,ROUND SALINE 350-1645,8080230,
0,,Y,Path - PAP Test Imaged Liquid w/HPV-,6090622,
3816.96,L8699,Y,2.7/3.5MM VA-LCP ANTEROLATERAL DISTAL TI,8015402,
88.27,C1713,Y,SCREW SYNT CORTEX SLFTAP W/T8 26MM,6212921,
0,,Y,RXNF amLODIPine-valsartan 5MG-160MG,6012,
25,J2950,Y,promethazine 12.5mg/NS 50ml (Phenergan),2291041,
0,,Y,RXNF Propranolol HCl Tablet 10MG,5947,
12.6,,Y,KWIRE DBL DIAMOND .045X6 NON STERILE,6208189,
0,,Y,RXNF Onfi Oral Tablet 20MG,5749,
630,L8699,Y,BONE CUBED CANCELLOUS  15 CC,6211229,
36,J3370,Y,vancomycin/NS : 500 mg/250 ml,2291042,
760,62311,Y,ANS N BLOCK INJECT LUMBAR OR SACRAL,2362311,12/31/2016
315,L8699,Y,BONE CUBED CANCELLOUS 7.5 CC,6211231,
100,L8699,Y,"SALINE, ROUND MOD STERILE SIZER 325CC",8080248,
740,C1713,Y,4.0MM CANULATED HEADLESS 317-4024,8010921,
0,,Y,RXNF Acetylcysteine Oral Soln 200 mg/ml,6019,
0,,Y,nicotine polacrilex 2 mg GUM (Nicorette),2290598,
2677.4,L8699,Y,BONE FEMURAL HEAD FROZEN,6211292,
0,,Y,NF-Propranolol/HCTZ tablet 80MG-25MG,5725,
0,,Y,meperidine 50 mg TAB (Demerol),2290548,
0,,Y,Path - PAP Test Imag Liq w/HPV Ascus-,6090623,
7504,L8690,Y,"BAHA 5 POWER, COPPER",8026058,
0,,Y,NF-Acetylcysteine Oral Solution 20%,6020,
0,,Y,Epidural- fent/ropivacaine: 5mcg/0.1%,2291050,
0,,Y,Epidural- fent/ropivacaine: 3mcg/0.125%,2291052,
0,,Y,NF-Acetylcysteine Oral Solution 20%,6021,
0,,Y,Epidural- fentaNYL: 5 mcg/ml,2291058,
0,,Y,RXNF Qvar 0.08MG/Actuation Inhalation,3153,
0,,Y,1.3x7.7 STRAIGHT ROUTER BIT 5120-070-013,6202402,
0,,Y,RXNF Clarithromycin Oral Tablet 500MG,5890,
0,L8699,Y,TIRE EYE STYLE 289,6212101,
0,,Y,NEEDLE 20G 1,6201709,
0,,Y,NF-TraZODone HCl Tablet 300MG,6040,
1910,L8699,Y,MEMORY GEL SMOOTH MODERATE 100CC,8080243,
0,,Y,Path - PAP Test Imag Liq w/HPV Ascu/Sil-,6090624,
0,,Y,KWIRE SMOOTH .062 6: NON STERILE,6209034,
250,,Y,S&N ULTRATAPE BLUE 72203896,6208111,
0,,Y,RXNF Syeda 3mg/0.03mg Oral Tab,5267,
830,C1713,Y,SCREW INCM VARI ANG BONE 4.6X16MM MAGENT,8040141,12/22/2018
1306.83,64488,Y,BILATERAL TAP BLOCK - FACILITY CHARGE,7064488,
0,,Y,Epidural- ropivacaine 0.2%,2291574,
5.41,L8699,Y,KWIRE SMOOTH/PLAIN 6 .062 NONSTERILE,6212670,
0,,Y,NERVE BLOCK-ropivacaine 0.2% 336 ml,2291620,
0,,Y,RXNF Carbidopa/Levodopa CRTab 25MG-100MG,5389,
0,,Y,TRUESPAN TOTE,1200266,
0,,Y,RXNF Glycerin Rectal Suppository,5789,
0,,Y,NF-carBAMazepine Oral Tab ER 200MG,5290,
0,,Y,NF-carBAMazepine Oral Tab ER 200MG,5291,
12300.37,C1776,Y,KNEE  MED I,8005538,
850,C1713,Y,HEALICOIL PK 5.5MM W/ UB2-BL UTP CBRD,6212803,
776.16,C1713,Y,SEE 6214354,8015472,12/31/2018
0,J0696,Y,cefTRIAXone 2 gm VIAL (Rocephin),2290305,
850,C1713,Y,HEALICOIL PK 5.5MM W/ UB2-CBR BLK UTP BL,6212832,
0,,Y,RXNF Methylphenidate HCl Tab ER 54MG,5289,
274.3,C1713,Y,SCREW 2.0 TIT LCK 12MM,6212641,
0,,Y,RXNF Latuda Oral Tablet 40MG,5853,
0,,Y,DEPTH GAUGE LONG,1200550,
3277.26,42962,Y,POST TONSILLECTOMY HEMORRHAGE 2ND SURGER,1242962,
0,,Y,PACK CYSTO,6204552,
0,,Y,Path - PAP Test Non-Imaged-,6090625,
0,,Y,"NF-CARBAMAZEPINE 200MG ORAL TABLET, EXTE",3267,
1400,L8699,Y,SSP CROISSANT TISSUE EXPANDER 45-90CC,8080236,
0,,Y,RXNF Advair HFA 230/21 Inhaler,4196,
0,,Y,RXNF carBAMazepine Oral Tab ER 200MG,4732,
0,,Y,"SUTURE GORTEX CV2 36"" PH-24",6210143,
157.72,97161,Y,PROMOTION PHYSICAL THERAPY EVAL LOW,5099061,
0,,Y,Epidural- fent/ropivacaine: 5mcg/0.0625%,2291608,
0,,Y,NF-Eye Drop Advanced Relief  Ophth Soln,5292,
0,,Y,RING CURETTES VARICEL,1200552,
0,,Y,SUTURE 2 POLYSORB GS-26,6215129,
0,,Y,Path - Parathyroid Hormone Body Fluid-,6090626,
0,,Y,NERVE BLOCK-ropiv 0.3% 270ml 5 ml/hr,2291619,
0,,Y,RXNF TraZODone HCl Oral Tablet 150MG,5854,
30,L8690,Y,BAHA  COLOUR COVER COPPER 3 PIECE,8026059,
113.75,C1713,Y,SCREW INCM VARI ANG BONE 4.6X16MM MAGENT,8040272,12/22/2018
79.38,C1713,Y,SCREW 2.0 TIT CORTEX STAR RECESS 12MM,6212642,
0,,Y,Path - PAP Test Conventional-,6090570,
740,C1713,Y,2.4MM CANULATED HEADLESS 317-2420,8010914,
220,L8699,Y,AO DRIVE SHAFT AND TAP,8007013,
0,,Y,Path - Thyroglobulin Body Fluid-,6090627,
0,,Y,RXNF OXcarbazepine Tablet 150MG,5010,
0,,Y,TRUWAVE CABLE PX1800 12 PIN,6206131,
88.36,83835,Y,"Metanephrines, Frac, Random urine-",6090709,
0,,Y,STAR ANKLE BLADE 2.5-75,8025280,
79.38,C1713,Y,SCREW 2.0 TIT CORTEX STAR RECESS 12MM,6212643,
776.16,C1713,Y,SEE 6214355,8015473,12/31/2018
0,,Y,Epidural- fent/ropivacaine: 2mcg/0.1%,2291679,
140.18,97164,Y,BHO PHYSICAL THERAPY RE-EVALUATION,5097002,12/31/2016
0,,Y,BLADE MICROAIR SMALL (SKEA) SO-410,6212897,
0,,Y,SUTURE 4-0 VICRYL RB1              J214H,6215052,
99.8,83001,Y,FOLLICILE STIMULATING HORMONE (FSH)-,6090601,
0,,Y,NF-Micardis Oral Tablet 40MG,5443,
4701,L8699,Y,PINNACLE ACET W/GRIPTON CUP SZ 50,8005823,
13854,L8699,Y,PINNACLE ACET GVF POLY/CONSTR ACT,8008439,
113.75,C1713,Y,SCREW INCM VARI ANG BONE 4.6X17MM MAGENT,8040147,12/22/2018
0,,Y,Epidural- fent/ropivacaine: 2mcg/0.125%,2291680,
490,,Y,"STRYKER SAMURAI BLADE, FULL RADIUS",6207430,
0,,Y,NF-EYE-CEPT REWETTING DROPS OPHTH SOLUTI,3342,
0,,Y,NF-Cerefolin Tablet,5129,
0,,Y,NF-Cerefolin NAC Oral Tablet,5130,
0,,Y,NF-Linzess Oral Capsule 145MCG,5195,
0,,Y,pioglitazone 15mg,3,
0,,Y,NF-LACTULOSE ORAL SOLUTION 10GM/15ML,7,
0,,Y,NF-Cerefolin NAC Oral Tablet,5131,
664,C1713,Y,SCREW SYNT 7.0MM CN 32MM THRD LG 65MM,6200989,12/22/2018
50,00176,Y,CRNA ANS INTRAORAL PROCEDURE BIOPSY/RACI,2320176,
0,,Y,NF-MONTELUKAST SODIUM TAB 10MG,9,
0,,Y,NF-AMLODIPINE BESYLATE ORAL TABLET 5MG,10,
0,,Y,NF-Benazepril HCl/HCTZ Tablet 20/12.5MG,5268,
0,,Y,NF-LEXAPRO ORAL  TABLET 20MG,13,
0,,Y,NF-Victoza Subcutaneous Solution 6MG/1ML,4784,
0,,Y,NF-OMEPRAZOLE CAP DR 20MG,14,
0,,Y,NF-TESSALON PERLES CAPSULE 100MG,16,
0,,Y,NF-UROXATRAL ORAL TABLET ER 10MG,37,
0,,Y,NF-COUMADIN ORAL TABLET 1MG,17,
0,,Y,NF-BUTAL/APAP/CAFF ORAL TAB 50MG-325MG-4,8,
3117.38,L8699,Y,LEGION SCRW DIS FEM WDG SZ4 5MM,8025673,
0,,Y,NF-FISH OIL CAPSULE 1000MG,18,
4850,L8699,Y,IMPLANTPRESSFIT  LEGION STEM,8025644,
0,,Y,DRESSING NUGAUZE 1IN PLAIN PACKING,6202940,
0,,Y,NF-ULORIC TAB 80MG,38,
0,,Y,NF-ATENOLOL        TAB  50MG,15,
0,,Y,NF-METOPROLOL ORAL TABLET 25MG,21,
0,,Y,Pioglitazone 15mg,22,
0,,Y,NF-IMDUR TAB ER 60MG,23,
0,,Y,NF-Farxiga Oral Tablet 10MG,4782,
0,,Y,NF-CARBIDOPA AND LEVODOPA TAB 25MG-100MG,47,
0,,Y,NF-CEFEPIME HCL INJ PWD FOR SOLN 1GM,20,
0,,Y,TRAP FINGER XLGE 30522-7,6206311,
0,,Y,DNU,6203274,9/23/2011
0,,Y,NF-BUMETANIDE INJ SOLN 0.25MG/1ML,24,
1196.74,P9016,Y,XBB STORAGE/PROCESS AUTOLOGOUS-,6090395,
0,,Y,CAPS YELLOW PCA 19361-01,6202544,
0,,Y,NF-LISINOPRIL ORAL TABLET 40MG,76,
0,,Y,NF-METFORMIN HCL ORAL TABLET 1000MG,27,
0,,Y,NF-TRIAMTERENE-HYDROCHLOROTHIAZIDE TAB 7,79,
0,,Y,NF-Artificial Tears Ophth Solution,5975,
0,,Y,NF-POTASSIUM CHLOR TAB  8MEQ,29,
0,,Y,NF-GABAPENTIN CAP 400MG,30,
0,,Y,NF-Levothyroxine Oral Tablet 200MCG,4038,
0,,Y,NF-DILTIAZEM EXTENDED-RELEASE CAPSULE 12,31,
0,,Y,NF-TEKTURNA HCT TABLET 300MG-12.5MG,32,
0,,Y,NF-Pulmicort Flexhaler Inh/Neb 180MCG/1A,4039,
0,,Y,NF-EYE DROP TEARS OPHTH SOLN 0.2%-0.2%-1,3343,
2268.49,C1713,Y,PLATE CLAVICLE LCP 3.5 MM 4/HLE RT 81MM,6214206,
0,,Y,NF-BUMETANIDE INJ SOLN 0.25MG/1ML,25,
0,,Y,NF-LISINOPRIL ORAL TABLET 20MG,34,
0,,Y,NF-METFORMIN HCL EXTENDED-RELEASE TAB 50,35,
0,,Y,NF-METFORMIN HCL ORAL TABLET 1000MG,85,
47.22,82436,Y,Chloride Urine-,6090671,
0,,Y,NF-metFORMIN HCl Tab ER 500MG,4040,
0,,Y,NF-RANITIDINE 75 ORAL TABLET 75MG,36,
0,,Y,NF-CerefolinNac Oral Tablet,5132,
0,,Y,LIGACLIP SM LT102,6203516,
0,,Y,NF-CHLORDIAZEPOXIDE HCL CAP 5MG-2.5MG,122,
292.94,C1713,Y,SCREW SYNT SLFTAPING 2.4 LOCKING 10 T8,6212943,
0,,Y,NF-HYDRALAZINE HCL ORAL TABLET 50MG,123,
0,,Y,NF-HYDRALAZINE HCL POWDER,125,
0,,Y,NF-HYDRALAZINE HCL ORAL TABLET 10MG,128,
0,L8699,Y,CANNULA PASSPORT 10X5 AR-6592-10-50,6213632,
0,,Y,NF-LISINOPRIL ORAL TABLET 20MG,39,
280.56,C1713,Y,3.5MM LCK SCREWSLF-TP STARD 58MM,6213261,
2286,,Y,COUNTOURED SHORT LEFT,6216804,
0,,Y,NF-METOPROLOL TARTRATE ORAL TABLET 25MG,40,
0,,Y,NF-prednisoLONE Sod Phos Oral Soln 15MG/,4805,
0,,Y,NF-SYSTANE LUBRICANT EYE DROPS 0.4%-0.3%,145,
0,,Y,NF-Progesterone Oral Capsule 100MG,5566,
0,,Y,NF-Lumigan Ophth Solution 0.01%,4786,
0,,Y,NF-FELODIPINE ORAL TAB ER 10MG,151,
542.5,C1713,Y,SCREW INSTINCT 4.5 X 25MM,8040369,12/22/2018
0,,Y,NF-Serevent Diskus Inh/Neb 0.046MG/1ACT,5390,
0,,Y,NF-MIRTAZAPINE DISINTEGRATING TAB 45MG,167,
0,,Y,NF-CARBIDOPA & LEVODOPA TAB ER 50-200 MG,255,
0,,Y,NF-METOPROLOL SUCCINATE ORAL TAB ER 100M,161,
0,,Y,NF-GABAPENTIN CAP 300MG,264,
776.16,C1713,Y,SEE 6214357,8015475,12/31/2018
4200,L8699,Y,DECELLULARIZED DERMIS ARTHOFLEX100,6211304,
0,,Y,NF-PEPCID AC TAB 10MG,278,
0,,Y,NF-VENLAFAXINE HCL CAP ER 150MG,46,
1190,L8699,Y,SUTURE ANCHBIO-COMP S-TAK KNOTLESS,8025020,
0,,Y,NF-LOMOTIL TABLET,292,
0,,Y,SWABSTICKS ALCOHOL BOX OF 25,6203681,
0,,Y,NF-OMEPRAZOLE CAP DR 20MG,11,
0,,Y,TIP BONE CLEANING LATEX FREE 210-10,6204514,
0,,Y,ACF INSTRUMENTS (RICE/INGRAHAM),1203947,
0,,Y,RXNF cloNIDine Hydrochloride Tab 0.3MG,5657,
0,,Y,NF-METAMUCIL POWDER,281,
0,,Y,NF-CITALOPRAM HBR ORAL TAB 40MG,48,
0,,Y,NF-CLARINEX ORAL TABLET 5MG,49,
0,,Y,NF-MICARDIS TAB 80MG,50,
0,,Y,RFNF Linzess Oral Capsule 145MCG,3949,
268.17,97003,Y,OCCUPATIONAL THERAPY,5010050,12/31/2016
0,,Y,NF-PREMPRO ORAL TABLET 0.625MG-2.5MG,283,
0,,Y,NF-PILOCARPINE HCL OPHTH SOLN 1%,51,
422.1,,Y,SHUTTLE SUTURE IDEAL 45*  LEFT 251003,6210019,
0,,Y,NF-TIMOLOL MALEATE OPHTH SOLN 0.5%,52,
152.46,C1713,Y,SCREW SYNT 1.0 TIT CTX SFTP CRC RS 7,6201943,
0,,Y,NF-NICOTROL INH/NEB DEVICE 4MG/1ACT,53,
0,,Y,RXNF Sotalol HCl Tablet 120MG,4945,
0,,Y,NF-SYNTHROID ORAL TABLET 0.125MG,54,
1656.36,C1713,Y,"T-PLATE, 3 HOLES HEAD, 5 HOLE SHAFT",8019035,
0,,Y,RXNF Ayr No-Drip Sinus Spray Nasal Gel,5821,
0,,Y,NF-LIPITOR ORAL TABLET 40MG,288,
577.92,C1713,Y,SCREW SYNT 7.3 CANN 32MM 105MM THD LG HX,8010850,
46.73,C1713,Y,SCREW SYNT 4.0 TIT CAN BONE PRTHRD 35 14,6202156,
4400.73,L8699,Y,LGN PRESSFIT STEM 18MMX160MM,8026084,
0,,Y,NF-ZYPREXA ORAL TABLET 2.5MG,57,
0,,Y,NF-LISINOPRIL TAB 20MG,58,
0,,Y,NF-PAROXETINE HCL ORAL TABLET 40MG,59,
0,,Y,NF-Tamoxifen Citrate Tab 20MG,4723,
0,,Y,NF-LEVOTHYROXINE ORAL TABLET 0.05MG,60,
975,L8699,Y,BONE CORTICAL CANCELLOUS CRUSHED 15 CC,6211365,
0,,Y,NF-LISINOPRIL ORAL TABLET 5MG,61,
0,,Y,TELFA 3X6 NON ADHERENT,6202562,
0,,Y,NF-HYDROXYCHLOROQUINE ORAL TABLET 200MG,62,
160.5,L8699,Y,1.3 CORTEX SELF TAPPING STARDRIVE,8019036,
0,,Y,TRIVEX 5.5 MM BLADE AND TUBING 7209515,6212502,
0,,Y,NF-POTASSIUM CHLORIDE ORAL CAP ER 8MEQ,64,
35,J0456,Y,azithromycin/NS: 500mg/250ml (Zithromax),2291689,
0,,Y,NF-HCTZ/LISINOPRIL ORAL TABLET 12.5MG-20,65,
0,,Y,NF-CYMBALTA CAP DR 60MG,66,
0,,Y,NF-ZONISAMIDE CAP 100MG,68,
0,,Y,RXNF Clorazepate Dipotassium Tab 3.75MG,5444,
2215.5,,Y,ZIMMER CUP-OUT BLADE LONG 52MM,8040260,
0,,Y,NF-Cerefolin NAC Oral Tablet,5133,
0,,Y,RXNF Serevent Diskus Inh 0.05MG/1ACT,5391,
0,,Y,NF-TERAZOSIN HCL CAP 10MG,73,
0,,Y,NF-CLOMIPRAMINE HCL CAP 25MG,290,
0,,Y,COVER TABLE 44X76 ACL SUB,6201876,
577.92,C1713,Y,SCREW SYNT 7.3 CANN 32MM 115MM THD LG HX,8010851,
0,,Y,NF-AMLODIPINE BESYLATE ORAL TABLET 10MG,74,
160.5,L8699,Y,1.3 CORTEX SELF TAPPING STARDRIVE,8019037,
0,,Y,NF-ISOSORBIDE MONONITRATE ORAL TAB ER 60,75,
0,,Y,NF-FOLIC ACID ORAL TABLET 0.4MG,315,
0,,Y,NF-NIFEDIPINE ORAL TAB ER 60MG,295,
0,,Y,NF-NICOTINE POLACRILEX ORAL LOZ 2MG,77,
0,,Y,NF-Viibryd Oral Tablet 40MG,4828,
0,,Y,NF-PROPRANOLOL HCL ORAL TABLET 40MG,80,
0,,Y,COVER HEAVY TABLE 79X110 ACL SUB,6201877,
0,,Y,Epidural-hydromorphone/ropiv:10mcg/0.05%,2291729,
0,,Y,NF-NORVASC ORAL TABLET 10MG,82,
160.5,L8699,Y,1.3 CORTEX SELF TAPPING STARDRIVE,8019038,
0,L0190,Y,"CERV MULT POST COLLAR, OCCIPITAL/MAND SU",6209190,12/22/2018
0,,Y,NF-GABAPENTIN ORAL TABLET 600MG,84,
0,,Y,NF-BENAZEPRIL HCL TAB 10MG,87,
0,,Y,RXNF Aromasin Oral Tablet 25MG,5011,
100.91,C1713,Y,SCREW SYNT 2.0MM TIT CTX SLFTP CRC RS 26,6202032,
0,,Y,NF-DIGOXIN ORAL TABLET 0.25MG,296,
0,,Y,NF-AVANDAMET  TABLET 1000MG-4MG,89,
468.72,L8606,Y,DURASPHERE EXP INJECT BULK AGENT 1ML SYG,6211575,
0,,Y,NF-LISINOPRIL ORAL TABLET 5MG,90,
577.92,C1713,Y,SCREW SYNT 7.3 CANN 32MM 125MM THD LG HX,8010856,
58.9,84154,Y,PSA Total-,6090672,
0,,Y,NF-PRED FORTE OPHTH SUSP 1%,95,
160.5,L8699,Y,1.3 CORTEX SELF TAPPING STARDRIVE,8019039,
0,,Y,NF-LEXAPRO ORAL TABLET 10MG,97,
0,,Y,NF-METOPROLOL ORAL TABLET 25MG,98,
1266.72,L8699,Y,2.4M TI VA-LCP DISTAL RADIUD P,6214301,
416,L8699,Y,DEPUY OSTEOTOME BLADE 5MM,6211397,
0,,Y,NF-FUROSEMIDE ORAL TABLET 20MG,101,
0,,Y,NF-COZAAR ORAL TABLET 100MG,102,
30.45,C1713,Y,SCREW SYNT 4.0 TIT CAN BONE PRTHRD 26 12,6202153,
577.92,C1713,Y,SCREW SYNT 7.3 CANN 32MM 75MM THD LG HX,8010849,
542.5,C1713,Y,SCREW INSTINCT 4.5 X 30MM,8040370,12/22/2018
0,,Y,NF-COREG TAB 12.5MG,103,
40.64,C1713,Y,SCREW SYNT 4.0 TIT CAN BONE PRTHRD 30 14,6202155,
0,,Y,NF-PROZAC CAPSULE 20MG,104,
0,,Y,TUBE ENDOTRACHEAL ORAL W CUFF 3.0 MM,6202875,
0,,Y,NF-FLUOXETINE HCL CAP 40MG,106,
0,,Y,RXNF Clear Eyes Ophth Solution 0.012%,5976,
280.56,C1713,Y,3.5MM LCK SCREWSLF-TP STARD 56MM,6213260,
0,,Y,RXNF Flecainide Acetate Tablet  50MG,4955,
0,,Y,NF-LEVOTHROID TAB 0.05MG,110,
0,,Y,PACK PITCHER ACL SUB,6201882,
0,,Y,NF-NASALCROM NASAL SPRAY 5.2MG/1ACT,111,
0,,Y,NF-Spiriva Respimat Inh Spray 1.25MCG/1A,4948,
0,,Y,ORTHO ACF INSTRUMENTS,1205838,
0,,Y,NF-ENALAPRIL MALEATE ORAL TABLET 20MG,113,
0,,Y,NF-CITALOPRAM HYDROBROMIDE ORAL TABLET 4,115,
116.16,86618,Y,LYME DISEASE AB CSF-,6090423,
99.8,83002,Y,LH (LUTEINIZING HORMONE)-,6090604,
453.68,C1713,Y,SCREW SYNT 3.0 CAN SHT THRD CRC RCS 32,6200796,
0,,Y,NF-METOPROLOL SUCCINATE ORAL TAB ER 50MG,117,
0,,Y,RXNF lamoTRIgine Oral Tablet 25MG,5506,
416,L8699,Y,DEPUY OSTEOTOME BLADE 14MM,8005878,
0,,Y,NF-LIPITOR ORAL TABLET 20MG,345,
421.58,L8699,Y,1.3 LOCKING SCREW STARDRIVE,8019040,
1846.25,,Y,ZIMMER CUP-OUT BLADE SHORT 56MM,8040261,
0,,Y,BANDAGE ELASTIC 6X5 YD ACL SUB,6201885,
0,,Y,NF-PERPHENAZINE/AMITRIPTYLINE TABLET 2-1,380,
0,,Y,RXNF telmisartan Oral Tablet 40MG,5445,
324.56,,Y,STENT URETERAL 7FR 26CM 039726,6209677,
0,,Y,NF-DIOVAN ORAL TABLET 320MG,385,
0,,Y,CAUTERY ARTHROSCOPIC HOOK 45* E1511,6209032,
0,,Y,NF-TAMOXIFEN TABLET 20MG,386,
0,,Y,NF-HYDROXYZINE HCL ORAL TABLET 10MG,389,
230.69,L8699,Y,LAPAROSCOPIC LIGACLIP ROTATING 176657,6211639,
0,,Y,PSA Free and Total-,6090673,
114.52,87798,Y,Varicella Zoster Virus PCR-,6090400,
0,,Y,NF-AZOR ORAL TABLET 10MG-40MG,399,
0,,Y,NF-PRAVACHOL ORAL TABLET 40MG,205,
0,,Y,RXNF rOPINIRole HCl 4MG Oral Tablet,5961,
0,,Y,NF-THYROID ORAL TABLET 60MG,411,
1155,,Y,BONE PATELLA TRICORTICAL BLK,6210181,
0,,Y,NF-PLAVIX ORAL TABLET 75MG,412,
0,,Y,NF-HYDRALAZINE HCL ORAL TABLET 100MG,413,
0,,Y,SUTURE 3-0 CHROMIC GUT GS-21,6210838,
0,,Y,SUTURE 5-0 POLYSORB PC-13 18IN UNDYED,6210927,
0,,Y,NO STEROIDS IN PREOP,2291768,
638,L8699,Y,GUIDE NECK RESECTION,6211962,
0,,Y,COVER HEAVY TABLE 79X90 ACL SUB,6201886,
0,,Y,NF-LOSARTAN POTASSIUM ORAL TABLET 100MG,424,
0,,Y,RXNF Progesterone Oral Liq Capsule 100MG,5164,
542.5,C1713,Y,SCREW INSTINCT 4.5 X 35MM,8040371,12/22/2018
0,,Y,NF-CADUET ORAL TABLET 5MG-10MG,206,
0,,Y,SUCTION COAGULATOR CONMED 130187,6204518,
720,C1713,Y,SCREW SYNT 7.3 CANN 45MM THD LG HX,8010752,
0,,Y,NF-METOPROLOL ORAL TABLET 100MG,210,
0,,Y,BANDAGE ADHESIVE 1X3 ACL SUB,6201887,
0,,Y,NF-VERAPAMIL HCL CAP ER 240MG,217,
6344,L8690,Y,COCH BAHA  BIA400 4MM W ABUTMENT 6MM,8026061,
89,J2370,Y,Phenylephrine Drip 40 mg/250 ml NS,2291776,
0,,Y,RXNF Lyrica Oral Capsule 300MG,5962,
0,,Y,Pharmacy to initiate RCC Care orders,2291780,
0,,Y,NF-LEVOTHYROXINE ORAL TABLET 0.05MG,96,
0,,Y,NF-AVANDIA ORAL TABLET 8MG,426,
0,,Y,PACK SINGLE BASIN ACL SUB,6201888,
0,,Y,NF-GABAPENTIN CAP 100MG,221,
0,,Y,DRESSING NUGAUZE 2 IN PLAIN PACKING,6202941,
1322.16,L8699,Y,2.4M TI VA-LCP DISTAL RADIUD P,8015435,
719.36,L8699,Y,CONTIGEN COLLAGE URETHRAL IMPLANT 2.8 CC,6211039,
0,,Y,NF-PIOGLITAZONE HCL TAB 45MG,300,
0,,Y,NF-MELOXICAM ORAL TAB 15MG,429,
0,,Y,CORAIL BROACHES,1200440,
776.16,C1713,Y,SEE 6214358,8015476,12/31/2018
0,,Y,JUGGERKNOT ANCHOR TOTE,1200566,
0,,Y,PENCIL CAUTERY STERILE ACL SUB,6201889,
1014.62,L8699,Y,BONE CORTICAL CANCELLOUS CHIPS 30 CC,6211834,
0,,Y,RXNF Trimethoprim Tablet 100MG,5844,
375,,Y,STRYKER PIVOT INJECTOR II NEEDLE CARTRID,6207426,
0,,Y,NF-CYMBALTA CAP DR 60MG,302,
0,,Y,NF-HYDRALAZINE HCL ORAL TABLET 25MG,124,
0,,Y,"TOURNIQUET STERILE 9"" 5912-209-235",6213405,
214.08,82164,Y,Angiotensin Converting Enzyme (ACE)-,6090676,
0,,Y,NF-MIRALAX ORAL PWD FOR SOLN 17GM/1DOSE,234,
1306.83,62310,Y,INJECTION SELECTIVE NERVE-ROOT BLOC,7020009,10/1/2008
0,,Y,NF-Dalfampridine Oral Tab ER 10MG,6234,
1244.6,64479,Y,INJECTION ANESTHETIC AGENT ISOVUE,7020013,10/1/2008
1306.83,64420,Y,INTERCOSTAL INJECTION SINGLE,7064420,
1431.36,L8699,Y,2.4M TI VA-LCP DISTAL RADIUD STERILE,8015437,
0,,Y,NF-LISINOPRIL ORAL TABLET 40MG,303,
0,,Y,TUBE SUCTION CONNECT ACL SUB,6201884,
0,,Y,NF-AMLODIPINE BESYLATE ORAL TABLET 2.5MG,254,
