Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,url1,url2,url3,Missing
360051,MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,DAYTON,OH,45409,MONTGOMERY,9372083023,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,"ONE WYOMING STREET DAYTON, OH",https://www.miamivalleyhospital.org/,https://www.miamivalleyhospital.org/Contact-Us/,https://www.miamivalleyhospital.org/Emergency-and-Trauma/,TRUE
360076,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,FRANKLIN,OH,45005,WARREN,5134205102,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"ONE MEDICAL CENTER DRIVE FRANKLIN, OH",https://www.atriummedcenter.org/,https://www.atriummedcenter.org/Contact-Us/Phone-Directory/,https://www.atriummedcenter.org/Locations/,TRUE
360098,LAKE HEALTH,7590 AUBURN ROAD,CONCORD,OH,44077,LAKE,4409539600,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,"7590 AUBURN ROAD CONCORD, OH",https://lakehealth.org/,https://lakehealth.org/Locations/TriPoint-Medical-Center,https://lakehealth.org/locations,TRUE
360364,CLEVELAND CLINIC AVON HOSPITAL,33300 CLEVELAND CLINIC BLVD,AVON,OH,44011,LORAIN,2166367727,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"33300 CLEVELAND CLINIC BLVD AVON, OH",https://my.clevelandclinic.org/locations/avon-hospital,https://my.clevelandclinic.org/locations/rejhc,https://my.clevelandclinic.org/locations/directions/317-avon--richard-e-jacobs-health-center-,TRUE
363306,DAYTON CHILDREN'S HOSPITAL,ONE CHILDRENS PLAZA,DAYTON,OH,45404,MONTGOMERY,9376413450,Childrens,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"ONE CHILDRENS PLAZA DAYTON, OH",https://www.childrensdayton.org/,https://www.facebook.com/DaytonChildrens/,https://www.facebook.com/DaytonChildrens/?rf=119389744774259,TRUE
370034,MCALESTER REGIONAL HEALTH CENTER AUTHORITY,ONE CLARK BASS BOULEVARD,MCALESTER,OK,74501,PITTSBURG,9184261800,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,"ONE CLARK BASS BOULEVARD MCALESTER, OK",http://www.mrhcok.com/,http://www.mrhcok.com/patients/locations-maps/,http://www.mrhcok.com/helpful-numbers/,TRUE
370222,MCBRIDE ORTHOPEDIC HOSPITAL,9600 NORTH BROADWAY EXTENSION,OKLAHOMA CITY,OK,73114,OKLAHOMA,4054862100,Acute Care Hospitals,Physician,TRUE,TRUE,5,,Not Available,Results are not available for this reporting period.,Above the national average,,Not Available,Results are not available for this reporting period.,Above the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,"9600 NORTH BROADWAY EXTENSION OKLAHOMA CITY, OK",https://www.mcboh.com/,https://www.mcboh.com/patients/hospital/mcbride-orthopedic-hospital,https://www.mcboh.com/patients/clinic/locations,TRUE
390066,GOOD SAMARITAN HOSPITAL LEBANON PA,FOURTH AND WALNUT STREETS,LEBANON,PA,17042,LEBANON,7172707500,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"FOURTH AND WALNUT STREETS LEBANON, PA",https://www.wellspan.org/offices-locations/hospitals/wellspan-good-samaritan-hospital/,https://www.wellspan.org/offices-locations/other-wellspan-locations/outpatient-surgery-centers/wellspan-surgery-center-at-good-samaritan-hospital/,https://www.yelp.com/biz/good-samaritan-hospital-lebanon-2,TRUE
390079,ROBERT PACKER HOSPITAL,ONE GUTHRIE SQUARE,SAYRE,PA,18840,BRADFORD,5708886666,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"ONE GUTHRIE SQUARE SAYRE, PA",https://www.guthrie.org/location/guthrie-robert-packer-hospital,https://www.guthrie.org/location/sayre,https://www.ahd.com/free_profile/390079/Guthrie_Robert_Packer_Hospital/Sayre/Pennsylvania/,TRUE
400003,HOSPITAL METROPOLITANO DR PILA,2435 LAS AMERICAS AVE,PONCE,PR,733,PONCE,7878485600,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"2435 LAS AMERICAS AVE PONCE, PR",https://www.plushcare.com/hospital/hospital-metropolitano-dr-pila/,https://www.medicalrecords.com/hospital/hospital-metropolitano-dr-pila,https://hmdrpila.com/,TRUE
400004,"ASOCIACION HOSPITAL DEL MAESTRO, INC",SERGIO CUEVAS BUSTAMANTE STREET 550,SAN JUAN,PR,936,SAN JUAN,7877586420,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Not Available,Results are not available for this reporting period.,Below the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"SERGIO CUEVAS BUSTAMANTE STREET 550 SAN JUAN, PR",https://www.healthcare4ppl.com/hospital/puerto-rico/san-juan/asociacion-hospital-del-maestro-inc-400004.html,https://www.plushcare.com/hospital/asociacion-hospital-del-maestro-inc/,http://www.hospital-data.com/hospitals/DEL-MAESTRO-HOSPITAL-SAN-JUAN.html,TRUE
400005,HIMA SAN PABLO HUMACAO,CALLE FONT MARTELO #3,HUMACAO,PR,791,HUMACAO,7878522424,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"CALLE FONT MARTELO #3 HUMACAO, PR",https://www.ratehospitals.com/hospitals/st-thomas/hima-san-pablo-humacao-13527/,http://humacao-pr.hospitalscenter.com/Hima-San-Pablo-Humacao.html,https://www.ahd.com/free_profile/400005/HIMA-San_Pablo_Hospital-Humacao/Humacao/Puerto_Rico/,TRUE
400006,DOCTORS' CENTER HOSPITAL SAN JUAN,PDA. 20 C/ SAN RAFAEL # 1395,FERNANDEZ JUNCOS,PR,909,SAN JUAN,7877232950,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"PDA. 20 C/ SAN RAFAEL # 1395 FERNANDEZ JUNCOS, PR",http://fernandezjuncos-pr.hospitalscenter.com/Doctors-Center-Hospital-San-Juan.html,https://www.carevues.com/hospitals/3662-doctors-center-hospital-san-juan,http://www.hospital-data.com/hospitals/DOCTORS-HOSPITAL-SANTURCE.html,TRUE
400007,RYDER MEMORIAL HOSPITAL INC,355 AVE FONT MARTELO,HUMACAO,PR,791,HUMACAO,7878520768,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Not Available,Results are not available for this reporting period.,Below the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"355 AVE FONT MARTELO HUMACAO, PR",http://hryder.org/,https://careskore.com/Ryder-Memorial-Hospital-Inc-Humacao,https://50hospitals.com/Puerto-Rico/Humacao/Ryder-Memorial-Hospital-Inc/,TRUE
400010,HOSPITAL GENERAL DE CASTANER,CARR 135 KM 64 2,CASTANER,PR,631,LARES,7878295010,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"CARR 135 KM 64 2 CASTANER, PR",http://hospitalcastaner.com/,http://stdtestingtreatment.com/hospital-general-de-castaner-inc-at-carretera-129-km-64-2-castaner-pr-631/,https://www.plushcare.com/hospital/hospital-general-de-castaner/,TRUE
400011,HOSPITAL ORIENTE,300 FONT MARTELLO STREET,HUMACAO,PR,792,HUMACAO,7878520505,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Below the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"300 FONT MARTELLO STREET HUMACAO, PR",http://humacao-pr.hospitalscenter.com/Hospital-Oriente.html,https://www.plushcare.com/hospital/hospital-oriente/,https://www.medicalrecords.com/hospital/hospital-oriente,TRUE
