Tufts Medical Center -- Standard Charges eff. 1/1/2019,,
,,
Item Number,Description,Price
620,DRESSING BIOPATCH 1DISK 4MM HL,12
621,DRESSING BIOPATCH 1DISK 4MM HL,12
622,SPLINT ELBOW 2 7 YRS,17
623,STOCKING ANTI EMB THIGH XL REG,18
624,STOCKING ANTI EMB THIGH XL LNG,18
625,STOCKING ANTI EMB THIGH XXL LO,18
626,STOCKING ANTI EMB THIGH XXL RE,22
627,STOCKING ANTI EMB KNEE XXL REG,10
628,STOCKING ANTI EMB KNEE XXL LNG,10
629,STOCKING ANTI EMB KNEE XXXL RE,10
630,STOCKING ANTI EMB KNEE XXXL LO,10
631,STOCKING ANTI EMB THIGH LG SHO,10
632,HYDRATION IV INFUSION INIT,585
633,HYDRATE IV INFUSION ADD-ON,174
634,THER/PROPH/DIAG IV INF INIT,925
635,THER/PROPH/DIAG IV INF ADDON,155
636,TX/PROPH/DG ADDL SEQ IV INF,254
637,THER/DIAG CONCURRENT INF,173
638,THER/PROPH/DIAG INJ SC/IM,270
639,THER/PROPH/DIAG INJ IV PUSH,521
640,TX/PRO/DX INJ NEW DRUG ADDON,206
641,DRAIN/INJ JOINT/BURSA W/O US,645
642,INSERT PICC CATH,5291
643,CHEMO IV INFUSION 1 HR,1444
644,CHEMO IV INFUSION ADDL HR,300
645,CHEMO IV INFUS EACH ADDL SEQ,363
646,CHEMO IV PUSH ADDL DRUG,426
647,CHEMO IV PUSH SNGL DRUG,925
648,TX/PRO/DX INJ SAME DRUG ADON,307
649,BLOOD TRANSFUSION SERVICE,1873
650,PACU - PHASE 1 (ESI),VARIABLE
651,CHEMODENERV 1 EXTREMITY 1-4,1254
652,BLOOD TRANSFUSION SERVICE,1873
653,DRESSING CHANGE ANES,1191
654,CL TX ACETABULAR FX W/O MANIP,1254
655,CL TX ACETABULAR FX W/ MANIP,6348
656,INSERTION OF CHEST TUBE,5291
657,DRAW BLOOD OFF VENOUS DEVICE,460
658,NASAL/OROGASTRIC W/TUBE PLMT,555
659,SPINAL FLUID TAP DIAGNOSTIC,2394
660,INJECT EPIDURAL PATCH,2394
661,PACU - PHASE 2 (ESI),VARIABLE
662,TX/PRO/DX INJ SAME DRUG ADON,307
663,KIT A LINE TRANSDUCER REG ADLT,17
664,CARDIOVERSION,2456
665,ECHO TRANSESOPHAGEAL,3527
666,CATH HEMODYALYSIS SHORT TERM,537
667,INSERT PICC NO PORT PUMP <5,5291
668,INSERTION CVP CATHETER <5YR,2783
669,NJX INTERLAMINAR CRV/THRC,2003
670,NJX INTERLAM IND CATH CRV/THRC,2003
671,NJX INTERLAMINAR CRV/THRC,2003
672,NJX INTERLAM IND CATH LMBR/SAC,3033
673,PEDIATRIC TCU - ICU,3521
674,ICN SEMI,1584
675,ICN LOA,0
676,PEDIATRIC TCU-INTERMED. CARE,1584
677,INITIAL OBSERVATION CARE LOW,1111
678,OBSERVATION - MEDIUM - HOURLY,101
679,INITIAL OBSERVATION CARE,144
680,INJECT EPIDURAL PATCH,2394
681,DRAIN/INJ JOINT/BURSA W/O US,645
682,ESRD HOME PT SERV P DAY 20+,8
683,ADMIN INFLUENZA VIRUS VACCINE,77
684,IV INFUSION HYDRATION 1 HR,585
685,IV INF  HYDRATION EACH ADDL HR,174
686,THER/PROPHA/DIAG IV INF INT,925
687,IV INFUSION  EA  ADDL HOUR,155
688,IV INF PROPHY ADD SEQ TO 1 HR,254
689,THER/DIAG CONCURRENT INF,173
690,THER/PROPHA/DIAG IV INJ  SC/IM,270
691,THER/PROPH/DIAG INJ IV PUSH,521
692,TX/PRO/DX INJ NEW DRUG ADDON,206
693,SPINAL FLUID PUNCTURE DIAGN,2394
694,CHEMO IV PUSH SNGL DRUG,925
695,CHEMO INFUSION INITIAL HOUR,1444
696,CHEMO INFUSION EACH ADDL HR,300
697,CHEMO IV INFUSION EA ADDL SEQ,363
698,TX/PRO/DX INJ SAME DRUG ADD-ON,307
699,TRANSFUSION BLOOD COMPONENTS,1873
700,PICC LINE INSERTION,5291
701,CHEMOTHERAPY INTO CNS,1105
702,IV PUSH ADDL DRUG ADD-ON CODE,426
703,DRUGS/1-B.O.R.,VARIABLE
704,ALBUMIN/1-B.O.R.,926
705,PACU EXTENSION ICU,7373
706,PACU EXTENSION SEMI,4566
707,PACU EXTENSION HOSPICE,650
708,INITIAL OBSERVATION CARE LOW,986
709,OBSERVATION - MEDIUM - HOURLY,101
710,INITIAL OBSERVATION CARE,144
711,ASSEMBLY SCHUHLI  3.5 CORTX ST,498
712,BAR ANG CONNECT 3.0MM,110
713,BAR CONNECT 4.0X100 180D ANG,60
714,BAR CONNECT 4.0X120 180D ANG,60
715,BAR CONNECT 4.0X140 180D ANG,80
716,BAR CONNECT 4.0X160 180D ANG,80
717,BAR CONNECT 4.0X180 180D ANG,80
718,BAR CONNECT 4.0X200 180D ANG,80
719,BAR CONNECT 4.0X220 160MM,100
720,BAR CONNECT 4.0X240 280MM,100
721,BAR CONNECT 4.0X250 460MM,100
722,BAR CONNECT 4.0X260 460MM,100
723,BAR CONNECT 4.0X280 460MM,100
724,BAR CONNECT 4.0X300 460MM,100
725,BAR CONNECT 4.0X60 180D ANG,60
726,BAR CONNECT 4.0X80 180D ANG,60
727,BIT DRILL 1.5MM W/18MM STOP,252
728,BIT DRILL 1.5MM W/8MM STOP,252
729,BLADE SCREWDRIV CRUCIFORM 2.4,1146
730,BLADE SCREWDRIV MATRIXMAN LNG,1036
731,BLADE TI HELIC 11.0X100 ST,1220
732,BLADE TI HELIC 11.0X105 ST,1220
733,BLADE TI HELIC 11.0X110 ST,1220
734,BLADE TI HELIC 11.0X115 ST,1220
735,BLADE TI HELIC 11.0X120 ST,1220
736,BLADE TI HELIC 11.0X125 ST,1220
737,BLADE TI HELIC 11.0X130 ST,1220
738,BLADE TI HELIC 11.0X75 ST,1220
739,BLADE TI HELIC 11.0X80 ST,1220
740,BLADE TI HELIC 11.0X85 ST,1220
741,BLADE TI HELIC 11.0X90 ST,1220
742,BLADE TI HELIC 11.0X95 ST,1220
743,BLADE TI HELICAL 11.0X100,1279
744,BLADE TI HELICAL 11.0X110,1163
745,BLADE TI HELICAL 11.0X115,1163
746,BLADE TI HELICAL 11.0X120,1163
747,BLADE TI HELICAL 11.0X90,1279
748,BLADE TI HELICAL 11.0X95,1163
749,BLADE TI SPIRAL 100MM FEM NAIL,1306
750,BLADE TI SPIRAL 105MM FEM NAIL,1306
751,BLADE TI SPIRAL 110MM FEM NAIL,1306
752,BLADE TI SPIRAL 115MM FEM NAIL,1306
753,BLADE TI SPIRAL 120MM FEM NAIL,1306
754,BLADE TI SPIRAL 70X130 ST,1306
755,BLADE TI SPIRAL 75X130 ST,1306
756,BLADE TI SPIRAL 85X130 ST,1306
757,BLADE TI SPIRAL 90X130 ST,1306
758,BLADE TI SPIRAL 95X130 ST,1306
759,BLADE TI SPRL RET FEM 100MM,1072
760,BLADE TI SPRL RET FEM 100MM ST,1129
761,BLADE TI SPRL RET FEM 45MM,1072
762,BLADE TI SPRL RET FEM 45MM ST,1129
763,BLADE TI SPRL RET FEM 50MM,1072
764,BLADE TI SPRL RET FEM 50MM ST,1129
765,BLADE TI SPRL RET FEM 50MM ST,1072
766,BLADE TI SPRL RET FEM 55MM,1072
767,BLADE TI SPRL RET FEM 55MM ST,1129
768,BLADE TI SPRL RET FEM 60MM ST,1129
769,BLADE TI SPRL RET FEM 65MM,1172
770,BLADE TI SPRL RET FEM 65MM ST,1129
771,BLADE TI SPRL RET FEM 70MM,1389
772,BLADE TI SPRL RET FEM 70MM ST,1129
773,BLADE TI SPRL RET FEM 75MM,1072
774,BLADE TI SPRL RET FEM 75MM ST,1129
775,BLADE TI SPRL RET FEM 80MM,1072
776,BLADE TI SPRL RET FEM 80MM ST,1129
777,BLADE TI SPRL RET FEM 85MM,1072
778,BLADE TI SPRL RET FEM 85MM ST,1129
779,BLADE TI SPRL RET FEM 90MM,1072
780,BLADE TI SPRL RET FEM 90MM ST,1129
781,BLADE TI SPRL RET FEM 95MM,1072
782,BLADE TI SPRL RET FEM 95MM ST,1129
783,BLOCK CHRONOS TCP 12.5X12.5X10,760
784,BLOCK CHRONOS TCP 20X20X10 ST,1500
785,BOLT CONNECTION,23
786,BOLT CONNECTION LNG,23
787,BOLT SCHANZ SCREW CANN POST,512
788,BOLT SCHANZ SCREW CANN RING,445
789,BOLT TI LOCK 4.9X100 ST,342
790,BOLT TI LOCK 4.9X26 ST,342
791,BOLT TI LOCK 4.9X46 ST,342
792,BOLT TI LOCK 4.9X48 ST,342
793,BOLT TI LOCK 4.9X52 ST,342
794,BOLT TI LOCK 4.9X56 ST,342
795,BOLT TI LOCK 4.9X58 ST,342
796,BOLT TI LOCK 4.9X68 ST,342
797,BOLT TI LOCK 4.9X72 ST,342
798,BOLT TI LOCK 4.9X76 ST,342
799,BOLT TI LOCK 4.9X80 ST,342
800,BOLT TI LOCK 4.9X85 ST,342
801,BOLT TI LOCK 4.9X90 ST,342
802,BOLT TI LOCK 4.9X95 ST,342
803,BOLT WIRE OFFSET,90
804,BOLT WIRE SLOTTED,97
805,BUTTON CANN 4.0 HEX CERCLAGE,314
806,BUTTON T15/2.5 HEX CERCLAGE ST,312
807,BUTTON T25/3.5 HEX CERCLAGE ST,312
808,CABLE COCR TI CRIMP1.7X750 ST,930
809,CABLE W/CRIMP 1.0X750 ST,1119
810,CABLE W/CRIMP 1.7X750 ST,9292
811,CAP END 12MM 0MM EXT TI ST,418
812,CAP END 12MM 10MM EXT TI ST,418
813,CAP END 12MM 20MM EXT TI ST,418
814,CAP END 3.0-4.0 ELAST NAIL TI,211
815,CAP END TI 03.0/4.0MM TI ELAST,154
816,CAP PROTECT  1.0/1.25MM K WIRE,66
817,CAP PROTECT  1.6MM K WIRE,66
818,CAP PROTECT  K WIRE,67
819,CAP PROTECT 11.0MM TUBE/ROD,39
820,CAP PROTECT  2.0MM K WIRE,66
821,CAP PROTECT  2.5MM K WIRE,34
822,CAP PROTECT 4.0/4.0 MED DISTR,694
823,CAP PROTECT 4.0MM BAR/ROD,83
824,CAP PROTECT 4.0MM FIXATION PIN,96
825,CAP TI END 12MM 0MM EXT IM NAI,360
826,CAP TI END 12MM 20MM EXT ST,360
827,CAP TI END 12MM T40 10MM FEM,316
828,CAP TI END 12MM T40 10MM ST FE,374
829,CAP TI END 12MM T40 15MM FEM,316
830,CAP TI END 12MM T40 15MM ST FE,374
831,CAP TI END 12MM T40 20MM FEM,316
832,CAP TI END 12MM T40 20MM ST FE,374
833,CAP TI END 12MM T40 5MM FEM,316
834,CAP TI END 12MM T40 5MM ST FEM,374
835,CAP TI END 15MM 10MM EXT SPRL,400
836,CAP TI END 15MM 20MM EXT SPRL,400
837,CAP TI END 16MM T40 10MM FEM,316
838,CAP TI END 16MM T40 10MM ST FE,374
839,CAP TI END 16MM T40 15MM FEM,316
840,CAP TI END 16MM T40 15MM ST FE,374
841,CAP TI END 16MM T40 20MM FEM,316
842,CAP TI END 16MM T40 20MM ST FE,374
843,CAP TI END 16MM T40 5MM FEM,316
844,CAP TI END 16MM T40 5MM ST FEM,374
845,CAP TI END T25 0MM EXT HUM,293
846,CAP TI END T25 0MM EXT HUM  ST,350
847,CAP TI END T25 10MM EXT HUM,293
848,CAP TI END T25 10MM EXT HUM  S,350
849,CAP TI END T25 15MM EXT HUM,293
850,CAP TI END T25 15MM EXT HUM,350
851,CAP TI END T25 5MM EXT HUM,293
852,CAP TI END T25 5MM EXT HUM  ST,350
853,CAP TI END T25 HND FT,333
854,CAP TI END T25 HND FT  SPRL,333
855,CAP TI END T25 HND FT  SPRL ST,390
856,CAP TI END T25 HND FT  ST,390
857,CAP TI END T40 0MM  ST TIB,374
858,CAP TI END T40 0MM FEM NAIL,316
859,CAP TI END T40 0MM GRY ST TIB,374
860,CAP TI END T40 0MM GRY TIB,358
861,CAP TI END T40 0MM RET FEM,352
862,CAP TI END T40 0MM RET FEM ST,374
863,CAP TI END T40 0MM ST FEM NAIL,407
864,CAP TI END T40 0MM TIB,358
865,CAP TI END T40 10MM  ST TIB,466
866,CAP TI END T40 10MM GRY ST TI,466
867,CAP TI END T40 10MM GRY TIB,409
868,CAP TI END T40 10MM TIB,409
869,CAP TI END T40 15MM  ST TIB,466
870,CAP TI END T40 15MM GRY ST TI,466
871,CAP TI END T40 15MM GRY TIB,409
872,CAP TI END T40 15MM TIB,409
873,CAP TI END T40 5MM  ST TIB,466
874,CAP TI END T40 5MM GRY ST TIB,466
875,CAP TI END T40 5MM GRY TIB,460
876,CAP TI END T40 5MM TIB,409
877,CAP TI END TROC FIX NAIL 0MM S,363
878,CAP TI END TROC FIX NAIL 10M S,363
879,CAP TI END TROC FIX NAIL 5MM S,363
880,CAP TI END TROC FIX NAIL 10MM,306
881,CAP TI END TROC FIX NAIL 5MM,306
882,CLAMP 4.0/2.5MM MED DISTR,771
883,CLAMP 4.0/4.0MM MED DISTR,771
884,CLAMP 8.0/11.0 COMBO,1460
885,CLAMP CONNCT 3.0/4.0MM 75MM,1402
886,CLAMP LG PIN 4POS MR SAFE,964
887,CLAMP MED COMBO MR SAFE,1184
888,CLAMP MED MULTI PIN 4POS,1368
889,CLAMP MED MULTI PIN 6POS,1488
890,CLAMP MED OPEN ADJ MR SAFE,932
891,CLAMP MED PIN 4POS MR SAFE,910
892,CLAMP MED PIN 6POS MR SAFE,932
893,CLAMP OPN 4.0/2.5MM MED DIST,826
894,CLAMP OPENT HANDLE,510
895,CLAMP SM COMBO MR SAFE,732
896,CLAMP SM OPEN ADJ MR SAFE,1184
897,CLAMP TRANSVERSE  T HANDLE,1440
898,CLAMP UNIV WIRE/PIN TO 4.0MM,1406
899,CLIP DYNAM LG CMBO MR SAFE,206
900,CLIP DYNAM MD CMBO MR SAFE,240
901,COVER WRIST FIXATOR,1
902,CUTTER PLATE MATRIXMAN SHRT,2332
903,CUTTER PLATE SHRTCUT 2.4MM,1916
904,CUTTER PLATE/ROD,3126
905,DRILL GUIDE 1.5/1.8 THRD TI,618
906,DRILL GUIDE 2.0/2.5 K WIRE,1800
907,DRILL GUIDE/CANN MAND EXFIX2,586
908,FILLER NORIAN SRS BN 10CC ST,5600
909,FILLER NORIAN SRS BN 3CC ST,1740
910,FILLER NORIAN SRS BN 5CC ST,2850
911,FIXATOR ADJ DISTAL RADIUS,3939
912,FIXATOR ADJ DST RAD SCHANZ,5178
913,FIXATOR ADJ DST RAD TI SCHANZ,5383
914,GRANULE CHRONOSLG 10CC ST,1520
915,GRANULE CHRONOSLG 20CC ST,2180
916,GRANULE CHRONOSLG 5CC ST,790
917,GRANULE CHRONOSMD 10CC ST,1520
918,GRANULE CHRONOSMD 20CC ST,2180
919,GRANULE CHRONOSMED 5CC ST,790
920,GUIDE WIRE 2.0X240 REAM ROD,66
921,GUIDE WIRE 2.5X230 SPADE PT,120
922,GUIDE WIRE 3.2X290 CANN NAIL,206
923,GUIDE WIRE 450MM W/FLUTES,198
924,HINGE ELBOW FIXATOR,3065
925,JOINT UNIV 2TUBE T HANDLE,1566
926,MOUNT WIRE 4.5 DCP/LC DCP H,304
927,NAIL CANN PROX HUMERAL 7X150,3646
928,NAIL HINDFOOT CANN 10X150 LT,3008
929,NAIL HINDFOOT CANN 10X150 RT,3008
930,NAIL HINDFOOT CANN 10X180 LT,3008
931,NAIL HINDFOOT CANN 10X180 RT,3008
932,NAIL HINDFOOT CANN 10X240 LT,3008
933,NAIL HINDFOOT CANN 10X240 RT,3008
934,NAIL HINDFOOT CANN 12X150 LT,3008
935,NAIL HINDFOOT CANN 12X150 RT,3008
936,NAIL HINDFOOT CANN 12X180 LT,3008
937,NAIL HINDFOOT CANN 12X180 RT,3008
938,NAIL HINDFOOT CANN 12X240 LT,3008
939,NAIL HINDFOOT CANN 12X240 RT,3008
940,NAIL HINDFOOT CANN 13X150 LT,3008
941,NAIL HINDFOOT CANN 13X150 RT,3008
942,NAIL HINDFOOT CANN 13X180 LT,3008
943,NAIL HINDFOOT CANN 13X180 RT,3008
944,NAIL HINDFOOT CANN 13X240 LT,3008
945,NAIL HINDFOOT CANN 13X240 RT,3008
946,NAIL TI CAN TRC 125D 10X170,2622
947,NAIL TI CAN TRC 125D 10X235,2622
948,NAIL TI CAN TRC 125D 10X300 L,3454
949,NAIL TI CAN TRC 125D 10X300 R,3454
950,NAIL TI CAN TRC 125D 10X320 L,3454
951,NAIL TI CAN TRC 125D 10X320 R,3454
952,NAIL TI CAN TRC 125D 10X340 L,3454
953,NAIL TI CAN TRC 125D 10X340 R,3454
954,NAIL TI CAN TRC 125D 10X360 L,3454
955,NAIL TI CAN TRC 125D 10X360 R,3454
956,NAIL TI CAN TRC 125D 10X380 L,3454
957,NAIL TI CAN TRC 125D 10X380 R,3454
958,NAIL TI CAN TRC 125D 10X400 L,3454
959,NAIL TI CAN TRC 125D 10X400 R,3454
960,NAIL TI CAN TRC 125D 10X420 L,3454
961,NAIL TI CAN TRC 125D 10X420 R,3454
962,NAIL TI CAN TRC 125D 10X440 L,3454
963,NAIL TI CAN TRC 125D 10X440 R,3454
964,NAIL TI CAN TRC 125D 10X460 L,3454
965,NAIL TI CAN TRC 125D 10X460 R,3454
966,NAIL TI CAN TRC 125D 11X170,2622
967,NAIL TI CAN TRC 125D 11X235,2622
968,NAIL TI CAN TRC 125D 11X300 L,3454
969,NAIL TI CAN TRC 125D 11X300 R,3454
970,NAIL TI CAN TRC 125D 11X320 L,3454
971,NAIL TI CAN TRC 125D 11X320 R,3454
972,NAIL TI CAN TRC 125D 11X340 L,3454
973,NAIL TI CAN TRC 125D 11X340 R,3454
974,NAIL TI CAN TRC 125D 11X360 L,3454
975,NAIL TI CAN TRC 125D 11X360 R,3454
976,NAIL TI CAN TRC 125D 11X380 L,3454
977,NAIL TI CAN TRC 125D 11X380 R,3454
978,NAIL TI CAN TRC 125D 11X400 L,3454
979,NAIL TI CAN TRC 125D 11X400 R,3454
980,NAIL TI CAN TRC 125D 11X420 L,3454
981,NAIL TI CAN TRC 125D 11X420 R,3454
982,NAIL TI CAN TRC 125D 11X440 L,3454
983,NAIL TI CAN TRC 125D 11X440 R,3454
984,NAIL TI CAN TRC 125D 11X460 L,3454
985,NAIL TI CAN TRC 125D 11X460 R,3454
986,NAIL TI CAN TRC 125D 12X170,2622
987,NAIL TI CAN TRC 125D 12X235,2622
988,NAIL TI CAN TRC 125D 12X300 L,3454
989,NAIL TI CAN TRC 125D 12X300 R,3454
990,NAIL TI CAN TRC 125D 12X320 L,3454
991,NAIL TI CAN TRC 125D 12X320 R,3454
992,NAIL TI CAN TRC 125D 12X340 L,3454
993,NAIL TI CAN TRC 125D 12X340 R,3454
994,NAIL TI CAN TRC 125D 12X360 L,3454
995,NAIL TI CAN TRC 125D 12X360 R,3454
996,NAIL TI CAN TRC 125D 12X380 L,3454
997,NAIL TI CAN TRC 125D 12X380 R,3454
998,NAIL TI CAN TRC 125D 12X400 L,3454
999,NAIL TI CAN TRC 125D 12X400 R,3454
1000,NAIL TI CAN TRC 125D 12X420 L,3454
1001,NAIL TI CAN TRC 125D 12X420 R,3454
1002,NAIL TI CAN TRC 125D 12X440 L,3454
1003,NAIL TI CAN TRC 125D 12X440 R,3454
1004,NAIL TI CAN TRC 125D 12X460 L,3454
1005,NAIL TI CAN TRC 125D 12X460 R,3454
1006,NAIL TI CAN TRC 130D 10X170,2622
1007,NAIL TI CAN TRC 130D 10X235,2622
1008,NAIL TI CAN TRC 130D 10X300 L,3454
1009,NAIL TI CAN TRC 130D 10X300 R,3454
1010,NAIL TI CAN TRC 130D 10X320 L,3454
1011,NAIL TI CAN TRC 130D 10X320 R,3454
1012,NAIL TI CAN TRC 130D 10X340 L,3454
1013,NAIL TI CAN TRC 130D 10X340 R,3454
1014,NAIL TI CAN TRC 130D 10X360 L,3454
1015,NAIL TI CAN TRC 130D 10X360 R,3454
1016,NAIL TI CAN TRC 130D 10X380 L,3454
1017,NAIL TI CAN TRC 130D 10X380 R,3454
1018,NAIL TI CAN TRC 130D 10X400 L,3454
1019,NAIL TI CAN TRC 130D 10X400 R,3454
1020,NAIL TI CAN TRC 130D 10X420 L,3454
1021,NAIL TI CAN TRC 130D 10X420 R,3454
1022,NAIL TI CAN TRC 130D 10X440 L,3454
1023,NAIL TI CAN TRC 130D 10X440 R,3454
1024,NAIL TI CAN TRC 130D 10X460 L,3454
1025,NAIL TI CAN TRC 130D 10X460 R,3454
1026,NAIL TI CAN TRC 130D 11X235,2892
1027,NAIL TI CAN TRC 130D 11X300 L,3454
1028,NAIL TI CAN TRC 130D 11X300 R,3454
1029,NAIL TI CAN TRC 130D 11X320 L,3454
1030,NAIL TI CAN TRC 130D 11X320 R,3454
1031,NAIL TI CAN TRC 130D 11X340 L,3454
1032,NAIL TI CAN TRC 130D 11X340 R,3454
1033,NAIL TI CAN TRC 130D 11X360 L,3454
1034,NAIL TI CAN TRC 130D 11X360 R,3454
1035,NAIL TI CAN TRC 130D 11X380 R,3805
1036,NAIL TI CAN TRC 130D 11X400 L,3805
1037,NAIL TI CAN TRC 130D 11X420 L,3805
1038,NAIL TI CAN TRC 130D 11X420 R,3454
1039,NAIL TI CAN TRC 130D 11X440 L,3805
1040,NAIL TI CAN TRC 130D 11X440 R,3454
1041,NAIL TI CAN TRC 130D 11X460 L,3454
1042,NAIL TI CAN TRC 130D 11X460 R,3454
1043,NAIL TI CAN TRC 130D 12X170,2622
1044,NAIL TI CAN TRC 130D 12X235,2622
1045,NAIL TI CAN TRC 130D 12X300 L,3454
1046,NAIL TI CAN TRC 130D 12X300 R,3454
1047,NAIL TI CAN TRC 130D 12X320 L,3454
1048,NAIL TI CAN TRC 130D 12X320 R,3454
1049,NAIL TI CAN TRC 130D 12X340 L,3454
1050,NAIL TI CAN TRC 130D 12X340 R,3454
1051,NAIL TI CAN TRC 130D 12X360 L,3454
1052,NAIL TI CAN TRC 130D 12X360 R,3454
1053,NAIL TI CAN TRC 130D 12X380 L,3454
1054,NAIL TI CAN TRC 130D 12X380 R,3454
1055,NAIL TI CAN TRC 130D 12X400 L,3454
1056,NAIL TI CAN TRC 130D 12X400 R,3454
1057,NAIL TI CAN TRC 130D 12X420 L,3454
1058,NAIL TI CAN TRC 130D 12X420 R,3454
1059,NAIL TI CAN TRC 130D 12X440 L,3454
1060,NAIL TI CAN TRC 130D 12X440 R,3454
1061,NAIL TI CAN TRC 130D 12X460 L,3454
1062,NAIL TI CAN TRC 130D 12X460 R,3454
1063,NAIL TI CAN TRC 130D 14X300 L,3454
1064,NAIL TI CAN TRC 130D 14X300 R,3454
1065,NAIL TI CAN TRC 130D 14X320 L,3454
1066,NAIL TI CAN TRC 130D 14X320 R,3454
1067,NAIL TI CAN TRC 130D 14X340 L,3454
1068,NAIL TI CAN TRC 130D 14X340 R,3454
1069,NAIL TI CAN TRC 130D 14X360 L,3454
1070,NAIL TI CAN TRC 130D 14X360 R,3454
1071,NAIL TI CAN TRC 130D 14X380 L,3454
1072,NAIL TI CAN TRC 130D 14X380 R,3454
1073,NAIL TI CAN TRC 130D 14X400 L,3454
1074,NAIL TI CAN TRC 130D 14X400 R,3454
1075,NAIL TI CAN TRC 130D 14X420 L,3454
1076,NAIL TI CAN TRC 130D 14X420 R,3454
1077,NAIL TI CAN TRC 130D 14X440 L,3454
1078,NAIL TI CAN TRC 130D 14X440 R,3454
1079,NAIL TI CAN TRC 130D 14X460 L,3454
1080,NAIL TI CAN TRC 130D 14X460 R,3454
1081,NAIL TI CAN TRC 135D 10X170,2622
1082,NAIL TI CAN TRC 135D 10X235,2622
1083,NAIL TI CAN TRC 135D 10X300 L,3454
1084,NAIL TI CAN TRC 135D 10X300 R,3454
1085,NAIL TI CAN TRC 135D 10X320 L,3454
1086,NAIL TI CAN TRC 135D 10X320 R,3454
1087,NAIL TI CAN TRC 135D 10X340 L,3454
1088,NAIL TI CAN TRC 135D 10X340 R,3454
1089,NAIL TI CAN TRC 135D 10X360 L,3454
1090,NAIL TI CAN TRC 135D 10X360 R,3454
1091,NAIL TI CAN TRC 135D 10X380 L,3454
1092,NAIL TI CAN TRC 135D 10X380 R,3454
1093,NAIL TI CAN TRC 135D 10X400 L,3454
1094,NAIL TI CAN TRC 135D 10X400 R,3454
1095,NAIL TI CAN TRC 135D 10X420 L,3454
1096,NAIL TI CAN TRC 135D 10X420 R,3454
1097,NAIL TI CAN TRC 135D 10X440 L,3454
1098,NAIL TI CAN TRC 135D 10X440 R,3454
1099,NAIL TI CAN TRC 135D 10X460 L,3454
1100,NAIL TI CAN TRC 135D 10X460 R,3454
1101,NAIL TI CAN TRC 130D 11X170,2892
1102,NAIL TI CAN TRC 135D 11X170,2622
1103,NAIL TI CAN TRC 135D 11X235,2622
1104,NAIL TI CAN TRC 135D 11X300 L,3454
1105,NAIL TI CAN TRC 135D 11X300 R,3454
1106,NAIL TI CAN TRC 135D 11X320 L,3454
1107,NAIL TI CAN TRC 135D 11X320 R,3454
1108,NAIL TI CAN TRC 135D 11X340 L,3454
1109,NAIL TI CAN TRC 135D 11X340 R,3454
1110,NAIL TI CAN TRC 135D 11X360 L,3454
1111,NAIL TI CAN TRC 135D 11X360 R,3454
1112,NAIL TI CAN TRC 135D 11X380 L,3454
1113,NAIL TI CAN TRC 135D 11X380 R,3454
1114,NAIL TI CAN TRC 135D 11X400 L,3454
1115,NAIL TI CAN TRC 135D 11X400 R,3454
1116,NAIL TI CAN TRC 135D 11X420 L,3454
1117,NAIL TI CAN TRC 135D 11X420 R,3454
1118,NAIL TI CAN TRC 135D 11X440 L,3454
1119,NAIL TI CAN TRC 135D 11X440 R,3454
1120,NAIL TI CAN TRC 135D 11X460 L,3454
1121,NAIL TI CAN TRC 135D 11X460 R,3454
1122,NAIL TI CAN TRC 135D 12X170,2622
1123,NAIL TI CAN TRC 135D 12X235,2622
1124,NAIL TI CAN TRC 135D 12X300 L,3454
1125,NAIL TI CAN TRC 135D 12X300 R,3454
1126,NAIL TI CAN TRC 135D 12X320 L,3454
1127,NAIL TI CAN TRC 135D 12X320 R,3454
1128,NAIL TI CAN TRC 135D 12X340 L,3454
1129,NAIL TI CAN TRC 135D 12X340 R,3454
1130,NAIL TI CAN TRC 135D 12X360 L,3454
1131,NAIL TI CAN TRC 135D 12X360 R,3454
1132,NAIL TI CAN TRC 135D 12X380 L,3454
1133,NAIL TI CAN TRC 135D 12X380 R,3454
1134,NAIL TI CAN TRC 135D 12X400 L,3454
1135,NAIL TI CAN TRC 135D 12X400 R,3454
1136,NAIL TI CAN TRC 135D 12X420 L,3454
1137,NAIL TI CAN TRC 135D 12X420 R,3454
1138,NAIL TI CAN TRC 135D 12X440 L,3454
1139,NAIL TI CAN TRC 135D 12X440 R,3454
1140,NAIL TI CAN TRC 135D 12X460 L,3454
1141,NAIL TI CAN TRC 135D 12X460 R,3454
1142,NAIL TI CANN FEM 10X300 ST,2548
1143,NAIL TI CANN FEM 10X320 ST,2548
1144,NAIL TI CANN FEM 10X340 ST,2548
1145,NAIL TI CANN FEM 10X360 ST,2548
1146,NAIL TI CANN FEM 10X380 ST,2548
1147,NAIL TI CANN FEM 10X400 ST,2548
1148,NAIL TI CANN FEM 10X420 ST,2548
1149,NAIL TI CANN FEM 10X440 ST,2548
1150,NAIL TI CANN FEM 10X460 ST,2548
1151,NAIL TI CANN FEM 10X480 ST,2548
1152,NAIL TI CANN FEM 11X300 ST,2548
1153,NAIL TI CANN FEM 11X320 ST,2548
1154,NAIL TI CANN FEM 11X360 ST,2548
1155,NAIL TI CANN FEM 11X400 ST,2548
1156,NAIL TI CANN FEM 11X420 ST,2548
1157,NAIL TI CANN FEM 11X440 ST,2548
1158,NAIL TI CANN FEM 11X460 ST,2548
