MNEMONIC,DESCRIPTION,CHRG AMT
3740077,TAP SYSTEM STANDARD,409.82
3740088,"CANNISTER,LG BERKELEY",37.49
3740091,"BLADES,DERMATOME",97.11
3740093,LAT EPI. BRACE,10.93
3740094,SPLING STRAP SUPPORT,5.46
3740095,TENSOGRIP C,3.87
3740096,TENSOGRIP D,4.48
3740097,"BLANKET,HYPOTHERMIA",49.94
3740099,EAR SYRINGE 202,16.39
3740101,"BLADES,BEAVER,#69",29.82
3740102,ECG GEL PADS,43.76
3740103,UNIVERSAL CUFF,7.65
3740110,FLUID FILTER STORZ,6.05
3740114,"STOPPER,DECANNULATD SZ 8",20.06
3740116,"CUTTER,LINEAR NTLC55",108.13
3740127,POST OP SHOE CHILD F MED,20.19
3740131,"PAD,GROUNDING REM 7507",8.8
3740132,"GROUNDING PAD, PED/CORD",12.45
3740135,HEMODRAIN 1/8,28.42
3740151,MESALT RIBBON,5.85
3740154,K-PAD,27.08
3740158,"BUR,CARBIDE MED STRYKER",57.8
3740172,DEFIB-PADS,153.27
3740195,MINI TISSUE,0.52
3740199,NASAL AIRWAY 30 FR.,25.24
3740200,NASAL AIRWAY 32 FR.,25.24
3740201,NASAL AIRWAY 34 FR.,25.24
3740202,"DISK,HI-SPEED STRYKER",321.2
3740204,NEEDLE GUARD SM. 334466,5.51
3740206,STRYKER CARBIDE BUR,9.84
3740207,STRYKER BUR OVAL CARB 4.0,96.97
3740208,NERVE LOCATOR STIMULATOR,169.97
3740209,STRYKER BUR 3.0MM MED,81.96
3740212,STRYKER BUR 4.0MM MED,81.96
3740217,"PACEMAKER KIT, 5 FR",289.08
3740218,"BUR,100K IMPACT STRYKER",17
3740222,PARASOL DRAIN TUBES .060,36.44
3740224,"ENEMA, PHOSPHATE",1.7
3740225,"BUR,ACORN 4.0MM STRYKER",239.15
3740227,RICHARD WEHRS-INCUS PROT,710
3740231,PLEUR EVAC,175.12
3740233,RICHARD WEHRS-INCUS PROT,710
3740234,STRYKER BUR RND FAST CUT 5.5MM,98.29
3740235,RICHARD WEHRS-INCUS STAPES PR,710
3740238,RICHARDS TEFLON STAPES REPLACE,687.54
3740242,RICHARDS TEFLON STAPES .03MM,710
3740244,"SAFETY PIN, LARGE",3.98
3740254,"TUBE, SHILEY TRACH ADULT 8",162.96
3740255,"TUBE, SHILEY TRACH ADULT 6",146.86
3740261,STRYKER BUR 2.0MM MED,90.92
3740265,BIER BLOCK TRAY,16.39
3740269,"BUR,ACORN 5.5MM STRYKER",215.93
3740271,6-0 FAST ABSORB.1916G,5.39
3740281,CATH WHISTLE TP 3FR,16.39
3740286,"BUR,STRYKER",9.84
3740287,"BLADES, SUPER 15 DEGREE",17.7
3740288,"BLADES, SUPER 15 DEGREE",25.73
3740291,STRYKER BUR HI SPEED,327.62
3740296,"STAPLER RELOAD, TR60",130.1
3740297,STAPLER TCT10,672.37
3740309,STRYKER BUR,9.84
3740316,STRYKER BLADE MED AGGR,84.86
3740326,"TRAY, LUMBAR PUNC ADULT W/",27.13
3740327,"TRAY, LUMBAR PUNCTURE INF.",90.95
3740328,"TRAY, LUMBAR PUNCTURE INFA",30.09
3740329,"NEEDLE, TEMNO BIOPSY",434.04
3740330,RICHARDS-WEHRS-INCUS STAPLES,710
3740337,UNDERWATER CHEST DRAIN #6,18.26
3740341,"PACK, CYSTO II",32.42
3740342,"FILTER, BLOOD, ULTIPOR",26.75
3740343,VACURETTE CVD. 10,12
3740344,VACURETTE CVD. 11,12.47
3740345,VACURETTE CVD. 12,12.41
3740346,VACURETTE CVD. 8,12.5
3740347,VACURETTE CVD. 9,12
3740349,VACURETTE STR. 11,10.16
3740351,TRANS Q ELECTRODES,13.15
3740353,VAGINAL IRRIGATION SET,3.66
3740354,"VESSEL LOOPS, RED MAXI",7.78
3740362,"STAPLER, TX60B",250.88
3740365,HULKA CLIPS,91.71
3740374,DISP SET FOR BREAST PUMP,32.78
3740377,ARMSTRON MOD OF SCHUKNEC,34.41
3740381,STAPES IMPLANT ROBINSON,268.64
3740383,PERCUT. INTRO KIT 8.5 FR,76.6
3740384,PRESSURE MONITOR KIT,27.14
3740385,"BILIRUBIN MASK, REGULAR",9.82
3740387,"BUR,OTOTOME 1.5MM ZIMMER",310.34
3740390,"SOL,STER. H20 1000 IRR.2B7114",10.26
3740391,"SOL,GLYCINE 1.5% IRRIG.2B7317",22.98
3740392,"SOL,NORM.SAL.3000 IRR.2B7127",19.21
3740399,ALOA VESTA 6984 F2,6.72
3740401,SOFTSTRAP 2 X 14,40.94
3740406,BAG-A-JET DECANTING DEVIC,6.87
3740412,WET-FIELD ERASER,22.78
3740414,STRYKER BUR 2.0MM MED,59.01
3740417,SHILEY TRACH TUBE 6LPC,139.36
3740428,HEMODRAIN 1/4,28.42
3740437,"OXYGEN SENSOR,NEONATAL N-25",45.75
3740440,STRYKER BUR 5300-010-903,51.51
3740441,STRYKER BUR 2.0MM MED,59.01
3740443,STRYKER BUR 1.5MM MED,65.56
3740444,STRYKER BUR CRS-CUT CARB,18.19
3740445,STRYKER BUR CRS-CUT CARB,18.19
3740449,"PROBE,ESOPHAGEAL/RECTAL",19.65
3740450,"BLADE,INTRA-ORAL STRYKER",276.73
3740457,SPIRAL ELECTRODES (FETAL),11.42
3740459,BUR EGG STRYKER,333.18
3740460,"BUR,EGG 5.0 STRYKER",198.14
3740461,"VAS PAWS,SMALL CLAMP COVER",5.54
3740465,DOYLE AIRWAY SPLINT,106.63
3740470,DISP. OXI SENSOR PED.,55.08
3740478,SYNTHES PLATE DHS 150DEG 12H,685.14
3740479,"NEEDLE,VERES 150MM",42.5
3740481,"SUTURE,10-0 PROLENE 1710G",55.11
3740482,"CAUTERY,HI TEMP 4200",89.3
3740483,"CAUTERY, 4200 HI-TEMP",25.8
3740486,INST. WIPE EYE / CORNEAL,10.54
3740489,465G O-STEEL,10.88
3740499,GRAFT STR BIF 201-x10x50cm,1399.97
3740502,RICHARDS STAPLE IMPLANT PROP,268.92
3740503,SUTURE MERSILENE 5MM D9212,337.65
3740504,8684H 3-0 PROLENE,6.09
3740505,"SUTURE,SILK 2-0 SA8H",3.3
3740506,PROXI-STRIP 1/2 X 4,2.89
3740507,"FIBERLOOP, 2 7234",169.97
3740509,"RELOAD, SR55 SELECTABLE",169.97
3740510,CAROTID SHUNT,105.91
3740512,"DRAPE, C-ARM #89-0608",9.18
3740519,AMO LENS 12.0 DPT,169.97
3740520,AMO A.C. LENS 13.0 DPT AC21D3,365
3740522,AMO A.C. LENS 15.0 DPT AC 21B,183.58
3740523,AMO A.C. LENS 16.0 DPT AC 21B,183.58
3740525,AMO A.C. LENS 17.0 DPT AC 21B,183.58
3740526,AMO A.C. LENS 18.0 DPT AC21B,183.58
3740527,AMO A.C. LENS 19.0 DPT AC21B,183.58
3740529,DYCEM 8X10,6.75
3740533,AMO A.C. LENS 20.0 DPT AC21B,183.58
3740535,AMO A.C. LENS 21.0 DPT AC21B,183.58
3740536,AMO A.C. LENS 22.0 DPT AC21B,183.58
3740537,AMO A.C. LENS 23.0 DPT AC21B,337.33
3740538,AMO A.C. LENS 24.0 DPT AC21B,183.58
3740542,AMO LENS 21.5 DPT,343.35
3740543,AMO LENS 22.0 DPT,343.35
3740544,AMO LENS 22.5,343.35
3740545,AMO LENS 22.5 DPT,343.35
3740546,"SPLINT,STRAP 1 X 14 A293-2",4.19
3740547,AMO LENS 24.0 DPT,343.35
3740548,AMO LENS 16.5 DPT,343.35
3740550,AMO LENS 23.0 DPT,343.35
3740552,"TIGERLOOP, 2 7234T",169.97
3740574,BREAST PUMP KIT,58.82
3740584,SOL.STER. H20 3000 2B7117,17.31
3740616,"SCREW,CORTEX 3.5MM ZIMMER",29.52
3740617,VISCERA RETAINER FISH MED,65.85
3740627,"DRILL,9/16 ZIMMER",45.69
3740631,NASAL AIRWAY 26FR,7.28
3740632,NASAL AIRWAY 28FR,7.28
3740633,NASAL AIRWAY 30FR,8.39
3740634,NASAL AIRWAY 32FR,7.88
3740635,NASAL AIRWAY 34FR,8.02
3740636,NASAL AIRWAY 36FR,8.06
3740641,"SUTURE,VICRYL 5-0 VCP834G",11.18
3740642,FIBERSTICK #2,169.97
3740645,6-0 SILK 707G,9.6
3740649,6-0 VICRYL J562G,30.77
3740651,"TROCAR,NBLADE 5MM",57.8
3740655,SPINAL NEEDLE 25G X 4.66875,16.42
3740660,"BONE,MATCHSTICK .5 X 5CM",1120
3740661,VACURETTE CVD 7,12.51
3740662,"PACK,PHACO ALLERGAN",154.76
3740665,3-0 MONOCRYL Y-416H,6.06
3740666,4-0 MONOCRYL Y-426H,14.62
3740667,"SUTURE,PDS II ENDOLOOP EZ10G",113.23
3740668,2-0 MONOCRYL Y-945H,6.48
3740669,3-0 MONOCRYL Y-936H,14.21
3740670,0-NUROLON C521-D,29.96
3740671,6-0 VICRYL J555-G,31.41
3740672,4-0 MONOCRYL Y-496G,17.24
3740673,4-0 MONOCRYL Y-415H,7.67
3740674,CHIRON DISP VITRECTOMY SET,481.8
3740676,UTERINE SUCTION CURETTE 5MM,29.92
3740677,"STAPLER,HERNIA 5MM PROTACK",1115.73
3740680,NASAL RAE TRACH TUBE 6.5MM,15.64
3740683,POSITIVE PLACEMENT SPRING WIRE,24.48
3740684,RICHARDS STAPES PROTH 4.0,823.2
3740685,TISSUE RETREIVAL BAG,108.8
3740687,GORTEX DUAL MESH 15 X 19 CM,2249
3740691,"SUTURE,4-0 MONOCRYL Y494G",14.21
3740694,SURGICAL STEEL 25G DS-25,18.46
3740699,"CATH,IVAS BALLOON",2025
3740705,"BARRIER,SEPRAFILM GENZYME",438
3740707,RETROGRADE INTUBATION SET,450.14
3740711,"NEEDLE,BX ILLINOIS JAM",42.68
3740714,HANDSWITCHING PENCIL ARTHRO,169.98
3740715,GORTEX GRAFT 6X40,1107.55
3740728,4-0 VICRYL J214H,4.37
3740731,VENACURE TUBING,56.03
3740733,"NEEDLE,5 IN INTERSTEM",136
3740735,1-0 VICRYL JB947H,4.65
3740736,UPPER BODY WARMING BLANKET,17.07
3740737,STRYKER BLADE 0296-37-133,192.59
3740740,"MESH,PLUG LG 4CMX5CM",461.79
3740743,PROFORE DRESSING 66020016,33.66
3740746,"KNIFE,GRAFT DBL BLADE 10MM",658.35
3740748,"ELECTRODE,VAPORTRODE GROVED",371.95
3740750,SURGICAL STEEL DS-26,21.21
3740754,INTERCEED 3X4,730.96
3740755,MITEK SUPER QUICK ANCHOR,1399.97
3740756,"SHEATH,URET ACCESS",319.41
3740759,"SUTURE,NURO 1 C520D",25.14
3740771,"BONE,CANC CUBE 15CC",792.4
3740772,"BONE,CANC CUBE 30CC",1366.4
3740774,"SHIELD, NIPPLE 16MM",12.54
3740776,ARTLINE SET UP,115.19
3740777,CANCELLOUS BONE CRUSHED,787.47
3740784,CO-SET ROOM TEMP.,68
3740790,1-0 NUROLON 5425H,4.18
3740793,PROLENE MESH 12X12,774.98
3740794,LOWER BODY WARMING BLANKET,17.07
3740796,DELIVERY MODULE,292.6
3740799,"PACK, HERNIA CUSTOM",129.4
3740800,"PACK,LAP CHOLE CUSTOM",139.86
3740801,ARTHROSCOPY PACK CUSTOM,155.91
3740802,"KIT,WRIST STERILE HOWMEDICA",3535.08
3740815,TESIO VASCULAR ACCESS CATH,952
3740816,MONSELS SOLUTION - ASTRINGYN,42.07
3740820,3-0 RAPIDE SUTURE VR416,7.03
3740821,3-0 RAPIDE SUTURE VR931,15.47
3740824,"HOSE,TED KNEE XXL",13.09
3740825,"HOSE,TED THIGH XXL",25.6
3740842,"TUBE,ORAL RAE 5.0",16.97
3740843,"TUBE,ORAL RAE 5.5MM",16.97
3740844,"TUBE,ORAL RAE 7.0MM",19.2
3740849,20G SINGLE SHOT EPIDURAL TRAY,29.71
3740850,"WEBRIL,STERILE 6X4",5.54
3740851,"WEBRIL,STERILE 4X4",3.8
3740852,"WEBRIL,STERILE 3X4",2.74
3740853,"WEBRIL,STERIL 2 X 4",2.69
3740855,ORAL RAE TUBE 6.5,21.79
3740856,POLAR PAD WRAP ON SHOULDER,80.85
3740857,POLAR PAD WRAP ON SHOULDER,85.2
3740858,HEMODIALYSIS CATH AK15122H,219.24
3740859,GOWN STERILE XL,11.03
3740874,ROLYAN TEHRMAL RX WRIST WRAP,30.21
3740876,ENDO CLIP APPLIERS LG ER420,278.86
3740879,COLON DECOMPRESSION SET 8.5,217.67
3740880,COLON DECOMPRESSION SET GUIDED,243.89
3740885,GORTEX GRAFT STRETCH 6MM X 50,1324.97
3740888,"BLADE,SAG SAW",72.05
3740905,MULTI LUMEN CATH LINE ONLY,305.74
3740915,GORTEX SUTURE 8M02A,98.88
3740916,BETA UROLOGY DRAIN BAG,47.37
3740928,"NEEDLE, VARIJECT #1123",136
3740929,"KIT,20CM TRIPLE LUMEN CVC",364.7
3740930,"PROBE COVER,KIT W/ GEL",27.2
3740931,"ANCHOR,MINI QUICK 2/0",1399.97
3740932,"ANCHOR, QUICK G2 CP-2",1399.98
3740933,POWER GLIDE MIDLINE CATH KIT,248.06
3740937,AIRSEAL TUBE SET,275.78
3740938,STRYKER EGG BUR 6.0MM,108.29
3740939,STRYKER BUR 4.0MM MED,65.56
3740940,STRYKER BUR 1.2MM MED,65.56
3740945,"PUTTY,BONE 5CC DBX",1467.9
3740946,"BONE,FEMORAL HEAD FROZEN",2171.25
3740955,"KIT,PERICARDIOCENTESIS",378
3740958,PERCUTANEOUS INTRODUCER TRAY,103.33
3740959,BONE CEMENT DOUGH 1/2 BATCH,148.75
3740960,CEMENT MIXING KIT 1/2 BATCH,131.78
3740962,STRYKER DENTAL BUR,18.19
3740969,BALLOON PACING ELECTRODE 5FR,346.75
3740974,PCA EXTENTION SET 60 INCH,4.52
3740979,"SCREW,BONE 1.7 X 3MM LIEB",68.52
3740980,"SCREW,BONE 1.7 X 4MM LEIB",70.48
3740983,AIRSEAL 5MM BLADELSS PORT,262.8
3740984,AIRSEAL 12MM BLADELESS PORT,1399.97
3741003,"ALLODERM,MEDIUM 9.6CMx19.3CM",9024.58
3741015,SYNTHES SCREW CANNULATED 4.0,452.6
3741023,SYNTHES SELF TAPPING SCREW 4.5,36.06
3741032,GERTIE MARX NEEDLE,34
3741036,"STOCKENETTE,BIAS STERILE 8",25.67
3741041,SORBSAN WOUND DRESSING 4 X 8,21.7
3741044,O-VICRYL VCP207G,5.59
3741066,NASAL SEPTAL BUTTON 1 PART,458.64
3741067,PACER PAD ADULT,131.02
3741068,"GUIDEWIRE,AMPLATZ .038X150",78.76
3741073,"TUBING,PCA EPIDURAL SPIKE SET",28.08
3741074,ESU PENCIL SMOKE EVAC TIP,21.92
3741078,"SUTURE BOOTIE,YELLOW",10.89
3741080,"IMMOBILIZER, SHOULDER LG",14.31
3741083,ATL STERILE BOOT/CORD COVER,48.96
3741087,"MESH,PLUG XL 4.1X5CM",560.7
3741088,"IRRIGATOR,STRYKFLOW",168.33
3741094,BEAVER BLADES 6700,4.95
3741097,GORTEX GRAFT STANDARD WALL,870.48
3741098,O VICRYL J270H,4.53
3741100,"PACK,LAPAROSCOPY CUSTOM",163.03
3741101,LAPAROTOMY CUSTOM PACK,155.65
3741102,"PACK,CYSTO",17.37
3741103,"PACK, BASIC",25.67
3741104,"DRAPE,OVERHEAD TABLE",19.9
3741113,"PACK,LITHOTOMY CUSTOM",60.14
3741115,GORTEX DUAL MESH 18X24 CM,3171
3741117,PRESSURE INFUSSION CUFF 1000CC,36.66
3741119,STRYKER BUR ACORN,243.09
3741122,SPINAL NEEDLE 22GX6,25.5
3741125,BONANO SUPRAPUBIC DRAIN CATH,194.82
3741128,MICRON FILTER FOR LIPIDS 1.2,12.17
3741131,CODMAN VEIN STRIPPERS,88.48
3741132,QUICKFILL SYRINGE,19.72
3741133,TOTAL HIP PACK CUSTOM,251.1
3741135,18g TUOHY NEEDLE,32.78
3741137,IV PRIMARY 2C6537,9.79
3741139,IV NITRO/LOW SORBING TUBING,17.37
3741140,BURETROL  BAXTER,23.08
3741141,IV BLOOD COMPONENT 2C6757,18.49
3741144,STRYKER BLADE MICRO OSCILLATOR,169.97
3741150,"TRAY, THORACENTESIS,TURKEL",168.81
3741151,"ARMBOARD,FLEXIBLE",23.27
3741153,COMFEEL PLUS CONTOUR DR 24,21.08
3741157,KNIFELIGHT,257.54
3741159,DALL MILES CABLE/SLEEVE KIT,966.42
3741160,DALL MILES CABLE,509.83
3741167,"BLADE,CHISEL SZ 10 SYNTHES",204.34
3741168,"BLADE,CHISEL SZ 25 SYNTHES",169.97
3741169,SYNTHES BONE CHISEL SZ 5,190.8
3741170,"PACK, ORTHOPAEDIC",63.13
3741179,"NEEDLE, GRANEE",169.97
3741184,G-U TEK CATHETER CONN ADAPTER,68
3741189,4-0 VICRYL J662H,5.41
3741194,ARTHROCARE WAND COVAC SUCTION,696.15
3741198,"STAPLER, FLEX VASC 35",900.06
3741199,"SUTURE,PDS O Z00JG",86.45
3741201,SYNTHES CHISEL BLADE 16MM,169.97
3741203,"DERMABOND,PEN DPP6",85.51
3741204,COATED BLADE ELECTRODE,11.33
3741205,"PATCH,CAROTID THIN",260.03
3741211,"IMMOBOLIZER,ARM XLG PROFICIENC",16.83
3741213,INSP.MUSCLE TRAINER P-FLEX,20.64
3741214,HICKMAN DUAL LUMEN REPAIR KIT,658.35
3741216,"EASY CAP, NELLCOR",30.6
3741219,"WIRE,BEADED 16GA",18.91
3741220,VAGINAL PACKING X-RAY DETECT,14.21
3741221,"KIT,INTRODUCER HICKMAN",374.85
3741223,"MESH,MONO PROLENE UMS3",422.15
3741225,5-0 SUTURE GUT 1915G,21.55
3741228,"TRAY,UMBILICAL 3.5 FR",169.31
3741238,BARD NON LATEX 16FR SET,19.72
3741240,MAX CORE BIOPSY,152.32
3741244,"WAND,90DEG TURBOVAC ARTHROCARE",668.68
3741255,MITEK G2 QUICK ANCHOR,1358
3741256,5-0 MONOCRYL Y493G,14.21
3741257,IONTO PADS MEDIUM,17
3741268,PHACO BLADE 3.0,45.22
3741271,4-0 PROLENE 8634G,14.33
3741275,BILLIARY STENT SYSTEM 3921,277.4
3741276,BILLIARY STENT SYSTEM 3931,277.4
3741280,"TROCAR,12XL BLADED",91.8
3741306,0-CHROMIC 904H,11.11
3741307,PORT TUNNELING DEVICE,54.4
3741308,GORETEX DUALMESH,3807.3
3741311,WATERBUG FLOOR SUCTION,39.41
3741312,TRAY AMNIOCENTESIS 4545A,82.89
3741313,GORTEX SUTURE 6M10A,92.93
3741328,"PADS,DEFIB HANDS FREE",69.19
3741330,BREAST PUMP KIT DUAL 17121,89.25
3741332,"SCALPEL,HARMONIC CVD SH",895.26
3741333,"SHEARS,HARMONIC CVD",860.89
3741339,"DRESSING,NASAL,MEROGEL,4CMX4CM",249.39
3741342,"STEEL,SURGICAL DS20",17.61
3741343,"CATHETER,SINGLE LUMEN GROSHONG",699.93
3741344,2-0 VICRYL VCP635T,6.15
3741345,TUBIGRIP SIZE D 51013,9.01
3741346,TUBIGRIP SIZE E 51014,10.06
3741347,ZEISS MICROSCOPE DRAPE,86.72
3741348,TUBIGRIP SIZE F 51015,14.26
3741349,UNNA BOOT 400-1,30.26
3741355,SUREPRESS 650947,25.16
3741356,"DRESSING,AQUACEL 4X4",8.77
3741360,WOUND DRAINAGE COLLECTOR,19.58
3741361,ETHICON LAPAROSCOPIC KITTNERS,48.11
3741363,"STAPLER,HEMORRHOIDAL",891.71
3741372,"DRAIN,HEMODUCT 7FR FLAT",63.59
3741373,"DRAIN,HEMODUCT 10FR FLAT",66.02
3741374,"DRAIN,HEMODUCT 15FR ROUND",73.64
3741377,"CLIP, HEMOLOCK WECK SM",107.25
3741378,"CLIP, HEMOLOCK WECK",96.19
3741379,KARAYA POWDER 3 OZ,30.84
3741384,OSTOMY BELT,11.24
3741386,"FILTER, LEUKOCYTE PL100",159.74
3741390,"SKIN BARRIER/FLANGE, 2 3/4",4.35
3741395,"CANNULA,8.25X7 ARTHRAX",85
3741398,WOUND DRAINAGE COLLECTOR,20.97
3741399,"MANIPULATOR,UTERINE",80.75
3741400,"SUTURELASSO,90 DEG",408.8
3741406,STOMAHESIVE POWDER,10.62
3741407,STOMAHESIVE PASTE,11.59
3741408,SWEEN CREAM,10.17
3741415,UROST. DRAIN TUBE ADAPTER,9.62
3741424,IRRIGATION SET 7721,99.42
3741429,"CATHETER, AIRWAY TRANSTRACHEAL",211.18
3741430,"UROSTOMY POUCH, 2-3/4",12.61
3741433,3-0 VICRYL J980H,5.1
3741434,3-0 VICRYL J356H,4.78
3741439,"SUTURE,VICRYL 3-0 J485H",6.49
3741441,"KIT,INFUSION PUMP PAIN",379.6
3741442,"CATHETER,INFUSION PAIN",153
3741443,"CATHETER,UMBILICAL 3.0",28.42
3741446,"PAD,BACK POLAR CARE",82.99
3741453,"SPLINT,SMALL FABRICATED",10.61
3741454,"SPLINT,MED FABRICATED",21.22
3741455,"SPLINT,LG FABRICATED",26.52
3741459,"COVER,CPM ME3333",50.83
3741460,"ELECTRODES,PAIR",7.56
3741466,"KIT,MANIFOLD W/TRANSDUCER &",78.37
3741467,"KIT,RADIOLOGY PROTECTION STATI",28.9
3741468,"KIT,ANGIOGRAPHY CUSTOM",121.92
3741475,"PROBE,11GA MST11",594.94
3741476,"MARKER,11GA TISSUE C1535",201.22
3741477,"CANNISTER,VACUUM DISP",24.48
3741478,"PROBE,GUIDE PRONE G011F",17.64
3741480,"TUBING,DISPOSABLE MCAV1",40.56
3741489,"CATHETER,RT HEART CURVE 100CM",236.52
3741501,"CATHETER,5FR JL3.5 100CM",27.88
3741502,"CATHETER,5FR JL4.0 100CM",27.88
3741503,"CATHETER,5FR JL4.5 100CM",27.88
3741504,"CATHETER,5FR JL5.0 100CM",27.88
3741506,"CATHETER,5FR JR4.0 100CM",27.88
3741507,"CATHETER,5FR JR4.0 ST 100CM",30.6
3741509,"CATHETER, 5FR JR5.0 100CM",27.88
3741510,"CATHETER,5FR MPA2 100CM",30.6
3741512,"CATHETER,5FR AR MOD 1 100CM",30.6
3741514,"CATHETER,5FR AR MOD 100CM",27.88
3741515,"CATHETER,5FR AL1 100CM",27.88
3741516,"CATHETER,5FR AL2 100CM",30.6
3741517,"CATHETER,5FR AL3 100CM",35.7
3741518,"CATHETER,5FR IM 100CM",27.88
3741519,"CATHETER,5FR RCB 100CM",30.6
3741520,"CATHETER,5FR LCB 100CM",27.88
3741521,"CATHETER,5FR 1DRC 100CM",27.88
3741522,"CATHETER,5FR PIGTAIL 110CM",27.88
3741523,"CATHETER,5FR PIGTAIL 145 110CM",30.6
3741524,"CATHETER,6FR JL3.5 100CM",30.6
3741525,"CATHETER,6FR JL4 100CM",27.88
3741526,"CATHETER,6FR JL4 125CM",26.89
3741527,"CATHETER,6FR JL4.5 100CM",28.9
3741528,"CATHETER,6FR JL5 100CM",30.6
3741530,"CATHETER,6FR JL4 100CM",27.88
3741532,"CATHETER,6FR JR4 ST 100CM",35.7
3741533,"CATHETER,6FR JR4 125CM",28.9
3741534,"CATHETER,6FR JR5 100CM",29.75
3741536,"CATHETER,6FR MPA2 125CM",29.64
3741538,"CATHETER,6FR AL1 100CM",29.65
3741539,"CATHETER,6FR AL2 100CM",29.64
3741540,"CATHETER,6FR AL3 100CM",28.9
3741542,"CATHETER,6FR AR MOD 2 100CM",29.64
3741544,"CATHETER,6FR LCB 100CM",28.9
3741545,"CATHETER,6FR RCB 100CM",30.6
3741546,"CATHETER,6FR IM 100CM",30.6
3741547,"CATHETER,6FR 3DRC 100CM",27.88
3741548,"CATHETER,6FR PIGTAIL 100CM",28.9
3741549,"CATHETER,6FR 145 PIGTAIL 110CM",27.88
3741550,"CATHETER,SHEATH 5FR 5.5CM",35.7
3741551,"CATHETER,SHEATH 6FR 11CM",28.22
3741552,"CATHETER,SHEATH 6FR 23CM",71.4
3741553,"CATHETER,SHEATH 5FR 11CM",29.75
3741554,"CATHETER,SHEATH 5FR 23CM",64.6
3741558,"GUIDEWIRE,035 ANG 260CM STIFF",166.94
3741559,"GLIDEWIRE,MAGIC TORQUE 180",161.15
3741562,"TUBING,CONNECTING 22-910",33.66
3741571,"SHEATH,7FR 11CM AVANTI PLUS",28.22
3741572,"SHEATH,8FR 11CM AVANTI PLUS",28.22
3741573,"SHEATH,7FR 23CM AVANTI PLUS",66.3
3741574,"SHEATH,8FR 23CM AVANTI PLUS",71.4
3741576,"GUIDE,BRIGHT TIP 8FR 35CM",85.51
3741579,"GUIDEWIRE,035 3CM J 150CM",22.44
3741580,"GUIDEWIRE,035 250CM EMERALD",28.9
3741581,"GUIDEWIRE,035 ST TIP",28.9
3741585,"GUIDEWIRE,035 AMPLATZ  260CM",135.25
3741588,"CATHETER,5FR ST FLUSH 100CM",34.85
3741589,"CATHETER,5FR UNIV FLUSH 65CM",51
3741591,"CATHETER,5FR HEADHUNTER 100CM",50.83
3741597,"STENT,SMART ATENT 10X40X120",2180.43
3741598,"STENT,6F 8X60X120 SMRT CONTROL",2018.8
3741601,"MESH,VENTRIO ST OVAL LG",2257.5
3741602,"CATHETER,NARROWFLEX 8FR 40CC",1399.97
3741605,"NEEDLE,KOPAN SPRING HOOK BIOPS",58.96
3741607,"SNARE,GOOSENECK 10MM",787.47
3741608,"SNARE,GOOSENECK 20MM",798
3741609,"SNARE,GOOSENECK 30MM",702.25
3741610,"SHEATH,6FR 6CM",93.5
3741634,SYRINGE/GAUGE ASSEMBLY FOR DIL,99.28
3741638,"ADAPTER,TUOHY-BORST",60.07
3741639,"NEEDLE,TEMNO 18GAX9CM T189",99.99
3741641,"SUTURE,ENDO STICH US SURGICAL",503.37
3741646,"SYRINGE,CONTROL 12CC 3 RING",12.92
3741647,"TRIPACK,5FR 534-589T",89.25
3741649,"TUBING,30 PSI 1200 FEM LUER L",19.41
3741650,"TUBING,48 PSI 1200",18.8
3741655,"VISIPAQUE,50ML V-041",169.97
3741656,"VISIPAQUE,100ML V-045",318.11
3741657,"ISOVUE,CONTRAST 370 50ML 13160",24.96
3741658,"ISOVUE,CONTRAST 100ML 131635",48.06
3741659,"CATHETER,NARROWFLEX 8FR 30CC",1399.97
3741660,"TUBING,EXT CONTROL FLOW REG",14.07
3741661,"CATHETER,INFUSION 5FR 100X10CM",292
3741662,"CATHETER,INFUSION 5FR 100X20CM",262.8
3741663,"CATHETER,INFUSION 5FR 100X40CM",441
3741665,"CATHETER,INFUSION 5FR 135X20CM",292.95
3741666,"CATHETER,INFUSION 5FR 135X10CM",271.56
3741667,"NEEDLE,WANG HISTOLOGY BRONCH",160.65
3741670,"CATHETER,COBRA C1 5FR 65CM",34.17
3741671,"CATHETER,COBRA C2 5FR 65CM",50.83
3741672,"CATHETER,SIDEWINDER SIM1 5F100",34.17
3741673,"CATHETER,SIDEWINDER SIM2 5F100",50.83
3741675,"BLADE,DIEGO 4MM STR",481.95
3741677,"STENT,GENESIS 9X29X80",2146.5
3741682,"GUIDEWIRE,035 150CM STRAIGHT",97.07
3741683,"SYRINGE,INJECTOR 150ML",29.07
3741685,"TRANSDUCER,DISPOSABLE PX-600",24.04
3741688,"NEEDLE,18GA MP PROCEDURAL",11.87
3741691,"NEEDLE,17GA 3 1PC",9.18
3741693,ACCUSTICK II INTRO SYSTEM,176.68
3741696,"ADAPTOR,FEEDING DUAL PORT",12.24
3741697,"CATHETER,INFUSION 5FR 100X5CM",262.8
3741698,"GLIDEWIRE,.035 150CM ANGLED",97.07
3741699,"TAPE,STERILE GLOW N TELL",169.97
3741705,"BLADE,BIPOLAR 2MM SMR",597.87
3741706,"SET,MICROPUNCTURE INTRO STIFF",169.97
3741714,"BLADE,RECIPROCATION STRYKER",169.97
3741715,"BUR,EGG TPS STRYKER",247.75
