SERVICE CATEGORY,CHARGE DESCRIPTION,2019 PRICING
Emergency Room Services,ED TX CLSD FX ULNAR SHAFT W/O MANIP,$813.50 
Emergency Room Services,ED TX CLSD FX ULNAR STYLOID,$813.50 
Emergency Room Services,ED TX CLSD FX/DISLOC ELBOW W/ MANIP,"$1,425.00 "
Emergency Room Services,ED TX CLSD METACARPOLPHALANGEAL W/MANIP,$406.00 
Emergency Room Services,ED TX CLSD SUBLUX RADIAL HEAD W/ MANIP,$376.25 
Emergency Room Services,ED TX INITIAL 1ST DEGREE BURN LOCAL,$226.75 
Emergency Room Services,ED TX WOUND DEHISCENCE SIMPLE CLOSURE,$439.00 
Emergency Room Services,ED TX WOUND DEHISCENCE W/PACKING,$494.50 
Emergency Room Services,ED VAGINAL DELIVERY W/W/O EPISIOT/FRCP,"$1,910.00 "
Emergency Room Services,ED WEDGE EXCISION SKIN OF NAIL FOLD,$452.25 
Emergency Room Services,ER CRITICAL CARE 1ST 30-74 MINUTES,"$3,300.00 "
Emergency Room Services,ER CRITICAL CARE EACH ADDL 30 MINUTES,$776.00 
Emergency Room Services,ER VISIT LEVEL 1,$264.00 
Emergency Room Services,ER VISIT LEVEL 2,$600.00 
Emergency Room Services,ER VISIT LEVEL 3,"$1,075.00 "
Emergency Room Services,ER VISIT LEVEL 4,"$1,400.00 "
Emergency Room Services,ER VISIT LEVEL 5,"$2,150.00 "
Gastrointestinal Services,ANOSCOPY DX W/W/O BRUSH/WASH,$282.25 
Gastrointestinal Services,BRONCHOSCOPY W/ LUNG BX EA ADL LOBE,"$3,259.50 "
Gastrointestinal Services,CANCER SCREEN COLON FLEX SIG,"$1,469.50 "
Gastrointestinal Services,CANCER SCREEN COLON HI RISK,"$3,169.75 "
Gastrointestinal Services,CANCER SCREEN COLON NOT HI RISK,"$3,169.75 "
Gastrointestinal Services,CHANGE GASTROSTOMY TUBE W/O GUIDANCE,$671.75 
Gastrointestinal Services,CLNSCPY STMA RMV TMR/PLYP/LS HT BX FRCP,"$2,543.25 "
Gastrointestinal Services,COLNSCPY W/ REMV TUMOR/POLYP/LES SNARE,"$3,087.82 "
Gastrointestinal Services,COLONOSCOPY DX W/W/O BRUSH/WASH,"$3,059.35 "
Gastrointestinal Services,COLONOSCOPY FLEX W/ BAND LIGATION,"$2,174.00 "
Gastrointestinal Services,COLONOSCOPY FLEX W/ DECOMPRESSION,"$2,174.00 "
Gastrointestinal Services,COLONOSCOPY FLEX W/ ENDO MUCOSAL RESECT,"$2,174.00 "
Gastrointestinal Services,COLONOSCOPY STOMA DIRECT SUBMUCOSAL INJ,"$2,174.00 "
Gastrointestinal Services,COLONOSCOPY STOMA DX W/W/O BRUSH/WASH,"$2,675.50 "
Gastrointestinal Services,COLONOSCOPY STOMA W/ BALLOON DILATION,"$2,174.00 "
Gastrointestinal Services,COLONOSCOPY STOMA W/ BX SINGLE/MULTIPLE,"$1,667.50 "
Gastrointestinal Services,COLONOSCOPY STOMA W/ DECOMPRESSION,"$2,174.00 "
Gastrointestinal Services,COLONOSCOPY STOMA W/ REMOVAL SNARE,"$2,950.00 "
Gastrointestinal Services,COLONOSCOPY STOMA W/CONTROL BLEEDING,"$3,014.75 "
Gastrointestinal Services,COLONOSCOPY STOMA W/ENDO MUCOSAL RESECT,"$2,174.00 "
Gastrointestinal Services,COLONOSCOPY STOMA W/REMOVAL FORIGN BODY,"$3,012.50 "
Gastrointestinal Services,COLONOSCOPY STOMA W/STENT PLACEMENT,"$3,690.00 "
Gastrointestinal Services,COLONOSCOPY W/ ABLATE TUMOR/POLYP/LES,"$3,243.00 "
Gastrointestinal Services,COLONOSCOPY W/ BX SINGLE/MULTIPLE,"$3,388.25 "
Gastrointestinal Services,COLONOSCOPY W/ CONTROL BLEEDING,"$3,239.50 "
Gastrointestinal Services,COLONOSCOPY W/ DIRECTED SUBMUCOSAL INJ,"$2,625.75 "
Gastrointestinal Services,COLONOSCOPY W/ REMOVAL FOREIGN BODY,"$2,541.75 "
Gastrointestinal Services,COLONOSCOPY W/ STENT PLACEMENT,"$3,700.00 "
Gastrointestinal Services,COLONOSCOPY W/ TRANSENDOBALLOON DILAT,"$2,532.75 "
Gastrointestinal Services,COLONOSCPY STOMA W/ABLATE TUMR/PLYP/LES,"$2,174.00 "
Gastrointestinal Services,COLONOSCPY W/RMV TMR/PLYP/LS HT BX FRCP,"$3,275.50 "
Gastrointestinal Services,DESTRUCT HEMORRHOID THERMAL ENERGY,"$1,089.50 "
Gastrointestinal Services,DILATE ESOPHAGUS BOUGIE SING/MULT PASS,"$1,173.00 "
Gastrointestinal Services,DX LARYNGOSCOPY DIR W/W/O TRACHEOSCOPY,"$3,431.00 "
Gastrointestinal Services,EGD ESOPHAGOGASTRIC FUNDOPLASTY,"$9,946.50 "
Gastrointestinal Services,EGD FLEX ORAL W/ REMV TMR/PLYP/LES SNRE,"$3,028.00 "
Gastrointestinal Services,EGD FLEX ORAL W/DEL THERML ENERGY GERD,"$6,850.00 "
Gastrointestinal Services,EGD FLEX ORL REMV TMR/PLYP/LES HOT FRCP,"$2,255.75 "
Gastrointestinal Services,EGD FLEX ORL W/INJ SCLR ESPH/GASTVARICS,"$2,739.75 "
Gastrointestinal Services,EGD FLEX TRANORAL W/BALLOON DILAT <30MM,"$3,012.75 "
Gastrointestinal Services,EGD FLEX TRANSORAL DX W/W/O BRUSH/WASH,"$2,645.00 "
Gastrointestinal Services,EGD FLEX TRANSORAL W/ DIR SUBMUCSL INJ,"$2,420.00 "
Gastrointestinal Services,EGD FLEX TRANSORAL W/ REMOVAL FB,"$2,978.25 "
Gastrointestinal Services,EGD FLEX TRANSORAL W/ STENT PLACEMENT,"$4,836.00 "
Gastrointestinal Services,EGD FLEX TRANSORAL W/BIOPSY SINGLE/MULT,"$3,041.75 "
Gastrointestinal Services,EGD FLEX TRANSORAL W/CONTROL BLEEDING,"$3,007.25 "
Gastrointestinal Services,EGD FLEX TRANSORAL W/DILAT GASTR/DUOD,"$2,883.00 "
Gastrointestinal Services,EGD FLEX TRANSORAL W/DIR PLACE PEG TUBE,"$2,902.75 "
Gastrointestinal Services,EGD FLEX TRANSORAL W/INSRT GW & DILATE,"$2,314.75 "
Gastrointestinal Services,EGD FLEX TRANSORL ENDO MUCOSAL RESECT,"$1,837.75 "
Gastrointestinal Services,EGD FLEX TRANSORL US TRANSMURL INJ/MARK,"$2,776.50 "
Gastrointestinal Services,EGD FLEX TRANSORL W BALLN DILAT>30MM,"$1,851.25 "
Gastrointestinal Services,EGD FLEX TRANSORL W/ABLATE TMR/PLYP/LES,"$2,840.50 "
Gastrointestinal Services,EGD FLX ORL W/BND LIGAT ESPH/GST VARICS,"$2,703.50 "
Gastrointestinal Services,EGD FLX ORL W/US ESPH/STMCH/DUOD/JEJENM,"$4,232.50 "
Gastrointestinal Services,ENDO SMALL BOWEL BX SING/MULT,"$2,757.75 "
Gastrointestinal Services,ENDOSCOPY SM INTESTINE POUCH W/ BIOPSY,"$2,102.00 "
Gastrointestinal Services,ENDOSCPY BOWEL POUCH DX W/W/O BRUSH/WSH,"$2,037.50 "
Gastrointestinal Services,ENTRSCPY W/ CONVERT PEG TO PEJ TUBE,"$3,412.25 "
Gastrointestinal Services,ENTRSCPY W/ PLACEMENT PEJ TUBE,"$3,055.75 "
Gastrointestinal Services,ERCP DUCT STENT PLACEMENT,"$5,299.75 "
Gastrointestinal Services,ERCP REMOVE/EXCHANGE STENT W/ DILATE,"$5,299.75 "
Gastrointestinal Services,ERCP W/ BX SINGLE/MULTIPLE,"$5,273.75 "
Gastrointestinal Services,ERCP W/ DESTRUCT CALCULI ANY METHOD,"$3,001.25 "
Gastrointestinal Services,ERCP W/ ENDO BALLN DILATE INDUCT/AMPLLA,"$5,299.75 "
Gastrointestinal Services,ERCP W/ SPHINCTEROTOMY/PAPILLOTOMY,"$3,646.75 "
Gastrointestinal Services,ERCP W/ STONE REMOVAL,"$3,646.50 "
Gastrointestinal Services,ERCP W/ABLATE TMR/PLYP/LES DILATE,"$5,299.75 "
Gastrointestinal Services,ERCP W/REMOVAL FB/STENT DUCT,"$5,299.75 "
Gastrointestinal Services,ERCP W/W/O BRUSH/WASH,"$4,218.25 "
Gastrointestinal Services,ESOPH FLEX ORAL W/ABLATE TMR/PLYP/LES,"$4,496.50 "
Gastrointestinal Services,ESOPH FLEX TRANORAL W/ DILAT RETROGRADE,"$2,776.50 "
Gastrointestinal Services,ESOPH FLEX TRANSNASAL W/BX SINGLE/MULT,"$1,837.75 "
Gastrointestinal Services,ESOPH FLEX TRANSNASL DX W/W/O BRUSH/WSH,"$1,837.75 "
Gastrointestinal Services,ESOPH FLEX TRANSORAL DX W/W/O BRUSH/WSH,"$1,770.25 "
Gastrointestinal Services,ESOPH FLEX TRANSORAL STENT PLACMENT,"$3,696.00 "
Gastrointestinal Services,ESOPH FLEX TRANSORAL W BALLN DILAT<30MM,"$2,306.75 "
Gastrointestinal Services,ESOPH FLEX TRANSORAL W BALLN DILAT>30MM,"$1,851.25 "
Gastrointestinal Services,ESOPH FLEX TRANSORAL W/ ENDOSCOPIC US,"$2,224.25 "
Gastrointestinal Services,ESOPH FLEX TRANSORAL W/BX SINGLE/MULT,"$3,129.25 "
Gastrointestinal Services,ESOPH FLEX TRANSORAL W/CONTROL BLEEDING,"$1,574.00 "
Gastrointestinal Services,ESOPH FLEX TRANSORAL W/DIR SUBMUCSL INJ,"$2,463.50 "
Gastrointestinal Services,ESOPH FLEX TRANSORAL W/INSRT GW & DILAT,"$4,281.50 "
Gastrointestinal Services,ESOPH FLEX TRANSORL ENDO MUCOSAL RESECT,"$1,837.75 "
Gastrointestinal Services,ESOPH FLEX TRANSORL W/BND LIGAT VARICL,"$1,486.75 "
Gastrointestinal Services,ESOPH FLEX TRANSORL W/INJ SCLERO VARICL,"$4,065.75 "
Gastrointestinal Services,ESOPH FLX ORAL W/REMV TMR/PLYP/LES SNRE,"$3,319.25 "
Gastrointestinal Services,ESOPH RIGID TRANSORAL W/ REMOVAL FB,"$2,776.50 "
Gastrointestinal Services,ESOPH RIGID TRANSORAL W/BX SINGLE/MULT,"$2,776.50 "
Gastrointestinal Services,ESOPH RIGID TRANSORL DX W/W/O BRUSH/WSH,"$1,837.75 "
Gastrointestinal Services,ESOPH RIGID TRANSORL W BALLN DILAT<30MM,"$2,314.00 "
Gastrointestinal Services,ESOPH RIGID TRANSORL W/DIR SUBMUCSL INJ,"$2,632.50 "
Gastrointestinal Services,ESOPH RIGID TRANSORL W/INSRT GW & DILAT,"$2,776.50 "
Gastrointestinal Services,ESOPHAGO FLEX TRANSORAL W/ REMOVAL FB,"$3,188.00 "
Gastrointestinal Services,ESPH FLX ORL REMV TMR/PLYP/LES HOT FRCP,"$2,172.00 "
Gastrointestinal Services,FLEX SIG DX W/W/O BRUSH/WASH,"$1,583.75 "
Gastrointestinal Services,FLEX SIG W/ ABLATION TUM/POLYP/LES,"$2,314.50 "
Gastrointestinal Services,FLEX SIG W/ BAND LIGATION,"$2,277.50 "
Gastrointestinal Services,FLEX SIG W/ BX SINGLE/MULTIPLE,"$2,086.00 "
Gastrointestinal Services,FLEX SIG W/ CONTROL BLEEDING,"$2,305.25 "
Gastrointestinal Services,FLEX SIG W/ DIRECTED SUBMUCOSAL INJ,"$2,378.25 "
Gastrointestinal Services,FLEX SIG W/ REMOVAL FB,"$2,338.25 "
Gastrointestinal Services,FLEX SIG W/ REMV TU/POLYP/LES SNARE,"$2,501.00 "
Gastrointestinal Services,FLEX SIG W/ STENT PLACEMENT,"$3,690.00 "
Gastrointestinal Services,FLEX SIG W/ TRANSENDO BALLOON DILAT,"$2,907.00 "
Gastrointestinal Services,FLEX SIG W/DECOMPRESSION W/W/O TUBE PLC,"$1,111.00 "
Gastrointestinal Services,FLEX SIG W/ENDOSCOPIC MUCOSAL RESECTION,"$2,277.50 "
Gastrointestinal Services,FLEX SIG W/REMV TMR/PYLP/LS HOT BX FRCP,"$1,985.50 "
Gastrointestinal Services,GI TRACT IMAGING ESOPHAGUS THRU ILEUM,"$2,707.00 "
Gastrointestinal Services,HEMORRHOIDECTOMY RUBBER BAND LIGATION,"$1,061.50 "
Gastrointestinal Services,ILEOSCOPY STOMA BX SINGLE/MULTIPLE,"$2,826.00 "
Gastrointestinal Services,ILEOSCOPY STOMA DX W/W/O BRUSH/WASH,"$2,221.50 "
Gastrointestinal Services,INSERTION INTRAGASTRIC BALLOON,"$4,700.00 "
Gastrointestinal Services,REPOSITION GASTRIC FEEDING TUBE,"$1,780.50 "
"Infusion,Transfusion, Chemo Administration",ACAPELLA PEP DEVICE,$156.25 
"Infusion,Transfusion, Chemo Administration",ADL SEQ INFUS NEW DRUG/SUBSTANCE 1ST HR,$180.00 
"Infusion,Transfusion, Chemo Administration",CHEMO ADMIN IV PUSH 1ST SUBSTANCE,$293.25 
"Infusion,Transfusion, Chemo Administration",CHEMO ADMIN SUBQ/IM,$192.50 
"Infusion,Transfusion, Chemo Administration",CHEMO ADMIN SUBQ/IM HORMONAL ANTI NEO,$176.50 
"Infusion,Transfusion, Chemo Administration",CHEMO FLUSH VAD,$139.75 
"Infusion,Transfusion, Chemo Administration",CHEMO INFUSION 1ST HOUR,$615.00 
"Infusion,Transfusion, Chemo Administration",CHEMO INFUSION EA ADD HOUR,$230.75 
"Infusion,Transfusion, Chemo Administration",CHEMO INFUSION EA SEQ 1ST HOUR,$230.75 
"Infusion,Transfusion, Chemo Administration",CHEMO INFUSION PROLONGED >8 HRS W/ PUMP,$326.00 
"Infusion,Transfusion, Chemo Administration",CHEMOTHERAPY ADMIN PUSH EA ADDL DRUG,$248.25 
"Infusion,Transfusion, Chemo Administration",COLLECT BLOOD CENTRAL / CATH / VENOUS,$164.00 
"Infusion,Transfusion, Chemo Administration",CRYOPRECIPITATE EA UNIT,$189.75 
"Infusion,Transfusion, Chemo Administration",ED ADL SEQ INFUS NEW DRUG/SUBS 1ST HR,$180.00 
"Infusion,Transfusion, Chemo Administration",ED INJ EA ADDL SEQ IV PUSH SAME SUBSTAN,$147.50 
"Infusion,Transfusion, Chemo Administration",ED INJ EA ADL SEQ IV PUSH NEW SUBSTANCE,$147.50 
"Infusion,Transfusion, Chemo Administration",ED INJECTION IV PUSH 1ST SUBSTANCE,$194.00 
"Infusion,Transfusion, Chemo Administration",ED INJECTION SUBCUTANEOUS/INTRAMUSCULAR,$99.75 
"Infusion,Transfusion, Chemo Administration",ED IV INFUSION HYDRATION 31-60 MIN,$480.00 
"Infusion,Transfusion, Chemo Administration",ED IV INFUSION HYDRATION EA ADD HOUR,$175.00 
"Infusion,Transfusion, Chemo Administration",ED IV INFUSION THERAPEUTIC 1ST HOUR,$496.00 
"Infusion,Transfusion, Chemo Administration",ED IV INFUSION THERAPEUTIC EA ADD HOUR,$180.00 
"Infusion,Transfusion, Chemo Administration",ED IV INFUSION THERAPY CONCURRENT,$240.00 
"Infusion,Transfusion, Chemo Administration",ED TRANSFUSE BLOOD/BLOOD COMPONENT,$961.00 
"Infusion,Transfusion, Chemo Administration",FRESH FROZEN PLASMA EA UNIT,$307.50 
"Infusion,Transfusion, Chemo Administration",IGRT LOCALIZATION/INTRAFRACTION TRACKNG,"$1,874.25 "
"Infusion,Transfusion, Chemo Administration",IMRT TREATMENT DELIVERY COMPLEX,"$6,014.00 "
"Infusion,Transfusion, Chemo Administration",IMRT TREATMENT DELIVERY SIMPLE,"$5,384.25 "
"Infusion,Transfusion, Chemo Administration",INJ EA ADDL SEQ IV PUSH NEW SUBSTANCE,$147.50 
"Infusion,Transfusion, Chemo Administration",INJ EA ADDL SEQ IV PUSH SAME SUBSTANCE,$147.50 
"Infusion,Transfusion, Chemo Administration",INJECTION IV PUSH 1ST SUBSTANCE,$194.00 
"Infusion,Transfusion, Chemo Administration",INJECTION IV PUSH 1ST SUBSTANCE,$194.00 
"Infusion,Transfusion, Chemo Administration",INJECTION SUBCUTANEOUS/INTRAMUSCULAR,$99.75 
"Infusion,Transfusion, Chemo Administration",INJECTION SUBCUTANEOUS/INTRAMUSCULAR,$99.75 
"Infusion,Transfusion, Chemo Administration",IV INFUSION HYDRATION 31-60 MIN,$480.00 
"Infusion,Transfusion, Chemo Administration",IV INFUSION HYDRATION 31-60 MIN,$453.50 
"Infusion,Transfusion, Chemo Administration",IV INFUSION HYDRATION EA ADD HOUR,$175.00 
"Infusion,Transfusion, Chemo Administration",IV INFUSION HYDRATION EA ADD HOUR,$126.75 
"Infusion,Transfusion, Chemo Administration",IV INFUSION THERAPEUTIC 1ST HOUR,$496.00 
"Infusion,Transfusion, Chemo Administration",IV INFUSION THERAPEUTIC 1ST HOUR,$489.00 
"Infusion,Transfusion, Chemo Administration",IV INFUSION THERAPEUTIC EA ADD HOUR,$180.00 
"Infusion,Transfusion, Chemo Administration",IV INFUSION THERAPEUTIC EA ADD HOUR,$143.50 
"Infusion,Transfusion, Chemo Administration",IV INFUSION THERAPY CONCURRENT,$297.50 
"Infusion,Transfusion, Chemo Administration",LEUKOCYTES EA UNIT,"$2,498.00 "
"Infusion,Transfusion, Chemo Administration",MEDICAL PHYSICS CONSULT EA WEEK,$897.50 
"Infusion,Transfusion, Chemo Administration",MLC DEVICE IMRT PLAN,"$3,375.00 "
"Infusion,Transfusion, Chemo Administration",PLASMA FROZEN W/IN 24 HRS EACH UNIT,$315.00 
"Infusion,Transfusion, Chemo Administration",PLASMA SOL/DETRGT/FROZEN EA UNIT,$714.00 
"Infusion,Transfusion, Chemo Administration",PLATELETS NON-LEUKOREDUCED EA UNIT,$192.75 
"Infusion,Transfusion, Chemo Administration",PLT HLA-MATCHED LEUKOREDUCED EA UNIT,"$1,927.00 "
"Infusion,Transfusion, Chemo Administration",PLT LEUKOREDUCED EA UNIT,$311.75 
"Infusion,Transfusion, Chemo Administration",PLT LEUKOREDUCED IRRADIATED EA UNIT,$518.00 
"Infusion,Transfusion, Chemo Administration",PLT SGL DONOR NON-LEUKORED IRRD EA UNIT,"$1,620.00 "
"Infusion,Transfusion, Chemo Administration",PLT SINGLE DONOR LEUKORED IRRAD EA UNIT,"$2,213.00 "
"Infusion,Transfusion, Chemo Administration",PLT SINGLE DONOR LEUKOREDUCED EA UNIT,"$1,948.00 "
"Infusion,Transfusion, Chemo Administration",PLT SINGLE DONOR NON-LEUKORED EA UNIT,"$1,455.50 "
"Infusion,Transfusion, Chemo Administration",PROLONGED IV INF REQ PUMP,$526.00 
"Infusion,Transfusion, Chemo Administration",RAD ONC BASIC DOSIMETRY CALCULATION,$781.25 
"Infusion,Transfusion, Chemo Administration",RAD ONC IMRT W/ DOSE-VOL HISTOGRAM,"$8,176.25 "
"Infusion,Transfusion, Chemo Administration",RAD ONC SIMULATION COMPLEX,"$2,599.25 "
"Infusion,Transfusion, Chemo Administration",RAD ONC SIMULATION INTERMEDIATE,"$2,113.75 "
"Infusion,Transfusion, Chemo Administration",RAD ONC SIMULATION SIMPLE,$845.50 
"Infusion,Transfusion, Chemo Administration",RAD ONC TELETHERAPY ISODOSE PLAN COMPLX,"$2,040.00 "
"Infusion,Transfusion, Chemo Administration",RAD ONC TELETHERAPY ISODOSE PLAN SIMPLE,"$1,260.00 "
"Infusion,Transfusion, Chemo Administration",RAD ONC TELETHERAPY SPECIAL TOTAL BODY,$781.50 
"Infusion,Transfusion, Chemo Administration",RAD ONC TREATMENT DEVICE COMPLEX,"$1,760.25 "
"Infusion,Transfusion, Chemo Administration",RAD ONC TREATMENT DEVICE INTERMEDIATE,$637.75 
"Infusion,Transfusion, Chemo Administration",RAD ONC TREATMENT DEVICE SIMPLE,$619.25 
"Infusion,Transfusion, Chemo Administration",RAD TX DELIVERY => 1 MEV COMPLEX,"$1,032.00 "
"Infusion,Transfusion, Chemo Administration",RAD TX DELIVERY => 1 MEV INTERMEDIATE,$673.25 
"Infusion,Transfusion, Chemo Administration",RAD TX DELIVERY => 1 MEV SIMPLE,$450.00 
"Infusion,Transfusion, Chemo Administration",RADIOTHERAPY 3D W/ DOSE VOL HISTOGRAMS,"$6,178.25 "
"Infusion,Transfusion, Chemo Administration",RBC FROZEN/DEGLYC/WASH EA UNIT,$988.00 
"Infusion,Transfusion, Chemo Administration",RBC LEUKORED/FRZN/DEGLYC/WASH EA UNIT,"$1,069.00 "
"Infusion,Transfusion, Chemo Administration",RBC LEUKORED/FRZN/DEGLYC/WSH/IRRAD UNIT,"$1,523.00 "
"Infusion,Transfusion, Chemo Administration",RBC LEUKOREDUCED EA UNIT,$473.75 
"Infusion,Transfusion, Chemo Administration",RBC LEUKOREDUCED IRRADIATED EA UNIT,$803.75 
"Infusion,Transfusion, Chemo Administration",RBC NON-LEUKOREDUCED EA UNIT,$602.75 
"Infusion,Transfusion, Chemo Administration",RBC NON-LEUKOREDUCED IRRADIATED EA UNIT,$540.00 
"Infusion,Transfusion, Chemo Administration",RBC WASHED EA UNIT,$504.50 
"Infusion,Transfusion, Chemo Administration",REFILL/MAINT IMPLANT PUMP,$220.75 
"Infusion,Transfusion, Chemo Administration",RESPIRATORY MOTION MGMT SIMULATION,$158.00 
"Infusion,Transfusion, Chemo Administration",SPECIAL DOSIMETRY,$785.50 
"Infusion,Transfusion, Chemo Administration",SPECIAL MEDICAL RAD PHYSICS CONSULT,$991.50 
"Infusion,Transfusion, Chemo Administration",SPECIAL TREATMENT PROCEDURE,"$2,390.75 "
"Infusion,Transfusion, Chemo Administration",TENS DEVICE 4 OR MORE LEADS,$155.00 
"Infusion,Transfusion, Chemo Administration",THER/PROPH/DIAG INJ INTRA-ARTERIAL,$241.25 
"Infusion,Transfusion, Chemo Administration",THERAPEUTIC RADIOLOGY PORT IMAGES,$351.25 
"Infusion,Transfusion, Chemo Administration",TRANSFUSE BLOOD/BLOOD COMPONENT,$961.00 
"Infusion,Transfusion, Chemo Administration",UNLISTED IV/INTRA-ARTERIAL INJ/INFUSION,$71.75 
Lab,ANALYSIS SPERM PRESENCE AND/OR MOTILITY,$183.50 
Lab,ANALYSIS SPERM VOL/COUNT/MOT/DIFF,$316.75 
Lab,AUTO BLD PROCESS STORE PREDEP,$494.75 
Lab,BLOOD GAS W/ CALCULATED O2 SAT,$225.25 
Lab,CARBOXYHEMOGLOBIN QUANTITATIVE,$308.25 
Lab,CHOLESTEROL TOTAL SERUM,$40.00 
Lab,COAGULATION TIME ACTIVATED,$197.75 
Lab,COLLECT BLOOD IMPLANTED VAD,$164.00 
Lab,CYTO EVAL FNA IMMEDIATE,$225.75 
Lab,CYTO S/O CELL ENHNCMNT TCHNQ NOT CX/VAG,$203.00 
Lab,CYTO S/O CERVICAL/VAGINAL THIN LAYER,$167.25 
Lab,CYTO S/O CONCENTRATION TECHNIQUE,$126.25 
Lab,CYTO S/O EVAL FNA INTERP/REPORT,$443.50 
Lab,CYTO S/O FLUID/WSH/BRSH NOT CERVICL/VAG,$153.75 
Lab,CYTO S/O SLIDES CERV/VAG W/ SCREEN,$124.00 
Lab,CYTO S/O SMEARS OTHER SOURCE PREP,$131.25 
Lab,CYTO S/O SMEARS OTHER SOURCE SCREEN,$112.50 
Lab,DRUG TEST PRSMV CHEM ANLYZR,$465.00 
Lab,DRUG TEST PRSMV DIR OPT OBS,$511.00 
Lab,ED BLOOD GAS W/ CALCULATED O2 SAT,$281.50 
Lab,ED INFLUENZA DETECTION,$90.25 
Lab,ED KETONE BODIES QUANTITATIVE,$209.75 
Lab,ED LACTIC ACID,$106.00 
Lab,ED TROPONIN QUANTITATIVE,$229.00 
Lab,ED URINALYSIS NONAUTOMATED W/O MICROS,$14.50 
Lab,ED VENIPUNCTURE,$32.00 
Lab,GENERAL HEALTH PANEL,$707.75 
Lab,GLUCOSE,$40.00 
Lab,GLUCOSE BY MONITORING DEVICE,$35.00 
Lab,HEMATOCRIT,$50.75 
Lab,HEMOGLOBIN-OXYGEN AFFINITY,$39.00 
Lab,INFLUENZA DETECTION,$90.25 
Lab,KETONE BODIES QUANTITATIVE,$209.75 
Lab,LAB AB ELUTION EACH ELUTION,$214.75 
Lab,LAB ACETAMINOPHEN,$229.25 
Lab,LAB AG INFLUENZA A OR B EACH,$150.00 
Lab,LAB AG STREP A,$124.00 
Lab,LAB ALBUMIN QUANT URINE/OTHER FLUID,$76.25 
Lab,LAB ALBUMIN SERUM,$40.00 
Lab,LAB AMMONIA,$190.25 
Lab,LAB AMYLASE,$107.50 
Lab,LAB ANTIBODY HIV-1,$142.50 
Lab,LAB ANTIBODY HIV-2,$142.50 
Lab,LAB ANTIBODY IDENTIFICATION,$467.25 
Lab,LAB ANTIBODY PEG SELECT 10,$467.25 
Lab,LAB ANTIBODY SCREEN RBC EA TECHNIQUE,$130.00 
Lab,LAB ANTIGEN TRICHOMONAS VAG,$109.25 
Lab,LAB ARCHIVAL TISSUE MOLECULAR ANALYSIS,$95.00 
Lab,LAB B NATRIURETIC PEPTIDE,$244.00 
Lab,LAB BILIRUBIN DIRECT,$40.00 
Lab,LAB BILIRUBIN TOTAL,$40.00 
Lab,LAB BK VIRUS DNA,$540.25 
Lab,LAB BLD TYPING DONOR REAGENT EA AG,$244.00 
Lab,LAB BLEEDING TIME,$145.00 
Lab,LAB BLOOD CULTURE ID BY PCR,$15.00 
Lab,LAB BLOOD TYPING ABO,$51.00 
Lab,LAB BLOOD TYPING RBC AGS EA NOT ABO/RH,$97.25 
Lab,LAB BLOOD TYPING RH,$51.00 
Lab,LAB CALCIUM TIMED URINE,$62.75 
Lab,LAB CALCIUM TOTAL,$67.00 
Lab,LAB CARBAMAZEPINE TOTAL,$164.00 
Lab,LAB CARBON DIOXIDE TOTAL,$40.00 
Lab,LAB CBC W/AUTOMATED DIFFERENTIAL,$92.00 
Lab,LAB CELL COUNT FLUID,$254.25 
Lab,LAB CELL COUNT FLUID W/ DIFFERENTIAL,$135.00 
Lab,LAB CHLAMYDIA AMPLIFIED PROBE,$174.00 
Lab,LAB CHLORIDE,$40.00 
Lab,LAB CHLORIDE OTHER SOURCE,$83.50 
Lab,LAB CHLORIDE RANDOM URINE,$77.25 
Lab,LAB CLOT RETRACTION,$103.75 
Lab,LAB COOMBS DIRECT COMPLEMENT,$127.75 
Lab,LAB COOMBS DIRECT IGG,$127.75 
Lab,LAB COOMBS DIRECT POLYSPECIFIC,$127.75 
Lab,LAB COOMBS INDIRECT EA ANTIBODY TITER,$187.50 
Lab,LAB CPK MB FRACTION ONLY,$295.25 
Lab,LAB CPK TOTAL,$111.50 
Lab,LAB CREATININE BLOOD,$50.00 
Lab,LAB CREATININE CLEARANCE,$211.25 
Lab,LAB CREATININE OTHER FLUID,$92.25 
Lab,LAB CROSSMATCH ANTIGLOBULIN EA UNIT,$216.50 
Lab,LAB CROSSMATCH IMMEDIATE SPIN EA UNIT,$195.00 
Lab,LAB CULTURE PATH ORG CLO TEST,$126.50 
Lab,LAB D-DIMER QUANTITATIVE,$171.25 
Lab,LAB DIGOXIN TOTAL,$160.00 
Lab,LAB DRUG TEST PRSMV INSTRMNT,$511.00 
Lab,LAB ETHANOL,$157.00 
Lab,LAB FFP THAWING EA UNIT,$400.25 
Lab,LAB FIBRINOGEN ACTIVITY,$160.00 
Lab,LAB GENTAMICIN,$154.75 
Lab,LAB GGT,$87.00 
Lab,LAB GLUCOSE BY MONITORING DEVICE,$35.00 
Lab,LAB GLUCOSE FLUID NOT BLOOD,$77.25 
Lab,LAB GLUCOSE GESTATIONAL SCREEN,$92.25 
Lab,LAB GLUCOSE TOLER SERUM 1-3 SPECIMENS,$135.75 
Lab,LAB GLUCOSE TOLERANCE SERUM EA ADL SPEC,$44.00 
Lab,LAB GONADOTROPIN CHORIONIC (HCG) QUANT,$221.50 
Lab,LAB GUIAIAC OCCULT BLOOD FECES,$61.50 
