Supply Name,Charge
PLATE BONE COMPRESSION DISTAL MEDIAL TIBIAL 3.5X251MM STAINLESS STEEL 18 HOLE LOCKING NON STERILE LEFT LCP 223519,"$3,831.83"
PLATE BONE COMPRESSION PROXIMAL HUMERUS 3.5X33MM STAINLESS STEEL 2 HOLE LOCKING NON STERILE SMALL LCP 223521,"$1,023.43"
PLATE BONE COMPRESSION DISTAL TIBIA CLAVICLE 3.5X38MM STAINLESS STEEL 3 HOLE LOCKING NON STERILE LC DCP 22353,$485.05
PLATE BONE COMPRESSION PROXIMAL HUMERUS 3.5X46MM STAINLESS STEEL 3 HOLE LOCKING NON STERILE SMALL LCP 223531,"$1,064.56"
SCREW BONE CANCELLOUS 6.5X16X15MM NON CANNULATED STAINLESS STEEL 16MM THREAD NSTRL FEMUR LC DCP 216115,$219.51
SCREW BONE CANCELLOUS 6.5X16X120MM NON CANNULATED STAINLESS STEEL PARTIAL THREAD NSTRL FEMUR LC DCP 21612,$219.51
SCREW BONE CANCELLOUS 6.5X16X125MM NON CANNULATED STAINLESS STEEL 16MM THREAD NSTRL FEMUR LC DCP 216125,$219.51
SCREW BONE CANCELLOUS 6.5X16X130MM NON CANNULATED STAINLESS STEEL 16MM THREAD NSTRL FEMUR LC DCP 216130,$219.51
SCREW BONE CANCELLOUS 6.5X16X135MM NON CANNULATED STAINLESS STEEL 16MM THREAD NSTRL FEMUR LC DCP 216135,$219.51
SCREW BONE CANCELLOUS 6.5X16X140MM NON CANNULATED STAINLESS STEEL 16MM THREAD NSTRL FEMUR LC DCP 216140,$219.51
SCREW BONE CANCELLOUS 6.5X16X145MM NON CANNULATED STAINLESS STEEL 16MM THREAD NSTRL FEMUR LC DCP 216145,$219.51
SCREW BONE CANCELLOUS 6.5X16X150MM NON CANNULATED STAINLESS STEEL 16MM THREAD NSTRL FEMUR LC DCP 216150,$219.51
SCREW BONE COMPRESSION 6.5 MM DIA 40 MM LENGTH CANCELLOUS PARTIALLY THREADED NON-CANNULATED NON-LOCKING,$161.64
SCREW BONE CANCELLOUS 6.5X24X45MM NON CANNULATED STAINLESS STEEL 16MM THREAD NSTRL FEMUR LC DCP 216245,$161.64
WASHER BONE 8X3.2MM STAINLESS STEEL SPIKED NON STERILE LCP 219931,$445.59
WASHER BONE 13.5X4MM STAINLESS STEEL SPIKED NON STERILE LCP 219941,$476.79
WASHER BONE 13.5X6.5MM STAINLESS STEEL SPIKED NON STERILE LC DCP 219951,$503.64
BONE NUT ORTHOPEDIC 2.8X23MMX7.5IN STAINLESS STEEL CORTICAL MILAGRO 219960,$124.79
WASHER BONE 4.5MM STAINLESS STEEL SPIKED NON STERILE DCP 21997,$108.18
WASHER BONE 6.5X3MM STAINLESS STEEL CANNULATED SCREW NON STERILE LCP 219972,$113.63
SCREW BONE 4.5X56MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214756,$822.07
PLATE BONE COMPRESSION VOLAR DISTAL RADIUS EXTRA ARTICULAR 6.3X66MM STAINLESS STEEL 5X5 HOLE LOCKING NON STERILE RIGHT LCP 242459,"$3,198.39"
PLATE BONE COMPRESSION VOLAR DISTAL RADIUS EXTRA ARTICULAR 6.3X66MM STAINLESS STEEL 5X5 HOLE LOCKING NON STERILE RIGHT LCP 242462,"$3,198.39"
SCREW BONE CANCELLOUS 4.5X40MM CANNULATED STAINLESS STEEL PARTIAL THREAD NSTRL 214540,$822.07
SCREW BONE 4.5X44MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214744,$822.07
SCREW BONE 4.5X50MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214750,$822.07
SCREW BONE CANCELLOUS 4.5X42MM CANNULATED STAINLESS STEEL PARTIAL THREAD NSTRL 214542,$822.07
SCREW BONE CANCELLOUS 4.5X44MM CANNULATED STAINLESS STEEL PARTIAL THREAD NSTRL 214544,$822.07
SCREW BONE CANCELLOUS 4.5X46MM CANNULATED STAINLESS STEEL PARTIAL THREAD NSTRL 214546,$822.07
SCREW BONE CANCELLOUS 4.5X48MM CANNULATED STAINLESS STEEL PARTIAL THREAD NSTRL 214548,$822.07
SCREW BONE CANCELLOUS 4.5X50MM CANNULATED STAINLESS STEEL PARTIAL THREAD NSTRL 214550,$822.07
SCREW BONE CANCELLOUS 4.5X52MM CANNULATED STAINLESS STEEL PARTIAL THREAD NSTRL 214552,$822.07
SCREW BONE CANCELLOUS 4.5X54MM CANNULATED STAINLESS STEEL PARTIAL THREAD NSTRL 214554,$822.07
SCREW BONE CORTICAL 4.5X56MM NON CANNULATED STAINLESS STEEL FULL THREAD NSTRL PROXIMAL MEDIAL DHS DCS 214056,$822.07
SCREW BONE CANCELLOUS 4.5X64MM CANNULATED STAINLESS STEEL PARTIAL THREAD NSTRL 214564,$822.07
SCREW BONE CANCELLOUS 4.5X68MM CANNULATED STAINLESS STEEL PARTIAL THREAD NSTRL 214568,$822.07
SCREW BONE CANCELLOUS 4.5X72MM CANNULATED STAINLESS STEEL PARTIAL THREAD NSTRL 214572,$822.07
SCREW BONE 4.5X20MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214720,$822.07
SCREW BONE 4.5X24MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214724,$822.07
SCREW BONE 4.5X26MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214726,$822.07
SCREW BONE 4.5X28MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214728,$822.07
SCREW BONE 4.5X30MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214730,$822.07
SCREW BONE 4.5X32MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214732,$822.07
SCREW BONE 4.5X36MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214736,$822.07
SCREW BONE 4.5X38MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214738,$822.07
SCREW BONE 4.5X40MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214740,$822.07
SCREW BONE 4.5X42MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214742,$822.07
SCREW BONE 4.5X60MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214760,$822.07
SCREW BONE 4.5X64MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214764,$822.07
SCREW BONE CORTICAL 4.5X145MM STAINLESS STEEL LG HEX SCKT PERIARTICULAR LCP 214945,$169.34
SCREW BONE CORTICAL 4.5X75MM NON CANNULATED STAINLESS STEEL PARTIAL THREAD NSTRL MALLEOLUS ANKLE LC DCP 215075,$152.64
SCREW BONE 4.5X68MM CANNULATED STAINLESS STEEL FULL THREAD NSTRL 214768,$822.07
PLATE BONE COMPRESSION TIBIA DISTAL MEDIAL 3.5X116MM STAINLESS STEEL 4 HOLE LOCKING NON STERILE LEFT LCP 238701,"$5,461.91"
PLATE BONE COMPRESSION TIBIA DISTAL MEDIAL 3.5X142MM STAINLESS STEEL 6 HOLE LOCKING NON STERILE RIGHT LCP 238702,"$5,523.69"
PLATE BONE COMPRESSION DISTAL FIBULA 1X9X45MM STAINLESS STEEL 4 HOLE LOCKING NON STERILE WITH COLLAR LCP 241341,$669.98
PLATE BONE COMPRESSION DISTAL FIBULA 1X9X109MM STAINLESS STEEL 9 HOLE LOCKING NON STERILE WITH COLLAR LC DCP 24139,$277.47
PLATE BONE DISTAL FIBULA 1X9X105MM STAINLESS STEEL 9 HOLE NON STERILE LCP 241391,$719.32
PLATE BONE COMPRESSION TIBIA DISTAL MEDIAL 3.5X142MM STAINLESS STEEL 6 HOLE LOCKING NON STERILE LEFT LCP 238703,"$5,523.69"
PLATE BONE COMPRESSION TIBIA DISTAL MEDIAL 3.5X168MM STAINLESS STEEL 8 HOLE LOCKING NON STERILE RIGHT LCP 238704,"$5,577.82"
PLATE BONE COMPRESSION TIBIA DISTAL MEDIAL 3.5X168MM STAINLESS STEEL 8 HOLE LOCKING NON STERILE LEFT LCP 238705,"$5,577.82"
PLATE BONE COMPRESSION TIBIA DISTAL MEDIAL 3.5X194MM STAINLESS STEEL 10 HOLE LOCKING NON STERILE RIGHT LCP 238706,"$5,635.73"
PLATE BONE COMPRESSION TIBIA DISTAL MEDIAL 3.5X194MM STAINLESS STEEL 10 HOLE LOCKING NON STERILE LEFT LCP 238707,"$5,635.73"
SCREW BONE 3.5X50MM TITANIUM FULL THREAD NSTRL FOR SMALL FRAGMENT SET LCP 412121,$485.05
SCREW BONE 3.5X55MM TITANIUM FULL THREAD NSTRL FOR SMALL FRAGMENT SET LCP 412123,$485.05
SCREW BONE 3.5X26MM TITANIUM FULL THREAD NSTRL FOR SMALL FRAGMENT SET LCP 412109,$485.05
SCREW BONE 3.5X28MM TITANIUM FULL THREAD NSTRL FOR SMALL FRAGMENT SET LCP 41211,$485.05
SCREW BONE 3.5X30MM TITANIUM FULL THREAD NSTRL FOR SMALL FRAGMENT SET LCP 412111,$485.05
SCREW BONE LOCKING 3.5X32MM CANNULATED TITANIUM TIBIAL GREEN NON STERILE STARDRIVE 412112,$485.05
SCREW BONE LOCKING 3.5X34MM CANNULATED TITANIUM TIBIAL GREEN NON STERILE STARDRIVE 412113,$485.05
SCREW BONE 3.5X36MM TITANIUM FULL THREAD NSTRL FOR SMALL FRAGMENT SET LCP 412115,$485.05
SCREW BONE 3.5X38MM TITANIUM FULL THREAD NSTRL FOR SMALL FRAGMENT SET LCP 412116,$485.05
SCREW BONE 3.5X40MM TITANIUM FULL THREAD NSTRL FOR SMALL FRAGMENT SET LCP 412117,$485.05
SCREW BONE 3.5X45MM TITANIUM FULL THREAD NSTRL FOR SMALL FRAGMENT SET LCP 412119,$485.05
BIT DRILL SURGICAL 2.5X180MM STAINLESS STEEL QUICK COUPLING NON STERILE 31023,$430.06
BIT DRILL SURGICAL 6X1MM STAINLESS STEEL QUICK COUPLING NON STERILE LCP 323062,"$1,038.37"
BIT DRILL SURGICAL 3.2X80X215MM STAINLESS STEEL QUICK COUPLING NON STERILE 3 FLUTED CALIBRATED QUICK CONNECT 35697,$780.99
BIT DRILL SURGICAL 3.2X82X215MM STAINLESS STEEL QUICK COUPLING NON STERILE 3 FLUTED CALIBRATED QUICK CONNECT 356972,$772.73
PIN FIXATION TEMPORARY ANTERIOR CERVICAL FUSION TITANIUM PREFIXATION NON STERILE VECTRA 324101,$308.59
IMPLANT PLATE SPINE ANTERIOR CERVICAL 69MM TITANIUM LEVEL 4 NSTRL CC BLU VECTRA 04613360,"$4,680.00"
SCREW SPINAL ANTERIOR CERVICAL 4X14 MULTIAXIAL SOLID SELF TAPPING TITANIUM VECTRA 04613614,$498.00
SCREW SPINAL ANTERIOR CERVICAL 4X18 MULTIAXIAL SOLID SELF TAPPING TITANIUM VECTRA 04613618,$498.00
IMPLANT SPINAL ROD LUMBAR 33-40MM TITANIUM LATEX FREE OPTIMA SGA2433,"$2,593.50"
IMPLANT SPINAL CONNECTOR ROD LUMBR 40-50MM TITANIUM ADJUSTABLE T LINK OPTIMA GREEN SGA2440,"$2,593.50"
IMPLANT SPINAL CONNECTOR ROD LUMBR 50-60MM TITANIUM ADJUSTABLE T LINK OPTIMA YELLOW SGA2450,"$2,593.50"
IMPLANT SPINAL CONNECTOR ROD LUMBR 60-70MM TITANIUM ADJUSTABLE T LINK OPTIMA BLUE SGA2460,"$2,593.50"
IMPLANT SPINAL ROD LUMBAR 70-80MM TITANIUM LATEX FREE OPTIMA SGA2470,"$2,593.50"
IMPLANT SPINAL CONNECTOR ROD LUMBR 80-90MM TITANIUM ADJUSTABLE T LINK OPTIMA BLUE SGA2480,"$2,593.50"
SCREW SPINAL ANTERIOR CERVICAL 4.2X12 VARIABLE ANGLE SOLID SELF TAPPING TITANIUM TRINICA 0700812003,$498.00
SCREW SPINAL ANTERIOR CERVICAL 4.2X14 VARIABLE ANGLE SOLID SELF TAPPING TITANIUM TRINICA 0700812005,$498.00
SCREW SPINAL ANTERIOR CERVICAL 4.2X16 VARIABLE ANGLE SOLID SELF TAPPING TITANIUM TRINICA 0700812007,$498.00
IMPLANT SPINAL CAGE 8X11X14MM LUMBAR PEEK TLIF NON STERILE COROENT 6808714,"$4,446.00"
IMPLANT SPINAL CAGE 9X10X30MM LUMBAR PEEK TLIF STERILE COROENT 6810930,"$10,545.00"
SCREW SPINAL L50 MM OD6.5 MM POLYAXIAL SPHERX II,"$2,769.00"
SCREW SPINAL PEDICLE 7.5X40 POLYAXIAL CANNULATED TITANIUM SPHERX DBR II 7247540,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X60 POLYAXIAL CANNULATED FOR 5.5MM ROD TITANIUM SPHERX II 7248560,"$2,769.00"
IMPLANT PLATE SPINE ANTERIOR CERVICAL 4.5X14MM TITANIUM NSTRL FIXED ANGLE GRADIENT GRADIENT PLUS 7450714,$518.75
IMPLANT SPINAL ROD THORACOLUMBAR 5.5X30MM TITANIUM PREBENT SPHERX 7292035,"$1,245.00"
IMPLANT SPINAL ROD THORACOLUMBAR 5.5X70MM TITANIUM PREBENT SPHERX 7292070,"$1,245.00"
SCREW SPINAL PEDICLE 6.5X30 POLYAXIAL SOLID TITANIUM SPHERX 7216530,"$2,769.00"
IMPLANT SPINAL ROD LUMBAR 6.25X40MM TITANIUM PREBENT SPHERX 7217040,"$1,245.00"
IMPLANT SPINAL ROD LUMBAR 6.25X45MM TITANIUM PREBENT SPHERX 7237450,"$2,410.20"
IMPLANT SPINAL ROD LUMBAR 6.25X65MM TITANIUM PREBENT SPHERX 7237650,"$2,410.20"
SCREW SPINAL L30 MM OD7 MM MONOAXIAL EXPEDIUM STAINLESS STEEL F/6.35MM ROD,"$2,203.50"
SCREW SPINAL L55 MM OD7 MM MONOAXIAL EXPEDIUM STAINLESS STEEL F/6.35MM ROD,"$2,203.50"
SCREW SPINAL PEDICLE 5X40 MONOAXIAL SOLID TITANIUM EXPEDIUM 179902540,"$2,203.50"
SCREW SPINAL PEDICLE 7X35 MONOAXIAL SOLID TITANIUM EXPEDIUM 179902735,"$2,203.50"
SCREW SPINAL L60 MM OD7 MM MONOAXIAL EXPEDIUM TITANIUM F/6.35MM ROD,"$2,203.50"
SCREW SPINAL L50 MM OD8 MM MONOAXIAL EXPEDIUM TITANIUM F/6.35MM ROD,"$2,203.50"
SCREW SPINAL PEDICLE 10X60 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912060,"$2,574.00"
SCREW SPINAL PEDICLE 10X85 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912085,"$2,574.00"
SCREW SPINAL PEDICLE 11X45 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912145,"$2,574.00"
SCREW SPINAL PEDICLE 5X25 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912525,"$2,574.00"
SCREW SPINAL PEDICLE 5X50 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912550,"$2,574.00"
GRAFT VASCULAR L80 CM ID7 MM STRETCH THIN WALLED GORE-TEX,"$3,783.00"
GRAFT VASCULAR L30 CM ID6 MM STRETCH STANDARD WALLED GORE-TEX,"$1,693.20"
IMPLANT GRAFT VASCULAR 6MMX80CM PTFE STRAIGHT GORE TEX XXXXXXXXXX S0608,"$3,330.60"
GRAFT VASCULAR L60 CM L60 CM ID6 MM STRETCH THIN WALLED REMOVABLE RINGED CONFIGURATION GORE-TEX,"$4,395.30"
IMPLANT GRAFT VASCULAR 8MMX30X40CM PTFE STRAIGHT GORE TEX XX SRRT08030040L,"$2,765.10"
GRAFT VASCULAR L60 CM L60 CM ID6 MM THIN WALLED REMOVABLE RINGED CONFIGURATION GORE-TEX,"$3,806.40"
GRAFT VASCULAR L80 CM L80 CM ID6 MM THIN WALLED REMOVABLE RINGED CONFIGURATION GORE-TEX,"$4,629.30"
GRAFT VASCULAR L80 CM L80 CM ID8 MM THIN WALLED REMOVABLE RINGED CONFIGURATION GORE-TEX,"$4,644.90"
GRAFT VASCULAR L100 CM L50 CM ID10 MM GORE-TEX,"$5,814.90"
GRAFT VASCULAR L10 CM ID5 MM GORE-TEX,$639.10
GRAFT VASCULAR L20 CM ID5 MM STRETCH STANDARD WALLED GORE-TEX,"$1,182.75"
GRAFT VASCULAR L40 CM ID5 MM STRETCH STANDARD WALLED GORE-TEX,"$1,983.70"
GRAFT VASCULAR L70 CM ID5 MM STRETCH STANDARD WALLED GORE-TEX,"$2,983.50"
GRAFT VASCULAR L80 CM ID5 MM STRETCH STANDARD WALLED GORE-TEX,"$3,381.30"
GRAFT VASCULAR L10 CM ID6 MM STRETCH STANDARD WALLED GORE-TEX,$639.10
GRAFT VASCULAR L20 CM ID6 MM STRETCH STANDARD WALLED GORE-TEX,"$1,178.60"
GRAFT VASCULAR L40 CM ID6 MM STRETCH STANDARD WALLED GORE-TEX,"$1,967.10"
IMPLANT GRAFT VASCULAR 6MMX50CM PTFE STRAIGHT GORE TEX XXXXXXXXXX S0605,"$2,238.60"
GRAFT VASCULAR L70 CM ID6 MM STRETCH STANDARD WALLED GORE-TEX,"$2,940.60"
GRAFT VASCULAR L90 CM ID6 MM STRETCH STANDARD WALLED GORE-TEX,"$3,767.40"
GRAFT VASCULAR L10 CM ID7 MM STRETCH STANDARD WALLED GORE-TEX,$639.10
GRAFT VASCULAR L40 CM ID7 MM STRETCH STANDARD WALLED GORE-TEX,"$1,954.65"
GRAFT VASCULAR L70 CM ID7 MM STRETCH STANDARD WALLED GORE-TEX,"$2,940.60"
GRAFT VASCULAR L80 CM ID7 MM STRETCH STANDARD WALLED GORE-TEX,"$3,330.60"
IMPLANT GRAFT VASCULAR 8MMX10CM PTFE STRAIGHT GORE TEX XXXXXXXXXX S0801,$639.10
GRAFT VASCULAR L40 CM ID8 MM STRETCH STANDARD WALLED GORE-TEX,"$1,954.65"
GRAFT VASCULAR L50 CM ID8 MM STRETCH STANDARD WALLED GORE-TEX,"$2,238.60"
GRAFT VASCULAR L70 CM ID8 MM STRETCH STANDARD WALLED GORE-TEX,"$2,940.60"
IMPLANT GRAFT VASCULAR 8MMX80CM PTFE STRAIGHT GORE TEX XXXXXXXXXX S0808,"$3,330.60"
GRAFT VASCULAR L90 CM ID8 MM STRETCH STANDARD WALLED GORE-TEX,"$3,720.60"
GRAFT VASCULAR L40 CM ID10 MM STRETCH STANDARD WALLED GORE-TEX,"$1,954.65"
GRAFT VASCULAR L80 CM ID10 MM STRETCH STANDARD WALLED GORE-TEX,"$3,338.40"
GRAFT VASCULAR L30 CM ID12 MM STRETCH LARGE DIAMETER GORE-TEX,"$2,075.00"
GRAFT VASCULAR L40 CM ID12 MM STRETCH LARGE DIAMETER GORE-TEX,"$3,045.90"
IMPLANT GRAFT VASCULAR 4 6MMX45CM PTFE STRAIGHT GORE TEX XXXXXXXXX S46045,"$2,238.60"
GRAFT VASCULAR L48 CM ID4-6 MM STRETCH STANDARD WALLED GORE-TEX,"$2,386.80"
GRAFT VASCULAR L30 CM ID4-7 MM STRETCH STANDARD WALLED GORE-TEX,"$1,639.25"
IMPLANT GRAFT VASCULAR 4 7MMX40CM PTFE STRAIGHT GORE TEX XXXXXXXXX S47040,"$2,075.00"
GRAFT VASCULAR L48 CM ID4-7 MM STRETCH STANDARD WALLED GORE-TEX,"$2,386.80"
GRAFT VASCULAR L55 CM ID4-7 MM STRETCH STANDARD WALLED GORE-TEX,"$2,492.10"
GRAFT VASCULAR L40 CM ID14 MM LARGE DIAMETER CONFIGURATION GORE-TEX,"$3,057.60"
GRAFT VASCULAR L20 MM ID16 MM STRAIGHT STRETCH STANDARD WALLED PERIPHERAL GORE-TEX EPTFE,"$1,539.65"
GRAFT VASCULAR L40 CM ID16 MM LARGE DIAMETER CONFIGURATION GORE-TEX,"$3,057.60"
GRAFT VASCULAR L20 CM ID18 MM LARGE DIAMETER CONFIGURATION GORE-TEX,"$1,535.50"
GRAFT VASCULAR L18 CM ID40 MM LARGE DIAMETER CONFIGURATION GORE-TEX,"$3,057.60"
GRAFT VASCULAR L20 CM ID20 MM STANDARD WALLED STRETCH LARGE DIAMETER CONFIGURATION GORE-TEX,"$1,535.50"
GRAFT VASCULAR L20 CM ID40 MM LARGE DIAMETER CONFIGURATION GORE-TEX,"$3,057.60"
GRAFT VASCULAR L20 CM ID22 MM LARGE DIAMETER CONFIGURATION GORE-TEX,"$1,535.50"
GRAFT VASCULAR L40 CM ID22 MM LARGE DIAMETER CONFIGURATION GORE-TEX,"$3,057.60"
GRAFT VASCULAR L20 CM ID24 MM LARGE DIAMETER CONFIGURATION GORE-TEX,"$1,535.50"
GRAFT VASCULAR L40 CM ID24 MM STANDARD WALLED STRETCH LARGE DIAMETER CONFIGURATION GORE-TEX,"$3,057.60"
IMPLANT PLATE SPINE ANTERIOR CERVICAL 30MM TITANIUM LEVEL 1 NSTRL FIXED ANGLE GRADIENT GRADIENT PLUS 7450130,"$3,510.00"
IMPLANT SPINAL ROD LUMBAR 6X600MM TITANIUM STRAIGHT NON STERILE OPTIMA SG1660,$788.50
SCREW SPINAL ANTERIOR CERVICAL 4.6X18 VARIABLE ANGLE SOLID SELF TAPPING TITANIUM TRINICA 0700118004,$498.00
SCREW SPINAL PEDICLE 7X65 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912765,"$2,574.00"
SCREW SPINAL PEDICLE 7X70 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912770,"$2,574.00"
SCREW SPINAL PEDICLE 7X75 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912775,"$2,574.00"
SCREW SPINAL PEDICLE 7X80 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912780,"$2,574.00"
MESH SURGICAL L15 CM X W10 CM THK1.5 MM OVAL DUALMESH PLUS PTFE STERILE F/SOFT TISSUE REPAIR,"$2,328.30"
GRAFT VASCULAR L70 CM OD6 MM STRAIGHT INTERGARD KNITTED,"$1,821.89"
GRAFT VASCULAR L70 CM OD10 MM STRAIGHT INTERGARD KNITTED,"$1,821.89"
IMPLANT GRAFT VASCULAR 8MMX70CM PTFE STRAIGHT GORE TEX XXXXXXXXX ST0807,"$3,361.80"
IMPLANT GRAFT VASCULAR 3.5MMX10CM PTFE STRAIGHT GORE TEX XXXXXXX ST35010A,"$1,419.30"
GRAFT VASCULAR L100 CM ID6 MM THIN WALLED GORE-TEX,"$3,705.00"
GRAFT VASCULAR L70 CM ID8 MM THIN WALLED GORE-TEX,"$2,694.90"
GRAFT VASCULAR L70 CM ID6 MM STANDARD WALLED GORE-TEX EPTFE,"$2,289.30"
GRAFT VASCULAR L30 CM ID4-7 MM STANDARD WALLED GORE-TEX EPTFE,"$1,323.85"
SCREW SPINAL PEDICLE 6X65 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912665,"$2,574.00"
SCREW SPINAL PEDICLE 6X70 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912670,"$2,574.00"
SCREW SPINAL PEDICLE 7X30 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912730,"$2,574.00"
SCREW SPINAL PEDICLE 7X35 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912735,"$2,574.00"
SCREW SPINAL PEDICLE 7X40 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912740,"$2,574.00"
SCREW SPINAL PEDICLE 7X45 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912745,"$2,574.00"
SCREW SPINAL PEDICLE 7X50 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912750,"$2,574.00"
SCREW SPINAL PEDICLE 7X55 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912755,"$2,574.00"
SCREW SPINAL PEDICLE 7X60 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912760,"$2,574.00"
SCREW SPINAL PEDICLE 10X45 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912045,"$2,574.00"
SCREW SPINAL PEDICLE 10X50 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912050,"$2,574.00"
SCREW SPINAL PEDICLE 10X55 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912055,"$2,574.00"
SCREW SPINAL PEDICLE 10X65 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912065,"$2,574.00"
SCREW SPINAL PEDICLE 10X80 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912080,"$2,574.00"
SCREW SPINAL PEDICLE 10X90 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912090,"$2,574.00"
SCREW SPINAL PEDICLE 10X95 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912095,"$2,574.00"
SCREW SPINAL PEDICLE 10X100 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912099,"$2,574.00"
SCREW SPINAL PEDICLE 11X130 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912103,"$2,574.00"
SCREW SPINAL PEDICLE 11X50 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912150,"$2,574.00"
SCREW SPINAL PEDICLE 11X55 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912155,"$2,574.00"
SCREW SPINAL PEDICLE 11X60 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912160,"$2,574.00"
SCREW SPINAL PEDICLE 11X65 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912165,"$2,574.00"
SCREW SPINAL PEDICLE 11X80 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912180,"$2,574.00"
SCREW SPINAL PEDICLE 6X30 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912630,"$2,574.00"
SCREW SPINAL PEDICLE 6X35 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912635,"$2,574.00"
SCREW SPINAL PEDICLE 6X40 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912640,"$2,574.00"
SCREW SPINAL PEDICLE 6X45 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912645,"$2,574.00"
SCREW SPINAL PEDICLE 6X50 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912650,"$2,574.00"
SCREW SPINAL PEDICLE 6X55 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912655,"$2,574.00"
SCREW SPINAL PEDICLE 6X60 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912660,"$2,574.00"
IMPLANT SPINAL CONNECTOR ROD LAT 6.35X20MM STAINLESS STEEL CLOSED EXPEDIUM F/6.35M ROD 189640020,"$3,292.58"
IMPLANT SPINAL CONNECTOR ROD LAT 6.35X50MM STAINLESS STEEL CLOSED EXPEDIUM F/6.35M ROD 189640050,"$3,292.58"
IMPLANT SPINAL CONNECTOR ROD LAT 6.35X100MM STAINLESS STEEL CLOSED EXPEDIUM F/6.35M ROD 189640100,"$3,292.58"
IMPLANT SPINAL CONNECTOR ROD LAT 6.35X200MM STAINLESS STEEL CLOSED EXPEDIUM F/6.35M ROD 189640200,"$3,292.58"
MESH SURGICAL DUALMESH OVAL 15X19CM EPTFE XXXXXXXX 1DLMC04,"$3,291.60"
MESH SURGICAL DUALMESH RECTANGLE 7.5X10CM EPTFE XXXXXXXX 1DLMC05,"$1,041.65"
MESH SURGICAL DUALMESH RECTANGLE 18X24CM EPTFE XXXXXXXX 1DLMC06,"$4,980.30"
MESH SURGICAL L19 CM X W15 CM THK1 MM OVAL DUALMESH PLUS PTFE STERILE F/SOFT TISSUE REPAIR,"$3,868.80"
MESH SURGICAL L10 CM X W7.5 CM THK1 MM DUALMESH PLUS PTFE STERILE F/SOFT TISSUE REPAIR,"$1,386.10"
MESH SURGICAL L24 CM X W18 CM THK1 MM DUALMESH PLUS PTFE STERILE F/SOFT TISSUE REPAIR,"$5,565.30"
MESH SURGICAL DUALMESH RECTANGLE 20X30CM EPTFE XXXXXXX 1DLMCP07,"$7,733.70"
MESH SURGICAL DUALMESH OVAL 26X34CM EPTFE XXXXXXX 1DLMCP08,"$9,621.30"
