,, We are provider based - so you may be charged column C or column D & E ,,
3601370,STAPLES SPIKED 7/16 MEDIUM, $-   , $-   ,$481.00 
3601371,STAPLES SPIKED 9/16 LARGE, $-   , $-   ,$481.00 
3601375,SPECULUM SPOONS LONG 12CM, $-   , $-   ,$42.00 
3601383,BLADE EYE MINI BEAVER, $-   , $-   ,$32.00 
3601386,PHACO CRESENT KNIFE, $-   , $-   ,$86.00 
3601390,PHACO DUOVISC ALCON, $-   , $-   ,$221.00 
3601406,BLADE SAGITTAL 13 X 90MM, $-   , $-   ,$141.00 
3601407,DVR ANATOMIC WIDE HEAD RIGHT W/ F.A.S.T GUIDES, $-   , $-   ,"$1,781.00 "
3601408,DVR ANATOMIC WIDE HEAD LEFT W/ F.A.S.T GUIDES, $-   , $-   ,"$1,780.00 "
3601409,CLIPS LIGATING TITANIUM SMALL RED, $-   , $-   ,$20.00 
3601416,SYRINGE DISPOSABLE - OR, $-   , $-   ,$6.00 
3601424,STAPLER TA 30 4.8MM, $-   , $-   ,$210.00 
3601425,STAPLER EEA 25MM SINGLE USE, $-   , $-   ,$522.00 
3601427,STAPLER TA-30 4.8 RELOAD, $-   , $-   ,$129.00 
3601430,STAPLER TA 60 4.8MM, $-   , $-   ,$224.00 
3601432,"DRAPE STERI 17 X 23""", $-   , $-   ,$4.00 
3601433,STAPLER TA 60 4.8 RELOAD, $-   , $-   ,$145.00 
3601435,KIT INTRODUCER TEAR AWAY 9FR, $-   , $-   ,$143.00 
3601436,SUTURE 2-0 VICRYL CT-1 UNDYED J259H, $-   , $-   ,$35.00 
3601437,SUTURE 0 PDS CT-1 VIOLET Z346H, $-   , $-   ,$10.00 
3601438,"BANDAGE COBAN UNSTERILE 6""", $-   , $-   ,$9.00 
3601440,"DRAPE STERI IOBAN 23 X 33""", $-   , $-   ,$38.00 
3601444,DRAPE PT. ISOLATION 96 X 130, $-   , $-   ,$116.00 
3601451,"DRAPE STERI EYE 15 X 15""", $-   , $-   ,$4.00 
3601454,ROTICULATOR ENDO GIA 30-3.5 SULU #030452, $-   , $-   ,$346.00 
3601455,SLEEVE BLADELESS 5MM #NBFCA5ST, $-   , $-   ,$40.00 
3601459,CATHETER CHOLANGIOGRAPHY RANFAC XL-11, $-   , $-   ,$107.00 
3601464,TROCAR VERSAPORT 12MM, $-   , $-   ,$85.00 
3601465,GRAFT LEG GORTEX 10CM X 6MM, $-   , $-   ,$478.00 
3601467,ROTICULATOR ENDO GIA  30-2.5 SULU #030451, $-   , $-   ,$346.00 
3601469,SET DECANTING SECONDARY, $-   , $-   ,$16.00 
3601472,TUBE GASTROSTOMY 20FR, $-   , $-   ,$194.00 
3601475,BLADE MINI ABRADOR DYONICS 2.9MM, $-   , $-   ,$152.00 
3601477,AUTO SUTURE ROTICULATOR, $-   , $-   ,$433.00 
3601478,ENDOSHEARS 5MM, $-   , $-   ,$151.00 
3601483,BRA SURGI COMPRESSION WHITE 3X-LARGE, $-   , $-   ,$140.00 
3601498,AUTO SUTURE ENDO CATCH BAG 10MM, $-   , $-   ,$160.00 
3601508,STOCKINETTE BIAS CUT 4, $-   , $-   ,$40.00 
3601509,STOCKINETTE BIAS CUT 6, $-   , $-   ,$68.00 
3601511,AUTO SUTURE ABSTACK 30 ABSORBATACK 5MM, $-   , $-   ,$825.00 
3601515,BLADE OSCILLATING 10.0 LINVATEC  169, $-   , $-   ,$84.00 
3601516,SLEEVE THORACOPORT 11.5/12MM, $-   , $-   ,$27.00 
3601522,AUTO SUTURE ENDO STITCH 10MM INSTRUMENT, $-   , $-   ,$284.00 
3601523,AUTO SUTURE ENDO STITCH SURGIDAC 2-0, $-   , $-   ,$73.00 
3601524,AUTO SUTURE ENDO STITCH DLU O #173024, $-   , $-   ,$73.00 
3601533,PLATE OSTEOCLAGE  5 HOLE, $-   , $-   ,$886.00 
3601534,PLATE OSTEOCLAGE 7 HOLE, $-   , $-   ,$886.00 
3601539,"STOCKINETTE IMPERVIOUS 9 X 48""", $-   , $-   ,$26.00 
3601539,STOCKINETTE IMPERVIOUS ALL SIZES, $-   , $-   ,$11.00 
3601540,TUBE FEEDING GASTROSTOMY JEJUNAL, $-   , $-   ,$173.00 
3601542,AUTO SUTURE ENDOCLOSE AUTO STITCH, $-   , $-   ,$144.00 
3601543,BLUNTPORT PLUS 5MM-12MM TRC 2/BLTGRP, $-   , $-   ,$93.00 
3601548,TROCAR VISIPORT PLUS 5MM-11MM OPTICAL W/ FIXATION, $-   , $-   ,$77.00 
3601554,BLADE SAW SAGITTAL FINE 9.5  X  25.5MM, $-   , $-   ,$49.00 
3601555,BLADE SAW SAGITTAL FINE 4.5  X 25.5MM, $-   , $-   ,$51.00 
3601556,CATHETER PALINDROME RT CHRONIC KIT 19CM, $-   , $-   ,$684.00 
3601561,CLEANER ELECTRODE TIP, $-   , $-   ,$2.00 
3601563,CATHETER GROSHONG SINGLE LUMEN 4FR, $-   , $-   ,$205.00 
3601564,DRAPE CLEAR VIEW LEGGINGS, $-   , $-   ,$14.00 
3601565,PEG MIC TRANSGASTRIC JEJUNAL TUBE, $-   , $-   ,$594.00 
3601572,TROCAR BLADELESS VERSAPORT OPTICAL 11MM #B11LT, $-   , $-   ,$253.00 
3601575,"BANDAGE ESMARK 6""", $-   , $-   ,$11.00 
3601578,SPONGES TONSIL SMALL ( GM )  #10-243, $-   , $-   ,$7.00 
3601579,"BANDAGE ESMARK 3""", $-   , $-   ,$11.00 
3601583,ANCHOR QUICK PLUS GII SIZE 2, $-   , $-   ,$848.00 
3601584,KIT CARTICEL CARTILAGE BIOPSY, $-   , $-   ,$891.00 
3601608,"TOURNIQUET DISPOSABLE 24""", $-   , $-   ,$80.00 
3601609,"TOURNIQUET DISPOSABLE BLUE 30""", $-   , $-   ,$86.00 
3601610,"TOURNIQUET DISPOSABLE 34"" PURPLE", $-   , $-   ,$92.00 
3601615,TISSUE TAK GUIDE WIRE 1.5MM, $-   , $-   ,$130.00 
3601617,KIT SHOULDER SUSPENSION, $-   , $-   ,$88.00 
3601618,CANNULA CLEAR TRAC THREADED 8MM, $-   , $-   ,$93.00 
3601619,GUIDE WIRE DRILL TIP 2.4MM, $-   , $-   ,$160.00 
3601623,ENDO BUTTON HAMSTRING CL 35MM, $-   , $-   ,$464.00 
3601626,GUIDE WIRE 1.5MM, $-   , $-   ,$145.00 
3601627,SCREW SOFTSILK 1.5MM  7 X 20, $-   , $-   ,$450.00 
3601628,SCREW SOFTSILK 1.5MM  7 X 25, $-   , $-   ,$450.00 
3601629,SCREW SOFTSILK 1.5MM  8 X 20, $-   , $-   ,$450.00 
3601630,SCREW SOFTSILK 1.5MM  8 X 25, $-   , $-   ,$450.00 
3601631,PLUG BONE CANNULATED, $-   , $-   ,$133.00 
3601632,SHOULDER IMMOBILIZER SMALL, $-   , $-   ,$16.00 
3601633,Shoulder immobilizer applied*, $-   , $-   ,$16.00 
3601634,SHOULDER IMMOBILIZER LARGE, $-   , $-   ,$16.00 
3601638,NEEDLE MENISCAL REPAIR, $-   , $-   ,$78.00 
3601640,SCREW CANCELLOUS 6.5 X 35MM, $-   , $-   ,$130.00 
3601645,WASHER FLAT 1.3 X 14MM, $-   , $-   ,$171.00 
3601646,STAPLE FIXATION 9.5MM, $-   , $-   ,$330.00 
3601654,AUTO SUTURE ENDO GIA II 2.5MM #030412, $-   , $-   ,$321.00 
3601656,AUTO SUTURE ENDO STAPLE GUN, $-   , $-   ,$242.00 
3601658,SCREW SCHANZ SELF DRILLING 4.0/3.0 X 20 X 80MM, $-   , $-   ,$446.00 
3601659,ROD CARBON FIBER 8MM X 200MM, $-   , $-   ,$436.00 
3601663,DRAPE BILATERAL EXTREMITY, $-   , $-   ,$29.00 
3601664,SHOULDER IMMOBILIZER X-LARGE, $-   , $-   ,$16.00 
3601672,SUTURE 0 SILK KS 624H, $-   , $-   ,$6.00 
3601675,MOUTH PROP ADULT, $-   , $-   ,$30.00 
3601677,DRILL BIT 1.1 X 60MM, $-   , $-   ,$233.00 
3601678,DRILL BIT 1.5 X 85 MM, $-   , $-   ,$275.00 
3601679,DRILL BIT 1.5 X 110 MM, $-   , $-   ,$233.00 
3601680,DRILL BIT 1.5 X 96 MM, $-   , $-   ,$466.00 
3601681,DRILL BIT 2.0 X 100 MM, $-   , $-   ,$338.00 
3601682,DRILL BIT 2.0 X 65 MM, $-   , $-   ,$255.00 
3601683,DRILL BIT GOLD 2.5 X 110MM, $-   , $-   ,$295.00 
3601684,DRILL BIT 2.7 X 110MM, $-   , $-   ,$250.00 
3601685,DRILL BIT CANNULATED  2.7 X 160MM, $-   , $-   ,"$1,272.00 "
3601686,DRILL BIT 2.8  X 165MM, $-   , $-   ,$368.00 
3601687,DRILL BIT 3.2 X 145MM, $-   , $-   ,$310.00 
3601688,DRILL BIT CANNULATED  3.2 X 170MM, $-   , $-   ,"$1,247.00 "
3601689,DRILL BIT 3.5 X 110MM, $-   , $-   ,$338.00 
3601690,DRILL BIT CANNULATED 4.5 X 170MM, $-   , $-   ,$930.00 
3601691,DRILL BIT 4.5 X 145MM, $-   , $-   ,$230.00 
3601694,DRILL BIT CANNULATED  5.0 X 300MM, $-   , $-   ,"$1,256.00 "
3601696,TWIST DRILL 2.0MM, $-   , $-   ,$201.00 
3601697,TWIST DRILL 2.4MM, $-   , $-   ,$188.00 
3601698,TWIST DRILL 2.7MM, $-   , $-   ,$188.00 
3601702,KIT DR. FOG ENDOSCOPIC, $-   , $-   ,$9.00 
3601703,TUBE EAR RUBE T  XOMED 1.14X6.5, $-   , $-   ,$67.00 
3601707,BLADE EYE MICRO BEAVER, $-   , $-   ,$12.00 
3601708,KIT MIC PEG FEEDING TUBE PULL METHOD 20FR, $-   , $-   ,$183.00 
3601709,BLADE GIGLI SAW, $-   , $-   ,$63.00 
3601714,PACK BASIC I, $-   , $-   ,$8.00 
3601716,SOLUTION LUGOLS, $-   , $-   ,$25.00 
3601719,CATHETER TRAY BONANNO DISPOSABLE, $-   , $-   ,$291.00 
3601721,CATHETER FOGARTY ARTERIAL IRRIG 4FR, $-   , $-   ,$77.00 
3601722,CATHETER CHOLANGIOGRAPHY 6 FR, $-   , $-   ,$82.00 
3601724,CATHETER EMBOLECTOMY ART. 2 FR, $-   , $-   ,$188.00 
3601726,PROBE LIGAMENT CHISEL HOOK, $-   , $-   ,$373.00 
3601728,PLATE DHS HIP 6 HOLE 110MM X 145DG, $-   , $-   ,"$1,431.00 "
3601729,PENCIL CAUTERY DISPOSABLE, $-   , $-   ,$11.00 
3601730,NEEDLE TIP ELECTRODE HI TOP, $-   , $-   ,$104.00 
3601733,CAUTERY FINE TIP HIGH TEMP DISPOSABLE, $-   , $-   ,$31.00 
3601734,CEMENT HOOK, $-   , $-   ,$43.00 
3601735,DRAIN MALECOT 28FR, $-   , $-   ,$36.00 
3601736,PACK CESAREAN CONVERTORS, $-   , $-   ,$128.00 
3601740,BRUSH CYTOLOGY BRONCHOSCOPY, $-   , $-   ,$56.00 
3601746,"SET CYSTO IRRIGATION Y TYPE 81"" LONG BORE", $-   , $-   ,$37.00 
3601752,MESH MARLEX PLUG XLARGE, $-   , $-   ,$588.00 
3601753,DRAPE CASSETTE LARGE 3M, $-   , $-   ,$8.00 
3601754,"DRAPE STERI IRRIGATION 19 X 23""", $-   , $-   ,$15.00 
3601755,CATHETER PALINDROME RT CHRONIC KIT 28CM, $-   , $-   ,$684.00 
3601757,"DRAPE INSTRUMENT 7 X 11""", $-   , $-   ,$4.00 
3601758,"DRAPE STERI IOBAN 35 X 18""", $-   , $-   ,$20.00 
3601759,DRAPE RETRACTOR SUPPORT NAVYAS KEELER, $-   , $-   ,$8.00 
3601766,KIT PREP  WET SKIN W/ GLOVE, $-   , $-   ,$24.00 
3601769,TUBE GASTRIC LAVAGE 34FR, $-   , $-   ,$21.00 
3601770,DRAPE PEDIATRIC LAP, $-   , $-   ,$14.00 
3601771,PACK GOWNS LARGE, $-   , $-   ,$7.00 
3601772,PACK SMART GOWNS XLARGE, $-   , $-   ,$15.00 
3601783,WIRE KIRSCHNER SYNTHES 1.25 X 150, $-   , $-   ,$55.00 
3601785,WIRE KIRSCHNER SYNTHES 1.60 X150, $-   , $-   ,$55.00 
3601789,MESH MARLEX PLUG LARGE, $-   , $-   ,$488.00 
3601794,CATHETER EMBOLECTOMY 3FR, $-   , $-   ,$195.00 
3601795,CATHETER EMBOLECTOMY 4FR, $-   , $-   ,$220.00 
3601798,RETRACTOR ONLY, $-   , $-   ,$125.00 
3601800,CATHETER EMBOLECTOMY 6FR, $-   , $-   ,$220.00 
3601801,LOOP OSTOMY BRIDGE, $-   , $-   ,$4.00 
3601802,TUBE LUKENS 8CC, $-   , $-   ,$13.00 
3601804,PACK MAYO COVER, $-   , $-   ,$4.00 
3601812,CANNULA VERSAPORT V2 5MM W/ FIXATION, $-   , $-   ,$66.00 
3601814,SUCTION TUBE CURVED KAMVAC, $-   , $-   ,$172.00 
3601815,NEEDLE GUARD BOX LARGE, $-   , $-   ,$3.00 
3601820,NERVE LOCATOR STIMULATOR, $-   , $-   ,$88.00 
3601821,NEEDLE BIOPSY TRU-CUT 14 X 4, $-   , $-   ,$102.00 
3601822,TAMPON NASAL IVALON 1.5 X 2 X 8CM, $-   , $-   ,$6.00 
3601826,ENDO BUTTON HAMSTRING CL 40MM, $-   , $-   ,$410.00 
3601828,CEMENT RESTRICTOR SET 18.5MM, $-   , $-   ,$283.00 
3601829,SURGICEL FIBRILLAR  1X2, $-   , $-   ,$173.00 
3601832,GUIDE PIN 2.4 X 230MM, $-   , $-   ,$82.00 
3601841,PHACO IRRIGATION OCUTOME PROBE ALCON, $-   , $-   ,$413.00 
3601844,BLADE INCISOR PLUS 4.5MM, $-   , $-   ,$133.00 
3601846,SMOOTHER CRUCIAL TOOL 9.5MM, $-   , $-   ,$603.00 
3601848,"DRAPE SURGICAL U-DRAPE 76 X 120""", $-   , $-   ,$23.00 
3601850,COVERS INSTRUMENT JAW, $-   , $-   ,$16.00 
3601853,DRAIN SUCTION JACKSON PRATT 0323, $-   , $-   ,$37.00 
3601854,DRAIN SUCTION JACKSON PRATT  1305, $-   , $-   ,$12.85 
3601855,DRAIN SUCTION JACKSON PRATT  1060, $-   , $-   ,$92.00 
3601856,STAPLER SKIN APPOSE ULC 35 W, $-   , $-   ,$20.00 
3601857,SURGICEL  6 X 9, $-   , $-   ,$282.00 
3601860,SUTURE ANCHOR 5.0 MM  W/NEEDLE TWIN FIX, $-   , $-   ,$486.00 
3601861,PACK LAPAROTOMY DRAPE, $-   , $-   ,$18.00 
3601869,BLADE MEDIUM 18.5 X 9MM, $-   , $-   ,$114.00 
3601870,DRAIN SUCTION JACKSON PRATT  1311, $-   , $-   ,$18.00 
3601874,CLAMP BULLDOG ANGLED, $-   , $-   ,$58.00 
3601875,"BRA SURGI COMPRESSION WHITE SMALL 32""-34""", $-   , $-   ,$140.00 
3601876,"BRA SURGI COMPRESSION WHITE MEDIUM 34""-36""", $-   , $-   ,$140.00 
3601877,"BRA SURGI COMPRESSION WHITE LARGE 36""-38""", $-   , $-   ,$140.00 
3601878,"BRA SURGI COMPRESSION WHITE X-LARGE 38""-40""", $-   , $-   ,$140.00 
3601879,"BRA SURGI COMPRESSION WHITE 2X-LARGE 42""", $-   , $-   ,$140.00 
3601881,CEMENT RESTRICTOR SET 25MM, $-   , $-   ,$393.00 
3601886,TUBE T DEAVER 10FR, $-   , $-   ,$30.00 
3601891,UTERINE MANIPULATOR 4.5, $-   , $-   ,$99.00 
3601897,"DRAPE U-DRAPE ORTHO 47 X 51""", $-   , $-   ,$13.00 
3601899,"BANDAGE ORTHO-GLASS SPLINT 3""", $-   , $-   ,$14.00 
3601905,"DRAIN PENROSE STRAIGHT 7/8 X 36""", $-   , $-   ,$5.00 
3601908,EMERGENCY SURGERY-CLASS I, $-   , $-   ,$285.00 
3601909,EMERGENCY SURGERY-CLASS II, $-   , $-   ,$398.00 
3601910,EMERGENCY SURGERY-CLASS III, $-   , $-   ,$563.00 
3601911,EMERGENCY SURGERY-CLASS IV, $-   , $-   ,$666.00 
3601913,TUBE BALLOON GASTROSTOMY 20FR 7-10ML, $-   , $-   ,$106.00 
3601922,SET CATHETER URETERAL ILLUMUNIATING 7FR (CUSTOM ORDER), $-   , $-   ,$432.00 
3601926,TUBING LAPAROSCOPIC IRRIGATION 33CM, $-   , $-   ,$323.00 
3601927,SMOKE EVACUATOR TUBE SET ( STRYKER ENDO ), $-   , $-   ,$77.00 
3601929,PLATE BROAD DCP 14 HOLE 250MM, $-   , $-   ,$756.00 
3601931,PLATE BROAD DCP 18 HOLE 322MM, $-   , $-   ,$983.00 
3601934,BLADE CURVED INCISOR 4.5 DYONICS, $-   , $-   ,$143.00 
3601936,"BANDAGE ORTHO-GLASS SPLINT 4""", $-   , $-   ,$17.00 
3601937,"BANDAGE ORTHO-GLASS SPLINT 5""", $-   , $-   ,$207.00 
3601943,KIT FALOPE RING W/TROCAR 005280-901, $-   , $-   ,$504.00 
3601977,CATHETER VAS CATH FLEXXICON II 40CM, $-   , $-   ,$200.00 
3601981,AUTO SUTURE FAN RETRACTOR 55 POLY, $-   , $-   ,$246.00 
3601986,CONNECTOR REPLACEMENT GROSHONG CATHETER 4FR, $-   , $-   ,$41.00 
3601988,MONSEL SOLUTION (ASTRIN GYN), $-   , $-   ,$40.00 
3601989,"BANDAGE ORTHO GLASS SPLINT 2""", $-   , $-   ,$138.00 
3601994,PHACO FLEXIBLE IRIS RETRACTOR, $-   , $-   ,$228.00 
3601997,CATHETER CHOLANGIOGRAPHY RANFAC  ORC-B, $-   , $-   ,$103.00 
3601998,RETRACTOR STAYS  COOPER SURGICAL, $-   , $-   ,$125.00 
3602000,CAST ROOM FEE, $-   , $-   ,$91.00 
3602005,KNIFE SIDEPORT SAFETY 1.15MM, $-   , $-   ,$71.00 
3602015,KIT MEDTRONIC PUMP REFILL ( MEDTRONIC NEURO ), $-   , $-   ,$55.00 
3602015,MEDTRONIC SYNCHROMED PUMP REFILL KIT, $-   , $-   ,$68.00 
3602020,MEDTRONIC CATH ACCESS PORT KIT 8540, $-   , $-   ,$61.00 
3602025,REFILLING & MAINT OF IMPLANTABLE PUMP, $-   , $-   ,$98.00 
3602122,SCREW CANNULATED 4.0 X 30MM, $-   , $-   ,$549.00 
3602123,SCREW CANNULATED 4.0 X 40MM, $-   , $-   ,$634.00 
3602124,BLADE SURGICAL CLIPPER ASSEMBLY 3M, $-   , $-   ,$8.00 
3602125,"NEEDLE ANGIOCATH 14GA X 5 1/2""", $-   , $-   ,$53.00 
3602126,BALLOON DILATOR ESOPHAGEAL 10MM, $-   , $-   ,$413.00 
3602127,BALLOON DILATOR ESOPHAGEAL 12MM, $-   , $-   ,$412.00 
3602128,BALLOON DILATOR ESOPHAGEAL 15MM, $-   , $-   ,$412.00 
3602129,BALLOON DILATOR ESOPHAGEAL 18MM, $-   , $-   ,$412.00 
3602130,BLADE 25 X 5.5MM STRYKER, $-   , $-   ,$114.00 
3602131,BLADE 25 X 9MM LONG MEDIUM STRYKER, $-   , $-   ,$106.00 
3602132,PIN PASSING 2.4MM, $-   , $-   ,$305.00 
3602134,RETRACTOR SELF RETAINING STAY, $-   , $-   ,$21.00 
3602136,SYRINGE GAUGE ASSEMBLY BOSTON SC, $-   , $-   ,$122.00 
3602141,SCREW SOFTSILK 1.5MM  9 X 20, $-   , $-   ,$450.00 
3602142,BLADE 9 X 10MM STRYKER, $-   , $-   ,$117.00 
3602144,DRESSING TEGADERM 6 X 7CM, $-   , $-   ,$1.00 
3602152,PROBE ORATEC ABLATION 60DG 3.5MM, $-   , $-   ,$420.00 
3602157,CATHETER INT. JUGULAR 6 11.5FR, $-   , $-   ,$193.00 
3602158,CATHETER INT. JUGULAR 8 11.5FR, $-   , $-   ,$193.00 
3602161,LOOP VASCULAR MINI RED ASPEN SURGICAL, $-   , $-   ,$9.00 
3602162,KIT PACEMAKER SERVICE, $-   , $-   ,$142.00 
3602163,SCREW CANNULATED 4.0 X 44MM, $-   , $-   ,$479.00 
3602167,PIN GUIDE NITINOL 1.1MM, $-   , $-   ,$74.00 
3602168,NAIL ELASTIC TI 2.0 X 440MM, $-   , $-   ,$722.00 
3602169,NAIL ELASTIC TI 2.5 X 440MM, $-   , $-   ,$767.00 
3602170,NAIL ELASTIC TI 3.0 X 440MM, $-   , $-   ,$846.00 
3602177,WASHER TITANIUM 7MM, $-   , $-   ,$123.00 
3602178,PLATE TI DCP  6 HOLE X 77MM, $-   , $-   ,$470.00 
3602179,PLATE TI DCP  7 HOLE X 90MM, $-   , $-   ,$485.00 
3602180,PLATE TI DCP  8 HOLE X 103MM, $-   , $-   ,$369.00 
3602185,PLATE TI 5 HOLE X 61MM W/ COLLAR, $-   , $-   ,$216.00 
3602186,PLATE TI 6 HOLE X 73MM W/ COLLAR, $-   , $-   ,$225.00 
3602189,WIRE KIRSCHNER TI 1.25 X 150MM, $-   , $-   ,$448.00 
3602190,WIRE KIRSCHNER TI 1.6 X 150MM, $-   , $-   ,$448.00 
3602191,WIRE KIRSCHNER TI 2.0 X 150MM, $-   , $-   ,$49.00 
3602200,KIT CATHETER PRESSURE INJECTABLE PICC CENTRAL  4 FR, $-   , $-   ,$349.00 
3602202,DRAPE C-ARM FLUOROSCAN, $-   , $-   ,$34.00 
3602207,ANCHOR MINI QUICK SIZE 0, $-   , $-   ,$924.00 
3602209,BRACE KNEE AIR-ROM LONG, $-   , $-   ,$23.00 
3602210,LEAD INTRODUCER 9FR, $-   , $-   ,$158.00 
3602211,SPOT ENDOSCOPIC MARKER CHEK-MED, $-   , $-   ,$103.00 
3602213,CLIP FIXING DEVICE ENDOSCOPIC, $-   , $-   ,$195.00 
3602214,WIRE SNARE POLYPECTOMY LARGE, $-   , $-   ,$90.00 
3602215,CARDIOVASCULAR PATCH ACUSEAL 0.8X7.5CM, $-   , $-   ,$404.00 
3602216,TI-KNOT REPLACEMENT DEVICE, $-   , $-   ,"$1,931.00 "
3602217,TI-KNOT QUICKLOAD, $-   , $-   ,$147.00 
3602221,SUTURE Y513G 4-0 MONOCRYL PS-2, $-   , $-   ,$18.00 
3602226,VALVE - SUCTION, $-   , $-   ,$38.00 
3602227,VALVE - BIOPSY, $-   , $-   ,$16.00 
3602231,CAUTERY EXTENDER BALL TIP, $-   , $-   ,$38.00 
3602234,GUIDE WIRE 2.5MM, $-   , $-   ,$198.00 
3602236,DRILL BIT RADIO 4.0MM, $-   , $-   ,$578.00 
3602240,METACARPAL FIXATION NAIL 1.1MM, $-   , $-   ,$488.00 
3602241,METACARPAL LOCKING SLEEVE, $-   , $-   ,$123.00 
3602249,DRAPE NEO-PROBE   AUTO SUTURE, $-   , $-   ,$165.00 
3602255,SCREW CANNULATED 4.0 X 20MM, $-   , $-   ,$634.00 
3602257,SCREW CANNULATED 4.0 X 24MM, $-   , $-   ,$634.00 
3602258,SCREW CANNULATED 4.0 X 26MM, $-   , $-   ,$634.00 
3602259,SCREW CANNULATED 4.0 X 28MM, $-   , $-   ,$479.00 
3602260,SCREW CANNULATED 4.0 X 32MM, $-   , $-   ,$497.00 
3602261,SCREW CANNULATED 4.0 X 34MM, $-   , $-   ,$513.00 
3602262,SCREW CANNULATED 4.0 X 36MM, $-   , $-   ,$634.00 
3602263,SCREW CANNULATED 4.0 X 38MM, $-   , $-   ,$634.00 
3602264,SCREW CANNULATED 4.0 X 42MM, $-   , $-   ,$549.00 
3602265,SCREW CANNULATED 4.0 X 46MM, $-   , $-   ,$497.00 
3602266,SCREW CANNULATED 4.0 X 48MM, $-   , $-   ,$513.00 
3602267,SCREW CANNULATED 4.0 X 50MM, $-   , $-   ,$549.00 
3602268,GUIDE WIRE 1.25 X 150MM, $-   , $-   ,$130.00 
3602269,PAD GROUNDING REM POLY II, $-   , $-   ,$11.00 
3602273,CATHETER PICC SELDINGER 4FR, $-   , $-   ,$61.00 
3602274,"BANDAGE COBAN STERILE 4""", $-   , $-   ,$8.00 
3602275,LOOP LIGATING DEVICE, $-   , $-   ,$95.00 
3602276,SEPRAFILM ADHESION BARRIER, $-   , $-   ,"$1,118.00 "
3602278,AUTO SUTURE ENDO GIA ROT. 45 2.5MM #030454, $-   , $-   ,$395.00 
3602279,AUTO SUTURE ENDO GIA ROT. 45 3.5MM #030455, $-   , $-   ,$399.00 
3602281,KIT CATHETER PRESSURE INJECTABLE PICC CENTRAL  5 FR, $-   , $-   ,$329.00 
3602289,BURR MICRO 1.7X12MM, $-   , $-   ,$89.00 
3602291,AUTO SUTURE TROCAR BLUNT 10MM, $-   , $-   ,$173.00 
3602295,COMMON BILE DUCT EXPLORATION SET, $-   , $-   ,"$1,436.00 "
3602304,TIP IA SILICONE BENT, $-   , $-   ,$200.00 
3602305,COMMON BILE DUCT STONE EXTRACTION, $-   , $-   ,$508.00 
3602306,COMMON BILE DUCT WIRE GUIDE COOK, $-   , $-   ,$85.00 
3602307,COMMON BILE DUCT INTRODUCER, $-   , $-   ,$241.00 
3602308,COMMON BILE DUCT MULTI-PORT ADAPTER    COOK, $-   , $-   ,$133.00 
3602309,KIT VAS-CATH FLEXXICON II, $-   , $-   ,$308.00 
3602310,PROBE GOLD INJECTION B.S., $-   , $-   ,$468.00 
3602311,GRAFT PRO OSTEON 5CC, $-   , $-   ,$673.00 
3602312,ETHICON OPTIVIEW TROCAR 511H 10/11MM, $-   , $-   ,$168.00 
3602318,GRAFT ALLOGRAFT ACHILLES TENDON  MTF, $-   , $-   ,"$3,500.00 "
3602321,SET UROLOGY URETHRAL DILATOR, $-   , $-   ,$397.00 
3602330,GRAFT BTB HEMI, $-   , $-   ,"$3,202.00 "
3602331,SURGICAL PATTIES 1/2 X 1/2, $-   , $-   ,$4.00 
3602332,CATHETER PALINDROME RT CHRONIC KIT 23CM, $-   , $-   ,$705.00 
3602334,MESH PROLENE OVERLAY 3D P3DPM, $-   , $-   ,$401.00 
3602336,SUTURE EZ10G ENDOLOOP OPDS, $-   , $-   ,$293.00 
3602337,"MESH FLAT SHEET 1 X 4""", $-   , $-   ,$199.00 
3602341,PACK SHOULDER DRAPE FLUID CONTROL, $-   , $-   ,$90.00 
3602346,PUMP I-FLOW PAIN MEDFLO, $-   , $-   ,$711.00 
3602347,CEMENT SIMPLEX BONE, $-   , $-   ,$261.00 
3602348,CDW DATA CD  80MM CDW (SURGERY), $-   , $-   ,$3.00 
3602349,"MESH COMPOSIX 6 X 8""", $-   , $-   ,"$1,422.00 "
3602351,ETHICON VERSA TVT OBTURATOR, $-   , $-   ,"$1,733.00 "
3602357,WIRE SNARE POLYPECT., $-   , $-   ,$34.00 
3602358,ANKLE FOOT STRAP, $-   , $-   ,$164.00 
3602364,BIO TENODESIS SCREW 8 X 23 MM, $-   , $-   ,$325.00 
3602366,BIO TENODESIS SCREW 8 X 12 MM, $-   , $-   ,$325.00 
3602368,ETHICON LIGACLIP MCM 20 CLIPS, $-   , $-   ,$110.00 
3602370,DRAIN MALECOT 16FR, $-   , $-   ,$88.00 
3602371,SUCTION VITAL VUE YANKAUER 7220, $-   , $-   ,$366.00 
3602371,SUCTION YANKUER BULB TIP, $-   , $-   ,$286.00 
3602377,ANCHOR MICRO QUICK PLUS 3-0 SUTURE, $-   , $-   ,$769.00 
3602380,SCREW SOFTSILK 1.5MM  9 X 30, $-   , $-   ,$450.00 
3602381,"MESH COMPOSIX 2 X 4""", $-   , $-   ,$400.00 
3602382,CLIPS LIGATING TITANIUM MEDIUM BLUE, $-   , $-   ,$28.00 
3602383,CLIPS LIGATING TITANIUM LARGE ORANGE, $-   , $-   ,$35.00 
3602385,SUTURE RETRIEVER 1.5MM DYONICS, $-   , $-   ,$139.00 
