Charge Code,Description,Primary Price
1201394,"NAIL REMOVAL,PERMANENT GA (1)",$799.00
1201395,EXCISION OF NAIL & MATRIX,$729.00
1201396,FINGER/TOENAIL REMOVE.EA ADD L,"$1,149.00"
1201397,NAIL REMOVAL PERMANENT LA (1),$708.00
1201400,FB REMOVE SUBQ COMPLICATED,"$1,473.00"
1201404,"VULVA LESION EXC,EXTENSIVE(3)",$919.00
1201407,GANGLIONECTOMY RECURRENT,"$1,825.00"
1201408,EX.TENDON HAND/FINGER GA (3),"$1,407.00"
1201415,"HEMORROIDECTOMY,EXTERNAL GA (3","$1,473.00"
1201416,"HEMORROIDECTOMY,W/FISSURE GA(3","$1,704.00"
1201417,"HEMORROIDECTOMY,W/FISTULE.GA(3","$1,473.00"
1201418,FISTULECTOMY GA (3),"$1,207.00"
1201422,FISTULECTOMY LA (3),"$1,205.00"
1201425,INCISION/DRAINAGE COMPLEX GA,"$1,253.00"
1201426,INCISION/DRAINAGE COMPLEX LA,"$1,812.00"
1201427,INGUINAL HERNIA >5 (4),"$2,515.00"
1201429,INGUINAL HERNIA RECURRENT (7),"$2,456.00"
1201440,LAPAROSCOPY W/LYSIS GA (4),"$2,348.00"
1201441,LAPAROSCOPY W/BOIPSY GA,"$2,218.00"
1201447,LAPAROSCOPY W/LYSIS (4) LA,"$1,908.00"
1201468,LIMPOMA TRK/ARM/LG .6-4CM GA(1,"$1,755.00"
1201469,LIMPOMA TRK/ARM/LG >4CM GA(2),"$1,741.00"
1201470,LIMPOMA HD/HND/FT <.5CM GA,"$1,535.00"
1201478,ARTHROSCOPY AND ARTHROTOMY,"$1,927.00"
1201488,MASS TRNK/ARM/LG .6-4CM GA(1),"$1,463.00"
1201489,MASS TRNK/ARM/LG >4CM GA(2),"$1,463.00"
1201490,MASS HD/HND/FT <.5CM GA,"$1,463.00"
1201491,MASS HD/HND/FT .6-1CM GA,"$1,463.00"
1201492,MASS HD.HND/FT 1.1-2CM GA,"$1,276.00"
1201493,MASS HD.HND/FT 2.1-4CM GA,"$1,276.00"
1201494,MASS HD/HND/FT >4CM GA,"$1,276.00"
1201495,MASS FCE/EAR/LIP <.5CM GA,"$1,276.00"
1201496,MASS FCE/EAR/LIP .6-4CM GA,"$1,276.00"
1201497,MASS FCE/EAR/LIP >4CM GA,"$1,276.00"
1201498,MASS TRNK/ARM/LG .6-4CM LA,"$1,679.00"
1201499,MASS TRNK/ARM/LG >4CM LA,"$1,588.00"
1201508,MANIPULAT.SHOULDER JOINT GA(1),$956.00
1201509,MELANOLMA EXCISION >4CM GA(2),"$1,155.00"
1201510,MELANOMA EXCISION >4CM LA (2),$919.00
1201519,TYMPANOSTOMY,"$1,255.00"
1201521,TONSILLECTOMY/ADNOID >12 GA,"$1,988.00"
1201522,"TONSILLECTOMY,PRIM/SECOND>12 G","$2,039.44"
1201523,"ADNEOIDECTOMY,PRIMARY <12 GA","$1,956.00"
1201525,"ADNEOIDECTOMY,SECONDARY <12 GA","$1,956.00"
1201544,RECTAL STRICTURE DIALATION (1),"$1,045.00"
1201546,SKIN GRAFT FACE GS GA,"$1,473.00"
1201559,SKIN GRAFT TRUNK OP LA (2),"$1,379.00"
1201562,"SQUINT SURGERY,2 MUSCLES GA(4)","$1,164.00"
1201563,SQUINT SURGERY 1 MUSCLE GA(5),"$1,231.00"
1201571,PARACENTESIS SUBSEQUENT LA,$867.00
1201572,THORACENTESIS LA,"$1,052.00"
1201591,UMBILICAL HERNIA 5 OR OVER (4),"$1,847.00"
1201592,COMP.VARICOSE VEIN LIGATION(3),"$1,099.00"
1201598,"INGUINAL HERNIA,BILAT.>5","$1,975.00"
1201599,"HYSTEROSCOPY,DIAGNOSTIC","$1,916.00"
1201601,COLONOSCOPY DX INCL BRUSH/WASH,"$1,991.21"
1201602,"COLONOSCOPY,BIOPSY","$1,324.00"
1201607,STAPEDECTOMY/STAPEDOTOMY  (5),"$1,177.00"
1201608,ADENIODECTOMY > 12 YR,"$1,379.00"
1201611,BASAL EX TRK/ARM/LG >4CM LA(2),"$1,184.00"
1201671,LIMPOMA HD/HND/FT .6-1CM GA (1,"$1,755.00"
1201676,LIMPOMA FCE/EAR/LIP .6-4CM GA(,"$1,673.00"
1201678,LIMPOMA TRK/ARM/LG .6-4CM LA,"$1,588.00"
1201686,LIMPOMA FCE/EAR/LIP .6-4CM LA,"$1,511.00"
1201688,THER/PROPH/DIAG IV INF INITIAL,$535.08
1201689,THER/PROPH/DIAG IV INF ADD-ON,$351.00
1201704,MASS HD/HND/FT >4CM LA,"$1,665.00"
1201705,MASS FCE/EAR/LIP <.5CM LA,"$1,679.00"
1201708,LAPAROSCOPIC CHOLECYSTECTOMY,"$7,960.56"
1201710,EXCISION OF KELOIDS LA,"$1,084.00"
1201711,EXC OF WARTS,$120.00
1201712,LUMBAR PUNCTURE,$308.00
1201715,SPINAL STIM (TRIAL) INSERTION,$942.00
1201717,SKIN TEST/COLLAGEN SENSITIVITY,$125.00
1201718,EXCISION PILONIDAL CYSTECTOMY,"$1,154.00"
1201719,THYROIDECTOMY,"$2,366.00"
1201720,DENTAL RESTORATION,"$2,218.00"
1201721,CERCLAGE OF CERVIX,"$2,014.00"
1201722,REMOVE TUNNELED CV CATH,"$4,719.12"
1201724,SPHINCTEROTOMY,"$1,720.00"
1201725,REVISION GORTEX GRAFT,"$2,134.00"
1201727,LAPAROSCOPIC VAG HYSTERECTOMY,"$5,916.00"
1201728,LAPAROSCOPIC TENCKHOFF INSERT,"$1,629.00"
1201729,RLS DUPUYTRENS CONTRACTURE,"$1,097.00"
1201730,MAIN OR PACU 0-60 MINS PHSE II,$49.00
1201731,MAIN OR PACU EA 15 MIN PHSE II,$8.00
1201732,INJECTION CAUDAL SINGLE,$682.00
1201733,INJECT INTERCOSTAL NERV SGLE,$682.00
1201734,INJECT INTERCOSTAL NERVE MULT,$650.00
1201735,INJECT PARACEVICAL NERVE SGLE,$682.00
1201736,INJECT FACET JOINT NERVE MULT,$682.00
1201737,INJECT FACET JOINT NERVE SGLE,$682.00
1201738,INJECT LUMBAR SYMPATHETIC,$682.00
1201739,BONE MARROW BIOPSY,"$2,319.42"
1201740,BONE MARROW ASPIRATION,"$1,544.85"
1201741,BLOOD TRANSFUSION SERVICE,$938.10
1201745,ABDOMINOPLASTY,"$2,231.00"
1201746,MASTECTOMY SUBCUTANEOUS,"$2,273.00"
1201747,MASTECTOMY RADICAL,"$2,039.00"
1201748,MAMMOPLASTY REDUCTION,"$3,747.00"
1201749,MAMMARY IMPLANT REMOVAL,"$1,260.00"
1201751,BREAST RECONSTRUCTION W/TISS,"$3,029.00"
1201752,REPAIR ROTATOR CUFF ACUTE,"$1,362.00"
1201754,FASCIOTOMY DUPUY CONTRACTURE,$873.00
1201758,STUMP REVISION UPPER LEG,$752.00
1201759,STUMP REVISION LOWER LEG,$873.00
1201761,NASAL/SINUS ENDOSCOPY,$408.00
1201762,PORT A CATH REVISION,$484.00
1201763,PORT A CATH REMOVAL,$391.00
1201764,ARTERIOVENOUS FISTULA REVISION,"$1,591.00"
1201767,INCISIONAL HERNIA REPAIR,"$1,388.00"
1201768,HYPOSPADIAS REPAIR,$961.00
1201769,LAPARASCOP INI HERNIA REPAIR,"$8,594.00"
1201772,POSTERIOR COLPORRHAPHY,"$4,219.00"
1201776,NEUROPLASTY ULNAR NERVE ELBOW,"$1,363.00"
1201781,REPOSITION EYE LENS,"$1,052.00"
1201782,ET CONV THERAPY SINGLE,$693.00
1201783,HYSTEROSCOPY W/ENDO ABLATION,"$4,817.00"
1201785,OVARIAN CYSTECOMTY UNI/BIL,"$4,321.00"
1201786,HYDRATION IV INFUSION INITIAL,$535.08
1201787,HIDRADENITIS EXC AX SIMPLE,"$2,574.21"
1201788,AXILLARY BREAST TISSUE EXCISIO,"$3,742.34"
1201789,BREAST RECONSTRUCTED REVISION,"$6,414.26"
1201790,EXTRA DIGIT REMOVAL TOE/FOOT,"$4,262.12"
1201791,EXTENSIVE NASAL POLYPECTOMY,"$3,473.32"
1201792,INSERT PICC CATH W/O IMG >5 YR,"$1,450.35"
1201793,ART VEN SHUNT INSERT DIR LA,"$3,747.10"
1201794,ART VEN SHUNT INSERT DIR GA,"$3,747.10"
1201795,ART VEN FIST-NONAUTOGEN GRAFT,"$7,934.49"
1201796,THROMBEC W/O REV DIALY GRAFT,"$6,603.27"
1201797,THROMBEC W/ REV DIALY GRAFT,"$7,871.91"
1201798,TEMPORAL ARTERY BIOPSY,"$3,233.86"
1201799,LAPAROSCOPIC APPENDECTOMY,"$6,561.89"
1201800,EPIGAST HERN REPAIR; REDUCIBLE,"$4,599.37"
1201801,ENDOSCOPIC PLANTAR FASCIOTOMY,"$2,641.52"
1201802,URINE PREGNANCY TEST,$100.44
1201803,ACCU-CHEK GLUCOSE TEST,$35.00
1201804,SSC IP 00.01-01.00 HRS,$233.00
1201805,SSC IP 00.01-10.00 HRS,"$2,571.00"
1201806,SSC IP 01.01-01.30 HRS,"$3,579.00"
1201807,SSC IP 01.31-02.00 HRS,"$4,584.00"
1201808,SSC IP 02.01-02.30 HRS,"$5,591.00"
1201809,SSC IP 02.31-03.00HRS,"$6,598.00"
1201810,SSC IP 03.01-03.30 HRS,"$7,602.00"
1201811,SSC IP 03.31-04.00 HRS,"$8,608.00"
1201812,SSC IP 04.01-04.30 HRS,"$9,615.00"
1201813,SSC IP 04.31-05.00 HRS,"$10,622.00"
1201814,THYROPLASTY W/IMPLANT,"$2,055.08"
1201815,CYSTO WITH CONTIGEN,"$3,576.00"
1201816,BLADDER ASPIR W/SUPRAPUBIC,"$1,556.00"
1201817,BLADDER TRANS URETH INC OF BNC,$158.00
1201818,CYSTOURETHROSCIPY W/BIOPSY,"$2,675.00"
1201819,SLING OPER FOR STRESS INCONT,"$4,684.00"
1201820,URETHROCYSTOGRAPHY,$249.00
1201821,LITHOLAPAXY-SIMPLE/COMPLICATED,"$1,741.00"
1201822,CYSTOURETHROSCOPY W/STENT,"$2,633.00"
1201823,NON-CON/CON COAGUL OF PROSTATE,"$2,691.00"
1201824,CYSTOURETH W/URETERO/STRICT,"$2,612.00"
1201825,CYSTOURETHROSCOPY W/FULGUR,"$2,633.00"
1201826,CYSTOURETHRO W/URETHROTOMY,"$2,675.00"
1201827,INSERTION OF PENILE PROSTHESIS,"$13,852.00"
1201828,CYSTOURETHROSCOPY/DIAGNOSTIC,"$2,698.00"
1201829,EXPLORATORY LAPAROTOMY,"$3,013.00"
1201830,PROSTATE BIOPSY; NEEDLE/PUNCH,$465.00
1201831,ARTHRO SHLDER DISTAL CLAVICLE,"$2,538.00"
1201832,ULNAR SHAFT FRACTURE - OPEN,"$2,587.00"
1201833,TIBIAL SHAFT FRACTURE - OPEN,"$2,587.00"
1201834,HUMERAL SHAFT FRACTURE - OPEN,"$2,587.00"
1201835,FRACTURE DISTAL ELBOW - OPEN,"$2,587.00"
1201836,PHRENIC NERVE CRUSHING,"$1,099.00"
1201837,PARATHYROIDECTOMY,"$5,929.00"
1201838,ANTEROPSTOERIOR COLPORRHAPHY,"$4,747.00"
1201839,"ARTHROSCOPY, HIP W/DEBRIDE","$3,096.00"
1201840,I-STAT GLUCOSE,$70.50
1201841,I-STAT POASSIUM,$88.50
1201842,I-STAT SODIUM,$88.50
1201843,HEMOGLOBIN PLASMA,$26.24
1201844,I-STAT HEMATOCRIT,$57.00
1201845,ACCU-CHECK GLUCOSE TEST,$35.00
1201846,BLOOD GASES (ANY),$300.00
1201847,CHLORIDE; BLOOD,$86.00
1201848,NASAL TURBINATE,$734.00
1201849,BREAST RECONSTRUCT W/TRAM FLAP,"$15,653.00"
1201850,TX SUPER WOUND DEH SIM CLSD,$500.00
1201851,KERATOPLASTY,"$2,685.51"
1201859,REPAIR BLADDER AND VAGINA,"$8,247.84"
1201860,SYSTEM ALEXIS LAPROSCOPIC,$157.50
1201948,HYDRATION IV INFUSION ADD-ON,$326.00
1201949,PALATOPHARYNGOPLASTY,"$4,618.00"
1201950,PAROTIDECTOMY,"$5,612.00"
1201951,ETHMOIDECTOMY,"$2,919.00"
1201952,MAXILLARY ATROSTOMY W/NASAL,"$2,465.00"
1201954,EAR TUBE REMOVAL,"$1,292.00"
1201955,SSC IP 05.01-05.30 HRS,"$11,628.00"
1201956,SSC IP 05.31-06.00 HRS,"$12,528.00"
1201957,SSC IP 06.01-06.30 HRS,"$13,529.00"
1201958,SSC IP 06.31-07.00 HRS,"$14,524.00"
1201960,REPAIR RECTUM AND VAGINA,"$8,247.84"
1201961,REPAIR OF VAGINA,"$8,247.84"
1201962,EXTENSIVE REPAIR OF VAGINA,"$7,523.62"
1201963,INSERT MESH/PELVIC FLR ADDON,"$5,029.17"
1201964,REPAIR BLADDER DEFECT,"$7,585.36"
1201965,INTERSTIM THERAPY,"$14,784.00"
1201966,ANALYZE NEUROSTIM COMPLEX,$630.97
1201967,DIRECT LARYNGOSCOPY W/BIOPSY,"$3,698.00"
1201968,HIBICLENS PT,$64.75
1201969,SHUR CLENS,$60.00
1201970,SAF-CLENS,$60.00
1201971,LENS MORGAN,$66.00
1201972,INTRAOCULAR LENS 100,$745.75
1201973,INTRAOCULAR LENS 200,"$2,475.00"
1201974,INTRAOCULAR LENS 500,"$3,324.50"
1201975,INTRAOCULAR LENS 1000,"$2,635.00"
1201982,ADVANCED LENS,$797.50
1201984,ALCON LENS (SZ),$816.00
1201987,BLOOD PATCH EPIDURAL,"$1,614.65"
1201991,COS FAT GRAFTING,$425.00
1201992,SLEEVE SCLERA BUCKLE TYPE 70,$294.00
1201993,BAND SCLERA W/ SLEEVE TYPE 4,$408.00
1201994,PREOP CASE STAT,$0.00
1201995,RECOVERY CASE STAT,$0.00
1201998,SSU CARE 1 HOUR-STAT,$0.00
1201999,MISC SSC SUPPLIES,$0.00
1202001,COS ABDOMINOPLASTY W/O LIPO,"$1,000.00"
1202002,COS ABDOMINOPLASTY W/LIPO,"$1,425.00"
1202003,COS LIPOSUCTION 1 AREA,$850.00
1202004,COS LIPOSUCTION 2 AREAS,"$1,250.00"
1202005,COS LIPOSUCTION 3 AREAS,"$1,660.00"
1202006,COS REMOVE/REPLACE IMPLANTS,$850.00
1202007,COS MASTOPEXY BILATERAL,$850.00
1202008,COS ABDOMPLASTY W/LIPO 2 AREAS,"$1,855.00"
1202009,COS ABDOMPLASTY W/LIPO 3 AREAS,"$2,275.00"
1202010,COS ABDOMPLASTY W/LIPO 4 AREAS,"$1,000.00"
1202011,COS RHINOPLASTY,$850.00
1202012,COS THIGHPLASTY,$850.00
1202013,COS BRACHIOPLASTY,$850.00
1202014,COS GYNECOMASTIA,$850.00
1202015,COS UNI MAMMAPLASTY W/O IMPLNT,$850.00
1202016,COS BIL MAMMAPLASTY W/O IMPLNT,$850.00
1202017,COS MASTOPEXY UNILATERAL,$850.00
1202018,COS LIPOSUCTION 4 AREAS,"$2,050.00"
1202019,COS CHEMICAL PEEL FACIAL EPID,$30.00
1202020,COS BLEPHAROSPLASTY,$850.00
1202021,COS RHYTIDECTOMY,$850.00
1202022,COS REPAIR BROW PTOSIS,"$1,000.00"
1202023,DIRECT LARYNGOSCOPY W/BIOPSY,"$3,698.00"
1202024,LENS BALO (SZ),$769.00
1202025,COS CIRCUMFEREN DERMOLIPECTOMY,"$1,450.00"
1202026,COS EAR OTOPLASTY,"$1,957.00"
1202027,COS BUTTOCK AUGMENTATION,$850.00
1202028,COS BUTTOCK AUGMENTATION/IMPL,$950.00
1202029,COS CHIN AUGMENTATION,$850.00
1202030,COS LABIAPLASTY,$850.00
1202031,COS BRA-LINE BACK LIFT,"$1,100.00"
1202032,ELECTIVE RESTORATIVE OR 1ST HR,$850.00
1202033,ELECTIVE RESTORATIVE OR EA 15,$150.00
1202999,COS ADD-ON PROCEDURE,$846.75
1203001,SSC OR LEVEL 1 - INIT 30 MIN,"$2,305.50"
1203002,SSC OR LEVEL 1 - EA ADD MIN,$47.50
1203003,SSC OR LEVEL 2 - INIT 30 MIN,"$2,651.59"
1203004,SSC OR LEVEL 2 - EA ADD MIN,$62.81
1203005,SSC OR LEVEL 3 - INIT 30 MIN,"$2,917.92"
1203006,SSC OR LEVEL 3 - EA ADD MIN,$67.31
1203007,SSC OR LEVEL 4 - INIT 30 MIN,"$3,062.87"
1203008,SSC OR LEVEL 4 - EA ADD MIN,$71.82
1203009,SSC OR LEVEL 5 - INIT 30 MIN,"$2,864.00"
1203010,SSC OR LEVEL 5 - EA ADD MIN,$66.00
1203011,HSR PR LEVEL 1 - INIT 30 MIN,"$1,990.00"
1203012,HSR PR LEVEL 1 - EA ADD MIN,$47.50
1203013,HSR PR LEVEL 2 - INIT 30 MIN,"$2,290.00"
1203014,HSR PR LEVEL 2 - EA ADD MIN,$54.50
1203015,HSR PR LEVEL 3 - INIT 30 MIN,"$2,520.00"
1203016,HSR PR LEVEL 3 - EA ADD MIN,$58.50
1203017,HSR PR LEVEL 4 - INIT 30 MIN,"$2,645.00"
1203018,HSR PR LEVEL 4 - EA ADD MIN,$55.50
1203019,HSR PR LEVEL 5 - INIT 30 MIN,"$2,778.00"
1203020,HSR PR LEVEL 5 - EA ADD MIN,$64.00
1203021,HSR OR LEVEL 1-INIT 30 MIN,"$2,305.50"
1203022,HSR OR LEVEL 1-EA ADD MIN,$47.50
1203023,HSR OR LEVEL 2-INIT 30 MIN,"$2,651.59"
1203024,HSR OR LEVEL 2-EA ADD MIN,$62.81
1203025,HSR OR LEVEL 3-INIT 30 MIN,"$2,917.92"
1203026,HSR OR LEVEL 3-EA ADD MIN,$67.31
1203027,HSR OR LEVEL 4-INIT 30 MIN,"$3,062.87"
1203028,HSR OR LEVEL 4-EA ADD MIN,$71.82
1203029,HSR OR LEVEL 5-INIT 30 MIN,"$3,217.90"
1203030,HSR OR LEVEL 5-EA ADD MIN,$74.20
1204001,SSC RECOVERY FIRST 30 MIN,$612.75
1204002,SSC RECOVERY EA ADD MIN,$17.40
1204003,SSC EXTENSIVE FIRST 30 MIN,$735.74
1204004,SSC EXTENSIVE EA ADD MIN,$20.09
1204005,SSC PHASE II FIRST 30 MIN,$61.50
1204006,SSC PHASE II EA ADD MIN,$1.06
1204007,SSC RECOVERY HOLD 15 MIN,$0.00
1204009,TRAP SPECIMAN NEP,$47.00
1204014,ISTENT TRABECULAR MICRO,"$5,025.00"
1204015,IOL MULTIFOCAL PT ADDON,$745.00
1204016,IOL TORIC PT ADD ON,$345.00
1204017,IOL MF TORIC ADDON,$745.00
1204020,LENS STANDARD,$750.00
121011,PRIVATE ROOM & CARE,$691.00
121013,WARD & ROUTINE CARE TELEMETRY,$555.00
121015,PRIVATE SUITE TELEMETRY,$691.00
122000,SUB ACUTE DETOXIFICATION,"$1,067.42"
122001,CRISIS INTERVENTION MENTL HLTH,$80.00
122002,PSYCHOTHERAPY 30 MINS W/ PT,$196.63
122004,GROUP THERAPY - 1 HR,$366.76
122005,GROUP THERAPY - 1/2 HR,$366.76
122006,DISCHARGE PLANNING 30 MIN,$0.00
122007,DISCHARGE PLANNING 60 MIN,$0.00
122008,FAMILY THERAPY 50 MINS W/ PT,$264.21
122009,PSYCHOTHERAPY 30 MINS W/ PT,$196.63
122013,PSYTX CRISIS EA ADDL 30 MIN,$117.50
122015,NEONATAL IMC LEVEL I,"$1,750.00"
122017,NEONATAL IMC LEVEL II,"$2,163.00"
122018,INCREMENTAL NURSING-NIMCII,$0.00
122030,CRISIS EVALUATION 1 HOUR,$195.00
123011,PRIVATE ROOM & CARE 3S GYN,$691.00
123015,PRIVATE SUITE-ROUT CARE 3S GYN,$691.00
1234567,DETAINED BABY STATISTIC,$0.00
124011,ROOM & ROUTINE CARE AM AD,$555.00
126011,PRIVATE ROOM & CARE NEPH,$691.00
126012,SEMI PRIVATE ROOM & CARE NEPH,$691.00
126013,WARD & ROUTINE CARE,$555.00
126014,R&B ACUTE PRIVATE TELE/SPEC,"$1,257.00"
127011,PRIVATE ROOM & ROUTINE CARE 7S,$691.00
127012,R&B ACUTE PRIVATE TELE/SPEC,"$1,257.00"
127013,WARD & ROUTINE CARE 7S,$555.00
127015,PRIVATE SUITE ROUTINE CARE 7S,$691.00
127020,GEN SURG 7S STEPDOWN,"$1,837.00"
127021,INCREMENTAL NURSING-GSSD,"$1,101.25"
128001,PRIVATE ROOM AND CARE 3S,$691.00
128002,PRIVATE ROOM AND CARE 7S SD 21,"$1,837.00"
128004,R&B ACUTE PRIVATE TELE/SPEC,"$1,257.00"
128011,PRIVATE ROOM & ROUTINE CARE 8S,$691.00
128013,WARD & ROUTINE CARE 8S,$555.00
128014,R&B ACUTE PRIVATE TELE/SPEC,"$1,257.00"
128015,PRIVATE SUITE ROUTINE CARE 8S,$691.00
128017,PRIVATE ROOM & CARE 2S SURG,$691.00
128019,2S STEPDOWN,"$1,837.00"
129012,SEMI PRIVATE ROOM & CARE OBSU,$691.00
129014,R&B ACUTE PRIVATE TELE/SPEC,"$1,257.00"
130011,PRIVATE ROOM & CARE 5S,$691.00
130012,SEMI PRIVATE & ROUTINE CARE 5S,$691.00
130013,WARD & ROUTINE CARE 5S,$555.00
130014,R&B ACUTE PRIVATE TELE/SPEC,"$1,257.00"
130015,PRIVATE ROOM & CARE 5S,$691.00
132011,PRIVATE ROOM&CARE RB (AOUN),$691.00
132012,R&B ACUTE PRIVATE TELE/SPEC,"$1,257.00"
132014,PRIVATE ROOM&CARE ICU (AOUN),"$2,628.00"
132020,PRIVATE ROOM&CARE SD (AOUN),"$1,837.00"
133011,PRIVATE ROOM & CARE,$691.00
133012,R&B ACUTE PRIVATE TELE/SPEC,"$1,257.00"
133014,CARDIAC SURGERY ICU,"$2,628.00"
133018,INCREMENTAL NURSING CHG-CSICU,$0.00
133020,CSICU STEPDOWN,"$1,837.00"
133021,CSICU STEPDOWN INCREMENTAL NSG,$0.00
134011,MICU PRIVATE ROOM & CARE,$691.00
134014,INTENSIVE CARE UNIT,"$2,628.00"
134018,INCREMENTAL NURSING - ICU,$0.00
134020,ICU STEPDOWN,"$1,837.00"
134021,INCREMENTAL NURSING ICU SD,$0.00
134026,R&B ACUTE PRIVATE TELE/SPEC,"$1,257.00"
135011,SICU PRIVATE ROOM & CARE,$691.00
135014,SURGICAL INTENSIVE CARE UNIT,"$2,628.00"
135018,INCREMENTAL NURSING CHG-SICU,$0.00
135020,SICU STEPDOWN,"$1,837.00"
135021,SICU STEPDOWN INCREMENTAL NSG,$0.00
135022,SICU STEPDOWN INCREMENTAL NSG,$0.00
135023,SICU STEPDOWN,"$1,837.00"
135114,VALLEY PAV INTENSIVE CARE UNIT,"$2,628.00"
135120,VALLEY PAV ICU STEPDOWN,"$1,837.00"
135124,R&B ACUTE PRIVATE TELE/SPEC,"$1,257.00"
136011,ROOM & ROUTINE CARE LDRA,$691.00
138014,CARDIAC INTENSIVE CARE,"$2,628.00"
138018,INCREMENTAL NURSING CHG-CICU,$0.00
138019,CICU INCREMENTAL NURSING CHG,"$1,266.00"
139010,OB RECOVERY ROOM,$691.00
1399992,NO T-CHART,$0.00
140019,REHAB SCI,$868.00
141019,REHAB BI,$868.00
143011,MED-SURG STEP DOWN,"$1,837.00"
143012,MED-SURG STEP DOWN,"$1,837.00"
144011,CORONARY CARE STEP DOWN,"$1,749.00"
144012,CORONARY CARE STEP DOWN,"$1,749.00"
144020,R&B ACUTE PRIVATE TELE/SPEC,"$1,257.00"
144021,PRIVATE ROOM & CARE 3VPS,$691.00
144023,PROGRESSIVE ROOM AND CARE,"$1,837.00"
144026,R&B-INTENSIVE CARE,"$2,628.00"
144030,OBSERVATION PER HR 2 NORTH,$189.00
144031,OBSERVATION PER HR 2 N NRSU,$189.00
144032,DIRECT PLACEMENT OBSERV/HR,"$1,104.75"
144033,OBS PROCEDURE,$955.00
144034,OBS RESUSCITATION,"$1,037.25"
144035,CARDIOVERSION ELECTIVE,"$1,642.50"
144036,SKIN TEST TB INTRADERMAL,$33.50
144037,IMMUNIZE ADMIN 1 VACCINE,$151.00
144038,IMMUNIZE ADMIN EA ADD VACCINE,$131.75
144039,INFLUENZA ADMIN VACCINE,$131.75
144040,PNEUMONIA ADMIN VACCINE,$120.50
144041,INJ SUBCUT/IM TX/DX,$162.96
144042,IV PUSH TX/DX INITIAL,$445.90
144043,IV PUSH TX/DX NEW DRUG ADDON,$171.00
144044,IV PUSH TX/DX SAME DRUG ADDON,$391.50
144045,IV INF HYDRATION INIT 31-60MIN,$535.08
144046,IV INFUS HYDRATION EA ADDL HR,$326.00
144047,IV INFUS TX/DX INTL UP TO 1 HR,$535.08
144048,IV INFUS TX/DX EA ADDL HR,$351.00
144049,IV INFUS TX/DX ADDL SEQUENTIAL,$162.96
144050,IV INFUS TX/DX CONCURRENT,$402.50
144051,INSERT BLADDER CATH STRAIGHT,$226.25
144052,INSERT BLADDER CATH FOLEY,$239.75
145010,CARDIOVASCULAR STEP DOWN,"$1,837.00"
145250,R&B ACUTE CARE PRIVATE,$691.00
145251,R&B ACUTE PRIVATE TELE/SPEC,"$1,257.00"
145501,R&B ACUTE CARE PRIVATE N OBS,$691.00
145502,R&B ACUTE PRIVATE TELE/SPEC,"$1,257.00"
145503,NORTH OBS STEPDOWN,"$1,837.00"
145505,DIRECT PLACEMENT OBSERV/HR,"$1,104.75"
145506,OBSERVATION PER HR N OBS,$189.00
145508,BLOOD TRANSFUSION (PER DAY),$961.75
145509,INSERT BLADDER CATH (STRAIGHT),$226.25
145510,INSERT BLADDER CATH (FOLEY),$239.75
145511,SKIN TEST TB INTRADERMAL,$33.50
145512,IMMUNIZE ADMIN 1 VACCINE,$151.00
145513,IMMUNIZE ADMIN EA ADD VACCINE,$131.75
145514,CARDIOVERSION ELECTIVE,"$1,642.50"
145515,IV INF HYDRATION INIT 31-60MIN,$535.08
145516,IV INFUS HYDRATION EA ADDL HR,$326.00
145517,IV INFUS TX/DX INTL UP TO 1 HR,$535.08
145518,IV INFUS TX/DX EA ADDL HR,$351.00
145519,IV INFUS TX/DX ADDL SEQUENTIAL,$162.96
145520,IV INFUS TX/DX CONCURRENT,$402.50
145521,INJ SUBCUT/IM TX/DX,$162.96
145522,IV PUSH TX/DX INITIAL,$445.90
145523,IV PUSH TX/DX NEW DRUG ADDON,$171.00
145524,IV PUSH TX/DX SAME DRUG ADDON,$391.50
145525,CRISIS EVALUATION,$195.00
145526,INFLUENZA ADMIN VACCINE,$131.75
145527,PNEUMONIA ADMIN VACCINE,$120.50
145528,OBS RESUSCITATION,"$1,037.25"
145529,OBS PROCEDURE,$955.00
145530,OBSERVATION PER HR NORTH NRSU,$189.00
145751,R&B ACUTE CARE PRIVATE VP S,$691.00
145752,R&B ACUTE PRIVATE TELE/SPEC,"$1,257.00"
145753,VP SOUTH STEPDOWN,"$1,837.00"
145755,DIRECT PLACEMENT OBSERV/HR,"$1,104.75"
145756,OBSERVATION PER HR VP SOUTH,$189.00
145758,BLOOD TRANSFUSION (PER DAY),$961.75
145759,INSERT BLADDER CATH (STRAIGHT),$226.25
145760,INSERT BLADDER CATH (FOLEY),$239.75
145761,SKIN TEST TB INTRADERMAL,$33.50
145762,IMMUNIZE ADMIN 1 VACCINE,$151.00
145763,IMMUNIZE ADMIN EA ADD VACCINE,$131.75
145764,CARDIOVERSION ELECTIVE,"$1,642.50"
145765,IV INF HYDRATION INIT 31-60MIN,$535.08
145766,IV INFUS HYDRATION EA ADDL HR,$326.00
145767,IV INFUS TX/DX INTL UP TO 1 HR,$535.08
145768,IV INFUS TX/DX EA ADDL HR,$351.00
145769,IV INFUS TX/DX ADDL SEQUENTIAL,$162.96
145770,IV INFUS TX/DX CONCURRENT,$402.50
145771,INJ SUBCUT/IM TX/DX,$162.96
145772,IV PUSH TX/DX INITIAL,$445.90
