SVC CODE,SERVICES DESCRIPTION,CHGAMT,
271000517,INSJ WCS LV PG COMPNT,"$11,106.00 ",
271000518,RMVL PG COMPNT WCS,"$4,696.00 ",
271000519,RMVL & RPLCMT PG COMPNT WCS,"$4,696.00 ",
271000052,DELIVERY SYSTEM,"$2,791.00 ",
271000520,RMVL & RPLCMT PG WCS NEW ELTRD,"$32,995.00 ",
271000521,INTERROG DEV EVAL WCS IP,$26.00 ,
271000522,PRGRMG DEV EVAL WCS IP,$56.00 ,
271000523,NTRAPX C FFR W/3D FUNCJL MAP,"$1,325.00 ",
271000524,EV CATH DIR CHEM ABLTJ W/IMG,"$3,962.00 ",
271000525,INSJ/RPLCMT COMPL IIMS,"$14,819.00 ",
271000526,INSJ/RPLCMT IIMS ELTRD ONLY,"$11,106.00 ",
271000527,INSJ/RPLCMT IIMS IMPLT MNTR,"$11,106.00 ",
271000528,PRGRMG DEV EVAL IIMS IP,$56.00 ,
271000529,INTERROG DEV EVAL IIMS IP,$56.00 ,
271000530,REMOVAL COMPLETE IIMS,"$4,696.00 ",
271005300,ACTIVATED CLOT TIME STAT,$149.00 ,
271000531,REMOVAL IIMS ELECTRODE ONLY,"$4,696.00 ",
271000532,REMOVAL IIMS IMPLT MNTR ONLY,"$4,696.00 ",
271000534,CONT REC MVMT DO SETUP&TRAIN,$56.00 ,
271000535,CONT REC MVMT DO REPRT CNFIG,$56.00 ,
271000006,CATH ROOM 1ST HR,"$2,318.00 ",
271036013,INT CATH RT HRT/MAIN PULM ART,$617.00 ,
60000623,ORGAN ACQUISITION-HEART,"$136,284.00 ",
272006825,E-FETAL ECHOCARDIOGRAM,"$1,753.00 ",
272006826,"E-ECHOCARD, FETAL, 2D+M, F/U",$591.00 ,
272006827,"E-DOPPLER ECHOCARD, FETAL","$1,310.00 ",
272006828,"E-E-DOPPLER ECHOCARD, FETAL, F/U",$433.00 ,
271071045,XR CHEST 1 VIEW,$376.00 ,
271071048,XRAY EXAM CHEST 4+ VIEWS,$674.00 ,
271000725,CATH BALLOON PTA LVL 3,"$3,009.00 ",
271000726,CATH DIAGNOSTIC LEVEL 1,$131.00 ,
271000727,CATH DIAGNOSTIC LVL 2,$358.00 ,
271000728,CATH DIAGNOSTIC LVL 3,$544.00 ,
271000729,CATH EP DIAG NON 3D MAP LVL 1,$652.00 ,
271000730,CATH EP DIAG NON 3D MAP LVL 2,"$1,672.00 ",
271000731,CATH EP DIAG NON 3D MAP LVL 3,"$2,523.00 ",
271000732,CATH EP DIAG ABL 3D MAP,"$3,089.00 ",
271000733,CATH EP ABL CRYO NO 3D MAP LVL1,"$8,443.00 ",
271000734,CATH EP ABL CRYO NO 3D MAP LVL2,"$12,325.00 ",
271000735,CATH EP ABL NO 3D MAP LVL 1,"$2,752.00 ",
271073565,KNEE BOTH KNEES STANDING AP,$435.00 ,
271000736,CATH EP ABL NO 3D MAP LVL 2,"$5,060.00 ",
271000737,CATH EP ABL 3D MAP COOL TIP LVL1,"$9,511.00 ",
271000738,CATH EP ABL 3D MAP COOL TIP LVL2,"$13,392.00 ",
271000740,CATH GUIDING LVL 2,"$1,881.00 ",
271000741,CATH INTRAVAS US LVL 1,"$6,988.00 ",
271000742,CATH INTRAVAS US LVL 2,"$10,869.00 ",
271000744,CATH BIPOLAR PACING LVL 2,$732.00 ,
271000746,CATH BIPOLAR PACING LVL 4,"$1,568.00 ",
271000748,DELIVERY SYSTEM MELODY,"$29,017.00 ",
271000749,DERMABOND,$162.00 ,
271000750,DILATOR,$124.00 ,
271000752,GUIDEWIRE LVL 1,$246.00 ,
271000753,GUIDEWIRE LVL 2,$305.00 ,
271000755,HEMOSTATIC FORCEP LVL 1,$732.00 ,
271075557,CARDIAC MRI FOR MORPH,"$3,069.00 ",
271075574,CT ANGIO HRT3D IMAGE,"$3,906.00 ",
271075600,THORACIC AORTOGRAPHY WO SERIAL,"$4,339.00 ",
271075605,THORACIC AORTOGRAPHY W SERIAL,"$3,742.00 ",
271075625,ABDOMINAL AORTOGRAPHY,"$3,742.00 ",
271075658,BRACHIAL RETRO ANGIOGRAPHY,"$3,330.00 ",
271000757,INFLATION DEVICE,$335.00 ,
271075710,EXTREMITY ANGIO-UNIL,"$2,993.00 ",
271075716,EXTREMITY ANGIO-BILAT,"$3,453.00 ",
271075726,VISCERAL ANGIOGRAPHY SELECTIVE,"$3,330.00 ",
271075736,"ANGIOGRAM,PELV SEL/SUPR,SANDI","$2,269.00 ",
271075746,"ANGIO,PLUM,NONSELECT,SANDI","$1,228.00 ",
271075774,ADDTL SELECT ANGIOGRAPHY,$224.00 ,
271000758,INTRODUCER SHEATH,$132.00 ,
271075805,"LYMPH VESSEL, PELVIC/ABDOM UNILAT","$1,327.00 ",
271075820,VENOGRAM EXTREMITY UNILATERAL,$834.00 ,
271075822,"VENOGRAMEXTREM,BILAT,SANDI","$1,031.00 ",
271075825,INFERIOR CAVAL VENOGRAPHY,"$3,330.00 ",
271075827,SUPERIOR CAVAL VENOGRAPHY,"$1,398.00 ",
271075831,RENAL VENOGRAPHY UNI SELECTIVE,"$3,330.00 ",
271075860,VENOUS SINUS VENOGRAPHY,"$1,245.00 ",
271075889,HEPATIC VENOGRAPHY W HEMO EVAL,"$3,861.00 ",
271075891,HEPATIC VENOGRAM WO HDM,"$2,568.00 ",
271075898,FU ANGIO FOR EMBO OR INF ONLY,$496.00 ,
271000759,INTRODUCER SHEATH LASER,"$10,675.00 ",
271000760,INTRO SHEATH NO LASER LVL1,$143.00 ,
271076000,FLUOROSCOPE EXAMINATION =<1 HR,"$1,102.00 ",
271076001,FLUOROSCOPE EXAM EXTENSIVE 1+HR,$905.00 ,
271000761,INTRO SHEATH NO LASER LVL2,$358.00 ,
271000762,INTRO SHEATH NO LASER LVL3,$544.00 ,
272076377,3D RENDERING W/POSTPROCESS,"$1,861.00 ",
271000764,INTRO SHEATH NO LASER LVL5,$961.00 ,
271000765,INTRO SHEATH NO PEEL AWAY LVL1,$315.00 ,
271000766,INTRO SHEATH NO PEEL AWAY LVL2,$523.00 ,
271000767,INTRO SHEATH NO PEEL AWAY LVL3,$732.00 ,
271000768,INTROD SHEATH PEEL AWAY,$135.00 ,
272076817,TRANSVAGINAL ULTRASOUND,$869.00 ,
271000769,LEAD DELIVERY SYSTEM,"$2,917.00 ",
271076930,US GUIDED PERICARDIOCENTESIS,$102.00 ,
272076932,US GUIDE - ENDOMYOCARDIAL BX,$738.00 ,
271076937,US GUIDE VASCULAR ACCESS,"$1,133.00 ",
271000771,LEAD PACING SYSTEM TEMP LVL 2,"$1,172.00 ",
271000772,LEAD LOCKING DEVICE,"$2,091.00 ",
271000773,LEAD EXTRACTION SHEATH,"$5,726.00 ",
271000774,NEEDLE TRANSEPTAL LVL 1,$732.00 ,
271000778,NEEDLE TRANSEPTAL LVL 4,"$1,986.00 ",
271000779,RETRIEVAL DEVICE LVL 1,"$1,672.00 ",
271000781,SIZING BALLOON,"$1,359.00 ",
271000782,BLADE CAUTERY,"$3,009.00 ",
271000783,TUNNELING ACCESSORY,"$1,713.00 ",
271000784,INTERVENTIONAL ABLATION WIRE,"$4,173.00 ",
271000785,CATH PERICARDIOCENTESIS KIT,$448.00 ,
271000786,HEMOSTASIS CLOSURE,"$1,330.00 ",
271000787,EMBOLIZATION COIL LVL 1,$836.00 ,
271000788,EMBOLIZATION COIL LVL 2,"$1,881.00 ",
271000790,EMBOLIZATION COIL LVL 4,"$3,689.00 ",
271000791,ICD DUAL CHAMBER,"$108,757.00 ",
271000792,DEFIBRILLATOR BIVENT,"$119,438.00 ",
271000793,ICD SINGLE CHAMBER,"$92,919.00 ",
271000798,LEAD ICD TRANSVENOUS,"$33,122.00 ",
271000799,LEAD ICD ENDOCARD 1 COIL,"$23,529.00 ",
271000800,LEAD ICD SUBCUTANEOUS COIL,"$7,333.00 ",
271000803,VSD OCCLUDER,"$31,150.00 ",
271000804,SEPTAL DEFECT OCCLUDER,"$23,127.00 ",
271000805,PDA OCCLUDER,"$1,133.00 ",
271000806,STENT COAT COV W DEL SYS,"$11,160.00 ",
271000807,STENT NON-COAT WO DEL SYS,"$5,413.00 ",
271000808,STENT NON-COAT/COV W/DEL SYS,"$6,115.00 ",
271000809,VALVE CARDIAC MELODY,"$96,947.00 ",
271000810,VASCULAR PLUG,"$3,165.00 ",
271000811,LOOP RECORDER IMPLANTABLE,"$17,759.00 ",
271000813,LEAD PMKR EPICARDIAL PACING,"$2,367.00 ",
271000814,LEAD PMKR TRANSVENOUS,"$4,442.00 ",
271000816,PACEMAKER DDDR LVL 1,"$22,335.00 ",
271000817,PACEMAKER DDDR LVL 2,"$32,487.00 ",
271000818,PACEMAKER BIV,"$46,066.00 ",
273090471,IMMUNIZATION ADMIN 1 VACCINE,$86.00 ,
273090472,IMMUNIZATION ADM EA ADD VACCINE,$72.00 ,
271090660,TILT TABLE EVAL,$455.00 ,
271092950,CPR,$293.00 ,
271092961,CARDIOVERSION INTERNAL,$636.00 ,
271092977,THROMBOLYSIS CORONARY IV INF,$260.00 ,
271092986,AORTIC BALLOON VALVULOPLASTY,"$8,578.00 ",
271092987,MITRAL BALLOON VALVULOPLASTY,"$6,940.00 ",
271092990,PULM BALLOON VALVULOPLASTY,"$8,992.00 ",
271092992,ATRIAL SEPTAL TRANSVEN BALLOON,"$6,542.00 ",
271092993,ATRIAL SEPTAL BLADE,"$4,663.00 ",
271092997,PTA PULM ARTERY SNGL VESSEL,"$8,176.00 ",
271092998,PTA PULM ARTERY EA ADDL VESSEL,"$9,947.00 ",
266093000,ECG GLOBAL,$88.00 ,
266093010,ELECTROCARDIOGRAM IR,$98.00 ,
266093015,STRESS TEST MAX/SUBMAX EXERCISE,$519.00 ,
219093017,STRESS TEST ECG TRACINGS,"$1,880.00 ",
266093042,ECG RHYTHM I AND R,$40.00 ,
266093224,HOLTER GLOBAL,$849.00 ,
273093285,IMPL LOOP REC DEVICE EVAL PRGR,$417.00 ,
273093299,ICM/ILR REMOTE TECH SERV30D,$237.00 ,
272093318,TEE TRANSESOPHAGEAL ECHO W/2 DIM,"$1,511.00 ",
272093350,STRESS ECHO,$656.00 ,
271093460,R&L HRT ART VENTRICLE ANGIO,"$5,106.00 ",
271093462,LT HRT CATH TRNSPTL PUNCTURE,"$4,570.00 ",
271093463,PHARM AGNT ADMIN FOR REPEAT HC,$239.00 ,
271093530,RT HRT CATH CONGENITAL,"$6,276.00 ",
271093531,RT RETRO LT HRT CATH CONGENITL,"$6,276.00 ",
271093532,RTLT HRT CTH INTACT SEPTM CONG,"$5,921.00 ",
271093533,RTLT HRT CTH SEPTAL OPEN CONG,"$6,551.00 ",
271093563,CORONARY ANGIO INJ CONG CC,$144.00 ,
271093564,BYPASS GRAFT INJ CONG CC,$106.00 ,
271093565,L VENT L ATRIAL ANGIO INJ,$110.00 ,
271093566,R VENT R ATRIAL ANGIO INJ,$110.00 ,
271093567,SUPRAVALVULAR AORTOGRAPHY INJ,$125.00 ,
271093568,PULMONARY ANGIO INJ,$111.00 ,
271093580,TRANSCATH ASD CLOSURE W IMPLNT,"$15,790.00 ",
271093581,TRANSCATH VSD CLOSURE W IMPLNT,"$15,790.00 ",
271093582,TRANSCATH CLOSURE PDA,"$16,863.00 ",
271093591,PERQ TRANSCATH CLS AORTIC,"$16,501.00 ",
271093600,BUNDLE OF HIS RECORDING,"$2,116.00 ",
271093602,INTRA ATRIAL RECORDING,"$2,328.00 ",
271093603,RIGHT VENTRICULAR RECORDING,"$2,328.00 ",
271093609,MAPPING OF TACHYCARDIA,$573.00 ,
271093610,INTRA ATRIAL PACING,"$2,468.00 ",
271093612,INTRAVENTRICULAR PACING,"$2,676.00 ",
271093613,EP 3D MAPPING,$997.00 ,
271093618,INDUCE ARRHYTHMIA ELECT PACING,"$1,217.00 ",
271093619,COMP EP EVAL WO ARRHYTHMIA,"$7,889.00 ",
271093620,COMP EP EVAL W ARRHYTHMIA,"$8,814.00 ",
271093621,LATRIAL PACING FROM COR SINUS,$299.00 ,
271093622,L VENTRICULAR PACING,$439.00 ,
271093623,PROGRAMMED STIMULATION PACING,$384.00 ,
271093624,EP FU STUDY TO TEST EFFECTIVE,"$7,171.00 ",
271093642,ELECTROPHYSIOLOGY EVALUATION,"$2,406.00 ",
271093650,AV NODE ABLATION,"$7,442.00 ",
271093653,SVT ABLATION W COMP EP STUDY,"$23,764.00 ",
271093654,VT ABLATION W COMP EP STUDY,"$27,557.00 ",
271093655,ABLATE DISCRETE MECH FROM PRIM,"$22,419.00 ",
271093656,ABLATE BY PULM VEIN ISOLATION,"$19,227.00 ",
271093662,INTRACARDIAC ECHO,$328.00 ,
273093786,AMB BP MONITORRECORDING ONLY,$342.00 ,
273093788,AMB BP MONITORING SCAN ANAL W REP,$862.00 ,
273094618,PULMONARY STRESS TESTING,"$1,140.00 ",
273095922,AUTONOM NERV SYSTEM TSTVASOMOTOR,$563.00 ,
273095924,ANS PARASYMP AND SYMP WTILT,$164.00 ,
273095943,PARASYMP AND SYMP HRT RATE TEST,$164.00 ,
271009967,OPTIRAY CONTRAST 100ML,$52.00 ,
271009968,OPTIRAY CONTRAST 50ML,$31.00 ,
298018999,UNLISTED PROCDR HEMIC OR LYMPH,$352.00 ,
298030006,AUTOLOGOUS BLOOD PROCESSING,$721.00 ,
298030017,HARVEST AUTO STEM CELLS,"$3,883.00 ",
298030018,HARVEST ALLOGENEIC STEM CELL,"$1,637.00 ",
298030035,DIRECTED DONATION PROCESS,$228.00 ,
298030133,APHERESIS WBC,"$4,144.00 ",
298030135,THERAPEUTIC PLASMA EXCHANGE,"$4,805.00 ",
298030140,THERAPEUTIC RBC EXCHANGE,"$5,094.00 ",
298030146,PHOTOPHERESIS EXTRACORP <=4HRS,"$11,884.00 ",
298030147,PHOTOPHERESIS EXTRACORP 46HRS,"$11,741.00 ",
298030148,PHOTOPHERESIS EXTRACORP >6HRS,"$15,884.00 ",
298036593,DECLOT VASCULAR DEVICE,$983.00 ,
369919212,LEVEL 2 TECH,$140.00 ,
271575557,CARDIAC MRI FOR MORPH WO CONT,"$3,069.00 ",
271575559,CARDIAC MRI W/STRESS IMG,"$3,100.00 ",
271575561,CARDIAC MRI FOR MORPH W DYE,"$3,833.00 ",
271575563,CARD MRI W STRESS IMG AND DYE,"$3,816.00 ",
271575565,CARD MRI VEL FLW MAP ADD ON,$768.00 ,
366519212,LEVEL 2 TECH,$140.00 ,
364519212,LEVEL 2 TECH,$140.00 ,
167597802,MED NUTRI TX INIT ASSMT EA 15M,$89.00 ,
230010021,POUCH OSTOMY DRAINAGE,$24.00 ,
230010025,POUCH DRAIN CUSTOM LTX-FREE,$335.00 ,
230010031,POUCH DRAIN CUSTOM 1PC,$222.00 ,
230010055,BAG URINE PEDIATRIC,$316.00 ,
230010169,POUCH STOMA PEDIATRIC,$280.00 ,
230011314,RESTRAINT VEST SAFETY LG,$164.00 ,
230011315,RESTRAINT VEST SAFETY MEDIUM,$164.00 ,
230011316,RESTRAINT VEST SAFETY SMALL,$142.00 ,
230000212,TUBE 12FR PEG W SNAIR,$617.00 ,
230002258,CATHETER PCA,$211.00 ,
230027141,AEROCHAMBER MEDIUM,$115.00 ,
230027144,AEROCHAMBER W/MOUTH PIECE ADULT,$56.00 ,
230027147,AEROCHAMBER W/MASK INFANT,$115.00 ,
230027150,AEROCHAMBER W/MASK ADULT,$107.00 ,
230030006,KIT SHEATH INTRODUCER 7FR,$304.00 ,
230030008,NEEDLE BONE BIOPSY,$222.00 ,
230030012,BLOCK BITE,$25.00 ,
230030015,ASSEMBLY ANTICOAG BASIC ASPRATION,$462.00 ,
230030020,SHIELD CATHETER GUARD 7-7.5,$60.00 ,
230030024,DRILL HAND NEURO,$383.00 ,
230030029,CERVICAL COLLAR MIAMI,$359.00 ,
230030032,TRAY CATHETER VYGON,$316.00 ,
230030036,CATHETER CRANIAL,$393.00 ,
230030041,GUIDE WIRE,$128.00 ,
230030045,INJECTION SPECTRAMED KIT,$310.00 ,
230030046,DRAINAGE BAGS VENTRICULOS,$215.00 ,
230030050,MONITOR CSF DRAINAGE ASSEMBLY,"$1,053.00 ",
230030051,PEG KIT,$663.00 ,
230030055,CATHETER CHEST TUBE TROCAR,$206.00 ,
230030062,KIT CVC BROVIAC,$565.00 ,
230030066,CATHETER HICKMAN,$524.00 ,
230030070,KIT SHEATH INTRODUCER 6FR,$347.00 ,
230030076,CATHETER CVP PORT THER,$510.00 ,
230030080,CATHETER FOGARTY ARTER EMB,$444.00 ,
230030085,CATHETER LUMEN BROVIAC REP SINGLE,$435.00 ,
230030086,KIT NEURO CATHETER,"$1,522.00 ",
230030090,KIT DRILL NEURO MONITOR,$879.00 ,
230030091,SLEEVE COMPRESSION VENO VENOUS,$201.00 ,
230030092,SLEEVE COMPRESS VENO VEN STD 12,$201.00 ,
230030118,CATHETER TROCAR 8FR,$220.00 ,
230030121,CATHETER URI SET,$318.00 ,
230030122,TRAY MYLONATE LP,$124.00 ,
230030123,CATHETER PIGTAIL PERCUT,$730.00 ,
230030125,SLEEVE COMPRESSION VENO VEN XLG,$201.00 ,
230030130,KIT REPAIR HICKMAN FR,$852.00 ,
230030131,MICKEY EXTENSION,$109.00 ,
230030137,CATH COOK TPN REPAIR SET,$462.00 ,
230030142,TUBE TRACH CUFFLESS ADULT,$274.00 ,
230030143,TUBE TRACH CUFF,$353.00 ,
230030150,CATHETER DBLE LUMEN PED,$522.00 ,
230030156,NASAL AIRWAY,$97.00 ,
230030172,POUCH W/O HOLE,$37.00 ,
230030176,DRESSING BURN MEPITAL 10X18,$131.00 ,
230030177,PEDIATRIC RESTRAINT,$87.00 ,
230030181,CATHETER SUCTION CLOSED,$111.00 ,
230030193,PEG Y-SITE CORPAK,$97.00 ,
230030195,NEEDLE KIDNEY BIOPSY,$236.00 ,
230030198,DRESSING ACTICOAT 4X8,$98.00 ,
230030199,TRACH 5FR W/4-ADAPTOR,$99.00 ,
230030202,SET DILATOR ANAL PED,$482.00 ,
230030203,KIT MEG PEG 14FR,$260.00 ,
230030205,CATHETER VENTRICULAR,$566.00 ,
230030206,"KIT, NEUROMONITOR BASIC","$1,487.00 ",
230030207,DRESSING ACTICOAT 4X48,$215.00 ,
230030218,BIOPSY SYSTEM 15GA-15CM,$169.00 ,
230030222,COLLAR INFANT,$392.00 ,
230030225,COLLAR CHILD,$338.00 ,
230030226,COLLAR ADULT,$392.00 ,
230030237,COLLAR CERVICAL,$298.00 ,
230030250,VAC DRESSING BLACK-MEDIUM,$199.00 ,
230030251,VAC DRESSING BLACK-LARGE,$239.00 ,
230030269,BRAIN PMO PROBE KIT,"$1,759.00 ",
230030275,CATHETER HEMODIALYSIS,$417.00 ,
230003106,TRAY BONE BIOPSY,$296.00 ,
230003116,TRAY CUTDOWN,$624.00 ,
230003121,TRAY TRANSFUSION EXCHANGE,$955.00 ,
230003145,TRAY LUMBAR PUNCTURE,$189.00 ,
230003165,CATH COOK ANTIMICROB,$450.00 ,
230003183,COOK RADIAL ARTER,$166.00 ,
230003204,TRAY PER Q CATH 2.0,$410.00 ,
230004362,SOLID SKIN BARRIER 4X4 OR EQUIV,$87.00 ,
230000045,CART CODE BLUE,"$2,873.00 ",
230056510,ARTERIAL LINE KIT,$355.00 ,
230005672,KIT CRANIOTOMY (CODMAN),"$1,522.00 ",
230007033,BUTTON GASTRO SHAFT,$697.00 ,
230007097,CATHETER LUMEN DBLE TRAY,$428.00 ,
230007106,CATH ARTERIAL LINE 2.5(1 INCH),$155.00 ,
230007112,CATH ARTERIAL LINE 3.0(2 INCH),$196.00 ,
230007241,"CATHETE,DUAL PIC LINE 1.9FR",$441.00 ,
230007311,CATHETER THERMODILUTION,"$2,390.00 ",
230007334,CATHETER TROCAR,$279.00 ,
230007349,CATH UMB ARTERY,$134.00 ,
230007691,TUBE TRACH UNCUFF 6FR LTX-FREE,$462.00 ,
230007739,TUBE TRACH PED LTX-FREE,$475.00 ,
230007745,TUBE TRACH PEDI LTX-FREE,$558.00 ,
230007751,TUBE TRACH PED 3.0 LTX-FREE,$233.00 ,
230007758,TUBE TRACH NEO LTX-FREE,$546.00 ,
230078212,DRAWTEX HYDROCONDUCTIVE DRESS,$31.00 ,
230078223,24HR THALQUICK CHEST TUBE,$169.00 ,
230007986,WIRE CATHETER INSERT,$137.00 ,
230099726,SB VERSA CARE P500 FRAME/MATTRESS,$36.00 ,
230099730,SB CLINITRON II AIR,$125.00 ,
230099736,SB TOTAL CARE CONNECT BED,$43.00 ,
230099737,SB POSEY,$143.00 ,
285000010,"PREVENTIVE CARE, SET",$138.00 ,
285001110,TEETH CLEANING ADULT,$129.00 ,
285001120,TEETH CLEANING CHILD,$92.00 ,
285000120,ORAL EXAM PERIODIC,$74.00 ,
285001203,FLUORIDE APPLICATION CHILD,$43.00 ,
285001206,TOPICAL FLUORIDE VARNISH,$80.00 ,
285001208,TOPICAL APP FLUORIDE,$66.00 ,
285001310,DENTAL DIET PLANNING,$73.00 ,
285001320,TOBACCO COUNSELING,$91.00 ,
285001330,ORAL HYGIENE INSTRUCTION,$65.00 ,
285001351,SEALANTS PER TOOTH,$74.00 ,
285001354,INTERIM CARIES ARREST MED APP,$117.00 ,
285000140,ORAL EVAL LIMITED,$102.00 ,
285000145,ORAL EVALUATION PT < 3YRS,$132.00 ,
285000150,ORAL EVAL COMPREHENSIVE,$132.00 ,
285001510,SPACER FIXED UNILAT,$403.00 ,
285001515,SPACER FIXED BILAT,$536.00 ,
285001525,SPACER REMOVABLE BILAT,$581.00 ,
285001550,RECEMENT SPACER,$106.00 ,
285001555,REMOVAL OF FIXED APPLIANCE,$98.00 ,
285000170,RE-EVALUATION,$90.00 ,
285017320,ALV PLASTY W/O EXT/Q (>4SPACES),$537.00 ,
285000191,ASSESSMENT OF A PATIENT,$102.00 ,
285000020,"RESTORATIVE CARE, SET",$276.00 ,
285002140,AMALGAM 1 SURFACE,$173.00 ,
285002150,AMALGAM 2 SURFACE,$214.00 ,
285002160,AMALGAM 3 SURFACE,$263.00 ,
285000220,X-RAY PERIAPICAL FIRST,$36.00 ,
285000230,X-RAY PERIPICAL ADDL.,$30.00 ,
285002330,RESIN 1 SURFACE ANTERIOR,$205.00 ,
285002331,RESIN 2 SURFACE ANTERIOR,$248.00 ,
285002332,RESIN 3 SURFACE ANTERIOR,$303.00 ,
285002335,RESIN 4 SURF OR ANGLE,$376.00 ,
285002391,RESIN COMPOSITE - 1 SURFACE,$224.00 ,
285002392,RESIN COMPOSITE - 2 SURFACES,$281.00 ,
285002393,RESIN COMPOSITE - 3 SURFACES,$349.00 ,
285002394,COMP POST 4 SURFS,$397.00 ,
285000240,X-RAY OCCLUSAL,$53.00 ,
285000250,X-RAY EXTRAORAL FIRST,$75.00 ,
285000270,BITEWING X-RAY SINGLE,$36.00 ,
285000272,BITEWING X-RAYS TWO,$59.00 ,
285000274,BITEWING X-RAYS FOUR,$80.00 ,
285002920,RECEMENT CROWN,$140.00 ,
285002930,STEEL CROWN PRIME,$350.00 ,
285002931,STEEL PREFAB CROWN PERM,$385.00 ,
285002940,SEDATIVE FILLING,$150.00 ,
285002941,INT THERAPEUTIC RESTORATION,$238.00 ,
285000030,"ENDO-SURGICAL, SET",$306.00 ,
285003110,PULP CAP-DIRECT,$101.00 ,
285003120,PULP CAP-INDIRECT,$101.00 ,
285003220,THERAPEUTIC PULPOTOMY,$249.00 ,
285003222,PART PULP FOR APEXOGENESIS,$354.00 ,
285003230,PULPECTOMY THER - PRIMARY INCISOR,$326.00 ,
285003240,PULPECTOMY THER - PRIMARY MOLAR,$364.00 ,
285000330,X-RAY PANORAMIC,$148.00 ,
285003310,ROOT CANAL ONE,$921.00 ,
285003320,ROOT CANAL TWO,"$1,037.00 ",
285003346,RETREAT ROOT CANAL ANTERIOR,"$1,139.00 ",
285003351,APEXIFICATION INITL VISIT,$441.00 ,
285003352,APEXIFICATION INTERIM VISIT,$311.00 ,
285003353,APEXIFICATION FINAL VISI,$650.00 ,
285003355,PULPAL REGENERATION INITIAL,$553.00 ,
285003356,PULPAL REGENERATION INTERIM,$322.00 ,
285003357,PULPAL REGENERATION COMPLETE,$640.00 ,
285000340,X-RAY CEPHALOMETRIC,$152.00 ,
285000350,ORAL FACIAL IMAGES,$90.00 ,
285000040,"PERIO-SURGICAL, SET",$306.00 ,
285004210,GINGIVTECTOMY PER QUAD,$768.00 ,
285004211,GINGIVECTOMY PER TOOTH,$391.00 ,
285004240,GINGIV FLAP RT PLANE QUAD,$889.00 ,
285004245,APICALLY POSITIONED FLAP,$985.00 ,
285004249,CROWN LENGTHENING BR,$914.00 ,
285004260,OSSEOUS SURGERY PER QUAD,"$1,282.00 ",
285004263,BONE REPLACEMENT GRAFT,$870.00 ,
285004266,GUIDED TISSUE REGEN,$991.00 ,
285004270,PEDICLE GRAFT,$989.00 ,
285004273,SUBEPITHELIAL CT GRAFT,"$1,351.00 ",
285004275,ALLODERM GRAFT,"$1,217.00 ",
285004277,FREE GINGIVAL GRAFT,"$1,161.00 ",
285004355,FULL MOUTH DEBRIDGEMENT,$222.00 ,
285000460,PULP VITALITY TEST,$69.00 ,
285000470,DIAGNOSTIC CASTS,$141.00 ,
285005211,UPPER PART DENTURE ACRYL,"$1,665.00 ",
285006985,PEDIATRIC PARTIAL DENTURE FX,"$1,126.00 ",
285000070,EXTRACTION CARE SET,$187.00 ,
285070350,CEPHALOMETRIC,$141.00 ,
285070355,PANRAMIC,$140.00 ,
285007111,EXTRACT PRIMARY REMNANT,$164.00 ,
285007140,EXTRACTION SINGEL TOOTH,$268.00 ,
285007210,SURGICAL TOOTH EXTRACT FLAP,$339.00 ,
285007220,IMPACTED SOFT TISSUE,$407.00 ,
285007230,IMPACTED SOFT PARTIAL BONY,$482.00 ,
285007240,IMPACTED COMP BONY CB,$583.00 ,
285007270,TOOTH REIMPLANTATION/SPLINT,$969.00 ,
285007280,EXPOSE TOOTH FOR ORTHO,$584.00 ,
285007282,MOBILZTN ERUPTED MALPOSI TOOTH,$615.00 ,
285007283,PLACE DEVICE ERUPT IMPACTOOTH,$631.00 ,
285007285,BIOPSY HARD TISSUE ORAL,$546.00 ,
285007286,BIOPSY SOFT TISSUE ORAL,$402.00 ,
285007292,SURG PLACE TEMP ANCHORGE DVICE,"$3,719.00 ",
285007293,SURG FLAP DEVICE TEMP ACHORAGE,"$2,938.00 ",
285007294,W/OUT SURG FLAP TEMP ACHORAG,"$1,896.00 ",
285007310,ALVOPLASTY CONJ W/EXT 4 TEETH,$360.00 ,
285007311,ALVOPLASTY CONJ W/EXT 1-3TEETH,$363.00 ,
285007321,ALV PLASTY W/O EXT/Q(<4SPACES),$510.00 ,
285000074,TISSUE CARE SET,$187.00 ,
285007460,NONDENTAL CYST TO 1.25CM,$686.00 ,
285007471,REMOVAL OF BUCCAL EXOSTOSIS,$812.00 ,
285007472,REMOVAL OF TORUS PALATINUS,"$1,036.00 ",
285007473,REMVOAL OF TORUS MANDIBULARIS,$933.00 ,
285007510,I AND D ABSCESS INTRA ORAL,$295.00 ,
285007520,I AND D ABSCESS INTRA ORA,$534.00 ,
285000076,TRAUMA CARE SET,$384.00 ,
285007910,SUTURE WOUND TO 5CM,$359.00 ,
285007960,FRENULECTOMY,$536.00 ,
285007971,EXCISE PERICORN GINGIVA,$340.00 ,
285007999,UNSPEC ORAL SURGERY PROCEDURE,$547.00 ,
285008020,LIMITED ORTHO TRANSITIONL,"$2,854.00 ",
285008030,LIMITED ORTHO ADOLESCENT,"$3,321.00 ",
285008050,INTERCEPT ORTHO PRIMARY,"$2,994.00 ",
285008060,INTERCEPT ORTHO TRANSITNL,"$3,240.00 ",
285008080,COMPREHEN ORTHO ADOLESCENT,"$6,208.00 ",
