ProcedureID,Description,Charge
21576,SOTRADECOL 3% 2ML VIAL,$150.00
21659,EMBOSPHERE 500-700UM(MICRONS),$677.20
21683,LACOSAMIDE 10MG/ML 20 VIAL,$132.60
21774,ESTRADIOL TAB (ESTRACE) 1 MG,$1.10
21782,DIFICID 200MG TABLET,$353.80
21790,USTELINUMAB 130MG/26ML VIAL,"$4,701.20"
21840,SUCCINYLCHOLINE 100MG 5ML SYR,$52.56
21882,INVEGA SUSTENNA 234MG/1.5ML IN,$5.00
21972,EUCERIN CREAM,$15.73
21980,INVEGA SUSTENNA 156MG/ML 1ML,$5.00
21998,XARELTO 10MG TABLET,$31.92
22186,MINOXIDIL TAB 2.5MG,$3.60
22228,ZETAR SHAMPOO 6 OZ.,$19.90
22319,HYDROCORTISONE OINT 0.5%,$14.00
22327,FERROUS SULFATE TAB 324 MG,$1.00
22376,PENTOXIFYLLINE TAB 400MG,$3.20
22384,OXYCONTIN 15MG TABLET,$14.15
22392,OXYCODONE/APAP 5MG/325MG TAB,$3.35
22442,FERROUS GLUCONATE TAB 325 MG,$1.00
22459,COENZYME Q10 CAP 50MG,$1.00
22467,ULTRAM ER 100MG TABLET,$11.00
22558,SYMBICORT 80/4.5MCG INHALER,$15.36
22566,FERRO-SEQUELS,$0.36
22665,SYMBICORT 160/4.5MCG INHALER,$16.30
22716,LEUCOVORIN 100MG VIAL,$76.66
22756,CEFPROZIL SUSP 125MG/5ML,$16.90
22771,NACL 3% 500ML IV BAG,$8.27
22780,METRONIDAZOLE TAB 500MG,$2.10
22798,METRONIDAZOLE I.V. 500 MG/100M,$7.05
22806,PREDNISOLONE SYRUP 15MG/5ML,$1.50
22897,CYCLOBENZAPRINE TAB 10MG,$2.20
22898,FLEXERIL 5MG  TABLET,$2.70
23010,FLOURESCEIN OPTH STRIP,$6.87
23093,PRASUGREL 10MG TABLET,$31.37
23119,GUAIFENESIN TAB 200MG,$1.00
23135,FLUOROMETHOLONE  O/S 10 ML,$142.50
23184,FOLIC ACID INJ 1MG/0.2ML,$94.50
23192,FOLIC ACID TAB (FOLVITE) 1 MG,$1.00
23200,LIDOCAINE 2% W/EPI 1.7ML DENTA,$5.13
23267,TIRAMCINOLONE OINT 0.1% 80GM,$32.50
23275,FLECTOR 1.3% PATCH,$30.42
23291,CIPRO/DEXAMETHA OTIC SUSP,$413.19
23309,VISIONBLUE 0.06% 2.25ML OPH SY,$132.96
23366,TENECTEPLASE 50MG KIT,"$10,877.15"
23382,CARDENE IV 40MG/200ML,$387.48
23424,"VIT-D ORAL SOLN 8,000IU/ML",$3.17
23507,BENYLIN DM COUGH SYRUP,$1.50
23556,DESVENLAFAXINE ER 50MG TABLET,$26.90
23598,SAPHRIS 5MG SUBLINGUAL TABLET,$45.64
23606,GEMFIBROZIL TAB 600MG,$2.60
23622,UNASYN INJ 1.5 GM,$19.51
23623,UNASYN INJ,$22.02
23630,PANITUMUMAB 100MG 5ML VIAL,"$2,319.89"
23713,CHARCOAL LIQ AQUEOUS 25G/120ML,$43.97
23721,GENTAMICIN OINT 0.1%,$99.90
23788,GENTAMICIN O/S,$47.30
23820,GENTAMICIN INJ (40MG/ML) 2 ML,$6.63
23887,GENTAMICIN O/O,$63.40
23952,"NYSTATIN SUSP 500,000U/5ML UDC",$3.50
23986,DIFLUCAN 400MG IN SALINE 200ML,$17.54
24026,FAMOTIDINE 20MG/50ML IV PREMIX,$15.83
24042,FUROSEMIDE INJ 20MG/2ML,$12.29
24059,FUROSEMIDE INJ 40MG/4ML,$19.72
24067,FUROSEMIDE INJ 100MG/10ML,$33.09
24083,INSULIN DETEMIR 1U/0.01ML,$0.91
24117,NITROGLYCERINE OINT 2%,$10.47
24158,ENALAPRIL INJ 2.5 MG/ 2ML,$17.60
24208,DRONEDARONE 400MG TABLET,$24.30
24257,MIRAPEX 0.25MG TABLET,$5.90
24265,CATAPRES PATCH 0.3MG,$129.80
24299,E-Z-DISK 700MG TABLET,$5.60
24356,MEGESTROL ES SUSP 625MG/5ML UD,$57.80
24406,HUMULIN R U500/ML 3ML SYRINGE,$500.89
24455,PHYTONADIONE 1.25MG 1/4 TAB,$33.80
24471,"AZITHROMYCIN 1,200MG/30ML SUSP",$11.88
24570,GLUCAGON INJ 1 UNIT (1 MG),$334.08
24588,SCOPOLAMINE 1MG TRANSDERMAL,$50.72
24620,NUPERCAINAL OINTMENT 1%,$17.40
24661,GLYCERIN SUPP ADULT,$1.53
24745,GUAIFENESIN-DM SYRUP 10ML,$4.05
24802,GUAIFENESIN SYRUP 10ML,$1.75
24927,HALDOL 0.25MG PER 1/2 TABLET,$1.00
24935,HALOPERIDOL TAB (HALDOL) 0.5MG,$1.00
24968,HALOPERIDOL TAB 2MG,$1.50
24992,HALOPERIDOL TAB (HALDOL) 1 MG,$1.20
25015,HALOPERIDOL TAB (HALDOL) 5 MG,$2.20
25296,HEPARIN INJ 5;000 UNITS /1 ML,$8.51
25338,DEXAMETHASONE TAB 1 MG,$1.10
25346,DEXAMETHASONE TAB 2 MG,$3.32
25353,DEXAMETHASONE INJ (4MG/ML) 1ML,$5.44
25478,DEXAMETHASONE TAB 4 MG,$2.49
25510,CLARITHROMYCIN TAB 250MG,$11.80
25544,AUGMENTIN BID SUSP 200MG/5ML,$1.53
25551,AUGMENTIN BID SUSP 400MG/5ML,$7.60
25730,RILUTEK 50MG TAB,$71.00
26013,HYDROXYUREA CAP (HYDREA) 500 M,$2.10
26088,HYDROCORTISONE CREAM 1% 30 GM,$14.20
26104,HYDROCORTISONE OINT 1% 30 GM,$11.76
26138,LOTRISONE CREAM 15 GM,$96.00
26286,HYDROCORTISONE TAB 10MG,$3.09
26287,CORTEF 5MG TABLET,$1.00
26518,CHLORTHALIDONE TAB 25 MG,$4.70
26519,HYGROTON 12.5MG PER 1/2TAB,$4.70
26849,NOVOLIN 70/30 INSUL PER UNIT,$0.30
26856,NOVOLIN N INSULIN PER UNIT,$0.30
26989,ERYTHROMYCIN O/O,$25.51
27037,IRON DEXTRAN INJ 100MG/2ML,$64.94
27102,LISSAMINE GREEN OPHTH STRIP,$7.00
27185,PROPRANOLOL INJ 1 MG/ML 1 ML,$22.33
27243,PROPRANOLOL TAB (INDERAL) 20 M,$1.30
27268,BARIUM SULFATE 0.1% SUSP 450ML,$16.59
27276,PROPRANOLOL TAB (INDERAL) 10 M,$1.00
27367,INDOMETHACIN CAP  25MG,$1.10
27490,TAPENTADOL 50MG TABLET,$14.86
27657,HUMALOG INSULIN PER DOSE,$5.94
27888,VITAMIN D 1000 INTERUNITS,$1.00
27987,DOXORUBICIN 20MG 10ML VIAL,$69.15
28027,ISONIAZID TAB 300 MG,$2.80
28043,ATROPINE SULFATE O/S 1% 5 ML,$64.55
28068,CAPOTEN HALF TAB 6.25MG,$2.00
28084,CEFTRIAXONE SYRINGE 500MG,$21.05
28167,ISENTRESS 400MG TABLET,$56.34
28209,PILOCARPINE O/S 4%,$175.20
28274,CEFAZOLIN SYRINGE 500MG,$6.92
28282,METFORMIN TAB 500MG,$1.70
28308,MILK OF MAGNESIA 30ML SUSP UDC,$4.82
28324,PILOCARPINE O/S 1%,$163.70
28332,PANITUMUMAB 400MG 20ML VIAL,"$9,159.52"
28399,MYCAMINE 100MG VIAL,$364.04
28407,KEPPRA XR 750MG TABLET,$13.00
28415,PILOCARPINE O/S 2%,$182.72
28423,GLUCOPHAGE XR 500MG,$1.60
28456,HEPARIN LF 100UNITS/ML 3ML SYR,$5.62
28571,FEBUXOSTAT 40MG TABLET,$24.41
28696,IVERMECTIN 3MG TABLET,$9.80
28779,ISOSORBIDE ORAL TAB 5 MG,$2.20
28811,ISOSORBIDE ORAL TAB 20MG,$2.60
28886,RENVELA 800MG TABLET,$17.19
28910,CYCLOPENTOLATE O/S 1%,$37.10
28993,APREPITANT 80MG CAPSULE,$420.03
29033,CALC CARB SUSP 120ML,$6.17
29066,CEFTAZIDIME SYRINGE 500MG,$20.05
29082,DOXAZOSIN TAB 4 MG,$2.30
29124,PROPRANOLOL LA CAP 60MG,$4.50
29157,DOCUSATE LIQ 100MG/10ML UDC,$1.99
29223,POTASSIUM CHLORIDE POWD PACKET,$21.10
29272,OCTREOTIDE INJ O.1MG/ML,$12.47
29280,LEVETIRACETAM 500MG/5ML VIAL,$23.24
29298,LYRICA 75MG CAPSULE,$19.14
29306,BOUDREAUX'S BUTT PASTE 4OZ,$26.90
29389,LEVETIRACETAM XR 500MG TABLET,$8.80
29454,OXALIPLATIN 100MG/20ML VIAL,$245.53
29496,CEFOTAXIME SYRINGE 500MG,$8.42
29512,AZTROENAM INJ (AZACTAM) 2 GM,$109.86
29538,AUGMENTIN-250 SUSP 75 ML,$1.61
29553,AUGMENTIN TAB 500 MG,$7.50
29561,DIPHENHYDRAMINE 12.5MG/5ML UDC,$5.06
29595,LISINOPRIL TAB 5MG,$2.10
29645,CEPHALEXIN CAP (KEFLEX) 250 MG,$1.60
29660,AUGMENTIN TAB 875MG,$9.74
29678,CEPHALEXIN CAP (KEFLEX) 500 MG,$2.70
29686,LIDOCAINE 3.5% 1ML OPHTH GEL,$56.50
29702,LIDOC 0.75%/EPINEPH 0.025%/BSS,$37.80
29835,HYALURONIDASE 150UNIT/1ML VIAL,$164.10
29918,SOD. POLYSTYRENE ENEMA 30GM,$91.60
29942,FOSAPREPITANT 150MG VIAL,$647.50
30122,KETAMINE INJ 500MG/5ML,$21.68
30148,KETAMINE VIAL 200MG/20ML,$42.18
30155,PALIPERIDONE 6MG ER TABLET,$58.40
30445,CEFTRIAXONE INJ(ROCEPHIN) 1 GM,$8.32
30478,BUPIVACAINE INJ W/DEXT 0.75%,$10.43
30965,FUROSEMIDE TAB 20 MG,$1.00
30966,LASIX 10MG PER 1/2 TABLET,$1.00
30999,FUROSEMIDE TAB 40 MG,$1.00
31013,FUROSEMIDE TAB 80 MG,$1.14
31260,NOREPINEPHRINE BIT INJ 4MG,$24.93
31476,FLUOCINONIDE CREAM 0.05%,$92.60
31534,FLUOCINONIDE OINT 0.05%,$119.20
31930,BACLOFEN TAB (LIORESAL) 10 MG,$1.80
31931,LIORESAL 5MG PER 1/2 TABLET,$1.10
31955,LIDOCAINE/EPINEPHRINE 2% INJ,$40.81
31989,ARTIFICIAL TEARS O/S,$13.22
32011,LITHIUM CARBONATE CAP 300 MG,$1.00
32045,FEMARA TABLET 2.5MG,$14.66
32110,METOPROLOL 25 MG TAB,$1.00
32128,METOPROLOL TAB 12.5MG,$1.00
32136,METOPROLOL INJ 5 MG,$9.22
32144,METOPROLOL TAB 50MG,$1.00
32151,METOPROLOL TAB 100 MG,$1.00
32169,CLOTRIMAZOLE CREAM (LOTRIMIN),$22.40
32185,CLOTRIMAZOLE TROCHE 10MG,$3.10
32433,IODINE STRONG (LUGOLS SOLN),$66.12
32490,TRACE ELEMENTS,$126.97
32524,MULTIVITAMIN ADULT INJ,$125.83
32631,METOPROLOL XL TAB 50MG,$2.50
32649,METOPROLOL XL TAB 100MG,$3.50
32664,ELMIRON CAP 100MG,$20.60
32763,NITROFURANTOIN CAP 50MG,$8.70
32789,TALCAIR POWDER BLOWER,$100.29
32839,MAGNESIUM SULFATE INJ 50% 2ML,$23.51
32888,STERILE TALC 3GM VIAL,$328.67
33068,MANNITOL INJ 25% (12.5GM/50ML),$26.88
33100,HEPATITIS B IMMUN GLOB 110/0.5,$254.20
33142,BUPIVACAINE INJ 0.25% 10ML,$7.83
33167,BUPIVACAINE INJ 0.5% 10ML,$8.08
33175,BUPIVACAINE INJ 0.25% 30 ML,$8.69
33183,BUPIVACAINE INJ 0.5% W/EPIN,$24.05
33191,BUPIVACAINE INJ 0.5% 30 ML,$9.19
33217,BUPIVACAINE INJ 0.75% 10ML,$9.20
33225,WARFARIN TAB 2 MG,$5.21
33233,WARFARIN TAB 2.5 MG,$5.36
33241,WARFARIN TAB 5 MG,$5.55
33258,WARFARIN TAB 7.5 MG,$7.32
33274,ZYMAXID 0.5% 2.5ML OPHTH SOL,$195.10
33282,AMARYL TAB 1MG,$1.10
33290,ABATACEPT 250MG VIAL,"$2,890.98"
33365,MAXITROL O/S 5 ML,$89.60
33381,INFLUENZA QUADRIVALENT PF VACC,$45.70
33449,SANDOSTATIN LAR DEPOT 20MG VL,"$11,268.85"
33472,INFLUENZA QUADRIVALENT PED SYR,$48.33
33498,PACLITAXEL 300MG 50ML VIAL,$247.03
33506,SUCROFERRIC OXYHYDROXIDE 500MG,$28.84
33564,ANTIZOL INJ 15MG (1500MG VIAL),"$1,817.00"
33589,METHYLPREDNISOLONE TAB 4MG,$4.20
33613,LEVOTHYROXINE TAB 88MCG,$3.00
33795,SEROQUEL XR 50MG TABLET,$17.92
33803,PRIVIGEN 10% 40MG 400ML BOTTLE,"$15,355.60"
33860,VANCOMYCIN ORAL SOL 250MG/5ML,$7.87
33886,RIVAROXABAN 15MG TABLET,$31.26
33894,RIVAROXABAN 20MG TABLET,$31.34
33902,PROAMATINE 5MG TABLET,$5.50
33910,CLINDAMYCIN INJ 900MG,$13.36
33984,VITAMIN D 400 IU,$1.00
33985,CEFUROXINE INJ (ZINACEF) 1.5 G,$30.54
34009,CEFUROXINE INJ (ZINACEF) 750 M,$16.67
34025,PHYTONADIONE TAB 5MG,$113.20
34026,VITAMIN K 2.5MG HALF-TAB,$67.30
34074,CAPOTEN QTR. TAB 3.125MG,$3.60
34082,VIMPAT 50MG TABLET,$22.37
34090,SUBOXONE 2-0.5MG SUBLIN TABLET,$12.84
34108,ELIQUIS 2.5MG TABLET,$16.03
34165,PERTUZUMAB 420MG 14ML VIAL,"$9,580.01"
34199,TRIPLE PASTE OINTMENT 2OZ,$13.43
34256,METAMUCIL PACKET,$1.15
34348,ZONISAMIDE 50MG CAPSULE,$2.40
34363,ROMIPLOSTIM 250MCG VIAL,"$4,990.30"
34371,AMOXICILLIN 875MG TABLET,$2.00
34470,METHYLERGONOVINE INJ 0.2MG,$51.19
34496,MEROPENEM 500MG VIAL,$13.68
34504,METHYLERGONOVINE TAB 0.2MG,$119.80
34546,MAGIC MOUTHWASH 8OZ BTL,$84.92
34561,METHOTREXATE TAB 2.5 MG,$7.13
34694,FENTANYL 12MCG/HR PATCH,$41.57
34769,ONDANSETRON ODT 4MG TABLET,$42.70
34785,DUOVISC (0.5V/0.55P) KIT,$378.20
34793,VENOFER 100MG/5ML VIAL,$145.40
34801,MICONAZOLE TOPICAL CREAM,$10.90
34843,ARIPIPRAZOLE 2MG TABLET,$4.30
34850,ROSUVASTATIN 10MG TABLET,$13.90
34900,DILAUDID 2MG/ML 1ML VIAL,$6.23
34918,CEFUROXIME TAB (CEFTIN) 250 MG,$8.90
34983,MORPHINE SULFATE 30MG TABLET,$5.14
34991,RABIES IMMUNE GLOB 2ML,"$1,967.37"
35006,SPIRONALACTONE TAB 50MG,$2.00
35030,FLUCONAZOLE TAB 100 MG,$45.90
35042,PENICILLIN G BENZATHINE 2.4MMU,$606.40
35055,BLEOMYCIN 30UNITS 20ML VIAL,$243.71
35105,MINERAL OIL (HEAVY) BTL,$19.20
35139,PRAZOSIN CAP (MINIPRESS) 1 MG,$3.80
35154,RAMUCIRUMAB 100MG 10ML VIAL,"$2,170.62"
35196,IMMUNE GLOBULIN 10% 5GM 50ML,"$1,975.25"
35246,MINOCYCLINE CAP (MINOCIN) 50 M,$3.54
35279,PEMBROLIZUMAB 100MG 4ML VIAL,"$8,967.31"
35287,ACETYLCHOLINE O/S 1% 2ML,$177.13
35295,MOXIFLOXAC/BSS 0.25MG/0.25ML,$45.36
35469,MICONAZOLE VAG CREAM W/APP,$27.90
35642,IBUPROFEN TAB 400 MG,$1.00
35659,IBUPROFEN TAB 600 MG,$1.00
35675,ACETYLCYSTEINE SOLN 10% 30ML,$38.80
35691,ACETYLCYSTEINE SOLN 20% 30ML,$46.53
35832,SODIUM CHLORIDE O/O (MURO) 5%,$29.10
35840,METHYLPHENIDATE ER 18MG TAB,$13.18
35972,MYCOLOG CREAM 15 GM,$185.20
36004,MYCOLOG OINT 15 GM,$179.10
36095,TRIFLURIDINE O/S (VIROPTIC) 1%,$362.80
36129,NYSTATIN TOP POWDER,$75.95
36145,TROPICAMIDE O/S 0.5%,$56.90
36210,SIMETHICONE DROPS,$7.48
36277,SIMETHICONE TAB  80 MG,$1.00
36426,PRIMIDONE TAB 250 MG,$1.90
36427,MYSOLINE 125MG PER 1/2 TABLET,$1.10
36574,NAPROXEN TAB (NAPROSYN) 250 MG,$1.80
36632,NALOXONE INJ 0.4 MG/ML,$48.26
36822,TOBRAMYCIN O/S(TOBREX) 5 ML,$51.08
36855,TOBRAMYCIN O/O (TOBREX) 3.5 GM,$417.60
36889,TOBRAMYCIN INJ 80MG/2ML,$12.74
37002,NIFEDIPINE CAP 10 MG,$2.70
37010,ACETAMINOPHEN CAPLET 500MG,$1.00
38299,NEOMYCIN SULFATE TAB 500 MG,$2.90
38406,NEOSPORIN GU IRRIGANT 20ML,$238.50
38463,NEOSPORIN OINTMENT,$13.89
38729,DEXAMETHASONE O/S 0.1% 5 ML,$103.49
38927,KETOROLAC INJ 30 MG/1ML,$7.00
38976,NIACIN TAB 100 MG,$1.00
39065,NYSTATIN CREAM,$39.30
39099,NYSTATIN OINTMENT,$38.00
39214,PROTONIX 40 MG TABLET,$10.40
39388,ERIBULIN 1MG 2ML VIAL,"$2,182.72"
39396,NITROGLYCERIN TAB SL 0.3MG,$6.36
39453,NITROGLYCERIN SL TAB 0.4MG,$36.14
39495,VALGANCICLOVIR 450MG TABLET,$240.20
39545,PEMETREXED DISODIUM 500MG VIAL,"$6,534.59"
39560,LEUCOVORIN TAB 5MG,$7.18
39594,DACARBAZINE 100MG VIAL,$61.55
39602,TAMOXIFEN TAB (NOLVADEX) 10 MG,$1.40
39701,SINGULAIT 5GM CHEW TABLET,$11.10
39743,LIDOCAINE 2% 5ML JELLY UROJET,$19.21
39792,BRILINTA TABLET 90MG,$13.48
39859,LEUPROLIDE 45MG INJ,"$24,173.60"
39875,DISOPYRAMIDE CAP 150MG,$6.80
39941,LEUCOVORIN 200MG VIAL,$112.68
40071,SODIUM CHLORIDE 0.45% 100ML IV,$20.00
40105,DABIGATRAN ETEXILATE 75MG CAP,$15.22
40154,LEVOTHYROXINE TAB 0.075MG,$1.40
40155,SYNTHROID 37.5MCG PER 1/2 TAB,$1.40
40162,METHYLNALTREXONE 12MG/0.6ML VL,$213.70
40196,NALBUPHINE INJ 10MG/ML,$11.20
40212,IBUPROFEN TAB 200 MG,$1.00
40238,LEUPROLIDE 22.5MG INJ,"$12,091.60"
40253,VALPROIC ACID 250MG/5ML UDC,$1.95
40303,OCEAN  NASAL SPRAY,$4.90
40394,KETOROLAC INJ 60 MG/2 ML,$7.40
40410,PROPARACAINE O/S 0.5%,$89.40
40485,CLINIMIX E 5/15 2000ML IV BAG,$165.85
40584,BSS IRRIGATING SOL 500ML BAG,$68.70
40683,HYDROCHLOROTHIAZIDE TAB 25MG,$1.00
40691,RAPAMUNE 1MG TABLET,$32.60
40709,RITUXAN HYCELA 1400MG/11.7ML,"$11,684.38"
40758,TRAMADOL 50MG TABLET (BULK),$2.34
40790,TRASTUZUMAB 150MG VIAL,"$2,999.24"
40865,HYDRODIURIL TAB 6.25MG PER 1/2,$1.00
40873,BUPIVACAINE 0.125%0.9%NACL IVB,$41.09
40915,OYSTER SHELL CALC. TAB 500MG,$1.00
40923,OYSTER SHELL CALC. W/D 250MG,$1.00
40949,CEFTAZIDIME INJ(FORTAZ) 1 GM,$16.86
40982,FENT 4MCG/ML BUPIV0.125%NS IV,$89.87
41020,CIPROFLOXACIN TAB 250MG,$10.70
41038,CIPROFLOXACIN TAB 500MG,$10.00
41087,SYNTHROID 100MCG VIAL,$181.26
41111,CIPROFLOXACIN 0/S 0.3%,$53.60
41210,DEXTROSE 50% 50 ML VIAL,$12.74
41228,CARNITOR VIAL 200MG/ML 5ML,$75.51
41400,BUROSUMAB-TWZA 30MG/ML VIAL,"$28,156.00"
41533,BROMOCRIPTINE TAB 2.5MG,$6.79
41814,PENICILLIN V-K TAB 500 MG,$1.80
42051,PROVIGIL TABLET 200MG,$78.81
42309,CYPROHEPTADINE TAB 4MG,$2.40
42606,DESIPRAMINE TAB 25 MG,$5.30
42721,PENICILLIN G POT INJ 5 M.U.,$34.26
42994,PROMETHAZINE SUPP 25MG,$34.20
43000,PROMETHAZINE SUPP 12.5MG,$34.20
43059,PROMETHAZINE TAB 25MG,$1.50
43216,TRILEPTAL 300MG,$5.70
43217,TRILEPTAL 150MG TABLET,$3.30
43240,DOVONEX CREAM 0.005% 60GM,$713.00
43349,NORTRIPTYLINE CAP 10MG,$1.70
43422,CYCLOPHOSPHAMIDE 500MG VIAL,$743.20
43497,MOBIC TABLET 7.5MG,$6.20
43620,SCLEROSOL INTRAPLEURAL AEROSOL,$240.00
43885,FLUCONAZOLE 100MG 50ML BAG,$22.75
43893,OXYTOCIN INJ 10 UNITS,$7.32
43927,NEUPOGEN INJ 300MCG/ML 1ML,$931.10
43992,VASOPRESSIN INJ 20 UNITS/ML,$303.41
44008,INFANRIX VACCINE 0.5ML SYRINGE,$59.00
44024,LEVOTHYROXINE TAB O.125MG,$1.60
44073,"MEASLES,MUMPS,RUBELLA VACCINE",$140.50
44131,KETOROLAC O/S 0.5%,$136.00
44164,HYDROXYCHLOROQUINE TAB,$8.70
44172,TRIESENCE 40MG/ML 1ML VIAL,$293.80
44230,FLUTICASONE HFA INH 110MCG,$9.60
44248,FLUTICASONE INH. 44MCG,$7.40
44263,SANDOSTATIN LAR 30MG VIAL,"$16,876.80"
44289,PNEUMOCOCCAL VACCINE POLYVALEN,$186.50
44305,CETACAINE 5GM SPRAY,$107.28
44396,MORPHINE 0.2MG/0.5ML ORAL SYRI,$6.49
44438,DESMOPRESSIN NASAL SPRAY SOL,$379.10
44461,MULTIVITAMIN CHEWABLE TAB,$1.00
44495,IPILIMUMAB 50MG 10ML VIAL,"$13,813.54"
44560,"INFLIXIMAB,BIOSIMILAR 100MG VL","$2,047.59"
44578,TAMIFLU 6MG/ML SUSPENSION,$41.34
44586,POLYSPORIN O/O 3.5 GM,$60.50
44594,LEUPROLIDE ACETATE 30MG INJ,"$16,118.80"
44610,POLYSPORIN TOPICAL OINT,$20.50
44628,BACTRIM SUSP 20 ML,$18.15
44669,POTASSIUM PHOS 45MMOL 15ML VL,$65.06
44693,MANNITOL 20% 500ML(7715-03),$41.71
44750,OXALIPLATIN 50MG 10ML VIAL,$140.80
44784,RIFAMPIN INJ 600MG,$347.83
44875,POTASSIUM CHL SA CAP 10 MEQ,$1.50
44876,POTASSIUM CITRATE 1080MG TAB,$5.00
44909,ADDERALL XR 5MG CAPSULE,$13.69
44917,POTASSIUM CHLORIDE INJ 40 MEQ,$22.16
44925,NORTRIPYLINE CAPSULE  25MG,$3.10
44933,NATALIZUMAB 300MG 15ML VIAL,"$17,066.80"
44941,POTASSIUM CHLORIDE INJ 20 MEQ,$24.26
44982,XIFAXAN 550MG TABLET,$81.72
45039,MURO-125 OPHTH SOLN 5%,$23.90
45047,ADSORBONAC OPHTH SOLN 2% 15ML,$451.50
45054,DOXORUBICIN LIPOSOME 20MG VIAL,"$1,900.48"
45195,"HEPARIN 1,000UNITS/ML 10 ML VL",$9.09
45229,ADENOSINE INJ 6MG/2ML VIAL,$17.71
45237,MAXIPIME 1GM VIAL,$18.68
45278,PREDNISOLONE O/S (PRED FORTE),$94.60
45328,DEXMEDETOMIDINE 200MCG/50ML,$98.22
45344,PREDNISONE TAB 1 MG,$1.00
45369,PREDNISONE TAB 50 MG,$1.11
45385,PREDNISONE SOLN 5MG/5ML UDC,$7.96
45393,PREDNISONE TAB 20 MG,$1.00
45427,PREDNISONE TAB 5 MG,$1.00
45435,PREDNISONE TAB 2.5MG,$1.00
45450,PREDNISONE TAB 10 MG,$1.00
45484,ESTROGENS CONJ. I.V. 25MG,$574.90
45567,BYSTOLIC 5MG TABLET,$10.33
45617,MEGESTROL TAB 40 MG,$3.00
45633,ESTROGENS VAG CREAM(PREMARIN),$686.45
45674,LIDOCAINE 2% 100MG/5ML SDV,$11.30
45708,AMPICILLIN/SULBACTAM 3GM VIAL,$32.74
45716,LEVALBUTEROL 1.25MG/0.5ML NEB,$17.10
45724,PREPARATION-H SUPP,$1.50
45732,PREPARATION-H OINT 1 OZ,$19.00
45740,PATANOL 0.1% OPHTH SOL 5ML,$421.55
45807,SYNTHROID 0.137MG(137MCG)TAB,$2.99
45815,BUPIVACAINE INJ 0.25% W/EPIN,$22.60
45880,DENOSUMAB 120MG/1.7ML VIAL,"$6,129.60"
45898,ATOVAQUONE/PROGUANIL 250/100MG,$13.59
45914,SODIUM BIACARBONATE INJ 50 MEQ,$28.31
45963,MAGNESIUM 4GM/100 ML IV BAG,$23.14
45989,FECAL MICROBIOTA PREP 30ML,"$1,470.50"
46060,BUPIVACAINE LIPOSOME 266MG20ML,$609.76
46144,PROCTOFOAM-HC 1% 10 GM,$257.50
46185,METRONIDAZOLE SUSP 50MG/ML 150,$5.63
46193,VILAZODONE 20MG TABLET,$19.20
46243,TRIMETHOPRIM TAB 100MG,$1.27
46300,SARGRAMOSTIM 250MCG  VIAL,$480.22
46359,PROMETHAZINE INJ 25 MG,$8.10
46631,PROPYLTHIOURACIL TAB 50 MG,$2.10
46805,NEOSTIGMINE INJ 1:1000 10 ML,$93.15
46813,CEFOTETAN INJ 1 GM,$48.85
46896,PROTAMINE SULFATE INJ 50 MG,$27.40
46988,PROVERA 5MG TABLET,$1.20
47225,PHENAZOPYRIDINE TAB 100MG,$4.90
47357,PYRIDOXINE TAB 50 MG,$1.00
47423,AK-DILATE 10% OPHTH.SOL 5ML,$101.00
47589,CHOLESTYRAMINE POWD 4GM,$6.80
47902,RABIES VACCINE (HDCV)2.5IU,$655.74
47910,RABIES IMMUNE GLOBULIN 10 ML,"$8,954.48"
48124,PHENTOLAMINE INJ 5MG,$821.00
48165,PYRIDOSTIGMINE INJ 10MG/2ML,$78.00
48543,PALONOSETRON 0.25MG/5ML VIAL,$874.80
48876,METHOCARBAMOL TAB 750MG,$1.50
48900,METHOCARBAMOL TAB 500MG,$1.20
48942,LMX-4 CREAM 4% 5GM,$67.74
49056,GLYCOPYRROLATE INJ 0.2 MG/ML,$56.03
49064,METOCLOPRAMIDE  10MG/10ML UDC,$5.10
49106,METOCLOPRAMIDE INJ 10MG/2ML,$9.41
49114,METOCLOPRAMIDE TAB 10MG,$1.00
49148,CALCITROL CAP 0.25MCG,$2.60
49361,MYCOPHENOLATE CAP 250MG,$7.90
49460,FLUOEXTINE CAP 10MG,$4.90
49494,SANDOSTATIN 5000MCG 5ML VIAL,$914.51
49551,MAXZIDE TAB,$2.10
49601,OPDIVO 100MG 10ML VIAL,"$5,074.40"
49619,NIMODIPINE CAP 30 MG,$36.90
49668,SENOKOT-S TABLET,$1.00
49676,NIVOLUMAB 40MG 4ML VIAL,"$2,053.76"
49700,ROMIPLOSTIM 500MCG VIAL,"$9,970.60"
49718,SENOKOT TAB,$1.00
49759,BACTRIM DS TAB,$1.10
49767,BACTRIM TAB,$1.70
49791,FOSFOMYCIN TROMETHA 3GM PACKET,$151.14
49809,ISENTRESS 100MG CHEW TABLET,$14.60
49841,PENICILLIN 5MU SYRINGE,$33.86
49858,MEROPENEM 1GM IN NACL 50ML IVB,$70.72
49874,ALINIA 500MG TABLET,$172.88
49882,PEMETREXED DISODIUM 100MG VIAL,"$1,338.91"
49965,TERAZOL-7 VAGINAL CREAM 45GM,$90.70
49973,SECURA EPC CREAM 30.6% 92GM,$39.20
50007,HEPATITIS B IMM GLOB 1ML X5=5M,"$2,165.07"
50073,CELECOXIB 400MG CAPSULE,$22.00
