Prisma Health - Upstate CDM,Valid Date: 4/3/2019,,,
PX,PX00435560000325,HC BRACE TLSO TRIPLANAR RIGID SHELL,"$1,237.50 ",
PX,PX00435560000326,HC BRACE TSCOPE KNEE UNIV,$393.00 ,
PX,PX00435560000327,HC BRACHY NONSTRND IRIDM-192 HDR,$931.00 ,
PX,PX00435560000328,HC BRAIN IMAGING-VASCULAR FLOW ON,$977.00 ,
PX,PX00435560000329,HC BREAST & PELVIC EXAM,$67.00 ,
PX,PX00435560000330,HC BREAST BX SYSTEM BREVERA,$985.50 ,
PX,PX00435560000331,HC BREATH HYDROGEN/METHANE TEST,$841.30 ,
PX,PX00435560000332,HC BRIEF EMO ASSESS W/SCORING,$71.20 ,
PX,PX00435560000333,HC BRNCHSC W/PLMT FID MKS 1/MLT,"$4,988.00 ",
PX,PX00435560000334,HC BRONCH THERMOPLASTY 1 LOBE,"$5,450.20 ",
PX,PX00435560000335,HC BRONCH THERMOPLASTY>2 LOBE,"$6,158.90 ",
PX,PX00435560000336,HC BRONCHIAL CHALLENGE TEST,$804.50 ,
PX,PX00435560000337,HC BRONCHOSC W/EBUS 1/2 NODE,"$4,458.10 ",
PX,PX00435560000338,HC BRONCHOSC W/EBUS 3 PLUS NODE,"$4,458.10 ",
PX,PX00435560000339,HC BRONCHOSC W/EBUS PERIPH EA ADD,"$4,458.10 ",
PX,PX00435560000340,HC BRONCHOSCOPY BX BRON/END SGL/MLT,"$2,537.30 ",
PX,PX00435560000341,HC BRONCHOSCOPY DX INCLUD FLUOR WASH,"$1,902.40 ",
PX,PX00435560000342,HC BRONCHOSCOPY INCLUD BRUSHING,"$2,872.00 ",
PX,PX00435560000343,HC BRONCHOSCOPY THRU TRACH,"$1,831.20 ",
PX,PX00435560000344,HC BRONCHOSCOPY W/ASP BX TRANSBRONCH,"$3,807.30 ",
PX,PX00435560000345,HC BRONCHOSCOPY W/ASP BX TRNSBRONCH,"$1,656.00 ",
PX,PX00435560000346,HC BRONCHOSCOPY W/ASP TREE INITIAL,"$2,778.00 ",
PX,PX00435560000347,HC BRONCHOSCOPY W/ASP TREE SUBS,"$1,842.00 ",
PX,PX00435560000348,HC BRONCHOSCOPY W/BIOPSY TRANSBROCH LUNG SGL,"$3,202.60 ",
PX,PX00435560000349,HC BRONCHOSCOPY W/BX TRNSBRONCH LUNG,"$1,407.00 ",
PX,PX00435560000350,HC BRONCHOSCOPY W/CPTR-ASST IMAGE-GUID,"$2,878.60 ",
PX,PX00435560000351,HC BRONCHOSCOPY W/DESTRUCT TUMR,"$2,928.60 ",
PX,PX00435560000352,HC BRONCHOSCOPY W/DILAT FX REDUCT,"$3,149.90 ",
PX,PX00435560000353,HC BRONCHOSCOPY W/LAVAGE ALVEOLAR,"$2,770.00 ",
PX,PX00435560000354,HC BRONCHOSCOPY W/REM FB,"$2,843.00 ",
PX,PX00435560000355,HC BRUCELLA ANTIBODY,$58.00 ,
PX,PX00435560000356,HC BRUSH CYTOLOGY ENDOBRONC SUPER,$381.70 ,
PX,PX00435560000357,HC BRUSH CYTOLOGY SUPER D,$153.80 ,
PX,PX00435560000358,HC BUN QUANTITATIVE,$17.00 ,
PX,PX00435560000359,HC BX BILIARY TREE ENDOLUMINAL,"$1,131.20 ",
PX,PX00435560000360,HC BX BONE MARROW NEEDLE,"$1,266.20 ",
PX,PX00435560000361,HC BX BONE NEEDLE DEEP,"$2,058.40 ",
PX,PX00435560000362,HC BX BONE NEEDLE SUPERFIC,"$1,266.20 ",
PX,PX00435560000363,HC BX BREAST LESION MR IMAG 1ST,"$4,566.30 ",
PX,PX00435560000364,HC BX BREAST LESION MR IMAG EA ADD'L,"$2,468.90 ",
PX,PX00435560000365,HC BX BREAST LESION STRTCTC 1ST,"$3,532.90 ",
PX,PX00435560000366,HC BX BREAST LESION STRTCTC EA ADD'L,"$2,118.50 ",
PX,PX00435560000367,HC BX BREAST LESION US IMAG 1ST,"$3,269.80 ",
PX,PX00435560000368,HC BX BREAST LESION US IMAG EA ADD'L,"$2,468.90 ",
PX,PX00435560000369,HC BX EAR EXTERNAL,$680.00 ,
PX,PX00435560000370,HC BX ENDOMETRIAL SAMPLING W/O,$731.00 ,
PX,PX00435560000371,HC BX LESN VULVA/PERINEUM EA,$432.00 ,
PX,PX00435560000372,HC BX LESN VULVA/PERINEUM ONE,$958.10 ,
PX,PX00435560000373,HC BX LIVER NEEDLE PERC,"$1,865.00 ",
PX,PX00435560000374,HC BX LUNG/MEDIASTINUM PERC NDL,"$2,356.30 ",
PX,PX00435560000375,HC BX MUCOSA VAGINAL SMP,$836.30 ,
PX,PX00435560000376,HC BX MUSCLE NEEDLE PERC,"$1,210.20 ",
PX,PX00435560000377,HC BX MUSCLE SUPERFICIAL,"$1,986.80 ",
PX,PX00435560000378,HC BX PANCREAS NEEDLE PERC,"$1,391.00 ",
PX,PX00435560000379,HC BX PLEURA NEEDLE PERC,"$2,157.70 ",
PX,PX00435560000380,HC BX RENAL NEEDLE PERC,"$1,404.40 ",
PX,PX00435560000381,HC BX THYROID NEEDLE PERC,"$1,315.30 ",
PX,PX00435560000382,HC BX TISSUE BACK SOFT DEEP,"$4,214.10 ",
PX,PX00435560000383,HC BX TISSUE BACK SOFT SUPERFICIAL,"$1,957.10 ",
PX,PX00435560000384,HC BX TISSUE FOREARM/WRIST DEEP,"$2,439.60 ",
PX,PX00435560000385,HC BX TISSUE LEG/ANKLE DEEP,"$2,964.30 ",
PX,PX00435560000386,HC BX TISSUE LEG/ANKLE SUPERFICIAL,"$1,210.20 ",
PX,PX00435560000387,HC BX TISSUE NECK/THORAX,"$1,577.30 ",
PX,PX00435560000388,HC BX TISSUE PELVIS/HIP DEEP,"$1,813.80 ",
PX,PX00435560000389,HC BX TISSUE PELVIS/HIP SUPERFICIAL,"$1,631.60 ",
PX,PX00435560000390,HC BX TISSUE SHOULDER SUPERFICIAL,"$2,079.90 ",
PX,PX00435560000391,HC BX TISSUE THIGH/KNEE SUPERFIC,"$1,962.20 ",
PX,PX00435560000392,HC BX TRANSCATH,"$1,611.90 ",
PX,PX00435560000393,HC BX WALL ANORECTAL RECTAL APPROACH,"$3,444.40 ",
PX,PX00435560000394,HC BX/EXC CERVIX LOCAL,"$1,347.00 ",
PX,PX00435560000395,HC BX/EXC LMPH NODE SUPER NDL,"$1,397.20 ",
PX,PX00435560000396,HC BX/EXC LYMPH NODE CERV DEEP,"$4,706.40 ",
PX,PX00435560000397,HC C DIFF AMP PROBE,$276.50 ,
PX,PX00435560000398,HC C PEPTIDE,$229.20 ,
PX,PX00435560000399,HC C-SECTION EA ADD'L 30 MIN,"$2,000.00 ",
PX,PX00435560000400,HC C-SECTION INTL 60 MIN,"$5,500.00 ",
PX,PX00435560000401,HC CABLE TRIAL MULTI-LEAD,$900.00 ,
PX,PX00435560000402,HC CADMIUM,$78.30 ,
PX,PX00435560000403,HC CAFFEINE,$130.10 ,
PX,PX00435560000404,HC CALCITONIN,$206.20 ,
PX,PX00435560000405,HC CALCIUM IONIZED,$102.00 ,
PX,PX00435560000406,HC CALCIUM TIMED URINE QUANTITATIVE,$53.00 ,
PX,PX00435560000407,HC CALCIUM TOTAL,$21.00 ,
PX,PX00435560000408,HC CALCULUS SPECTROSCOPY,$96.00 ,
PX,PX00435560000409,HC CALPROTECTIN FECAL,$370.80 ,
PX,PX00435560000410,HC CALR GENE COM VARIANTS,$666.50 ,
PX,PX00435560000411,HC CALYPSO TRANSPONDER SYSTEM,"$4,200.00 ",
PX,PX00435560000412,HC CAMPYLOBACTER ANTIBODY,$87.00 ,
PX,PX00435560000413,HC CANCER ANTIGEN 125,$270.60 ,
PX,PX00435560000414,HC CANCER ANTIGEN 19-9,$246.10 ,
PX,PX00435560000415,HC CANDIDA ANTIBODY,$65.00 ,
PX,PX00435560000416,HC CANDIDA SKIN TEST 0.1ML INJ,$46.00 ,
PX,PX00435560000417,HC CANN OPTIFLOW MD,$116.00 ,
PX,PX00435560000418,HC CANN RF 100,$101.80 ,
PX,PX00435560000419,HC CANN TRACH INNER UNIPERC 7MM-8MM,$395.10 ,
PX,PX00435560000420,HC CANNULA INNER EXL (BOX 10),$261.30 ,
PX,PX00435560000421,HC CANNULA INNER EXL 5.0/BOX 20,$288.10 ,
PX,PX00435560000422,HC CANNULA INNER EXL 6.0/BOX 20,$288.10 ,
PX,PX00435560000423,HC CANNULA INNER EXL 7.0/BOX 20,$289.60 ,
PX,PX00435560000424,HC CANNULA OPTIFLOW,"$1,255.80 ",
PX,PX00435560000425,HC CANNULA RAM,$56.40 ,
PX,PX00435560000426,HC CANNULA RF MULTIGEN MONO,$293.20 ,
PX,PX00435560000427,HC CAP NCPAP INFANT,$78.50 ,
PX,PX00435560000428,HC CAR ION CHNNLPATH INC 10 GNS,"$2,840.50 ",
PX,PX00435560000429,HC CAR ION CHNNLPATH INC 2 GNS,"$2,840.50 ",
PX,PX00435560000430,HC CAR SEAT/BED TEST 60 MIN,$186.00 ,
PX,PX00435560000431,HC CAR SEAT/BED TEST ADD'L 30 MIN,$54.00 ,
PX,PX00435560000432,"HC CARBAMAZEPINE, TOTAL",$89.00 ,
PX,PX00435560000433,HC CARBO DEFICIENT TRANSFERRIN,$180.00 ,
PX,PX00435560000434,HC CARBON DIOXIDE,$21.00 ,
PX,PX00435560000435,HC CARBOXYHEMOGLOBIN,$79.00 ,
PX,PX00435560000436,HC CARDIAC RISK MGMT-EXTENSIVE,$414.80 ,
PX,PX00435560000437,HC CARDIAC RISK MGMT-LIMITED,$123.00 ,
PX,PX00435560000438,HC CARDIAC RISK MGMT-MODERATE,$299.90 ,
PX,PX00435560000439,HC CARDIOLIPIN ANTIBODY EACH IG CLASS,$166.60 ,
PX,PX00435560000440,HC CARDIOPULMONARY RESUSCITATION,$435.00 ,
PX,PX00435560000441,HC CARDIOVASCULAR STRESS TEST,"$1,051.00 ",
PX,PX00435560000442,HC CARDIOVERSION ELECTV EXTERNAL,"$1,329.00 ",
PX,PX00435560000443,HC CARFILZOMIB 1 MG INJ (RESEARCH),$0.01 ,Research Drug
PX,PX00435560000444,HC CARNITINE TOTAL AND FREE QUANTITATIVE,$205.40 ,
PX,PX00435560000445,HC CAROTENE,$83.00 ,
PX,PX00435560000446,HC CAST REMOVAL,$72.00 ,
PX,PX00435560000447,HC CAST REPAIR,$20.40 ,
PX,PX00435560000448,HC CATECHOLAMINES FRACTIONATED,$279.60 ,
PX,PX00435560000449,HC CATH ABL BRONCH THERMO ALAIR,"$7,500.00 ",
PX,PX00435560000450,HC CATH ACCESS PORT SYNCHROMD KIT,$137.50 ,
PX,PX00435560000451,HC CATH BALLOON BAKRI,"$1,120.50 ",
PX,PX00435560000452,HC CATH BALLOON TAMPONADE,$580.00 ,
PX,PX00435560000453,HC CATH BARTHOLIN WORD 10F 5CM,$78.70 ,
PX,PX00435560000454,HC CATH BLADDER CPLX,$309.50 ,
PX,PX00435560000455,HC CATH BLADDER NON-INDWELLING,$200.90 ,
PX,PX00435560000456,HC CATH BLADDER SMP,$159.00 ,
PX,PX00435560000457,HC CATH CENTRAL VENOUS DUAL-LUMEN KIT,$380.40 ,
PX,PX00435560000458,HC CATH CERVICAL RIPENING BALLOON,$232.40 ,
PX,PX00435560000459,HC CATH CV DOUBLE LUMEN KIT,$564.90 ,
PX,PX00435560000460,HC CATH CV SINGLE-LUMEN,$264.90 ,
PX,PX00435560000461,HC CATH CV SINGLE-LUMEN 3F 8CM KIT,$176.30 ,
PX,PX00435560000462,HC CATH CV TRIPLE-LUMEN 7F 20CM KIT,$407.70 ,
PX,PX00435560000463,HC CATH CV UMBILICAL DUAL-LUMEN,$167.90 ,
PX,PX00435560000464,HC CATH CV UMBILICAL SINGLE-LUMEN,$66.80 ,
PX,PX00435560000465,HC CATH DIAG ACUNAV 10FR,"$6,801.00 ",
PX,PX00435560000466,HC CATH DRAINAGE,$346.50 ,
PX,PX00435560000467,HC CATH EPIDURAL,$61.50 ,
PX,PX00435560000468,HC CATH EPIDURAL (132003),$128.50 ,
PX,PX00435560000469,HC CATH EPIDURAL SPNL,$275.60 ,
PX,PX00435560000470,HC CATH EPIDURAL VERSA-KATH 21G,$370.80 ,
PX,PX00435560000471,HC CATH EXCHG AIRWY FEM 7MM,$290.80 ,
PX,PX00435560000472,HC CATH FOLEY 18FR,$84.80 ,
PX,PX00435560000473,HC CATH FOLEY 24F 3W 30CC,$64.70 ,
PX,PX00435560000474,HC CATH FOLEY 24FR,$84.80 ,
PX,PX00435560000475,HC CATH FOLEY SURESTEP 16FR,$97.40 ,
PX,PX00435560000476,HC CATH FOLEY TEMP-SENSING,$190.60 ,
PX,PX00435560000477,HC CATH INFUS RAPD EXCHG,$57.80 ,
PX,PX00435560000478,HC CATH INTRAUTERINE PRESS,$125.20 ,
PX,PX00435560000479,HC CATH INTUBATION AINTREE 19F,$296.60 ,
PX,PX00435560000480,HC CATH KIT CV MULTI LUMEN POWER,$589.00 ,
PX,PX00435560000481,HC CATH LT HRT TRANSPT/ TRANSAP,"$7,540.40 ",
PX,PX00435560000482,HC CATH PICC ARGYLE 1.9,$165.00 ,
PX,PX00435560000483,HC CATH PICC DUAL-LUMEN 5F 40CM KIT,$730.10 ,
PX,PX00435560000484,HC CATH PICC VYGON,$204.80 ,
PX,PX00435560000485,HC CATH PLEURAL DRAINAGE KIT,$587.50 ,
PX,PX00435560000486,HC CATH PLEUX STARTER KIT,$587.50 ,
PX,PX00435560000487,HC CATH POWER-TRIALYSIS,$855.00 ,
PX,PX00435560000488,HC CATH PULMONARY BALLOON DILATOR CRE,"$1,327.40 ",
PX,PX00435560000489,HC CATH STIMUCATH NERVE BLK CONT,$357.50 ,
PX,PX00435560000490,HC CATH SURESTEP BARD SIL 14F,$97.40 ,
PX,PX00435560000491,HC CATH SWAN GANZ 7.5F EDWARDS,$601.00 ,
PX,PX00435560000492,HC CATH URI DRAIN,$66.80 ,
PX,PX00435560000493,HC CATH VEIN PORTAL PERC,"$1,169.10 ",
PX,PX00435560000494,HC CATH VENOUS BLOOD SELECT SMPL,$988.20 ,
PX,PX00435560000495,HC CATH/CANN ARTERY PERC,$774.90 ,
PX,PX00435560000496,HC CATH/INTRO SALINE/CONTRAST SIS,$394.00 ,
PX,PX00435560000497,HC CATHETER EXCHANGE AIRWAY,$336.60 ,
PX,PX00435560000498,HC CAUT CHEM TISSUE GRANULATION,$405.80 ,
PX,PX00435560000499,HC CEA (CARCINOEMBRYONIC AG),$256.70 ,
PX,PX00435560000500,HC CEBPA GENE FULL SEQUENCE,$489.10 ,
PX,PX00435560000501,HC CELL CNT MISC FLD W/O DIFF,$78.00 ,
PX,PX00435560000502,HC CELL COUNT BODY FLUID W/DIFF,$78.00 ,
PX,PX00435560000503,HC CELL CRYOPRESERVE/STORAGE,$327.00 ,
PX,PX00435560000504,HC CELL ENUMERATION,$823.30 ,
PX,PX00435560000505,HC CELL FUNCTION ASSAY W/STIM,$583.20 ,
PX,PX00435560000506,HC CELL SAVER FEE,"$1,275.40 ",
PX,PX00435560000507,HC CERULOPLASMIN,$128.40 ,
PX,PX00435560000508,HC CESSATION THROMBOLYSIS,"$4,297.60 ",
PX,PX00435560000509,HC CHANGE EXT/INT URET STENT,"$1,445.00 ",
PX,PX00435560000510,HC CHECKOUT ORTHOTIC/PROSTHETIC ESTAB PT EA 15 MIN,$110.00 ,
PX,PX00435560000511,HC CHEMDNR NRV MUSCLE FACIAL,$688.30 ,
PX,PX00435560000512,HC CHEMILUMINESCENT ASSAY,$99.00 ,
PX,PX00435560000513,HC CHEMO CNS,$800.00 ,
PX,PX00435560000514,HC CHEMO EXTEND IV INFUS W/PUMP,$736.00 ,
PX,PX00435560000515,HC CHEMO IA INFS ADD HR,$208.00 ,
PX,PX00435560000516,HC CHEMO IA INFUSION > 8 HR,$498.00 ,
PX,PX00435560000517,HC CHEMO IA INFUSION 1 HR,$428.00 ,
PX,PX00435560000518,HC CHEMO INJ SUBARACH/INTRAVENT,$152.00 ,
PX,PX00435560000519,HC CHEMO INTRA-ARTERIAL PUSH,$247.00 ,
PX,PX00435560000520,HC CHEMO INTRALESIONAL > 7 LESION,$459.00 ,
PX,PX00435560000521,HC CHEMO INTRALESIONAL 1-7 LESION,$252.00 ,
PX,PX00435560000522,HC CHEMO IV INFUSION ADDL HR,$252.00 ,
PX,PX00435560000523,HC CHEMO IV INFUSION NEW DRUG < 1H,$252.00 ,
PX,PX00435560000524,HC CHEMO IV INFUSION PROLONG W/PU,$736.00 ,
PX,PX00435560000525,HC CHEMO IV INFUSION SGL/INIT < 1HR,$736.00 ,
PX,PX00435560000526,HC CHEMO IV PUSH ADDL DRUG,$274.00 ,
PX,PX00435560000527,HC CHEMO IV PUSH SINGLE/INITIAL,$459.00 ,
PX,PX00435560000528,HC CHEMO IV PUSH SINGLE/INITIAL (RESEARCH),$0.01 ,Research Drug
PX,PX00435560000529,HC CHEMO PERITONEAL CAVITY,$537.00 ,
PX,PX00435560000530,HC CHEMO PLEURAL CAVITY,$200.00 ,
PX,PX00435560000531,HC CHEMO SQ/IM ANTI-NEOPLASTIC,$252.00 ,
PX,PX00435560000532,HC CHEMO SQ/IM NON-HORMONAL ANTI-NEOPLASTIC,$310.00 ,
PX,PX00435560000533,HC CHEMODE 1 EXT 1-4 MUSCLE ADDL,$714.20 ,
PX,PX00435560000534,HC CHEMODENERV 1 EXT 1-4 MUSCLE,"$1,223.30 ",
PX,PX00435560000535,HC CHEMODENERV SALIV GLANDS BILAT,$721.70 ,
PX,PX00435560000536,HC CHEMODENERV TRUNK MUSC 6/>,"$1,531.90 ",
PX,PX00435560000537,HC CHF ULTRAFILTRATION SERVICE,$606.10 ,
PX,PX00435560000538,HC CHG TUBE CYSTOSTOMY SMP,$405.30 ,
PX,PX00435560000539,HC CHIMERISM POST TX,$649.40 ,
PX,PX00435560000540,HC CHLAMYDIA ANTIBODY,$89.00 ,
PX,PX00435560000541,HC CHLAMYDIA ANTIBODY IGM,$86.00 ,
PX,PX00435560000542,HC CHLAMYDIA CULTURE,$106.00 ,
PX,PX00435560000543,HC CHLAMYDIA PNEUMONIAE DNA AMP PROBE,$220.00 ,
PX,PX00435560000544,HC CHLAMYDIA TRACH ANTIGEN IF,$38.80 ,
PX,PX00435560000545,HC CHLAMYDIA TRACHOMATIS DNA AMP PROBE,$100.00 ,
PX,PX00435560000546,HC CHLORIDE BLOOD,$22.00 ,
PX,PX00435560000547,HC CHLORIDE OTHER SOURCE,$56.00 ,
PX,PX00435560000548,HC CHLORIDE URINE,$53.00 ,
PX,PX00435560000549,HC CHOLECYSTOSTOMY PERC,"$2,718.90 ",
PX,PX00435560000550,HC CHOLESTEROL FLUID,$48.00 ,
PX,PX00435560000551,HC CHOLESTEROL SERUM OR WHOLE BLOOD TOTAL,$17.00 ,
PX,PX00435560000552,HC CHOLINESTERASE SERUM,$85.00 ,
PX,PX00435560000553,"HC CHOLINESTERASE,RBC",$139.70 ,
PX,PX00435560000554,"HC CHROM ANALY, 20-25","$1,204.20 ",
PX,PX00435560000555,HC CHROMATOGRAPHY/SPECTROMETRY QL/QN,$94.00 ,
PX,PX00435560000556,HC CHROMIUM,$136.40 ,
PX,PX00435560000557,HC CHROMOGENIC SUBSTRATE ASSAY,$195.00 ,
PX,PX00435560000558,HC CHROMOSOME ANALYSIS 15-20 2 KARYOTYPE,"$1,085.40 ",
PX,PX00435560000559,HC CHROMOSOME ANALYSIS 20-25,$775.40 ,
PX,PX00435560000560,HC CHROMOSOME ANALYSIS 45 2 KARYOTYPE,$504.90 ,
PX,PX00435560000561,HC CHROMOSOME ANALYSIS ADD BANDING,$163.30 ,
PX,PX00435560000562,HC CHROMOSOME ANALYSIS ADD'L CELLS COUNTED EACH,$141.90 ,
PX,PX00435560000563,HC CHROMOSOME ANALYSIS ADD'L KARYOTYPE EACH STUDY,$105.50 ,
PX,PX00435560000564,HC CHROMOSOME ANALYSISIS 100,$319.80 ,
PX,PX00435560000565,HC CHROMOSOME COUNT 5/1,$265.10 ,
PX,PX00435560000566,HC CHROMOSOME COUNT AMNIOTIC IN SITU,$596.70 ,
PX,PX00435560000567,HC CHROMOSOMES HIGH RESOL,$192.30 ,
PX,PX00435560000568,HC CIRCUIT OPTIFLOW JR KIT,$275.00 ,
PX,PX00435560000569,HC CIRCUIT VENTILATOR LIMB SINGLE,"$1,040.00 ",
PX,PX00435560000570,HC CIRCUMCISION (PKGD PRICE),$200.00 ,
PX,PX00435560000571,HC CIRCUMCISION W/CLAMP/DEVICE,$244.20 ,
PX,PX00435560000572,HC CITRATE,$182.40 ,
PX,PX00435560000573,HC CLINICAL PATHOLOGY CONSULTATIO,$197.10 ,
PX,PX00435560000574,HC CLINITRON THERAPY BED RENT-DAY,$161.80 ,
PX,PX00435560000575,HC CLIP FILSHIE,$401.80 ,
PX,PX00435560000576,HC CLOSTRIDUM TOXIN A W/OPTIC,$121.00 ,
PX,PX00435560000577,HC CLOSURE WOUND DEHIS SMP,$481.30 ,
PX,PX00435560000578,HC CLOTTING FACTOR II PROTHROMBIN SPECIFIC,$270.20 ,
PX,PX00435560000579,HC CLOTTING FUNCTIONAL ACTIVITY EACH ANALYTE,$303.80 ,
PX,PX00435560000580,HC CLOZAPINE,$55.60 ,
PX,PX00435560000581,HC CMEP LWR LIMBS,$664.20 ,
PX,PX00435560000582,"HC CMEP STUDY, UPPER & LOWER LIMB","$1,167.80 ",
PX,PX00435560000583,HC CMV ANTIBODY,$122.90 ,
PX,PX00435560000584,HC CMV ANTIBODY IGM,$183.60 ,
PX,PX00435560000585,HC CO DIFFUSION STUDY,$391.20 ,
PX,PX00435560000586,HC CO2 EXPIRED GAS DETERMINATION,$281.00 ,
PX,PX00435560000587,HC COAG TIME ACTIVATED (ACT),$80.00 ,
PX,PX00435560000588,"HC COCAINE, GC",$42.00 ,
PX,PX00435560000589,HC COCCIDIOIDES ANTIBODY,$118.80 ,
PX,PX00435560000590,HC COLD AGGLUTININS TITER,$78.30 ,
PX,PX00435560000591,HC COLL/INTERPRET PT TRANS DATA,$126.00 ,
PX,PX00435560000592,HC COLLAGEN CROSS LINKS ANY METHOD,$155.30 ,
PX,PX00435560000593,HC COLLAR ASPEN INFANT/CHILD (PEDS),$110.00 ,
PX,PX00435560000594,HC COLLAR ASPEN UNIV,$170.50 ,
PX,PX00435560000595,HC COLLECT BLOOD CENTRL/PERPH CATH,$134.10 ,
PX,PX00435560000596,HC COLLECT BLOOD PORT/ACCESS DEVICE,$147.50 ,
PX,PX00435560000597,HC COLLECT BLOOD PORT/ACCESS DVC,$147.50 ,
PX,PX00435560000598,HC COLLECT FINGER/HEEL/EAR STICK,$16.00 ,
PX,PX00435560000599,HC COLLECTION OF SCREENING PAP SM,$24.00 ,
PX,PX00435560000600,"HC COLLECTION, ARTERIAL",$82.00 ,
PX,PX00435560000601,HC COLON CA SCRN; BARIUM ENEMA,$398.00 ,
PX,PX00435560000602,HC COLON CANCER SCR SIGMOIDOSCOPY,$976.00 ,
PX,PX00435560000603,HC COLON HIGH RISK SCREEN-M-CARE,"$2,393.00 ",
PX,PX00435560000604,HC COLON LOW RISK SCREEN M-CARE,"$2,393.00 ",
PX,PX00435560000605,HC COLON W/BALLOON DILATION,"$3,075.30 ",
PX,PX00435560000606,HC COLONOS W/DECOMPRESSION,"$3,075.30 ",
PX,PX00435560000607,HC COLONOSC FLEX W/ENDO STENT PLA,"$2,657.20 ",
PX,PX00435560000608,HC COLONOSCOPY,"$2,518.20 ",
PX,PX00435560000609,HC COLONOSCOPY FLEX W/ABLAT TUMR,"$3,817.30 ",
PX,PX00435560000610,HC COLONOSCOPY FLEX W/BAND LIGATION,"$3,168.30 ",
PX,PX00435560000611,HC COLONOSCOPY FLEX W/US,"$2,664.20 ",
PX,PX00435560000612,HC COLONOSCOPY FLEXI W/ENDO RESEC,"$2,518.20 ",
PX,PX00435560000613,HC COLONOSCOPY STOMA W/ABLAT,"$2,487.00 ",
PX,PX00435560000614,HC COLONOSCOPY STOMA W/INJECT,"$2,330.00 ",
PX,PX00435560000615,HC COLONOSCOPY STOMA W/REM FB,"$2,156.80 ",
PX,PX00435560000616,HC COLONOSCOPY THRU STOMA,"$2,572.20 ",
PX,PX00435560000617,HC COLONOSCOPY THRU STOMA W/ SNAR,"$3,268.30 ",
PX,PX00435560000618,HC COLONOSCOPY W/BIOPSY,"$3,123.30 ",
PX,PX00435560000619,HC COLONOSCOPY W/CONTROL BLEEDING,"$3,168.30 ",
PX,PX00435560000620,HC COLONOSCOPY W/DIRECTED INJ,"$2,975.20 ",
PX,PX00435560000621,HC COLONOSCOPY W/HOT BX FORCEP OR,"$3,140.30 ",
PX,PX00435560000622,HC COLONOSCOPY W/REMOVAL FOREIGN BODY,"$3,441.30 ",
PX,PX00435560000623,HC COLONOSCOPY W/SNARE TECHNIQUE,"$3,140.30 ",
PX,PX00435560000624,HC COLONSOCOPY THRU STOMA W/BX,"$3,323.30 ",
PX,PX00435560000625,HC COLPOSCOPY CERVIX/VAGINA,$495.00 ,
PX,PX00435560000626,HC COLPOSCOPY ENTIRE VAGINA,$812.00 ,
PX,PX00435560000627,HC COLPOSCOPY VULVA,$374.60 ,
PX,PX00435560000628,HC COLPOSCOPY W/BX & CURETTAGE,$639.50 ,
PX,PX00435560000629,HC COLPOSCOPY W/BX CERVIX,$639.50 ,
PX,PX00435560000630,HC COLPOSCOPY W/BX ENTIRE VAGINA,$851.60 ,
PX,PX00435560000631,HC COLPOSCOPY W/BX LOOP CERVIX,"$1,233.40 ",
PX,PX00435560000632,HC COLPOSCOPY W/BX VULVA,$374.60 ,
PX,PX00435560000633,HC COLPOSCOPY W/CURETTAGE,$639.50 ,
PX,PX00435560000634,HC COMP METABOLIC PANEL,$198.00 ,
PX,PX00435560000635,HC COMP PULMONARY PANEL,"$4,614.30 ",
PX,PX00435560000636,HC COMPATIBILITY ANTIGLOB,$176.90 ,
PX,PX00435560000637,HC COMPATIBILITY ELECTRONIC,$38.00 ,
PX,PX00435560000638,HC COMPATIBILITY IS EACH UNIT,$99.00 ,
PX,PX00435560000639,HC COMPELLA BARIATRIC BED RENT/DAY,$163.70 ,
PX,PX00435560000640,HC COMPLEMENT ANTIGEN EACH COMPONENT,$193.00 ,
PX,PX00435560000641,HC COMPLEMENT FUNCTIONAL ACTIVITY EACH COMPONENT,$251.10 ,
PX,PX00435560000642,HC COMPLEMENT TOTAL HEMOLYTIC,$392.10 ,
PX,PX00435560000643,HC COMPLEX POLYSOMNOGRAPHY,"$4,059.50 ",
PX,PX00435560000644,HC COMPLEX POLYSOMNOGRAPHY < 6YRS,"$4,059.50 ",
PX,PX00435560000645,HC COMPLEX PULM STRESS TEST,"$1,418.40 ",
PX,PX00435560000646,HC CONCENTRATION FOR INFECT AGEN,$26.00 ,
PX,PX00435560000647,HC CONSULT & RPT REF MAT REQ PREP,$191.00 ,
PX,PX00435560000648,HC CONSULT PATH REVIEW & REPORT,$410.50 ,
PX,PX00435560000649,"HC CONT INTRAOP NEUROPHYS ATTND,1",$240.00 ,
PX,PX00435560000650,"HC CONT INTRAOP NEUROPHYS REMOTE,",$240.00 ,
PX,PX00435560000651,HC CONTINUOUS INHAL TX 1ST HR,$284.00 ,
PX,PX00435560000652,HC CONTINUOUS INHAL TX EA ADDL HR,$63.00 ,
PX,PX00435560000653,HC CONVERSION EXT BIL DRG CATH,"$2,880.30 ",
PX,PX00435560000654,HC CONVERT GI TO GJ TUBE FLUORO,"$1,740.10 ",
PX,PX00435560000655,HC CONVERT NEPHROSTOMY CATHETER,"$3,335.80 ",
PX,PX00435560000656,HC COOMBS DIRECT ANTIGLOBULIN,$20.00 ,
PX,PX00435560000657,HC COOMBS INDIRECT EACH ANTIBODY TITER,$63.00 ,
